,Date,EQT
0,2019-02-04 00:00:00-05:00,18.876672744750977
1,2019-02-05 00:00:00-05:00,18.218181610107422
2,2019-02-06 00:00:00-05:00,17.826906204223633
3,2019-02-07 00:00:00-05:00,17.025272369384766
4,2019-02-08 00:00:00-05:00,16.977556228637695
5,2019-02-11 00:00:00-05:00,17.540605545043945
6,2019-02-12 00:00:00-05:00,18.017772674560547
7,2019-02-13 00:00:00-05:00,18.332704544067383
8,2019-02-14 00:00:00-05:00,17.39599609375
9,2019-02-15 00:00:00-05:00,18.09375
10,2019-02-19 00:00:00-05:00,18.131980895996094
11,2019-02-20 00:00:00-05:00,18.49519157409668
12,2019-02-21 00:00:00-05:00,18.1893310546875
13,2019-02-22 00:00:00-05:00,18.456958770751953
14,2019-02-25 00:00:00-05:00,18.934871673583984
15,2019-02-26 00:00:00-05:00,18.198888778686523
16,2019-02-27 00:00:00-05:00,17.501136779785156
17,2019-02-28 00:00:00-05:00,17.319530487060547
18,2019-03-01 00:00:00-05:00,18.629011154174805
19,2019-03-04 00:00:00-05:00,18.953989028930664
20,2019-03-05 00:00:00-05:00,18.542985916137695
21,2019-03-06 00:00:00-05:00,18.017284393310547
22,2019-03-07 00:00:00-05:00,18.03639793395996
23,2019-03-08 00:00:00-05:00,17.54892921447754
24,2019-03-11 00:00:00-04:00,17.87390899658203
25,2019-03-12 00:00:00-04:00,18.781936645507812
26,2019-03-13 00:00:00-04:00,18.772382736206055
27,2019-03-14 00:00:00-04:00,18.982664108276367
28,2019-03-15 00:00:00-04:00,18.552541732788086
29,2019-03-18 00:00:00-04:00,19.15471649169922
30,2019-03-19 00:00:00-04:00,19.164270401000977
31,2019-03-20 00:00:00-04:00,19.909812927246094
32,2019-03-21 00:00:00-04:00,19.364994049072266
33,2019-03-22 00:00:00-04:00,18.64812660217285
34,2019-03-25 00:00:00-04:00,19.116477966308594
35,2019-03-26 00:00:00-04:00,19.240734100341797
36,2019-03-27 00:00:00-04:00,19.431900024414062
37,2019-03-28 00:00:00-04:00,19.73776626586914
38,2019-03-29 00:00:00-04:00,19.82379150390625
39,2019-04-01 00:00:00-04:00,19.642181396484375
40,2019-04-02 00:00:00-04:00,19.709091186523438
41,2019-04-03 00:00:00-04:00,19.212060928344727
42,2019-04-04 00:00:00-04:00,19.967159271240234
43,2019-04-05 00:00:00-04:00,20.65535545349121
44,2019-04-08 00:00:00-04:00,20.559772491455078
45,2019-04-09 00:00:00-04:00,20.00539779663086
