,Date,PSA
0,2019-02-04 00:00:00-05:00,169.93002319335938
1,2019-02-05 00:00:00-05:00,169.76756286621094
2,2019-02-06 00:00:00-05:00,169.4100799560547
3,2019-02-07 00:00:00-05:00,170.46620178222656
4,2019-02-08 00:00:00-05:00,171.05918884277344
5,2019-02-11 00:00:00-05:00,171.0104522705078
6,2019-02-12 00:00:00-05:00,168.76022338867188
7,2019-02-13 00:00:00-05:00,168.9389190673828
8,2019-02-14 00:00:00-05:00,169.09327697753906
9,2019-02-15 00:00:00-05:00,168.76022338867188
10,2019-02-19 00:00:00-05:00,168.89830017089844
11,2019-02-20 00:00:00-05:00,167.03797912597656
12,2019-02-21 00:00:00-05:00,162.8624725341797
13,2019-02-22 00:00:00-05:00,163.39865112304688
14,2019-02-25 00:00:00-05:00,163.61795043945312
15,2019-02-26 00:00:00-05:00,164.66592407226562
16,2019-02-27 00:00:00-05:00,170.2793426513672
17,2019-02-28 00:00:00-05:00,171.8065948486328
18,2019-03-01 00:00:00-05:00,172.2208709716797
19,2019-03-04 00:00:00-05:00,172.50523376464844
20,2019-03-05 00:00:00-05:00,173.15509033203125
21,2019-03-06 00:00:00-05:00,173.20387268066406
22,2019-03-07 00:00:00-05:00,173.98373413085938
23,2019-03-08 00:00:00-05:00,174.10557556152344
24,2019-03-11 00:00:00-04:00,177.77743530273438
25,2019-03-12 00:00:00-04:00,178.94984436035156
26,2019-03-13 00:00:00-04:00,179.66311645507812
27,2019-03-14 00:00:00-04:00,179.19580078125
28,2019-03-15 00:00:00-04:00,178.4169464111328
29,2019-03-18 00:00:00-04:00,178.53173828125
30,2019-03-19 00:00:00-04:00,178.30213928222656
31,2019-03-20 00:00:00-04:00,179.4253692626953
32,2019-03-21 00:00:00-04:00,182.02432250976562
33,2019-03-22 00:00:00-04:00,182.10629272460938
34,2019-03-25 00:00:00-04:00,183.84437561035156
35,2019-03-26 00:00:00-04:00,180.548583984375
36,2019-03-27 00:00:00-04:00,179.7123260498047
37,2019-03-28 00:00:00-04:00,179.54832458496094
38,2019-03-29 00:00:00-04:00,178.54811096191406
39,2019-04-01 00:00:00-04:00,178.98265075683594
40,2019-04-02 00:00:00-04:00,179.90086364746094
41,2019-04-03 00:00:00-04:00,179.47454833984375
