,Date,ARE
0,2019-02-04 00:00:00-05:00,112.55046844482422
1,2019-02-05 00:00:00-05:00,111.527587890625
2,2019-02-06 00:00:00-05:00,110.89152526855469
3,2019-02-07 00:00:00-05:00,114.08047485351562
4,2019-02-08 00:00:00-05:00,113.77963256835938
5,2019-02-11 00:00:00-05:00,114.92283630371094
6,2019-02-12 00:00:00-05:00,113.94295501708984
7,2019-02-13 00:00:00-05:00,115.61907196044922
8,2019-02-14 00:00:00-05:00,115.08615112304688
9,2019-02-15 00:00:00-05:00,115.91992950439453
10,2019-02-19 00:00:00-05:00,116.63335418701172
11,2019-02-20 00:00:00-05:00,116.0145034790039
12,2019-02-21 00:00:00-05:00,116.46144104003906
13,2019-02-22 00:00:00-05:00,117.5186996459961
14,2019-02-25 00:00:00-05:00,116.91700744628906
15,2019-02-26 00:00:00-05:00,117.0029525756836
16,2019-02-27 00:00:00-05:00,115.99727630615234
17,2019-02-28 00:00:00-05:00,116.80525970458984
18,2019-03-01 00:00:00-05:00,116.82247924804688
19,2019-03-04 00:00:00-05:00,117.72502136230469
20,2019-03-05 00:00:00-05:00,118.10320281982422
21,2019-03-06 00:00:00-05:00,118.23213195800781
22,2019-03-07 00:00:00-05:00,117.50151824951172
23,2019-03-08 00:00:00-05:00,118.2751235961914
24,2019-03-11 00:00:00-04:00,119.81371307373047
25,2019-03-12 00:00:00-04:00,120.46697235107422
26,2019-03-13 00:00:00-04:00,121.48985290527344
27,2019-03-14 00:00:00-04:00,121.93681335449219
28,2019-03-15 00:00:00-04:00,120.78502655029297
29,2019-03-18 00:00:00-04:00,120.52713775634766
30,2019-03-19 00:00:00-04:00,120.07160186767578
31,2019-03-20 00:00:00-04:00,120.58731842041016
32,2019-03-21 00:00:00-04:00,122.44395446777344
33,2019-03-22 00:00:00-04:00,121.81646728515625
34,2019-03-25 00:00:00-04:00,121.77349853515625
35,2019-03-26 00:00:00-04:00,123.63014221191406
36,2019-03-27 00:00:00-04:00,122.83937072753906
37,2019-03-28 00:00:00-04:00,123.95576477050781
38,2019-03-29 00:00:00-04:00,123.37596130371094
39,2019-04-01 00:00:00-04:00,122.4931869506836
40,2019-04-02 00:00:00-04:00,123.95576477050781
41,2019-04-03 00:00:00-04:00,124.21537780761719
42,2019-04-04 00:00:00-04:00,123.86923217773438
43,2019-04-05 00:00:00-04:00,124.59619903564453
44,2019-04-08 00:00:00-04:00,124.30194091796875
45,2019-04-09 00:00:00-04:00,123.86054992675781
46,2019-04-10 00:00:00-04:00,124.4836654663086
47,2019-04-11 00:00:00-04:00,124.18944549560547
48,2019-04-12 00:00:00-04:00,124.92506408691406
49,2019-04-15 00:00:00-04:00,124.32788848876953
50,2019-04-16 00:00:00-04:00,120.48539733886719
51,2019-04-17 00:00:00-04:00,118.04484558105469
52,2019-04-18 00:00:00-04:00,120.000732421875
53,2019-04-22 00:00:00-04:00,119.00550079345703
54,2019-04-23 00:00:00-04:00,121.62773895263672
55,2019-04-24 00:00:00-04:00,123.08169555664062
56,2019-04-25 00:00:00-04:00,123.21150970458984
57,2019-04-26 00:00:00-04:00,124.03369140625
58,2019-04-29 00:00:00-04:00,121.9306640625
59,2019-04-30 00:00:00-04:00,123.22877502441406
60,2019-05-01 00:00:00-04:00,122.88265228271484
61,2019-05-02 00:00:00-04:00,121.9566421508789
62,2019-05-03 00:00:00-04:00,123.15094757080078
63,2019-05-06 00:00:00-04:00,122.77877044677734
64,2019-05-07 00:00:00-04:00,120.73636627197266
65,2019-05-08 00:00:00-04:00,120.97003173828125
66,2019-05-09 00:00:00-04:00,121.852783203125
67,2019-05-10 00:00:00-04:00,123.52304077148438
68,2019-05-13 00:00:00-04:00,123.48845672607422
69,2019-05-14 00:00:00-04:00,124.49234008789062
70,2019-05-15 00:00:00-04:00,125.9549331665039
71,2019-05-16 00:00:00-04:00,126.76842498779297
72,2019-05-17 00:00:00-04:00,126.61265563964844
73,2019-05-20 00:00:00-04:00,125.331787109375
74,2019-05-21 00:00:00-04:00,126.39628601074219
75,2019-05-22 00:00:00-04:00,125.97224426269531
76,2019-05-23 00:00:00-04:00,124.66542053222656
77,2019-05-24 00:00:00-04:00,125.78184509277344
78,2019-05-28 00:00:00-04:00,125.34046173095703
79,2019-05-29 00:00:00-04:00,124.76061248779297
80,2019-05-30 00:00:00-04:00,125.9549331665039
81,2019-05-31 00:00:00-04:00,126.7078628540039
82,2019-06-03 00:00:00-04:00,127.45209503173828
83,2019-06-04 00:00:00-04:00,127.3309326171875
84,2019-06-05 00:00:00-04:00,130.36859130859375
