,Unnamed: 0.1,Unnamed: 0,Date,AIZ,AIZ_6m,AIZ_12m
0,0,0,2019-02-05,88.52871704101562,,
1,1,1,2019-02-06,88.37527465820312,,
2,2,2,2019-02-07,87.83370208740234,,
3,3,3,2019-02-08,87.67123413085938,,
4,4,4,2019-02-11,88.01422119140625,,
5,5,5,2019-02-12,89.12445068359375,,
6,6,6,2019-02-13,88.37527465820312,88.52871704101562,
7,7,7,2019-02-14,87.67123413085938,88.37527465820312,
8,8,8,2019-02-15,88.64605712890625,87.83370208740234,
9,9,9,2019-02-19,88.67314147949219,87.67123413085938,
10,10,10,2019-02-20,89.2056884765625,88.01422119140625,
11,11,11,2019-02-21,88.6099624633789,89.12445068359375,
12,12,12,2019-02-22,89.3092269897461,88.37527465820312,88.52871704101562
13,13,13,2019-02-25,89.963134765625,87.67123413085938,88.37527465820312
14,14,14,2019-02-26,90.29914855957033,88.64605712890625,87.83370208740234
15,15,15,2019-02-27,91.60690307617188,88.67314147949219,87.67123413085938
16,16,16,2019-02-28,93.5322265625,89.2056884765625,88.01422119140625
17,17,17,2019-03-01,94.57662200927734,88.6099624633789,89.12445068359375
18,18,18,2019-03-04,94.24967956542967,89.3092269897461,88.37527465820312
19,19,19,2019-03-05,93.73204040527344,89.963134765625,87.67123413085938
20,20,20,2019-03-06,91.87935638427734,90.29914855957033,88.64605712890625
21,21,21,2019-03-07,91.1346664428711,91.60690307617188,88.67314147949219
22,22,22,2019-03-08,90.78045654296876,93.5322265625,89.2056884765625
23,23,23,2019-03-11,91.5615005493164,94.57662200927734,88.6099624633789
24,24,24,2019-03-12,91.73406982421876,94.24967956542967,89.3092269897461
25,25,25,2019-03-13,91.97926330566406,93.73204040527344,89.963134765625
26,26,26,2019-03-14,89.18209838867188,91.87935638427734,90.29914855957033
27,27,27,2019-03-15,89.6634292602539,91.1346664428711,91.60690307617188
28,28,28,2019-03-18,90.54436492919922,90.78045654296876,93.5322265625
29,29,29,2019-03-19,88.09229278564453,91.5615005493164,94.57662200927734
30,30,30,2019-03-20,85.8945541381836,91.73406982421876,94.24967956542967
31,31,31,2019-03-21,87.07514953613281,91.97926330566406,93.73204040527344
32,32,32,2019-03-22,85.8763656616211,89.18209838867188,91.87935638427734
33,33,33,2019-03-25,85.8763656616211,89.6634292602539,91.1346664428711
34,34,34,2019-03-26,86.61201477050781,90.54436492919922,90.78045654296876
35,35,35,2019-03-27,86.26688385009766,88.09229278564453,91.5615005493164
36,36,36,2019-03-28,86.06709289550781,85.8945541381836,91.73406982421876
37,37,37,2019-03-29,86.19422912597656,87.07514953613281,91.97926330566406
38,38,38,2019-04-01,87.32035827636719,85.8763656616211,89.18209838867188
39,39,39,2019-04-02,86.68463134765625,85.8763656616211,89.6634292602539
40,40,40,2019-04-03,86.68463134765625,86.61201477050781,90.54436492919922
41,41,41,2019-04-04,87.10240173339844,86.26688385009766,88.09229278564453
42,42,42,2019-04-05,87.06608581542969,86.06709289550781,85.8945541381836
43,43,43,2019-04-08,86.66647338867188,86.19422912597656,87.07514953613281
44,44,44,2019-04-09,85.64934539794922,87.32035827636719,85.8763656616211
45,45,45,2019-04-10,85.79461669921875,86.68463134765625,85.8763656616211
46,46,46,2019-04-11,86.67556762695312,86.68463134765625,86.61201477050781
47,47,47,2019-04-12,87.038818359375,87.10240173339844,86.26688385009766
48,48,48,2019-04-15,86.22148132324219,87.06608581542969,86.06709289550781
49,49,49,2019-04-16,86.47576904296875,86.66647338867188,86.19422912597656
50,50,50,2019-04-17,85.42227172851562,85.64934539794922,87.32035827636719
51,51,51,2019-04-18,84.66848754882812,85.79461669921875,86.68463134765625
52,52,52,2019-04-22,83.54236602783203,86.67556762695312,86.68463134765625
53,53,53,2019-04-23,84.51409912109375,87.038818359375,87.10240173339844
54,54,54,2019-04-24,84.32341003417969,86.22148132324219,87.06608581542969
55,55,55,2019-04-25,83.83299255371094,86.47576904296875,86.66647338867188
56,56,56,2019-04-26,84.92278289794922,85.42227172851562,85.64934539794922
57,57,57,2019-04-29,85.68565368652344,84.66848754882812,85.79461669921875
58,58,58,2019-04-30,86.27597045898438,83.54236602783203,86.67556762695312
59,59,59,2019-05-01,85.48587036132812,84.51409912109375,87.038818359375
60,60,60,2019-05-02,85.74922180175781,84.32341003417969,86.22148132324219
61,61,61,2019-05-03,85.8945541381836,83.83299255371094,86.47576904296875
62,62,62,2019-05-06,85.33145904541016,84.92278289794922,85.42227172851562
63,63,63,2019-05-07,87.34760284423828,85.68565368652344,84.66848754882812
