,Date,KIM
0,2019-02-04 00:00:00-05:00,13.757257461547852
1,2019-02-05 00:00:00-05:00,13.88471508026123
2,2019-02-06 00:00:00-05:00,13.844883918762207
3,2019-02-07 00:00:00-05:00,14.036072731018066
4,2019-02-08 00:00:00-05:00,14.20335578918457
5,2019-02-11 00:00:00-05:00,14.187422752380371
6,2019-02-12 00:00:00-05:00,14.123695373535156
7,2019-02-13 00:00:00-05:00,14.187422752380371
8,2019-02-14 00:00:00-05:00,14.08386516571045
9,2019-02-15 00:00:00-05:00,14.147592544555664
10,2019-02-19 00:00:00-05:00,14.163525581359863
11,2019-02-20 00:00:00-05:00,13.988274574279785
12,2019-02-21 00:00:00-05:00,14.044034004211426
13,2019-02-22 00:00:00-05:00,14.123695373535156
14,2019-02-25 00:00:00-05:00,14.091832160949707
15,2019-02-26 00:00:00-05:00,14.059966087341309
16,2019-02-27 00:00:00-05:00,13.92454719543457
17,2019-02-28 00:00:00-05:00,14.012168884277344
18,2019-03-01 00:00:00-05:00,13.8050537109375
19,2019-03-04 00:00:00-05:00,13.733360290527344
20,2019-03-05 00:00:00-05:00,13.980308532714844
21,2019-03-06 00:00:00-05:00,13.733360290527344
22,2019-03-07 00:00:00-05:00,13.852851867675781
23,2019-03-08 00:00:00-05:00,13.797090530395508
24,2019-03-11 00:00:00-04:00,13.980308532714844
25,2019-03-12 00:00:00-04:00,14.08386516571045
26,2019-03-13 00:00:00-04:00,14.187422752380371
27,2019-03-14 00:00:00-04:00,14.251152038574219
28,2019-03-15 00:00:00-04:00,14.067934036254883
29,2019-03-18 00:00:00-04:00,13.964375495910645
30,2019-03-19 00:00:00-04:00,14.028103828430176
31,2019-03-20 00:00:00-04:00,14.099798202514648
32,2019-03-21 00:00:00-04:00,14.474197387695312
33,2019-03-22 00:00:00-04:00,14.44233512878418
34,2019-03-25 00:00:00-04:00,14.458267211914062
35,2019-03-26 00:00:00-04:00,14.792837142944336
36,2019-03-27 00:00:00-04:00,14.673349380493164
37,2019-03-28 00:00:00-04:00,14.848596572875977
38,2019-03-29 00:00:00-04:00,14.737078666687012
39,2019-04-01 00:00:00-04:00,14.704723358154297
40,2019-04-02 00:00:00-04:00,14.81795597076416
41,2019-04-03 00:00:00-04:00,14.704723358154297
42,2019-04-04 00:00:00-04:00,14.696634292602539
43,2019-04-05 00:00:00-04:00,14.92310905456543
44,2019-04-08 00:00:00-04:00,14.801780700683594
45,2019-04-09 00:00:00-04:00,14.688545227050781
46,2019-04-10 00:00:00-04:00,14.93120002746582
47,2019-04-11 00:00:00-04:00,14.777518272399902
48,2019-04-12 00:00:00-04:00,14.753251075744629
49,2019-04-15 00:00:00-04:00,14.470161437988281
50,2019-04-16 00:00:00-04:00,14.041472434997559
51,2019-04-17 00:00:00-04:00,13.928234100341797
52,2019-04-18 00:00:00-04:00,14.178977966308594
53,2019-04-22 00:00:00-04:00,13.814996719360352
54,2019-04-23 00:00:00-04:00,14.146623611450195
55,2019-04-24 00:00:00-04:00,14.356924057006836
56,2019-04-25 00:00:00-04:00,14.348833084106445
57,2019-04-26 00:00:00-04:00,14.405449867248535
58,2019-04-29 00:00:00-04:00,14.009117126464844
59,2019-04-30 00:00:00-04:00,14.065740585327148
60,2019-05-01 00:00:00-04:00,14.073824882507324
61,2019-05-02 00:00:00-04:00,14.551043510437012
62,2019-05-03 00:00:00-04:00,14.72089672088623
63,2019-05-06 00:00:00-04:00,14.78560733795166
64,2019-05-07 00:00:00-04:00,14.526776313781738
65,2019-05-08 00:00:00-04:00,14.551043510437012
66,2019-05-09 00:00:00-04:00,14.567220687866211
67,2019-05-10 00:00:00-04:00,14.834137916564941
68,2019-05-13 00:00:00-04:00,14.631928443908691
69,2019-05-14 00:00:00-04:00,14.72899055480957
70,2019-05-15 00:00:00-04:00,14.64810562133789
71,2019-05-16 00:00:00-04:00,14.672365188598633
72,2019-05-17 00:00:00-04:00,14.631928443908691
73,2019-05-20 00:00:00-04:00,14.526776313781738
74,2019-05-21 00:00:00-04:00,14.753251075744629
