,Unnamed: 0.1,Unnamed: 0,Date,BAX,BAX_6m,BAX_12m
189,189,189,2019-11-04,72.24678802490234,71.73623657226562,81.5479965209961
190,190,190,2019-11-05,71.9218978881836,72.26532745361328,81.67793273925781
191,191,191,2019-11-06,72.748046875,72.27462768554688,82.10496520996094
192,192,192,2019-11-07,72.40458679199219,71.36492919921875,80.79608917236328
193,193,193,2019-11-08,72.87800598144531,71.1978530883789,81.64081573486328
194,194,194,2019-11-11,73.20289611816406,72.32105255126953,73.40711212158203
195,195,195,2019-11-12,74.35395050048828,72.24678802490234,71.73623657226562
196,196,196,2019-11-13,75.07799530029297,71.9218978881836,72.26532745361328
197,197,197,2019-11-14,74.94802856445312,72.748046875,72.27462768554688
198,198,198,2019-11-15,75.59780883789062,72.40458679199219,71.36492919921875
199,199,199,2019-11-18,75.30077362060547,72.87800598144531,71.1978530883789
200,200,200,2019-11-19,75.8113021850586,73.20289611816406,72.32105255126953
201,201,201,2019-11-20,76.11764526367188,74.35395050048828,72.24678802490234
202,202,202,2019-11-21,76.3497085571289,75.07799530029297,71.9218978881836
203,203,203,2019-11-22,76.13619232177734,74.94802856445312,72.748046875
204,204,204,2019-11-25,76.15478515625,75.59780883789062,72.40458679199219
205,205,205,2019-11-26,76.12692260742188,75.30077362060547,72.87800598144531
206,206,206,2019-11-27,76.54463195800781,75.8113021850586,73.20289611816406
207,207,207,2019-11-29,76.08980560302734,76.11764526367188,74.35395050048828
208,208,208,2019-12-02,75.98767852783203,76.3497085571289,75.07799530029297
209,209,209,2019-12-03,75.19868469238281,76.13619232177734,74.94802856445312
210,210,210,2019-12-04,76.51680755615234,76.15478515625,75.59780883789062
211,211,211,2019-12-05,76.76810455322266,76.12692260742188,75.30077362060547
212,212,212,2019-12-06,77.41033172607422,76.54463195800781,75.8113021850586
213,213,213,2019-12-09,75.90251159667969,76.08980560302734,76.11764526367188
214,214,214,2019-12-10,76.59125518798828,75.98767852783203,76.3497085571289
215,215,215,2019-12-11,77.26140594482422,75.19868469238281,76.13619232177734
216,216,216,2019-12-12,77.72677612304688,76.51680755615234,76.15478515625
217,217,217,2019-12-13,78.14558410644531,76.76810455322266,76.12692260742188
218,218,218,2019-12-16,78.05252075195312,77.41033172607422,76.54463195800781
219,219,219,2019-12-17,77.48478698730469,75.90251159667969,76.08980560302734
220,220,220,2019-12-18,77.86637878417969,76.59125518798828,75.98767852783203
221,221,221,2019-12-19,76.52609252929688,77.26140594482422,75.19868469238281
222,222,222,2019-12-20,76.77742004394531,77.72677612304688,76.51680755615234
223,223,223,2019-12-23,78.66682434082031,78.14558410644531,76.76810455322266
224,224,224,2019-12-24,78.82504272460938,78.05252075195312,77.41033172607422
225,225,225,2019-12-26,78.48998260498047,77.48478698730469,75.90251159667969
226,226,226,2019-12-27,78.22937774658203,77.86637878417969,76.59125518798828
227,227,227,2019-12-30,77.6523208618164,76.52609252929688,77.26140594482422
228,228,228,2019-12-31,77.82915496826172,76.77742004394531,77.72677612304688
229,229,229,2020-01-02,79.92333221435547,78.66682434082031,78.14558410644531
230,230,230,2020-01-03,79.57897186279297,78.82504272460938,78.05252075195312
231,231,231,2020-01-06,79.38349151611328,78.48998260498047,77.48478698730469
232,232,232,2020-01-07,79.56964111328125,78.22937774658203,77.86637878417969
233,233,233,2020-01-08,80.72378540039062,77.6523208618164,76.52609252929688
234,234,234,2020-01-09,80.54694366455078,77.82915496826172,76.77742004394531
235,235,235,2020-01-10,79.95127868652344,79.92333221435547,78.66682434082031
236,236,236,2020-01-13,83.18094635009766,79.57897186279297,78.82504272460938
237,237,237,2020-01-14,83.03202819824219,79.38349151611328,78.48998260498047
238,238,238,2020-01-15,83.35780334472656,79.56964111328125,78.22937774658203
239,239,239,2020-01-16,83.75802612304688,80.72378540039062,77.6523208618164
240,240,240,2020-01-17,83.51600646972656,80.54694366455078,77.82915496826172
241,241,241,2020-01-21,84.76322937011719,79.95127868652344,79.92333221435547
242,242,242,2020-01-22,84.84699249267578,83.18094635009766,79.57897186279297
243,243,243,2020-01-23,84.79115295410156,83.03202819824219,79.38349151611328
244,244,244,2020-01-24,84.49330139160156,83.35780334472656,79.56964111328125
245,245,245,2020-01-27,84.26063537597656,83.75802612304688,80.72378540039062
246,246,246,2020-01-28,84.27925109863281,83.51600646972656,80.54694366455078
247,247,247,2020-01-29,84.2326889038086,84.76322937011719,79.95127868652344
248,248,248,2020-01-30,84.36300659179688,84.84699249267578,83.18094635009766
249,249,249,2020-01-31,83.0413589477539,84.79115295410156,83.03202819824219
250,250,250,2020-02-03,83.47880554199219,84.49330139160156,83.35780334472656
251,251,251,2020-02-04,84.57706451416016,84.26063537597656,83.75802612304688
252,252,252,2020-02-05,84.98660278320312,84.27925109863281,83.51600646972656
253,253,253,2020-02-06,86.83879089355469,84.2326889038086,84.76322937011719
254,254,254,2020-02-07,84.93075561523438,84.36300659179688,84.84699249267578
255,255,255,2020-02-10,84.95869445800781,83.0413589477539,84.79115295410156
256,256,256,2020-02-11,85.48921203613281,83.47880554199219,84.49330139160156
257,257,257,2020-02-12,85.09829711914062,84.57706451416016,84.26063537597656
258,258,258,2020-02-13,86.1593246459961,84.98660278320312,84.27925109863281
259,259,259,2020-02-14,86.68985748291016,86.83879089355469,84.2326889038086
260,260,260,2020-02-18,85.83358001708984,84.93075561523438,84.36300659179688
261,261,261,2020-02-19,86.70849609375,84.95869445800781,83.0413589477539
262,262,262,2020-02-20,86.61540985107422,85.48921203613281,83.47880554199219
263,263,263,2020-02-21,86.2524185180664,85.09829711914062,84.57706451416016
264,264,264,2020-02-24,83.32987213134766,86.1593246459961,84.98660278320312
265,265,265,2020-02-25,80.96578216552734,86.68985748291016,86.83879089355469
266,266,266,2020-02-26,81.00298309326172,85.83358001708984,84.93075561523438
267,267,267,2020-02-27,78.63291931152344,86.70849609375,84.95869445800781
268,268,268,2020-02-28,77.88641357421875,86.61540985107422,85.48921203613281
269,269,269,2020-03-02,81.3482437133789,86.2524185180664,85.09829711914062
270,270,270,2020-03-03,80.16321563720703,83.32987213134766,86.1593246459961
271,271,271,2020-03-04,84.96870422363281,80.96578216552734,86.68985748291016
272,272,272,2020-03-05,81.78681945800781,81.00298309326172,85.83358001708984
273,273,273,2020-03-06,79.66865539550781,78.63291931152344,86.70849609375
274,274,274,2020-03-09,73.15555572509766,77.88641357421875,86.61540985107422
275,275,275,2020-03-10,77.4292221069336,81.3482437133789,86.2524185180664
276,276,276,2020-03-11,72.75433349609375,80.16321563720703,83.32987213134766
277,277,277,2020-03-12,70.42157745361328,84.96870422363281,80.96578216552734
278,278,278,2020-03-13,75.57231140136719,81.78681945800781,81.00298309326172
279,279,279,2020-03-16,66.7824478149414,79.66865539550781,78.63291931152344
280,280,280,2020-03-17,75.12443542480469,73.15555572509766,77.88641357421875
281,281,281,2020-03-18,78.93151092529297,77.4292221069336,81.3482437133789
282,282,282,2020-03-19,72.94095611572266,72.75433349609375,80.16321563720703
283,283,283,2020-03-20,70.68283081054688,70.42157745361328,84.96870422363281
284,284,284,2020-03-23,67.00640106201172,75.57231140136719,81.78681945800781
285,285,285,2020-03-24,68.96593475341797,66.7824478149414,79.66865539550781
286,286,286,2020-03-25,68.64868927001953,75.12443542480469,73.15555572509766
287,287,287,2020-03-26,74.80717468261719,78.93151092529297,77.4292221069336
288,288,288,2020-03-27,74.45259857177734,72.94095611572266,72.75433349609375
289,289,289,2020-03-30,76.6920394897461,70.68283081054688,70.42157745361328
290,290,290,2020-03-31,75.75895690917969,67.00640106201172,75.57231140136719
291,291,291,2020-04-01,73.398193359375,68.96593475341797,66.7824478149414
292,292,292,2020-04-02,76.72005462646484,68.64868927001953,75.12443542480469
293,293,293,2020-04-03,75.9735336303711,74.80717468261719,78.93151092529297
294,294,294,2020-04-06,79.2487564086914,74.45259857177734,72.94095611572266
295,295,295,2020-04-07,76.99064636230469,76.6920394897461,70.68283081054688
296,296,296,2020-04-08,78.82884979248047,75.75895690917969,67.00640106201172
297,297,297,2020-04-09,81.07764434814453,73.398193359375,68.96593475341797
298,298,298,2020-04-13,80.2471923828125,76.72005462646484,68.64868927001953
299,299,299,2020-04-14,82.34667205810547,75.9735336303711,74.80717468261719
300,300,300,2020-04-15,81.07764434814453,79.2487564086914,74.45259857177734
301,301,301,2020-04-16,84.47415924072266,76.99064636230469,76.6920394897461
302,302,302,2020-04-17,86.7322769165039,78.82884979248047,75.75895690917969
303,303,303,2020-04-20,87.84268188476562,81.07764434814453,73.398193359375
304,304,304,2020-04-21,84.07292938232422,80.2471923828125,76.72005462646484
305,305,305,2020-04-22,84.48348999023438,82.34667205810547,75.9735336303711
306,306,306,2020-04-23,85.2113265991211,81.07764434814453,79.2487564086914
307,307,307,2020-04-24,86.70429229736328,84.47415924072266,76.99064636230469
308,308,308,2020-04-27,86.47101593017578,86.7322769165039,78.82884979248047
309,309,309,2020-04-28,84.91270446777344,87.84268188476562,81.07764434814453
310,310,310,2020-04-29,85.36994934082031,84.07292938232422,80.2471923828125
311,311,311,2020-04-30,82.84123229980469,84.48348999023438,82.34667205810547
312,312,312,2020-05-01,81.96410369873047,85.2113265991211,81.07764434814453
313,313,313,2020-05-04,81.43223571777344,86.70429229736328,84.47415924072266
314,314,314,2020-05-05,82.80390930175781,86.47101593017578,86.7322769165039
315,315,315,2020-05-06,82.03874969482422,84.91270446777344,87.84268188476562
316,316,316,2020-05-07,82.52397918701172,85.36994934082031,84.07292938232422
317,317,317,2020-05-08,82.18805694580078,82.84123229980469,84.48348999023438
318,318,318,2020-05-11,82.98119354248047,81.96410369873047,85.2113265991211
319,319,319,2020-05-12,80.14454650878906,81.43223571777344,86.70429229736328
320,320,320,2020-05-13,79.8272933959961,82.80390930175781,86.47101593017578
321,321,321,2020-05-14,81.10565185546875,82.03874969482422,84.91270446777344
322,322,322,2020-05-15,81.32958984375,82.52397918701172,85.36994934082031
323,323,323,2020-05-18,81.01234436035156,82.18805694580078,82.84123229980469
324,324,324,2020-05-19,80.7323989868164,82.98119354248047,81.96410369873047
325,325,325,2020-05-20,81.57218933105469,80.14454650878906,81.43223571777344
326,326,326,2020-05-21,80.76972198486328,79.8272933959961,82.80390930175781
327,327,327,2020-05-22,81.11498260498047,81.10565185546875,82.03874969482422
328,328,328,2020-05-26,79.78997039794922,81.32958984375,82.52397918701172
329,329,329,2020-05-27,80.65776824951172,81.01234436035156,82.18805694580078
330,330,330,2020-05-28,82.30000305175781,80.7323989868164,82.98119354248047
331,331,331,2020-05-29,83.98896026611328,81.57218933105469,80.14454650878906
332,332,332,2020-06-01,84.34354400634766,80.76972198486328,79.8272933959961
333,333,333,2020-06-02,84.89407348632812,81.11498260498047,81.10565185546875
334,334,334,2020-06-03,84.42750549316406,79.78997039794922,81.32958984375
335,335,335,2020-06-04,82.9258041381836,80.65776824951172,81.01234436035156
336,336,336,2020-06-05,83.44976043701172,82.30000305175781,80.7323989868164
337,337,337,2020-06-08,83.06615447998047,83.98896026611328,81.57218933105469
338,338,338,2020-06-09,81.41006469726562,84.34354400634766,80.76972198486328
339,339,339,2020-06-10,81.25100708007812,84.89407348632812,81.11498260498047
340,340,340,2020-06-11,78.19147491455078,84.42750549316406,79.78997039794922
341,341,341,2020-06-12,78.56571960449219,82.9258041381836,80.65776824951172
342,342,342,2020-06-15,78.387939453125,83.44976043701172,82.30000305175781
343,343,343,2020-06-16,79.52007293701172,83.06615447998047,83.98896026611328
344,344,344,2020-06-17,79.62298583984375,81.41006469726562,84.34354400634766
345,345,345,2020-06-18,78.45343780517578,81.25100708007812,84.89407348632812
346,346,346,2020-06-19,79.05225372314453,78.19147491455078,84.42750549316406
347,347,347,2020-06-22,78.55635833740234,78.56571960449219,82.9258041381836
348,348,348,2020-06-23,78.11660766601562,78.387939453125,83.44976043701172
349,349,349,2020-06-24,77.16226196289062,79.52007293701172,83.06615447998047
350,350,350,2020-06-25,79.83819580078125,79.62298583984375,81.41006469726562
351,351,351,2020-06-26,78.88382720947266,78.45343780517578,81.25100708007812
352,352,352,2020-06-29,78.8089828491211,79.05225372314453,78.19147491455078
353,353,353,2020-06-30,80.55863189697266,78.55635833740234,78.56571960449219
354,354,354,2020-07-01,81.69076538085938,78.11660766601562,78.387939453125
355,355,355,2020-07-02,81.59718322753906,77.16226196289062,79.52007293701172
356,356,356,2020-07-06,82.43927764892578,79.83819580078125,79.62298583984375
357,357,357,2020-07-07,79.99724578857422,78.88382720947266,78.45343780517578
358,358,358,2020-07-08,78.76219940185547,78.8089828491211,79.05225372314453
359,359,359,2020-07-09,80.1750259399414,80.55863189697266,78.55635833740234
360,360,360,2020-07-10,79.74462890625,81.69076538085938,78.11660766601562
361,361,361,2020-07-13,78.08853912353516,81.59718322753906,77.16226196289062
362,362,362,2020-07-14,79.20196533203125,82.43927764892578,79.83819580078125
363,363,363,2020-07-15,81.48491668701172,79.99724578857422,78.88382720947266
364,364,364,2020-07-16,80.28729248046875,78.76219940185547,78.8089828491211
365,365,365,2020-07-17,81.92466735839844,80.1750259399414,80.55863189697266
366,366,366,2020-07-20,82.16792297363281,79.74462890625,81.69076538085938
367,367,367,2020-07-21,82.96320343017578,78.08853912353516,81.59718322753906
368,368,368,2020-07-22,83.45912170410156,79.20196533203125,82.43927764892578
369,369,369,2020-07-23,83.73045349121094,81.48491668701172,79.99724578857422
370,370,370,2020-07-24,83.51525115966797,80.28729248046875,78.76219940185547
371,371,371,2020-07-27,83.54332733154297,81.92466735839844,80.1750259399414
372,372,372,2020-07-28,83.51525115966797,82.16792297363281,79.74462890625
373,373,373,2020-07-29,84.8906478881836,82.96320343017578,78.08853912353516
374,374,374,2020-07-30,80.47444152832031,83.45912170410156,79.20196533203125
375,375,375,2020-07-31,80.82060241699219,83.73045349121094,81.48491668701172
376,376,376,2020-08-03,77.80784606933594,83.51525115966797,80.28729248046875
377,377,377,2020-08-04,75.8617172241211,83.54332733154297,81.92466735839844
378,378,378,2020-08-05,75.2816162109375,83.51525115966797,82.16792297363281
379,379,379,2020-08-06,75.19742584228516,84.8906478881836,82.96320343017578
