,Unnamed: 0.1,Unnamed: 0,Date,BAX,BAX_6m,BAX_12m
0,0,0,2019-02-05,66.35315704345703,,
1,1,1,2019-02-06,66.09528350830078,,
2,2,2,2019-02-07,65.48749542236328,,
3,3,3,2019-02-08,65.84663391113281,,
4,4,4,2019-02-11,66.05845642089844,,
5,5,5,2019-02-12,66.74917602539062,,
6,6,6,2019-02-13,66.92414855957031,66.35315704345703,
7,7,7,2019-02-14,66.71233367919922,66.09528350830078,
8,8,8,2019-02-15,67.62405395507812,65.48749542236328,
9,9,9,2019-02-19,67.66089630126953,65.84663391113281,
10,10,10,2019-02-20,68.26870727539062,66.05845642089844,
11,11,11,2019-02-21,68.17659759521484,66.74917602539062,
12,12,12,2019-02-22,68.77522277832031,66.92414855957031,66.35315704345703
13,13,13,2019-02-25,68.87652587890625,66.71233367919922,66.09528350830078
14,14,14,2019-02-26,68.98704528808594,67.62405395507812,65.48749542236328
15,15,15,2019-02-27,69.13438415527344,67.66089630126953,65.84663391113281
16,16,16,2019-02-28,68.99588012695312,68.26870727539062,66.05845642089844
17,17,17,2019-03-01,70.02071380615234,68.17659759521484,66.74917602539062
18,18,18,2019-03-04,69.67910766601562,68.77522277832031,66.92414855957031
19,19,19,2019-03-05,69.90068817138672,68.87652587890625,66.71233367919922
20,20,20,2019-03-06,68.99588012695312,68.98704528808594,67.62405395507812
21,21,21,2019-03-07,68.98665618896484,69.13438415527344,67.66089630126953
22,22,22,2019-03-08,68.4419174194336,68.99588012695312,68.26870727539062
23,23,23,2019-03-11,69.3559799194336,70.02071380615234,68.17659759521484
24,24,24,2019-03-12,69.87300109863281,69.67910766601562,68.77522277832031
25,25,25,2019-03-13,70.5192642211914,69.90068817138672,68.87652587890625
26,26,26,2019-03-14,70.63929748535156,68.99588012695312,68.98704528808594
27,27,27,2019-03-15,71.03632354736328,68.98665618896484,69.13438415527344
28,28,28,2019-03-18,71.04553985595703,68.4419174194336,68.99588012695312
29,29,29,2019-03-19,71.63642883300781,69.3559799194336,70.02071380615234
30,30,30,2019-03-20,71.25790405273438,69.87300109863281,69.67910766601562
31,31,31,2019-03-21,72.43045043945312,70.5192642211914,69.90068817138672
32,32,32,2019-03-22,71.31329345703125,70.63929748535156,68.99588012695312
33,33,33,2019-03-25,71.67337799072266,71.03632354736328,68.98665618896484
34,34,34,2019-03-26,72.75359344482422,71.04553985595703,68.4419174194336
35,35,35,2019-03-27,73.0213394165039,71.63642883300781,69.3559799194336
36,36,36,2019-03-28,73.57530212402344,71.25790405273438,69.87300109863281
37,37,37,2019-03-29,75.07100677490234,72.43045043945312,70.5192642211914
38,38,38,2019-04-01,75.49569702148438,71.31329345703125,70.63929748535156
39,39,39,2019-04-02,75.2833480834961,71.67337799072266,71.03632354736328
40,40,40,2019-04-03,74.66476440429688,72.75359344482422,71.04553985595703
41,41,41,2019-04-04,74.36931610107422,73.0213394165039,71.63642883300781
42,42,42,2019-04-05,74.48011779785156,73.57530212402344,71.25790405273438
43,43,43,2019-04-08,73.54761505126953,75.07100677490234,72.43045043945312
44,44,44,2019-04-09,73.9261474609375,75.49569702148438,71.31329345703125
45,45,45,2019-04-10,74.0092544555664,75.2833480834961,71.67337799072266
46,46,46,2019-04-11,73.70457458496094,74.66476440429688,72.75359344482422
47,47,47,2019-04-12,73.23370361328125,74.36931610107422,73.0213394165039
48,48,48,2019-04-15,73.50143432617188,74.48011779785156,73.57530212402344
49,49,49,2019-04-16,71.66414642333984,73.54761505126953,75.07100677490234
50,50,50,2019-04-17,68.68196868896484,73.9261474609375,75.49569702148438
51,51,51,2019-04-18,68.6265869140625,74.0092544555664,75.2833480834961
52,52,52,2019-04-22,69.47600555419922,73.70457458496094,74.66476440429688
53,53,53,2019-04-23,70.48233032226562,73.23370361328125,74.36931610107422
54,54,54,2019-04-24,70.42696380615234,73.50143432617188,74.48011779785156
55,55,55,2019-04-25,70.39926147460938,71.66414642333984,73.54761505126953
56,56,56,2019-04-26,70.33463287353516,68.68196868896484,73.9261474609375
57,57,57,2019-04-29,69.71604919433594,68.6265869140625,74.0092544555664
58,58,58,2019-04-30,70.4454116821289,69.47600555419922,73.70457458496094
59,59,59,2019-05-01,69.66063690185547,70.48233032226562,73.23370361328125
60,60,60,2019-05-02,70.4361801147461,70.42696380615234,73.50143432617188
61,61,61,2019-05-03,71.36869049072266,70.39926147460938,71.66414642333984
62,62,62,2019-05-06,71.38717651367188,70.33463287353516,68.68196868896484
63,63,63,2019-05-07,70.80548858642578,69.71604919433594,68.6265869140625
64,64,64,2019-05-08,70.80548858642578,70.4454116821289,69.47600555419922
65,65,65,2019-05-09,70.16845703125,69.66063690185547,70.48233032226562
66,66,66,2019-05-10,70.11305236816406,70.4361801147461,70.42696380615234
67,67,67,2019-05-13,69.65141296386719,71.36869049072266,70.39926147460938
68,68,68,2019-05-14,70.05764770507812,71.38717651367188,70.33463287353516
69,69,69,2019-05-15,70.11305236816406,70.80548858642578,69.71604919433594
70,70,70,2019-05-16,70.99937438964844,70.80548858642578,70.4454116821289
71,71,71,2019-05-17,70.14998626708984,70.16845703125,69.66063690185547
72,72,72,2019-05-20,69.5406265258789,70.11305236816406,70.4361801147461
73,73,73,2019-05-21,69.52215576171875,69.65141296386719,71.36869049072266
74,74,74,2019-05-22,69.77143096923828,70.05764770507812,71.38717651367188
75,75,75,2019-05-23,69.27286529541016,70.11305236816406,70.80548858642578
76,76,76,2019-05-24,69.33749389648438,70.99937438964844,70.80548858642578
77,77,77,2019-05-28,68.48809051513672,70.14998626708984,70.16845703125
78,78,78,2019-05-29,68.17417907714844,69.5406265258789,70.11305236816406
79,79,79,2019-05-30,68.66352081298828,69.52215576171875,69.65141296386719
80,80,80,2019-05-31,67.80486297607422,69.77143096923828,70.05764770507812
81,81,81,2019-06-03,68.28496551513672,69.27286529541016,70.11305236816406
82,82,82,2019-06-04,70.36231231689453,69.33749389648438,70.99937438964844
83,83,83,2019-06-05,71.08246612548828,68.48809051513672,70.14998626708984
84,84,84,2019-06-06,71.15653991699219,68.17417907714844,69.5406265258789
85,85,85,2019-06-07,71.83245849609375,68.66352081298828,69.52215576171875
86,86,86,2019-06-10,72.3787612915039,67.80486297607422,69.77143096923828
87,87,87,2019-06-11,71.89728546142578,68.28496551513672,69.27286529541016
88,88,88,2019-06-12,72.19359588623047,70.36231231689453,69.33749389648438
89,89,89,2019-06-13,72.41577911376953,71.08246612548828,68.48809051513672
90,90,90,2019-06-14,72.15653991699219,71.15653991699219,68.17417907714844
91,91,91,2019-06-17,73.00835418701172,71.83245849609375,68.66352081298828
92,92,92,2019-06-18,74.59169006347656,72.3787612915039,67.80486297607422
93,93,93,2019-06-19,75.28611755371094,71.89728546142578,68.28496551513672
94,94,94,2019-06-20,75.96204376220703,72.19359588623047,70.36231231689453
95,95,95,2019-06-21,76.30461120605469,72.41577911376953,71.08246612548828
96,96,96,2019-06-24,76.17500305175781,72.15653991699219,71.15653991699219
97,97,97,2019-06-25,75.67501831054688,73.00835418701172,71.83245849609375
98,98,98,2019-06-26,74.64724731445312,74.59169006347656,72.3787612915039
99,99,99,2019-06-27,75.61944580078125,75.28611755371094,71.89728546142578
100,100,100,2019-06-28,75.8324203491211,75.96204376220703,72.19359588623047
101,101,101,2019-07-01,75.3972396850586,76.30461120605469,72.41577911376953
102,102,102,2019-07-02,75.65648651123047,76.17500305175781,72.15653991699219
103,103,103,2019-07-03,75.9898452758789,75.67501831054688,73.00835418701172
104,104,104,2019-07-05,75.93427276611328,74.64724731445312,74.59169006347656
105,105,105,2019-07-08,75.5361328125,75.61944580078125,75.28611755371094
106,106,106,2019-07-09,75.36946105957031,75.8324203491211,75.96204376220703
107,107,107,2019-07-10,76.03612518310547,75.3972396850586,76.30461120605469
108,108,108,2019-07-11,76.41573333740234,75.65648651123047,76.17500305175781
109,109,109,2019-07-12,75.60095977783203,75.9898452758789,75.67501831054688
110,110,110,2019-07-15,75.93427276611328,75.93427276611328,74.64724731445312
111,111,111,2019-07-16,75.9898452758789,75.5361328125,75.61944580078125
112,112,112,2019-07-17,76.52685546875,75.36946105957031,75.8324203491211
113,113,113,2019-07-18,76.92498779296875,76.03612518310547,75.3972396850586
114,114,114,2019-07-19,76.94351196289062,76.41573333740234,75.65648651123047
115,115,115,2019-07-22,76.56388854980469,75.60095977783203,75.9898452758789
116,116,116,2019-07-23,77.12871551513672,75.93427276611328,75.93427276611328
117,117,117,2019-07-24,77.7120132446289,75.9898452758789,75.5361328125
118,118,118,2019-07-25,78.85089111328125,76.52685546875,75.36946105957031
119,119,119,2019-07-26,78.84163665771484,76.92498779296875,76.03612518310547
120,120,120,2019-07-29,79.60089874267578,76.94351196289062,76.41573333740234
121,121,121,2019-07-30,79.77681732177734,76.56388854980469,75.60095977783203
122,122,122,2019-07-31,77.74906921386719,77.12871551513672,75.93427276611328
123,123,123,2019-08-01,78.77681732177734,77.7120132446289,75.9898452758789
124,124,124,2019-08-02,78.42497253417969,78.85089111328125,76.52685546875
125,125,125,2019-08-05,75.84166717529297,78.84163665771484,76.92498779296875
126,126,126,2019-08-06,77.23054504394531,79.60089874267578,76.94351196289062
127,127,127,2019-08-07,77.61019134521484,79.77681732177734,76.56388854980469
128,128,128,2019-08-08,79.387939453125,77.74906921386719,77.12871551513672
129,129,129,2019-08-09,79.60089874267578,78.77681732177734,77.7120132446289
130,130,130,2019-08-12,79.25830078125,78.42497253417969,78.85089111328125
131,131,131,2019-08-13,81.64716339111328,75.84166717529297,78.84163665771484
132,132,132,2019-08-14,79.48052215576172,77.23054504394531,79.60089874267578
133,133,133,2019-08-15,79.42497253417969,77.61019134521484,79.77681732177734
134,134,134,2019-08-16,80.52681732177734,79.387939453125,77.74906921386719
135,135,135,2019-08-19,81.36014556884766,79.60089874267578,78.77681732177734
136,136,136,2019-08-20,80.52681732177734,79.25830078125,78.42497253417969
137,137,137,2019-08-21,80.84161376953125,81.64716339111328,75.84166717529297
138,138,138,2019-08-22,80.74901580810547,79.48052215576172,77.23054504394531
139,139,139,2019-08-23,78.73053741455078,79.42497253417969,77.61019134521484
140,140,140,2019-08-26,79.41571807861328,80.52681732177734,79.387939453125
141,141,141,2019-08-27,79.98977661132812,81.36014556884766,79.60089874267578
142,142,142,2019-08-28,80.48977661132812,80.52681732177734,79.25830078125
143,143,143,2019-08-29,81.22308349609375,80.84161376953125,81.64716339111328
144,144,144,2019-08-30,81.64081573486328,80.74901580810547,79.48052215576172
145,145,145,2019-09-03,81.4830093383789,78.73053741455078,79.42497253417969
146,146,146,2019-09-04,81.22308349609375,79.41571807861328,80.52681732177734
147,147,147,2019-09-05,81.60369110107422,79.98977661132812,81.36014556884766
148,148,148,2019-09-06,83.33953857421875,80.48977661132812,80.52681732177734
149,149,149,2019-09-09,80.94461822509766,81.22308349609375,80.84161376953125
150,150,150,2019-09-10,79.7471694946289,81.64081573486328,80.74901580810547
151,151,151,2019-09-11,80.48977661132812,81.4830093383789,78.73053741455078
152,152,152,2019-09-12,81.52014923095703,81.22308349609375,79.41571807861328
153,153,153,2019-09-13,80.69397735595703,81.60369110107422,79.98977661132812
154,154,154,2019-09-16,80.68470764160156,83.33953857421875,80.48977661132812
155,155,155,2019-09-17,81.28807067871094,80.94461822509766,81.22308349609375
156,156,156,2019-09-18,81.16740417480469,79.7471694946289,81.64081573486328
157,157,157,2019-09-19,81.18596649169922,80.48977661132812,81.4830093383789
158,158,158,2019-09-20,81.13027954101562,81.52014923095703,81.22308349609375
159,159,159,2019-09-23,80.61044311523438,80.69397735595703,81.60369110107422
160,160,160,2019-09-24,80.24842071533203,80.68470764160156,83.33953857421875
161,161,161,2019-09-25,80.57331085205078,81.28807067871094,80.94461822509766
162,162,162,2019-09-26,81.43659210205078,81.16740417480469,79.7471694946289
163,163,163,2019-09-27,79.76573181152344,81.18596649169922,80.48977661132812
164,164,164,2019-09-30,81.19524383544922,81.13027954101562,81.52014923095703
165,165,165,2019-10-01,79.7471694946289,80.61044311523438,80.69397735595703
166,166,166,2019-10-02,78.18768310546875,80.24842071533203,80.68470764160156
167,167,167,2019-10-03,79.12521362304688,80.57331085205078,81.28807067871094
168,168,168,2019-10-04,80.4247817993164,81.43659210205078,81.16740417480469
169,169,169,2019-10-07,79.6357650756836,79.76573181152344,81.18596649169922
170,170,170,2019-10-08,78.91172790527344,81.19524383544922,81.13027954101562
171,171,171,2019-10-09,80.66612243652344,79.7471694946289,80.61044311523438
172,172,172,2019-10-10,81.3252182006836,78.18768310546875,80.24842071533203
173,173,173,2019-10-11,81.715087890625,79.12521362304688,80.57331085205078
174,174,174,2019-10-14,80.94461822509766,80.4247817993164,81.43659210205078
175,175,175,2019-10-15,81.44589233398438,79.6357650756836,79.76573181152344
176,176,176,2019-10-16,80.77752685546875,78.91172790527344,81.19524383544922
177,177,177,2019-10-17,81.5479965209961,80.66612243652344,79.7471694946289
178,178,178,2019-10-18,81.67793273925781,81.3252182006836,78.18768310546875
179,179,179,2019-10-21,82.10496520996094,81.715087890625,79.12521362304688
180,180,180,2019-10-22,80.79608917236328,80.94461822509766,80.4247817993164
181,181,181,2019-10-23,81.64081573486328,81.44589233398438,79.6357650756836
182,182,182,2019-10-24,73.40711212158203,80.77752685546875,78.91172790527344
183,183,183,2019-10-25,71.73623657226562,81.5479965209961,80.66612243652344
184,184,184,2019-10-28,72.26532745361328,81.67793273925781,81.3252182006836
185,185,185,2019-10-29,72.27462768554688,82.10496520996094,81.715087890625
186,186,186,2019-10-30,71.36492919921875,80.79608917236328,80.94461822509766
187,187,187,2019-10-31,71.1978530883789,81.64081573486328,81.44589233398438
188,188,188,2019-11-01,72.32105255126953,73.40711212158203,80.77752685546875
