,Unnamed: 0,Date,ALL
0,0,2019-02-05,78.56710052490234
1,1,2019-02-06,81.74653625488281
2,2,2019-02-07,81.54341125488281
3,3,2019-02-08,81.6582260131836
4,4,2019-02-11,81.72003173828125
5,5,2019-02-12,82.0556411743164
6,6,2019-02-13,83.0182876586914
7,7,2019-02-14,82.3382568359375
8,8,2019-02-15,83.35391998291016
9,9,2019-02-19,83.56587219238281
10,10,2019-02-20,83.95446014404297
11,11,2019-02-21,83.57469177246094
12,12,2019-02-22,83.52171325683594
13,13,2019-02-25,83.81314086914062
14,14,2019-02-26,83.0977783203125
15,15,2019-02-27,83.4440689086914
16,16,2019-02-28,83.7992172241211
17,17,2019-03-01,84.35858154296875
18,18,2019-03-04,83.639404296875
19,19,2019-03-05,83.46182250976562
20,20,2019-03-06,83.04451751708984
21,21,2019-03-07,82.7870101928711
22,22,2019-03-08,82.8403091430664
23,23,2019-03-11,83.55950164794922
24,24,2019-03-12,83.52398681640625
25,25,2019-03-13,83.06227111816406
26,26,2019-03-14,83.32865142822266
27,27,2019-03-15,84.20765686035156
28,28,2019-03-18,84.36747741699219
29,29,2019-03-19,83.64827728271484
30,30,2019-03-20,82.60943603515625
31,31,2019-03-21,83.98566436767578
32,32,2019-03-22,83.61275482177734
33,33,2019-03-25,83.45293426513672
34,34,2019-03-26,83.55061340332031
35,35,2019-03-27,83.59500122070312
36,36,2019-03-28,83.40855407714844
37,37,2019-03-29,83.62164306640625
38,38,2019-04-01,84.42962646484375
39,39,2019-04-02,84.18102264404297
40,40,2019-04-03,84.91797637939453
41,41,2019-04-04,85.29977416992188
42,42,2019-04-05,85.51285552978516
43,43,2019-04-08,84.2342758178711
44,44,2019-04-09,83.78144836425781
45,45,2019-04-10,84.34970092773438
46,46,2019-04-11,85.06890869140625
47,47,2019-04-12,86.13436126708984
48,48,2019-04-15,85.59276580810547
49,49,2019-04-16,87.18208312988281
50,50,2019-04-17,86.50729370117188
51,51,2019-04-18,85.87688446044922
52,52,2019-04-22,86.18766021728516
53,53,2019-04-23,86.38298797607422
54,54,2019-04-24,85.60165405273438
55,55,2019-04-25,85.65491485595703
56,56,2019-04-26,86.4895248413086
57,57,2019-04-29,86.80028533935547
58,58,2019-04-30,87.95455932617188
59,59,2019-05-01,87.01338958740234
60,60,2019-05-02,87.2708740234375
61,61,2019-05-03,87.52835845947266
62,62,2019-05-06,86.72925567626953
63,63,2019-05-07,84.93572998046875
64,64,2019-05-08,84.63383483886719
65,65,2019-05-09,83.80809783935547
66,66,2019-05-10,85.57501983642578
67,67,2019-05-13,83.53284454345703
68,68,2019-05-14,84.11885833740234
69,69,2019-05-15,84.78478240966797
70,70,2019-05-16,85.12218475341797
71,71,2019-05-17,84.91797637939453
72,72,2019-05-20,85.18433380126953
73,73,2019-05-21,86.04559326171875
74,74,2019-05-22,86.20539855957031
75,75,2019-05-23,85.2198486328125
76,76,2019-05-24,85.56613159179688
77,77,2019-05-28,84.42962646484375
78,78,2019-05-29,85.44181823730469
79,79,2019-05-30,85.58462524414062
80,80,2019-05-31,85.24546813964844
81,81,2019-06-03,86.37004852294922
82,82,2019-06-04,87.36075592041016
83,83,2019-06-05,88.65492248535156
84,84,2019-06-06,88.80665588378906
85,85,2019-06-07,89.89555358886719
86,86,2019-06-10,89.9580078125
87,87,2019-06-11,89.6366958618164
88,88,2019-06-12,89.79737091064453
89,89,2019-06-13,90.23468780517578
90,90,2019-06-14,91.16292572021484
91,91,2019-06-17,90.3953628540039
92,92,2019-06-18,90.92194366455078
93,93,2019-06-19,91.71629333496094
94,94,2019-06-20,92.42139434814452
95,95,2019-06-21,90.3328628540039
96,96,2019-06-24,91.20755767822266
97,97,2019-06-25,90.6898956298828
98,98,2019-06-26,88.7977294921875
99,99,2019-06-27,89.37787628173828
100,100,2019-06-28,90.76129150390624
101,101,2019-07-01,92.06439208984376
102,102,2019-07-02,92.17147827148438
103,103,2019-07-03,93.38532257080078
104,104,2019-07-05,93.26036834716795
105,105,2019-07-08,93.16220092773438
106,106,2019-07-09,93.41210174560548
107,107,2019-07-10,93.05508422851562
108,108,2019-07-11,92.06439208984376
109,109,2019-07-12,92.74271392822266
110,110,2019-07-15,93.17111206054688
111,111,2019-07-16,93.58168029785156
112,112,2019-07-17,91.87696075439452
113,113,2019-07-18,92.10900115966795
114,114,2019-07-19,90.51136779785156
115,115,2019-07-22,90.3328628540039
116,116,2019-07-23,90.6006317138672
117,117,2019-07-24,91.109375
118,118,2019-07-25,91.07367706298828
119,119,2019-07-26,91.86803436279295
120,120,2019-07-29,90.86840057373048
121,121,2019-07-30,90.88626098632812
122,122,2019-07-31,95.85763549804688
123,123,2019-08-01,93.6084442138672
124,124,2019-08-02,93.27821350097656
125,125,2019-08-05,90.84160614013672
126,126,2019-08-06,92.70701599121094
127,127,2019-08-07,92.22503662109376
128,128,2019-08-08,93.98332977294922
129,129,2019-08-09,92.90335845947266
130,130,2019-08-12,91.79663848876952
131,131,2019-08-13,93.21576690673828
