,Date,TRGP
0,2019-02-04 00:00:00-05:00,37.12468719482422
1,2019-02-05 00:00:00-05:00,36.91456604003906
2,2019-02-06 00:00:00-05:00,36.81370544433594
3,2019-02-07 00:00:00-05:00,35.90597152709961
4,2019-02-08 00:00:00-05:00,35.86393737792969
5,2019-02-11 00:00:00-05:00,35.72106170654297
6,2019-02-12 00:00:00-05:00,36.67082214355469
7,2019-02-13 00:00:00-05:00,37.33480453491211
8,2019-02-14 00:00:00-05:00,37.906333923339844
9,2019-02-15 00:00:00-05:00,38.25094985961914
10,2019-02-19 00:00:00-05:00,40.25132751464844
11,2019-02-20 00:00:00-05:00,37.72985076904297
12,2019-02-21 00:00:00-05:00,35.326019287109375
13,2019-02-22 00:00:00-05:00,35.199947357177734
14,2019-02-25 00:00:00-05:00,34.76289367675781
15,2019-02-26 00:00:00-05:00,33.89719009399414
16,2019-02-27 00:00:00-05:00,34.283817291259766
17,2019-02-28 00:00:00-05:00,33.82154846191406
18,2019-03-01 00:00:00-05:00,35.065467834472656
19,2019-03-04 00:00:00-05:00,34.939395904541016
20,2019-03-05 00:00:00-05:00,34.61161422729492
21,2019-03-06 00:00:00-05:00,33.855159759521484
22,2019-03-07 00:00:00-05:00,33.69546890258789
23,2019-03-08 00:00:00-05:00,33.11552429199219
24,2019-03-11 00:00:00-04:00,33.90558624267578
25,2019-03-12 00:00:00-04:00,34.12412643432617
26,2019-03-13 00:00:00-04:00,34.27540588378906
27,2019-03-14 00:00:00-04:00,34.10731506347656
28,2019-03-15 00:00:00-04:00,33.65343475341797
29,2019-03-18 00:00:00-04:00,34.250186920166016
30,2019-03-19 00:00:00-04:00,34.13252258300781
31,2019-03-20 00:00:00-04:00,34.94779968261719
32,2019-03-21 00:00:00-04:00,35.30921173095703
33,2019-03-22 00:00:00-04:00,34.23339080810547
34,2019-03-25 00:00:00-04:00,34.06528091430664
35,2019-03-26 00:00:00-04:00,34.443504333496094
36,2019-03-27 00:00:00-04:00,34.27540588378906
37,2019-03-28 00:00:00-04:00,34.451904296875
38,2019-03-29 00:00:00-04:00,34.92259216308594
39,2019-04-01 00:00:00-04:00,35.620201110839844
40,2019-04-02 00:00:00-04:00,35.510929107666016
41,2019-04-03 00:00:00-04:00,34.098899841308594
42,2019-04-04 00:00:00-04:00,33.83834457397461
43,2019-04-05 00:00:00-04:00,34.283817291259766
44,2019-04-08 00:00:00-04:00,33.89719009399414
45,2019-04-09 00:00:00-04:00,33.61142349243164
46,2019-04-10 00:00:00-04:00,33.031471252441406
47,2019-04-11 00:00:00-04:00,33.10711669921875
48,2019-04-12 00:00:00-04:00,33.71227264404297
49,2019-04-15 00:00:00-04:00,33.58620834350586
50,2019-04-16 00:00:00-04:00,33.292030334472656
