,Unnamed: 0,Date,PXD
58,58,2019-04-30,131.0653076171875
59,59,2019-05-01,124.38845825195312
60,60,2019-05-02,120.8373794555664
61,61,2019-05-03,122.90032196044922
62,62,2019-05-06,123.05777740478516
63,63,2019-05-07,116.50686645507812
64,64,2019-05-08,121.07364654541016
65,65,2019-05-09,120.78230285644533
66,66,2019-05-10,119.4044189453125
67,67,2019-05-13,115.91634368896484
68,68,2019-05-14,118.380859375
69,69,2019-05-15,119.27843475341795
70,70,2019-05-16,122.11294555664062
71,71,2019-05-17,121.4673080444336
72,72,2019-05-20,121.4200668334961
73,73,2019-05-21,124.33332061767578
74,74,2019-05-22,120.58543395996094
75,75,2019-05-23,114.62509155273438
76,76,2019-05-24,115.74315643310548
77,77,2019-05-28,116.45177459716795
78,78,2019-05-29,115.42033386230467
79,79,2019-05-30,113.71959686279295
80,80,2019-05-31,111.7748031616211
81,81,2019-06-03,112.28659057617188
82,82,2019-06-04,113.86920166015624
83,83,2019-06-05,111.41261291503906
84,84,2019-06-06,113.38103485107422
85,85,2019-06-07,114.15265655517578
86,86,2019-06-10,113.955810546875
87,87,2019-06-11,115.05814361572266
88,88,2019-06-12,111.27090454101562
89,89,2019-06-13,112.79049682617188
90,90,2019-06-14,111.47561645507812
91,91,2019-06-17,113.86133575439452
92,92,2019-06-18,117.93988800048828
93,93,2019-06-19,116.87696075439452
94,94,2019-06-20,121.52242279052734
95,95,2019-06-21,122.20743560791016
96,96,2019-06-24,119.1130828857422
97,97,2019-06-25,116.68010711669922
98,98,2019-06-26,119.08157348632812
99,99,2019-06-27,118.74301147460938
100,100,2019-06-28,121.14449310302734
101,101,2019-07-01,119.1130828857422
102,102,2019-07-02,113.77471160888672
103,103,2019-07-03,114.6014633178711
104,104,2019-07-05,115.36524200439452
105,105,2019-07-08,114.79830169677734
106,106,2019-07-09,112.87712097167967
107,107,2019-07-10,115.42819213867188
108,108,2019-07-11,114.05817413330078
109,109,2019-07-12,113.60935974121094
110,110,2019-07-15,110.77483367919922
111,111,2019-07-16,110.27879333496094
112,112,2019-07-17,107.34980010986328
113,113,2019-07-18,107.16083526611328
114,114,2019-07-19,108.7119598388672
115,115,2019-07-22,108.83790588378906
116,116,2019-07-23,110.2079620361328
117,117,2019-07-24,109.9481201171875
118,118,2019-07-25,107.01123809814452
119,119,2019-07-26,106.83013153076172
120,120,2019-07-29,105.16090393066406
121,121,2019-07-30,108.57022094726562
122,122,2019-07-31,108.68832397460938
123,123,2019-08-01,100.43670654296876
124,124,2019-08-02,100.20836639404295
125,125,2019-08-05,95.93293762207033
126,126,2019-08-06,94.66529083251952
127,127,2019-08-07,96.1612777709961
128,128,2019-08-08,99.8225555419922
129,129,2019-08-09,99.34225463867188
130,130,2019-08-12,99.79894256591795
131,131,2019-08-13,101.06659698486328
132,132,2019-08-14,96.62584686279295
133,133,2019-08-15,96.85418701171876
134,134,2019-08-16,98.11397552490234
135,135,2019-08-19,100.95635986328124
136,136,2019-08-20,99.68083190917967
137,137,2019-08-21,99.94853973388672
138,138,2019-08-22,99.2635269165039
139,139,2019-08-23,94.9959716796875
140,140,2019-08-26,94.6810531616211
141,141,2019-08-27,92.92521667480467
142,142,2019-08-28,95.10620880126952
143,143,2019-08-29,97.12974548339844
144,144,2019-08-30,97.17700958251952
145,145,2019-09-03,96.42113494873048
146,146,2019-09-04,97.77539825439452
147,147,2019-09-05,101.20831298828124
148,148,2019-09-06,101.46814727783205
149,149,2019-09-09,103.9325942993164
150,150,2019-09-10,106.0978775024414
151,151,2019-09-11,105.04280853271484
152,152,2019-09-12,102.63346862792967
153,153,2019-09-13,106.6332778930664
154,154,2019-09-16,113.57000732421876
155,155,2019-09-17,109.45205688476562
156,156,2019-09-18,108.4757308959961
157,157,2019-09-19,107.02696990966795
158,158,2019-09-20,105.77507019042967
159,159,2019-09-23,105.3105010986328
160,160,2019-09-24,103.01142120361328
161,161,2019-09-25,100.9091339111328
162,162,2019-09-26,99.82671356201172
163,163,2019-09-27,99.8030014038086
164,164,2019-09-30,99.36846923828124
165,165,2019-10-01,96.17655181884766
166,166,2019-10-02,95.58399200439452
167,167,2019-10-03,98.5151824951172
168,168,2019-10-04,99.11563873291016
169,169,2019-10-07,98.39667510986328
170,170,2019-10-08,97.54336547851562
171,171,2019-10-09,99.9531478881836
172,172,2019-10-10,102.19696044921876
173,173,2019-10-11,104.69361114501952
174,174,2019-10-14,102.62361145019533
175,175,2019-10-15,103.03445434570312
176,176,2019-10-16,101.4542999267578
177,177,2019-10-17,100.89331817626952
178,178,2019-10-18,97.46436309814452
179,179,2019-10-21,99.06822204589844
180,180,2019-10-22,103.04232788085938
181,181,2019-10-23,103.18456268310548
182,182,2019-10-24,102.1337661743164
183,183,2019-10-25,102.57618713378906
184,184,2019-10-28,99.19464874267578
185,185,2019-10-29,100.43507385253906
186,186,2019-10-30,96.82442474365234
187,187,2019-10-31,97.1957550048828
188,188,2019-11-01,100.78271484375
189,189,2019-11-04,107.4983901977539
190,190,2019-11-05,107.34038543701172
191,191,2019-11-06,105.53111267089844
192,192,2019-11-07,107.9013442993164
193,193,2019-11-08,106.65300750732422
194,194,2019-11-11,105.58638763427734
195,195,2019-11-12,107.55369567871094
196,196,2019-11-13,105.47579193115234
197,197,2019-11-14,104.58300018310548
198,198,2019-11-15,106.09204864501952
199,199,2019-11-18,105.2387466430664
200,200,2019-11-19,102.4102783203125
201,201,2019-11-20,103.08185577392578
202,202,2019-11-21,103.2951889038086
203,203,2019-11-22,102.36287689208984
204,204,2019-11-25,103.56378936767578
205,205,2019-11-26,100.87753295898438
206,206,2019-11-27,102.8527374267578
207,207,2019-11-29,101.00392150878906
208,208,2019-12-02,100.16642761230467
209,209,2019-12-03,97.56707763671876
210,210,2019-12-04,103.11343383789062
211,211,2019-12-05,101.37528228759766
212,212,2019-12-06,105.79182434082033
213,213,2019-12-09,105.23087310791016
214,214,2019-12-10,106.30536651611328
215,215,2019-12-11,107.60112762451172
216,216,2019-12-12,110.25577545166016
217,217,2019-12-13,110.60342407226562
218,218,2019-12-16,113.27388763427734
219,219,2019-12-17,113.79532623291016
220,220,2019-12-18,115.2490692138672
221,221,2019-12-19,116.3078155517578
222,222,2019-12-20,116.61595153808594
223,223,2019-12-23,119.24689483642578
224,224,2019-12-24,119.93427276611328
225,225,2019-12-26,120.15547943115234
226,226,2019-12-27,119.9184799194336
227,227,2019-12-30,119.5460433959961
228,228,2019-12-31,119.94223022460938
229,229,2020-01-02,120.71086883544922
230,230,2020-01-03,121.51114654541016
231,231,2020-01-06,125.2828598022461
232,232,2020-01-07,124.36369323730467
233,233,2020-01-08,120.5048370361328
234,234,2020-01-09,120.62367248535156
235,235,2020-01-10,118.38124084472656
236,236,2020-01-13,116.30523681640624
237,237,2020-01-14,116.30523681640624
238,238,2020-01-15,115.21176147460938
239,239,2020-01-16,116.47161865234376
240,240,2020-01-17,117.89791870117188
241,241,2020-01-21,116.75688934326172
242,242,2020-01-22,114.60163879394533
243,243,2020-01-23,111.27362060546876
244,244,2020-01-24,112.54142761230467
245,245,2020-01-27,107.28005981445312
246,246,2020-01-28,111.7015380859375
247,247,2020-01-29,110.07714080810548
248,248,2020-01-30,108.97571563720705
249,249,2020-01-31,106.97102355957033
250,250,2020-02-03,105.04554748535156
251,251,2020-02-04,107.68417358398438
252,252,2020-02-05,112.668212890625
253,253,2020-02-06,111.28155517578124
254,254,2020-02-07,109.2055206298828
255,255,2020-02-10,108.35767364501952
256,256,2020-02-11,107.86639404296876
257,257,2020-02-12,109.03911590576172
258,258,2020-02-13,110.96458435058594
259,259,2020-02-14,110.32275390625
260,260,2020-02-18,107.41474151611328
261,261,2020-02-19,111.8600082397461
262,262,2020-02-20,112.9376220703125
263,263,2020-02-21,112.71575927734376
264,264,2020-02-24,107.73963165283205
265,265,2020-02-25,103.08043670654295
266,266,2020-02-26,99.4355010986328
267,267,2020-02-27,97.20100402832033
268,268,2020-02-28,97.28816986083984
269,269,2020-03-02,98.5084228515625
270,270,2020-03-03,95.10911560058594
271,271,2020-03-04,97.8586654663086
272,272,2020-03-05,93.9839324951172
273,273,2020-03-06,83.29476165771484
274,274,2020-03-09,52.542579650878906
275,275,2020-03-10,63.27928161621094
276,276,2020-03-11,55.6566276550293
277,277,2020-03-12,48.08150100708008
278,278,2020-03-13,56.00527572631836
279,279,2020-03-16,47.32080841064453
280,280,2020-03-17,45.58549880981445
281,281,2020-03-18,44.98329544067383
282,282,2020-03-19,47.83585739135742
283,283,2020-03-20,48.93724822998047
284,284,2020-03-23,48.56484222412109
285,285,2020-03-24,57.54248809814453
286,286,2020-03-25,57.29684066772461
287,287,2020-03-26,58.90536117553711
288,288,2020-03-27,54.39675521850586
289,289,2020-03-30,53.11069869995117
290,290,2020-03-31,56.03423690795898
291,291,2020-04-01,54.13313293457031
292,292,2020-04-02,60.028106689453125
293,293,2020-04-03,59.652679443359375
294,294,2020-04-06,60.8987922668457
295,295,2020-04-07,60.15591430664063
296,296,2020-04-08,64.13383483886719
297,297,2020-04-09,60.29174041748047
298,298,2020-04-13,62.74397659301758
299,299,2020-04-14,61.801414489746094
300,300,2020-04-15,59.84440231323242
301,301,2020-04-16,56.80105972290039
302,302,2020-04-17,61.2103157043457
303,303,2020-04-20,56.936859130859375
304,304,2020-04-21,58.68617248535156
305,305,2020-04-22,64.42940521240234
306,306,2020-04-23,63.35103225708008
307,307,2020-04-24,61.86530685424805
308,308,2020-04-27,65.38793182373047
309,309,2020-04-28,66.10681915283203
310,310,2020-04-29,71.73020935058594
311,311,2020-04-30,71.33881378173828
312,312,2020-05-01,66.234619140625
313,313,2020-05-04,66.34645080566406
314,314,2020-05-05,65.88317108154297
315,315,2020-05-06,65.36396026611328
316,316,2020-05-07,69.50959777832031
317,317,2020-05-08,71.88198852539062
318,318,2020-05-11,67.44874572753906
319,319,2020-05-12,67.12126159667969
320,320,2020-05-13,63.40695190429688
321,321,2020-05-14,65.66748809814453
322,322,2020-05-15,66.18669128417969
323,323,2020-05-18,74.58983612060547
324,324,2020-05-19,71.61038970947266
325,325,2020-05-20,73.83098602294922
326,326,2020-05-21,74.23037719726562
327,327,2020-05-22,73.822998046875
328,328,2020-05-26,74.86141204833984
329,329,2020-05-27,75.23683166503906
330,330,2020-05-28,73.91886901855469
331,331,2020-05-29,73.16801452636719
332,332,2020-06-01,74.21441650390625
333,333,2020-06-02,76.81044006347656
334,334,2020-06-03,80.49280548095703
335,335,2020-06-04,82.71338653564453
336,336,2020-06-05,88.57642364501953
337,337,2020-06-08,93.2812271118164
338,338,2020-06-09,86.69131469726562
339,339,2020-06-10,82.05841064453125
340,340,2020-06-11,77.19384765625
341,341,2020-06-12,78.46391296386719
342,342,2020-06-15,76.32319641113281
343,343,2020-06-16,77.52932739257812
344,344,2020-06-17,75.27677917480469
345,345,2020-06-18,75.51641845703125
346,346,2020-06-19,74.74958801269531
347,347,2020-06-22,75.96372985839844
348,348,2020-06-23,77.28971099853516
349,349,2020-06-24,73.61531829833984
350,350,2020-06-25,78.0405502319336
351,351,2020-06-26,75.17294311523438
352,352,2020-06-29,75.88001251220703
353,353,2020-06-30,78.49932098388672
354,354,2020-07-01,76.73168182373047
355,355,2020-07-02,77.77620697021484
356,356,2020-07-06,79.31884765625
357,357,2020-07-07,77.18966674804688
358,358,2020-07-08,77.60746765136719
359,359,2020-07-09,73.5017318725586
360,360,2020-07-10,74.27306365966797
361,361,2020-07-13,73.1160659790039
362,362,2020-07-14,76.86024475097656
363,363,2020-07-15,77.60746765136719
364,364,2020-07-16,77.79226684570312
365,365,2020-07-17,77.55122375488281
366,366,2020-07-20,77.86457824707031
367,367,2020-07-21,82.53277587890625
368,368,2020-07-22,82.36402893066406
369,369,2020-07-23,80.87760162353516
370,370,2020-07-24,80.09019470214844
371,371,2020-07-27,79.15817260742188
372,372,2020-07-28,77.57533264160156
373,373,2020-07-29,79.17424011230469
374,374,2020-07-30,77.01290130615234
375,375,2020-07-31,77.87261199951172
376,376,2020-08-03,78.61181640625
377,377,2020-08-04,79.96163177490234
378,378,2020-08-05,82.47652435302734
379,379,2020-08-06,82.2435073852539
380,380,2020-08-07,83.78617858886719
381,381,2020-08-10,87.57054138183594
382,382,2020-08-11,85.61809539794922
383,383,2020-08-12,88.7837905883789
384,384,2020-08-13,88.33383178710938
385,385,2020-08-14,88.96858978271484
386,386,2020-08-17,87.26521301269531
387,387,2020-08-18,86.5340576171875
388,388,2020-08-19,84.17987060546875
389,389,2020-08-20,82.4925765991211
390,390,2020-08-21,82.04263305664062
391,391,2020-08-24,84.163818359375
392,392,2020-08-25,85.90734100341797
393,393,2020-08-26,83.890625
394,394,2020-08-27,84.66999816894531
395,395,2020-08-28,84.8467788696289
396,396,2020-08-31,83.50496673583984
397,397,2020-09-01,82.74166107177734
398,398,2020-09-02,81.08648681640625
399,399,2020-09-03,79.04566955566406
400,400,2020-09-04,79.62418365478516
401,401,2020-09-08,75.81572723388672
402,402,2020-09-09,77.6155014038086
403,403,2020-09-10,73.47762298583984
404,404,2020-09-11,73.97577667236328
405,405,2020-09-14,75.00421905517578
406,406,2020-09-15,76.03265380859375
407,407,2020-09-16,78.3788070678711
408,408,2020-09-17,78.00115966796875
409,409,2020-09-18,76.95664978027344
410,410,2020-09-21,73.8552474975586
411,411,2020-09-22,74.33733367919922
412,412,2020-09-23,69.82181549072266
413,413,2020-09-24,69.54862976074219
414,414,2020-09-25,69.01834106445312
415,415,2020-09-28,70.95471954345703
416,416,2020-09-29,69.85514831542969
417,417,2020-09-30,69.52366638183594
418,418,2020-10-01,68.37557983398438
419,419,2020-10-02,69.96832275390625
420,420,2020-10-05,72.21598052978516
421,421,2020-10-06,71.17298889160156
422,422,2020-10-07,71.90875244140625
423,423,2020-10-08,72.34535217285156
424,424,2020-10-09,71.20535278320312
425,425,2020-10-12,71.69853973388672
426,426,2020-10-13,71.27001953125
427,427,2020-10-14,72.83853149414062
428,428,2020-10-15,74.56066131591797
429,429,2020-10-16,72.97598266601562
430,430,2020-10-19,70.38068389892578
431,431,2020-10-20,67.53473663330078
432,432,2020-10-21,63.41940689086914
433,433,2020-10-22,67.10621643066406
434,434,2020-10-23,69.1598129272461
435,435,2020-10-26,66.94451141357422
436,436,2020-10-27,67.7368392944336
437,437,2020-10-28,64.94749450683594
438,438,2020-10-29,65.82876586914062
439,439,2020-10-30,64.32493591308594
440,440,2020-11-02,66.94451141357422
441,441,2020-11-03,66.45941162109375
442,442,2020-11-04,67.5104751586914
443,443,2020-11-05,64.34113311767578
444,444,2020-11-06,62.53004837036133
445,445,2020-11-09,71.44790649414062
446,446,2020-11-10,74.1806640625
447,447,2020-11-11,73.28321075439453
448,448,2020-11-12,69.75003051757812
449,449,2020-11-13,73.3074722290039
450,450,2020-11-16,76.57386779785156
451,451,2020-11-17,77.5440673828125
452,452,2020-11-18,76.49300384521484
453,453,2020-11-19,78.12619018554688
454,454,2020-11-20,77.46321105957031
455,455,2020-11-23,84.48915100097656
456,456,2020-11-24,90.02742767333984
457,457,2020-11-25,88.90360260009766
458,458,2020-11-27,88.9925537109375
459,459,2020-11-30,81.31979370117188
460,460,2020-12-01,80.68914794921875
461,461,2020-12-02,82.0878677368164
462,462,2020-12-03,85.1763687133789
463,463,2020-12-04,92.2184829711914
464,464,2020-12-07,89.1623306274414
465,465,2020-12-08,92.3882827758789
466,466,2020-12-09,92.51763916015624
467,467,2020-12-10,96.04273223876952
468,468,2020-12-11,93.43934631347656
469,469,2020-12-14,91.45040130615234
470,470,2020-12-15,94.95124053955078
471,471,2020-12-16,94.50657653808594
472,472,2020-12-17,92.47721862792967
473,473,2020-12-18,92.46105194091795
474,474,2020-12-21,89.65552520751953
475,475,2020-12-22,87.67466735839844
476,476,2020-12-23,91.45849609375
477,477,2020-12-24,90.94912719726562
478,478,2020-12-28,89.46147918701172
479,479,2020-12-29,89.45338439941406
480,480,2020-12-30,93.0936050415039
481,481,2020-12-31,92.54107666015624
482,482,2021-01-04,92.20793151855467
483,483,2021-01-05,98.60266876220705
484,484,2021-01-06,102.67354583740234
485,485,2021-01-07,107.24820709228516
486,486,2021-01-08,106.6387710571289
487,487,2021-01-11,106.7850341796875
488,488,2021-01-12,109.79144287109376
489,489,2021-01-13,106.38687896728516
490,490,2021-01-14,107.56507873535156
491,491,2021-01-15,103.50234985351562
492,492,2021-01-19,107.28880310058594
493,493,2021-01-20,107.3619384765625
494,494,2021-01-21,105.6312026977539
495,495,2021-01-22,106.5737762451172
496,496,2021-01-25,105.0868148803711
497,497,2021-01-26,100.4634017944336
498,498,2021-01-27,95.57999420166016
499,499,2021-01-28,99.61834716796876
500,500,2021-01-29,98.2370376586914
501,501,2021-02-01,97.71700286865234
502,502,2021-02-02,97.16445922851562
503,503,2021-02-03,102.90105438232422
504,504,2021-02-04,102.8685302734375
505,505,2021-02-05,104.20113372802734
506,506,2021-02-08,108.10948181152344
507,507,2021-02-09,104.85115814208984
508,508,2021-02-10,107.54071044921876
509,509,2021-02-11,105.52558135986328
510,510,2021-02-12,107.491943359375
511,511,2021-02-16,110.63651275634766
512,512,2021-02-17,110.66901397705078
513,513,2021-02-18,108.07698059082033
514,514,2021-02-19,108.83265686035156
515,515,2021-02-22,113.3260269165039
516,516,2021-02-23,118.0144500732422
517,517,2021-02-24,121.93093872070312
518,518,2021-02-25,121.1102294921875
519,519,2021-02-26,120.7202377319336
520,520,2021-03-01,120.63898468017578
521,521,2021-03-02,121.67903137207033
522,522,2021-03-03,125.26236724853516
523,523,2021-03-04,128.84571838378906
524,524,2021-03-05,132.92466735839844
525,525,2021-03-08,131.7058563232422
526,526,2021-03-09,127.51309967041016
527,527,2021-03-10,128.78883361816406
528,528,2021-03-11,133.72911071777344
529,529,2021-03-12,134.58229064941406
530,530,2021-03-15,134.6879425048828
531,531,2021-03-16,132.46966552734375
532,532,2021-03-17,137.5399627685547
533,533,2021-03-18,131.53526306152344
534,534,2021-03-19,132.8352813720703
535,535,2021-03-22,128.91885375976562
536,536,2021-03-23,127.84626007080078
537,537,2021-03-24,131.06393432617188
538,538,2021-03-25,131.0720672607422
539,539,2021-03-26,133.91600036621094
540,540,2021-03-29,131.86024475097656
541,541,2021-03-30,130.96334838867188
542,542,2021-03-31,129.4957275390625
543,543,2021-04-01,134.20851135253906
544,544,2021-04-05,124.08171844482422
545,545,2021-04-06,123.42945098876952
546,546,2021-04-07,125.18243408203124
547,547,2021-04-08,121.88839721679688
548,548,2021-04-09,120.0130615234375
549,549,2021-04-12,118.24372100830078
550,550,2021-04-13,118.78184509277344
551,551,2021-04-14,124.83182525634766
552,552,2021-04-15,124.11432647705078
553,553,2021-04-16,121.00780487060548
554,554,2021-04-19,121.14640808105467
555,555,2021-04-20,118.97755432128906
556,556,2021-04-21,119.93968200683594
557,557,2021-04-22,119.27108001708984
558,558,2021-04-23,119.40969848632812
559,559,2021-04-26,121.47254180908205
560,560,2021-04-27,123.17666625976562
561,561,2021-04-28,128.19113159179688
562,562,2021-04-29,130.10726928710938
563,563,2021-04-30,125.4270248413086
564,564,2021-05-03,129.36526489257812
565,565,2021-05-04,129.1940460205078
566,566,2021-05-05,133.99652099609375
567,567,2021-05-06,134.4857177734375
568,568,2021-05-07,136.84210205078125
569,569,2021-05-10,136.63827514648438
570,570,2021-05-11,128.58250427246094
571,571,2021-05-12,127.33499908447266
572,572,2021-05-13,123.82893371582033
573,573,2021-05-14,128.05252075195312
574,574,2021-05-17,131.29769897460938
575,575,2021-05-18,129.12879943847656
576,576,2021-05-19,124.82367706298828
577,577,2021-05-20,122.83422088623048
578,578,2021-05-21,122.89129638671876
579,579,2021-05-24,123.64141082763672
580,580,2021-05-25,120.93441772460938
581,581,2021-05-26,122.5406723022461
582,582,2021-05-27,123.8860092163086
583,583,2021-05-28,124.0898666381836
584,584,2021-06-01,131.63197326660156
585,585,2021-06-02,135.8229217529297
586,586,2021-06-03,138.69297790527344
587,587,2021-06-04,138.8560791015625
588,588,2021-06-07,139.1903839111328
589,589,2021-06-08,138.15481567382812
590,590,2021-06-09,136.77688598632812
591,591,2021-06-10,133.0099334716797
592,592,2021-06-11,132.82240295410156
593,593,2021-06-14,132.194580078125
594,594,2021-06-15,132.16192626953125
595,595,2021-06-16,131.6074981689453
596,596,2021-06-17,128.41941833496094
597,597,2021-06-18,126.25057220458984
598,598,2021-06-21,131.34658813476562
599,599,2021-06-22,132.26792907714844
600,600,2021-06-23,133.92311096191406
601,601,2021-06-24,133.8089599609375
602,602,2021-06-25,134.6732635498047
603,603,2021-06-28,130.6535186767578
604,604,2021-06-29,129.81893920898438
605,605,2021-06-30,132.97727966308594
606,606,2021-07-01,136.97015380859375
607,607,2021-07-02,136.43017578125
608,608,2021-07-06,131.7008514404297
609,609,2021-07-07,128.6161346435547
610,610,2021-07-08,128.65704345703125
611,611,2021-07-09,129.27890014648438
612,612,2021-07-12,128.5098114013672
613,613,2021-07-13,128.6161346435547
614,614,2021-07-14,124.25503540039062
615,615,2021-07-15,120.51573944091795
616,616,2021-07-16,115.32006072998048
617,617,2021-07-19,111.81807708740234
618,618,2021-07-20,113.69178771972656
619,619,2021-07-21,118.7156753540039
620,620,2021-07-22,117.70108795166016
621,621,2021-07-23,116.14644622802734
622,622,2021-07-26,118.36386108398438
623,623,2021-07-27,116.74374389648438
624,624,2021-07-28,118.62567138671876
625,625,2021-07-29,120.33577728271484
626,626,2021-07-30,118.9447784423828
627,627,2021-08-02,116.47377014160156
628,628,2021-08-03,125.6051025390625
629,629,2021-08-04,122.73316955566406
630,630,2021-08-05,124.19774627685548
631,631,2021-08-06,124.00138092041016
632,632,2021-08-09,121.16214752197266
633,633,2021-08-10,123.944091796875
634,634,2021-08-11,126.00601959228516
635,635,2021-08-12,126.5624008178711
636,636,2021-08-13,124.04228973388672
637,637,2021-08-16,120.76123809814452
638,638,2021-08-17,118.64205169677734
639,639,2021-08-18,116.46554565429688
640,640,2021-08-19,114.93549346923828
641,641,2021-08-20,115.63099670410156
642,642,2021-08-23,119.09207916259766
643,643,2021-08-24,120.9657745361328
644,644,2021-08-25,122.0376434326172
645,645,2021-08-26,120.18848419189452
646,646,2021-08-27,124.09957885742188
647,647,2021-08-30,122.96223449707033
648,648,2021-08-31,122.46314239501952
649,649,2021-09-01,121.03123474121094
650,650,2021-09-02,123.8749542236328
651,651,2021-09-03,123.8997573852539
652,652,2021-09-07,121.9736328125
653,653,2021-09-08,120.11365509033205
654,654,2021-09-09,124.24695587158205
655,655,2021-09-10,124.89176177978516
656,656,2021-09-13,128.0247802734375
657,657,2021-09-14,126.4376220703125
658,658,2021-09-15,131.15782165527344
659,659,2021-09-16,129.8103790283203
660,660,2021-09-17,129.82688903808594
661,661,2021-09-20,123.46988677978516
662,662,2021-09-21,122.3042984008789
663,663,2021-09-22,124.0403060913086
664,664,2021-09-23,130.57916259765625
665,665,2021-09-24,133.94366455078125
666,666,2021-09-27,138.89535522460938
667,667,2021-09-28,140.15187072753906
668,668,2021-09-29,141.2466583251953
669,669,2021-09-30,138.103271484375
670,670,2021-10-01,144.87945556640625
671,671,2021-10-04,148.4375762939453
672,672,2021-10-05,150.91751098632812
673,673,2021-10-06,150.7847900390625
674,674,2021-10-07,153.1568603515625
675,675,2021-10-08,160.14039611816406
676,676,2021-10-11,160.12380981445312
677,677,2021-10-12,158.71383666992188
678,678,2021-10-13,158.21621704101562
679,679,2021-10-14,158.6226043701172
680,680,2021-10-15,157.66050720214844
681,681,2021-10-18,157.52780151367188
682,682,2021-10-19,158.3240203857422
683,683,2021-10-20,159.28611755371094
684,684,2021-10-21,156.49102783203125
685,685,2021-10-22,158.9294891357422
686,686,2021-10-25,159.81695556640625
687,687,2021-10-26,159.1699981689453
688,688,2021-10-27,156.4495849609375
689,689,2021-10-28,157.47804260253906
690,690,2021-10-29,155.08108520507812
691,691,2021-11-01,157.49462890625
692,692,2021-11-02,157.37022399902344
693,693,2021-11-03,157.44483947753906
694,694,2021-11-04,154.1189727783203
695,695,2021-11-05,153.68768310546875
696,696,2021-11-08,154.6414794921875
697,697,2021-11-09,155.379638671875
698,698,2021-11-10,151.18289184570312
699,699,2021-11-11,151.78005981445312
700,700,2021-11-12,151.9791259765625
701,701,2021-11-15,151.498046875
702,702,2021-11-16,151.83811950683594
703,703,2021-11-17,149.4992218017578
704,704,2021-11-18,149.05133056640625
705,705,2021-11-19,146.3557891845703
706,706,2021-11-22,149.68997192382812
707,707,2021-11-23,155.97682189941406
708,708,2021-11-24,157.793212890625
709,709,2021-11-26,150.7267303466797
710,710,2021-11-29,154.6486053466797
711,711,2021-11-30,150.39779663085938
712,712,2021-12-01,147.0072784423828
713,713,2021-12-02,149.2929229736328
714,714,2021-12-03,149.1916961669922
715,715,2021-12-06,151.40989685058594
716,716,2021-12-07,156.65594482421875
717,717,2021-12-08,156.26797485351562
718,718,2021-12-09,154.42086791992188
719,719,2021-12-10,155.39923095703125
720,720,2021-12-13,150.87008666992188
721,721,2021-12-14,149.72308349609375
722,722,2021-12-15,146.8892059326172
723,723,2021-12-16,149.55438232421875
724,724,2021-12-17,146.49278259277344
725,725,2021-12-20,145.61561584472656
726,726,2021-12-21,150.06884765625
727,727,2021-12-22,152.65814208984375
728,728,2021-12-23,151.8400421142578
729,729,2021-12-27,156.6812286376953
730,730,2021-12-28,155.02813720703125
731,731,2021-12-29,154.81727600097656
732,732,2021-12-30,153.41246032714844
733,733,2021-12-31,153.9202423095703
734,734,2022-01-03,158.16006469726562
735,735,2022-01-04,161.8751983642578
