,Unnamed: 0.1,Unnamed: 0,Date,ADBE,ADBE_6m,ADBE_12m
387,387,387,2020-08-18,463.510009765625,443.2900085449219,444.3200073242188
388,388,388,2020-08-19,462.010009765625,435.2300109863281,447.9700012207031
389,389,389,2020-08-20,478.4800109863281,445.3599853515625,446.9200134277344
390,390,390,2020-08-21,473.2200012207031,450.0199890136719,449.510009765625
391,391,391,2020-08-24,476.2999877929688,447.6000061035156,464.1099853515625
392,392,392,2020-08-25,484.4299926757813,451.5799865722656,449.5700073242188
393,393,393,2020-08-26,528.489990234375,463.510009765625,443.2900085449219
394,394,394,2020-08-27,510.3200073242188,462.010009765625,435.2300109863281
395,395,395,2020-08-28,516.4400024414062,478.4800109863281,445.3599853515625
396,396,396,2020-08-31,513.3900146484375,473.2200012207031,450.0199890136719
397,397,397,2020-09-01,527.9500122070312,476.2999877929688,447.6000061035156
398,398,398,2020-09-02,533.7999877929688,484.4299926757813,451.5799865722656
399,399,399,2020-09-03,507.7999877929688,528.489990234375,463.510009765625
400,400,400,2020-09-04,491.9400024414063,510.3200073242188,462.010009765625
401,401,401,2020-09-08,462.1300048828125,516.4400024414062,478.4800109863281
402,402,402,2020-09-09,479.4599914550781,513.3900146484375,473.2200012207031
403,403,403,2020-09-10,476.260009765625,527.9500122070312,476.2999877929688
404,404,404,2020-09-11,471.3500061035156,533.7999877929688,484.4299926757813
405,405,405,2020-09-14,485.9100036621094,507.7999877929688,528.489990234375
406,406,406,2020-09-15,497.6700134277344,491.9400024414063,510.3200073242188
407,407,407,2020-09-16,476.0,462.1300048828125,516.4400024414062
408,408,408,2020-09-17,474.2999877929688,479.4599914550781,513.3900146484375
409,409,409,2020-09-18,467.5499877929688,476.260009765625,527.9500122070312
410,410,410,2020-09-21,475.6400146484375,471.3500061035156,533.7999877929688
411,411,411,2020-09-22,486.7799987792969,485.9100036621094,507.7999877929688
412,412,412,2020-09-23,470.3900146484375,497.6700134277344,491.9400024414063
413,413,413,2020-09-24,467.6700134277344,476.0,462.1300048828125
414,414,414,2020-09-25,479.7799987792969,474.2999877929688,479.4599914550781
415,415,415,2020-09-28,488.510009765625,467.5499877929688,476.260009765625
416,416,416,2020-09-29,489.3299865722656,475.6400146484375,471.3500061035156
417,417,417,2020-09-30,490.4299926757813,486.7799987792969,485.9100036621094
418,418,418,2020-10-01,499.510009765625,470.3900146484375,497.6700134277344
419,419,419,2020-10-02,478.989990234375,467.6700134277344,476.0
420,420,420,2020-10-05,486.4700012207031,479.7799987792969,474.2999877929688
421,421,421,2020-10-06,478.9800109863281,488.510009765625,467.5499877929688
422,422,422,2020-10-07,493.1499938964844,489.3299865722656,475.6400146484375
423,423,423,2020-10-08,490.8399963378906,490.4299926757813,486.7799987792969
424,424,424,2020-10-09,502.1600036621094,499.510009765625,470.3900146484375
425,425,425,2020-10-12,510.8900146484375,478.989990234375,467.6700134277344
426,426,426,2020-10-13,514.3099975585938,486.4700012207031,479.7799987792969
427,427,427,2020-10-14,506.30999755859375,478.9800109863281,488.510009765625
428,428,428,2020-10-15,501.1499938964844,493.1499938964844,489.3299865722656
429,429,429,2020-10-16,502.8200073242188,490.8399963378906,490.4299926757813
430,430,430,2020-10-19,495.2000122070313,502.1600036621094,499.510009765625
431,431,431,2020-10-20,494.5799865722656,510.8900146484375,478.989990234375
432,432,432,2020-10-21,495.9599914550781,514.3099975585938,486.4700012207031
433,433,433,2020-10-22,483.6000061035156,506.30999755859375,478.9800109863281
434,434,434,2020-10-23,488.5,501.1499938964844,493.1499938964844
435,435,435,2020-10-26,475.2000122070313,502.8200073242188,490.8399963378906
436,436,436,2020-10-27,478.55999755859375,495.2000122070313,502.1600036621094
437,437,437,2020-10-28,456.9700012207031,494.5799865722656,510.8900146484375
438,438,438,2020-10-29,461.1099853515625,495.9599914550781,514.3099975585938
439,439,439,2020-10-30,447.1000061035156,483.6000061035156,506.30999755859375
440,440,440,2020-11-02,444.9400024414063,488.5,501.1499938964844
441,441,441,2020-11-03,454.0199890136719,475.2000122070313,502.8200073242188
442,442,442,2020-11-04,487.2300109863281,478.55999755859375,495.2000122070313
443,443,443,2020-11-05,496.4700012207031,456.9700012207031,494.5799865722656
444,444,444,2020-11-06,494.6300048828125,461.1099853515625,495.9599914550781
445,445,445,2020-11-09,471.1400146484375,447.1000061035156,483.6000061035156
446,446,446,2020-11-10,452.0,444.9400024414063,488.5
447,447,447,2020-11-11,467.75,454.0199890136719,475.2000122070313
448,448,448,2020-11-12,462.5799865722656,487.2300109863281,478.55999755859375
449,449,449,2020-11-13,469.3399963378906,496.4700012207031,456.9700012207031
450,450,450,2020-11-16,460.9500122070313,494.6300048828125,461.1099853515625
451,451,451,2020-11-17,467.9500122070313,471.1400146484375,447.1000061035156
452,452,452,2020-11-18,459.4700012207031,452.0,444.9400024414063
453,453,453,2020-11-19,466.4100036621094,467.75,454.0199890136719
454,454,454,2020-11-20,462.9200134277344,462.5799865722656,487.2300109863281
455,455,455,2020-11-23,460.6099853515625,469.3399963378906,496.4700012207031
456,456,456,2020-11-24,462.7000122070313,460.9500122070313,494.6300048828125
457,457,457,2020-11-25,470.0799865722656,467.9500122070313,471.1400146484375
458,458,458,2020-11-27,477.0299987792969,459.4700012207031,452.0
459,459,459,2020-11-30,478.4700012207031,466.4100036621094,467.75
460,460,460,2020-12-01,479.1499938964844,462.9200134277344,462.5799865722656
461,461,461,2020-12-02,481.260009765625,460.6099853515625,469.3399963378906
462,462,462,2020-12-03,484.2799987792969,462.7000122070313,460.9500122070313
463,463,463,2020-12-04,486.0,470.0799865722656,467.9500122070313
464,464,464,2020-12-07,492.25,477.0299987792969,459.4700012207031
465,465,465,2020-12-08,495.2799987792969,478.4700012207031,466.4100036621094
466,466,466,2020-12-09,483.739990234375,479.1499938964844,462.9200134277344
467,467,467,2020-12-10,476.8699951171875,481.260009765625,460.6099853515625
468,468,468,2020-12-11,475.9100036621094,484.2799987792969,462.7000122070313
469,469,469,2020-12-14,486.4200134277344,486.0,470.0799865722656
470,470,470,2020-12-15,482.6400146484375,492.25,477.0299987792969
471,471,471,2020-12-16,489.8999938964844,495.2799987792969,478.4700012207031
472,472,472,2020-12-17,495.3599853515625,483.739990234375,479.1499938964844
473,473,473,2020-12-18,502.9500122070313,476.8699951171875,481.260009765625
474,474,474,2020-12-21,498.3900146484375,475.9100036621094,484.2799987792969
475,475,475,2020-12-22,504.1700134277344,486.4200134277344,486.0
476,476,476,2020-12-23,496.9100036621094,482.6400146484375,492.25
477,477,477,2020-12-24,499.8599853515625,489.8999938964844,495.2799987792969
478,478,478,2020-12-28,498.9500122070313,495.3599853515625,483.739990234375
479,479,479,2020-12-29,502.1099853515625,502.9500122070313,476.8699951171875
480,480,480,2020-12-30,497.4500122070313,498.3900146484375,475.9100036621094
481,481,481,2020-12-31,500.1199951171875,504.1700134277344,486.4200134277344
482,482,482,2021-01-04,485.3399963378906,496.9100036621094,482.6400146484375
483,483,483,2021-01-05,485.6900024414063,499.8599853515625,489.8999938964844
484,484,484,2021-01-06,466.30999755859375,498.9500122070313,495.3599853515625
485,485,485,2021-01-07,477.739990234375,502.1099853515625,502.9500122070313
486,486,486,2021-01-08,485.1000061035156,497.4500122070313,498.3900146484375
487,487,487,2021-01-11,474.239990234375,500.1199951171875,504.1700134277344
488,488,488,2021-01-12,471.6499938964844,485.3399963378906,496.9100036621094
489,489,489,2021-01-13,472.0499877929688,485.6900024414063,499.8599853515625
490,490,490,2021-01-14,463.2699890136719,466.30999755859375,498.9500122070313
491,491,491,2021-01-15,458.0799865722656,477.739990234375,502.1099853515625
492,492,492,2021-01-19,456.5,485.1000061035156,497.4500122070313
493,493,493,2021-01-20,469.7300109863281,474.239990234375,500.1199951171875
494,494,494,2021-01-21,472.0199890136719,471.6499938964844,485.3399963378906
495,495,495,2021-01-22,472.4400024414063,472.0499877929688,485.6900024414063
496,496,496,2021-01-25,473.4400024414063,463.2699890136719,466.30999755859375
497,497,497,2021-01-26,476.2799987792969,458.0799865722656,477.739990234375
498,498,498,2021-01-27,460.0,456.5,485.1000061035156
499,499,499,2021-01-28,465.6700134277344,469.7300109863281,474.239990234375
500,500,500,2021-01-29,458.7699890136719,472.0199890136719,471.6499938964844
501,501,501,2021-02-01,470.0,472.4400024414063,472.0499877929688
502,502,502,2021-02-02,484.9299926757813,473.4400024414063,463.2699890136719
503,503,503,2021-02-03,481.9200134277344,476.2799987792969,458.0799865722656
504,504,504,2021-02-04,489.3800048828125,460.0,456.5
505,505,505,2021-02-05,492.1199951171875,465.6700134277344,469.7300109863281
506,506,506,2021-02-08,493.760009765625,458.7699890136719,472.0199890136719
507,507,507,2021-02-09,496.0499877929688,470.0,472.4400024414063
508,508,508,2021-02-10,492.6700134277344,484.9299926757813,473.4400024414063
509,509,509,2021-02-11,496.6199951171875,481.9200134277344,476.2799987792969
510,510,510,2021-02-12,498.8399963378906,489.3800048828125,460.0
511,511,511,2021-02-16,501.6400146484375,492.1199951171875,465.6700134277344
512,512,512,2021-02-17,491.2300109863281,493.760009765625,458.7699890136719
513,513,513,2021-02-18,488.3699951171875,496.0499877929688,470.0
514,514,514,2021-02-19,479.1199951171875,492.6700134277344,484.9299926757813
515,515,515,2021-02-22,467.3299865722656,496.6199951171875,481.9200134277344
516,516,516,2021-02-23,467.7999877929688,498.8399963378906,489.3800048828125
517,517,517,2021-02-24,476.6199951171875,501.6400146484375,492.1199951171875
518,518,518,2021-02-25,459.1600036621094,491.2300109863281,493.760009765625
519,519,519,2021-02-26,459.6700134277344,488.3699951171875,496.0499877929688
520,520,520,2021-03-01,469.5700073242188,479.1199951171875,492.6700134277344
521,521,521,2021-03-02,466.5899963378906,467.3299865722656,496.6199951171875
522,522,522,2021-03-03,448.4500122070313,467.7999877929688,498.8399963378906
523,523,523,2021-03-04,439.05999755859375,476.6199951171875,501.6400146484375
524,524,524,2021-03-05,440.8299865722656,459.1600036621094,491.2300109863281
525,525,525,2021-03-08,421.2000122070313,459.6700134277344,488.3699951171875
526,526,526,2021-03-09,439.1799926757813,469.5700073242188,479.1199951171875
527,527,527,2021-03-10,437.010009765625,466.5899963378906,467.3299865722656
528,528,528,2021-03-11,451.05999755859375,448.4500122070313,467.7999877929688
529,529,529,2021-03-12,444.2999877929688,439.05999755859375,476.6199951171875
530,530,530,2021-03-15,447.5899963378906,440.8299865722656,459.1600036621094
531,531,531,2021-03-16,450.5400085449219,421.2000122070313,459.6700134277344
532,532,532,2021-03-17,451.010009765625,439.1799926757813,469.5700073242188
533,533,533,2021-03-18,439.1799926757813,437.010009765625,466.5899963378906
534,534,534,2021-03-19,441.5,451.05999755859375,448.4500122070313
535,535,535,2021-03-22,452.4100036621094,444.2999877929688,439.05999755859375
536,536,536,2021-03-23,460.2000122070313,447.5899963378906,440.8299865722656
537,537,537,2021-03-24,451.510009765625,450.5400085449219,421.2000122070313
538,538,538,2021-03-25,450.989990234375,451.010009765625,439.1799926757813
539,539,539,2021-03-26,469.0899963378906,439.1799926757813,437.010009765625
540,540,540,2021-03-29,469.3200073242188,441.5,451.05999755859375
541,541,541,2021-03-30,465.4599914550781,452.4100036621094,444.2999877929688
542,542,542,2021-03-31,475.3699951171875,460.2000122070313,447.5899963378906
543,543,543,2021-04-01,483.3399963378906,451.510009765625,450.5400085449219
544,544,544,2021-04-05,491.6199951171875,450.989990234375,451.010009765625
545,545,545,2021-04-06,491.3399963378906,469.0899963378906,439.1799926757813
546,546,546,2021-04-07,493.4100036621094,469.3200073242188,441.5
547,547,547,2021-04-08,499.8399963378906,465.4599914550781,452.4100036621094
548,548,548,2021-04-09,504.0400085449219,475.3699951171875,460.2000122070313
549,549,549,2021-04-12,506.0299987792969,483.3399963378906,451.510009765625
550,550,550,2021-04-13,514.8599853515625,491.6199951171875,450.989990234375
551,551,551,2021-04-14,510.6300048828125,491.3399963378906,469.0899963378906
552,552,552,2021-04-15,523.25,493.4100036621094,469.3200073242188
553,553,553,2021-04-16,525.0800170898438,499.8399963378906,465.4599914550781
554,554,554,2021-04-19,516.1699829101562,504.0400085449219,475.3699951171875
555,555,555,2021-04-20,514.2100219726562,506.0299987792969,483.3399963378906
556,556,556,2021-04-21,512.3400268554688,514.8599853515625,491.6199951171875
557,557,557,2021-04-22,507.2900085449219,510.6300048828125,491.3399963378906
558,558,558,2021-04-23,515.8400268554688,523.25,493.4100036621094
559,559,559,2021-04-26,515.7000122070312,525.0800170898438,499.8399963378906
560,560,560,2021-04-27,517.3200073242188,516.1699829101562,504.0400085449219
561,561,561,2021-04-28,515.47998046875,514.2100219726562,506.0299987792969
562,562,562,2021-04-29,516.0900268554688,512.3400268554688,514.8599853515625
563,563,563,2021-04-30,508.3399963378906,507.2900085449219,510.6300048828125
564,564,564,2021-05-03,503.4599914550781,515.8400268554688,523.25
565,565,565,2021-05-04,490.7000122070313,515.7000122070312,525.0800170898438
566,566,566,2021-05-05,486.6900024414063,517.3200073242188,516.1699829101562
567,567,567,2021-05-06,483.6099853515625,515.47998046875,514.2100219726562
568,568,568,2021-05-07,488.7300109863281,516.0900268554688,512.3400268554688
569,569,569,2021-05-10,479.3800048828125,508.3399963378906,507.2900085449219
570,570,570,2021-05-11,485.1900024414063,503.4599914550781,515.8400268554688
571,571,571,2021-05-12,472.0899963378906,490.7000122070313,515.7000122070312
572,572,572,2021-05-13,474.1600036621094,486.6900024414063,517.3200073242188
573,573,573,2021-05-14,486.55999755859375,483.6099853515625,515.47998046875
574,574,574,2021-05-17,482.739990234375,488.7300109863281,516.0900268554688
575,575,575,2021-05-18,480.6199951171875,479.3800048828125,508.3399963378906
576,576,576,2021-05-19,480.4700012207031,485.1900024414063,503.4599914550781
577,577,577,2021-05-20,491.6700134277344,472.0899963378906,490.7000122070313
578,578,578,2021-05-21,488.0700073242188,474.1600036621094,486.6900024414063
579,579,579,2021-05-24,497.8299865722656,486.55999755859375,483.6099853515625
580,580,580,2021-05-25,505.0799865722656,482.739990234375,488.7300109863281
581,581,581,2021-05-26,506.9800109863281,480.6199951171875,479.3800048828125
582,582,582,2021-05-27,498.2799987792969,480.4700012207031,485.1900024414063
583,583,583,2021-05-28,504.5799865722656,491.6700134277344,472.0899963378906
584,584,584,2021-06-01,495.9100036621094,488.0700073242188,474.1600036621094
585,585,585,2021-06-02,495.7699890136719,497.8299865722656,486.55999755859375
586,586,586,2021-06-03,493.1400146484375,505.0799865722656,482.739990234375
587,587,587,2021-06-04,504.5,506.9800109863281,480.6199951171875
588,588,588,2021-06-07,509.4700012207031,498.2799987792969,480.4700012207031
589,589,589,2021-06-08,509.2000122070313,504.5799865722656,491.6700134277344
590,590,590,2021-06-09,514.6799926757812,495.9100036621094,488.0700073242188
591,591,591,2021-06-10,535.52001953125,495.7699890136719,497.8299865722656
592,592,592,2021-06-11,541.260009765625,493.1400146484375,505.0799865722656
593,593,593,2021-06-14,556.9500122070312,504.5,506.9800109863281
594,594,594,2021-06-15,548.4600219726562,509.4700012207031,498.2799987792969
595,595,595,2021-06-16,543.3300170898438,509.2000122070313,504.5799865722656
596,596,596,2021-06-17,551.3599853515625,514.6799926757812,495.9100036621094
597,597,597,2021-06-18,565.5900268554688,535.52001953125,495.7699890136719
598,598,598,2021-06-21,567.3499755859375,541.260009765625,493.1400146484375
599,599,599,2021-06-22,575.739990234375,556.9500122070312,504.5
600,600,600,2021-06-23,574.22998046875,548.4600219726562,509.4700012207031
601,601,601,2021-06-24,578.260009765625,543.3300170898438,509.2000122070313
602,602,602,2021-06-25,579.6599731445312,551.3599853515625,514.6799926757812
603,603,603,2021-06-28,588.7999877929688,565.5900268554688,535.52001953125
604,604,604,2021-06-29,590.75,567.3499755859375,541.260009765625
605,605,605,2021-06-30,585.6400146484375,575.739990234375,556.9500122070312
606,606,606,2021-07-01,584.72998046875,574.22998046875,548.4600219726562
607,607,607,2021-07-02,593.0700073242188,578.260009765625,543.3300170898438
608,608,608,2021-07-06,596.9000244140625,579.6599731445312,551.3599853515625
609,609,609,2021-07-07,605.77001953125,588.7999877929688,565.5900268554688
610,610,610,2021-07-08,605.9500122070312,590.75,567.3499755859375
611,611,611,2021-07-09,604.5,585.6400146484375,575.739990234375
612,612,612,2021-07-12,600.2000122070312,584.72998046875,574.22998046875
613,613,613,2021-07-13,605.010009765625,593.0700073242188,578.260009765625
614,614,614,2021-07-14,608.8300170898438,596.9000244140625,579.6599731445312
615,615,615,2021-07-15,606.1699829101562,605.77001953125,588.7999877929688
616,616,616,2021-07-16,606.0999755859375,605.9500122070312,590.75
617,617,617,2021-07-19,602.0499877929688,604.5,585.6400146484375
618,618,618,2021-07-20,608.719970703125,600.2000122070312,584.72998046875
619,619,619,2021-07-21,612.260009765625,605.010009765625,593.0700073242188
620,620,620,2021-07-22,623.6799926757812,608.8300170898438,596.9000244140625
621,621,621,2021-07-23,625.8699951171875,606.1699829101562,605.77001953125
622,622,622,2021-07-26,620.7999877929688,606.0999755859375,605.9500122070312
623,623,623,2021-07-27,618.280029296875,602.0499877929688,604.5
624,624,624,2021-07-28,620.9199829101562,608.719970703125,600.2000122070312
625,625,625,2021-07-29,621.7000122070312,612.260009765625,605.010009765625
626,626,626,2021-07-30,621.6300048828125,623.6799926757812,608.8300170898438
627,627,627,2021-08-02,618.75,625.8699951171875,606.1699829101562
628,628,628,2021-08-03,621.280029296875,620.7999877929688,606.0999755859375
629,629,629,2021-08-04,625.6799926757812,618.280029296875,602.0499877929688
630,630,630,2021-08-05,632.0800170898438,620.9199829101562,608.719970703125
631,631,631,2021-08-06,631.3800048828125,621.7000122070312,612.260009765625
632,632,632,2021-08-09,629.219970703125,621.6300048828125,623.6799926757812
633,633,633,2021-08-10,621.739990234375,618.75,625.8699951171875
634,634,634,2021-08-11,626.030029296875,621.280029296875,620.7999877929688
635,635,635,2021-08-12,634.3499755859375,625.6799926757812,618.280029296875
636,636,636,2021-08-13,637.3099975585938,632.0800170898438,620.9199829101562
637,637,637,2021-08-16,636.9400024414062,631.3800048828125,621.7000122070312
638,638,638,2021-08-17,635.010009765625,629.219970703125,621.6300048828125
639,639,639,2021-08-18,626.77001953125,621.739990234375,618.75
640,640,640,2021-08-19,637.6599731445312,626.030029296875,621.280029296875
641,641,641,2021-08-20,647.3400268554688,634.3499755859375,625.6799926757812
642,642,642,2021-08-23,656.8599853515625,637.3099975585938,632.0800170898438
643,643,643,2021-08-24,657.239990234375,636.9400024414062,631.3800048828125
644,644,644,2021-08-25,656.7999877929688,635.010009765625,629.219970703125
645,645,645,2021-08-26,652.3900146484375,626.77001953125,621.739990234375
646,646,646,2021-08-27,658.52001953125,637.6599731445312,626.030029296875
647,647,647,2021-08-30,665.989990234375,647.3400268554688,634.3499755859375
648,648,648,2021-08-31,663.7000122070312,656.8599853515625,637.3099975585938
649,649,649,2021-09-01,665.8900146484375,657.239990234375,636.9400024414062
650,650,650,2021-09-02,664.6400146484375,656.7999877929688,635.010009765625
651,651,651,2021-09-03,666.5900268554688,652.3900146484375,626.77001953125
652,652,652,2021-09-07,661.3900146484375,658.52001953125,637.6599731445312
653,653,653,2021-09-08,663.219970703125,665.989990234375,647.3400268554688
654,654,654,2021-09-09,661.6799926757812,663.7000122070312,656.8599853515625
655,655,655,2021-09-10,658.9400024414062,665.8900146484375,657.239990234375
656,656,656,2021-09-13,645.1500244140625,664.6400146484375,656.7999877929688
657,657,657,2021-09-14,645.010009765625,666.5900268554688,652.3900146484375
658,658,658,2021-09-15,661.0800170898438,661.3900146484375,658.52001953125
659,659,659,2021-09-16,665.1099853515625,663.219970703125,665.989990234375
660,660,660,2021-09-17,654.47998046875,661.6799926757812,663.7000122070312
661,661,661,2021-09-20,641.2899780273438,658.9400024414062,665.8900146484375
662,662,662,2021-09-21,645.8900146484375,645.1500244140625,664.6400146484375
663,663,663,2021-09-22,626.0800170898438,645.010009765625,666.5900268554688
664,664,664,2021-09-23,630.8400268554688,661.0800170898438,661.3900146484375
665,665,665,2021-09-24,622.7100219726562,665.1099853515625,663.219970703125
666,666,666,2021-09-27,603.6500244140625,654.47998046875,661.6799926757812
667,667,667,2021-09-28,578.77001953125,641.2899780273438,658.9400024414062
668,668,668,2021-09-29,577.7000122070312,645.8900146484375,645.1500244140625
669,669,669,2021-09-30,575.719970703125,626.0800170898438,645.010009765625
670,670,670,2021-10-01,577.469970703125,630.8400268554688,661.0800170898438
671,671,671,2021-10-04,558.489990234375,622.7100219726562,665.1099853515625
672,672,672,2021-10-05,566.7000122070312,603.6500244140625,654.47998046875
673,673,673,2021-10-06,570.3099975585938,578.77001953125,641.2899780273438
674,674,674,2021-10-07,578.9600219726562,577.7000122070312,645.8900146484375
675,675,675,2021-10-08,576.8599853515625,575.719970703125,626.0800170898438
676,676,676,2021-10-11,573.0700073242188,577.469970703125,630.8400268554688
677,677,677,2021-10-12,580.6900024414062,558.489990234375,622.7100219726562
678,678,678,2021-10-13,591.1199951171875,566.7000122070312,603.6500244140625
679,679,679,2021-10-14,607.510009765625,570.3099975585938,578.77001953125
680,680,680,2021-10-15,610.0900268554688,578.9600219726562,577.7000122070312
681,681,681,2021-10-18,622.8300170898438,576.8599853515625,575.719970703125
682,682,682,2021-10-19,636.0700073242188,573.0700073242188,577.469970703125
683,683,683,2021-10-20,632.3699951171875,580.6900024414062,558.489990234375
684,684,684,2021-10-21,638.6599731445312,591.1199951171875,566.7000122070312
685,685,685,2021-10-22,643.5800170898438,607.510009765625,570.3099975585938
686,686,686,2021-10-25,646.969970703125,610.0900268554688,578.9600219726562
687,687,687,2021-10-26,642.5,622.8300170898438,576.8599853515625
688,688,688,2021-10-27,640.0800170898438,636.0700073242188,573.0700073242188
689,689,689,2021-10-28,639.280029296875,632.3699951171875,580.6900024414062
690,690,690,2021-10-29,650.3599853515625,638.6599731445312,591.1199951171875
691,691,691,2021-11-01,640.2000122070312,643.5800170898438,607.510009765625
692,692,692,2021-11-02,640.4000244140625,646.969970703125,610.0900268554688
693,693,693,2021-11-03,655.1799926757812,642.5,622.8300170898438
694,694,694,2021-11-04,674.0800170898438,640.0800170898438,636.0700073242188
695,695,695,2021-11-05,662.719970703125,639.280029296875,632.3699951171875
696,696,696,2021-11-08,666.02001953125,650.3599853515625,638.6599731445312
697,697,697,2021-11-09,667.9199829101562,640.2000122070312,643.5800170898438
698,698,698,2021-11-10,647.5,640.4000244140625,646.969970703125
699,699,699,2021-11-11,643.1699829101562,655.1799926757812,642.5
700,700,700,2021-11-12,657.5999755859375,674.0800170898438,640.0800170898438
701,701,701,2021-11-15,659.72998046875,662.719970703125,639.280029296875
702,702,702,2021-11-16,671.030029296875,666.02001953125,650.3599853515625
703,703,703,2021-11-17,670.6699829101562,667.9199829101562,640.2000122070312
704,704,704,2021-11-18,670.9600219726562,647.5,640.4000244140625
705,705,705,2021-11-19,688.3699951171875,643.1699829101562,655.1799926757812
706,706,706,2021-11-22,673.5700073242188,657.5999755859375,674.0800170898438
707,707,707,2021-11-23,665.1599731445312,659.72998046875,662.719970703125
708,708,708,2021-11-24,668.3200073242188,671.030029296875,666.02001953125
709,709,709,2021-11-26,662.0999755859375,670.6699829101562,667.9199829101562
710,710,710,2021-11-29,687.489990234375,670.9600219726562,647.5
711,711,711,2021-11-30,669.8499755859375,688.3699951171875,643.1699829101562
712,712,712,2021-12-01,657.4099731445312,673.5700073242188,657.5999755859375
713,713,713,2021-12-02,671.8800048828125,665.1599731445312,659.72998046875
714,714,714,2021-12-03,616.530029296875,668.3200073242188,671.030029296875
715,715,715,2021-12-06,622.0399780273438,662.0999755859375,670.6699829101562
716,716,716,2021-12-07,649.9600219726562,687.489990234375,670.9600219726562
717,717,717,2021-12-08,653.0999755859375,669.8499755859375,688.3699951171875
718,718,718,2021-12-09,632.5700073242188,657.4099731445312,673.5700073242188
719,719,719,2021-12-10,654.4500122070312,671.8800048828125,665.1599731445312
720,720,720,2021-12-13,658.2999877929688,616.530029296875,668.3200073242188
721,721,721,2021-12-14,614.8599853515625,622.0399780273438,662.0999755859375
722,722,722,2021-12-15,630.3300170898438,649.9600219726562,687.489990234375
723,723,723,2021-12-16,566.0900268554688,653.0999755859375,669.8499755859375
724,724,724,2021-12-17,556.6400146484375,632.5700073242188,657.4099731445312
725,725,725,2021-12-20,549.77001953125,654.4500122070312,671.8800048828125
726,726,726,2021-12-21,557.52001953125,658.2999877929688,616.530029296875
727,727,727,2021-12-22,563.97998046875,614.8599853515625,622.0399780273438
728,728,728,2021-12-23,569.6199951171875,630.3300170898438,649.9600219726562
729,729,729,2021-12-27,577.6799926757812,566.0900268554688,653.0999755859375
730,730,730,2021-12-28,569.3599853515625,556.6400146484375,632.5700073242188
731,731,731,2021-12-29,569.2899780273438,549.77001953125,654.4500122070312
732,732,732,2021-12-30,570.530029296875,557.52001953125,658.2999877929688
733,733,733,2021-12-31,567.0599975585938,563.97998046875,614.8599853515625
734,734,734,2022-01-03,564.3699951171875,569.6199951171875,630.3300170898438
735,735,735,2022-01-04,554.0,577.6799926757812,566.0900268554688
736,736,736,2022-01-05,514.4299926757812,569.3599853515625,556.6400146484375
737,737,737,2022-01-06,514.1199951171875,569.2899780273438,549.77001953125
738,738,738,2022-01-07,510.7000122070313,570.530029296875,557.52001953125
739,739,739,2022-01-10,525.8300170898438,567.0599975585938,563.97998046875
740,740,740,2022-01-11,529.8900146484375,564.3699951171875,569.6199951171875
741,741,741,2022-01-12,532.3699951171875,554.0,577.6799926757812
742,742,742,2022-01-13,516.9000244140625,514.4299926757812,569.3599853515625
743,743,743,2022-01-14,520.5999755859375,514.1199951171875,569.2899780273438
744,744,744,2022-01-18,513.3400268554688,510.7000122070313,570.530029296875
745,745,745,2022-01-19,516.5800170898438,525.8300170898438,567.0599975585938
746,746,746,2022-01-20,510.8500061035156,529.8900146484375,564.3699951171875
747,747,747,2022-01-21,499.9100036621094,532.3699951171875,554.0
748,748,748,2022-01-24,519.6599731445312,516.9000244140625,514.4299926757812
749,749,749,2022-01-25,502.7200012207031,520.5999755859375,514.1199951171875
750,750,750,2022-01-26,500.80999755859375,513.3400268554688,510.7000122070313
751,751,751,2022-01-27,493.0499877929688,516.5800170898438,525.8300170898438
752,752,752,2022-01-28,518.1599731445312,510.8500061035156,529.8900146484375
753,753,753,2022-01-31,534.2999877929688,499.9100036621094,532.3699951171875
754,754,754,2022-02-01,535.97998046875,519.6599731445312,516.9000244140625
755,755,755,2022-02-02,533.0900268554688,502.7200012207031,520.5999755859375
756,756,756,2022-02-03,510.8299865722656,500.80999755859375,513.3400268554688
757,757,757,2022-02-04,513.5399780273438,493.0499877929688,516.5800170898438
758,758,758,2022-02-07,507.1000061035156,518.1599731445312,510.8500061035156
759,759,759,2022-02-08,511.30999755859375,534.2999877929688,499.9100036621094
760,760,760,2022-02-09,521.75,535.97998046875,519.6599731445312
761,761,761,2022-02-10,495.0199890136719,533.0900268554688,502.7200012207031
762,762,762,2022-02-11,473.9700012207031,510.8299865722656,500.80999755859375
763,763,763,2022-02-14,474.010009765625,513.5399780273438,493.0499877929688
764,764,764,2022-02-15,479.5,507.1000061035156,518.1599731445312
765,765,765,2022-02-16,477.7000122070313,511.30999755859375,534.2999877929688
766,766,766,2022-02-17,457.7099914550781,521.75,535.97998046875
767,767,767,2022-02-18,442.55999755859375,495.0199890136719,533.0900268554688
768,768,768,2022-02-22,438.3999938964844,473.9700012207031,510.8299865722656
769,769,769,2022-02-23,429.4500122070313,474.010009765625,513.5399780273438
770,770,770,2022-02-24,463.8200073242188,479.5,507.1000061035156
771,771,771,2022-02-25,465.5400085449219,477.7000122070313,511.30999755859375
772,772,772,2022-02-28,467.6799926757813,457.7099914550781,521.75
773,773,773,2022-03-01,466.6799926757813,442.55999755859375,495.0199890136719
774,774,774,2022-03-02,471.1799926757813,438.3999938964844,473.9700012207031
