,Date,A
0,2019-02-04 00:00:00-05:00,73.35835266113281
1,2019-02-05 00:00:00-05:00,73.62852478027344
2,2019-02-06 00:00:00-05:00,73.61888885498047
3,2019-02-07 00:00:00-05:00,72.6829605102539
4,2019-02-08 00:00:00-05:00,73.1364517211914
5,2019-02-11 00:00:00-05:00,73.40663146972656
6,2019-02-12 00:00:00-05:00,74.36182403564453
7,2019-02-13 00:00:00-05:00,74.53550720214844
8,2019-02-14 00:00:00-05:00,74.31359100341797
9,2019-02-15 00:00:00-05:00,75.54859924316406
10,2019-02-19 00:00:00-05:00,74.79600524902344
11,2019-02-20 00:00:00-05:00,75.79947662353516
12,2019-02-21 00:00:00-05:00,75.15301513671875
13,2019-02-22 00:00:00-05:00,75.66437530517578
14,2019-02-25 00:00:00-05:00,76.55205535888672
15,2019-02-26 00:00:00-05:00,75.78982543945312
16,2019-02-27 00:00:00-05:00,76.62923431396484
17,2019-02-28 00:00:00-05:00,76.64855194091797
18,2019-03-01 00:00:00-05:00,78.3852767944336
19,2019-03-04 00:00:00-05:00,77.31427764892578
20,2019-03-05 00:00:00-05:00,76.9380111694336
21,2019-03-06 00:00:00-05:00,75.98279571533203
22,2019-03-07 00:00:00-05:00,75.96349334716797
23,2019-03-08 00:00:00-05:00,75.23983764648438
24,2019-03-11 00:00:00-04:00,76.51346588134766
25,2019-03-12 00:00:00-04:00,77.1213150024414
26,2019-03-13 00:00:00-04:00,77.31427764892578
27,2019-03-14 00:00:00-04:00,77.77742767333984
28,2019-03-15 00:00:00-04:00,78.25020599365234
29,2019-03-18 00:00:00-04:00,78.1247787475586
30,2019-03-19 00:00:00-04:00,78.3467025756836
31,2019-03-20 00:00:00-04:00,78.0765380859375
32,2019-03-21 00:00:00-04:00,79.11856842041016
33,2019-03-22 00:00:00-04:00,76.21435546875
34,2019-03-25 00:00:00-04:00,76.72573852539062
35,2019-03-26 00:00:00-04:00,77.81603240966797
36,2019-03-27 00:00:00-04:00,76.22400665283203
37,2019-03-28 00:00:00-04:00,76.89940643310547
38,2019-03-29 00:00:00-04:00,77.55551147460938
39,2019-04-01 00:00:00-04:00,78.85494232177734
40,2019-04-02 00:00:00-04:00,78.4488525390625
41,2019-04-03 00:00:00-04:00,79.22233581542969
42,2019-04-04 00:00:00-04:00,78.14915466308594
43,2019-04-05 00:00:00-04:00,78.76793670654297
44,2019-04-08 00:00:00-04:00,78.98062133789062
45,2019-04-09 00:00:00-04:00,78.71956634521484
46,2019-04-10 00:00:00-04:00,78.97095489501953
47,2019-04-11 00:00:00-04:00,78.39086151123047
48,2019-04-12 00:00:00-04:00,78.29417419433594
49,2019-04-15 00:00:00-04:00,77.73341369628906
50,2019-04-16 00:00:00-04:00,74.97793579101562
51,2019-04-17 00:00:00-04:00,72.92826080322266
52,2019-04-18 00:00:00-04:00,73.64369201660156
53,2019-04-22 00:00:00-04:00,73.06358337402344
54,2019-04-23 00:00:00-04:00,73.053955078125
55,2019-04-24 00:00:00-04:00,73.27632904052734
56,2019-04-25 00:00:00-04:00,74.17544555664062
57,2019-04-26 00:00:00-04:00,74.85224151611328
58,2019-04-29 00:00:00-04:00,74.7652359008789
59,2019-04-30 00:00:00-04:00,75.89643859863281
60,2019-05-01 00:00:00-04:00,74.90060424804688
61,2019-05-02 00:00:00-04:00,75.60639190673828
62,2019-05-03 00:00:00-04:00,76.66022491455078
63,2019-05-06 00:00:00-04:00,76.71823120117188
64,2019-05-07 00:00:00-04:00,74.12712097167969
65,2019-05-08 00:00:00-04:00,74.06912994384766
66,2019-05-09 00:00:00-04:00,74.44618225097656
67,2019-05-10 00:00:00-04:00,74.54286193847656
68,2019-05-13 00:00:00-04:00,71.3909912109375
69,2019-05-14 00:00:00-04:00,73.489013671875
70,2019-05-15 00:00:00-04:00,65.3966293334961
71,2019-05-16 00:00:00-04:00,67.00157165527344
72,2019-05-17 00:00:00-04:00,66.81787109375
73,2019-05-20 00:00:00-04:00,66.64384460449219
74,2019-05-21 00:00:00-04:00,66.05406188964844
75,2019-05-22 00:00:00-04:00,65.7156753540039
76,2019-05-23 00:00:00-04:00,65.45462799072266
77,2019-05-24 00:00:00-04:00,66.09272003173828
78,2019-05-28 00:00:00-04:00,64.8552017211914
79,2019-05-29 00:00:00-04:00,65.06790161132812
80,2019-05-30 00:00:00-04:00,64.67149353027344
81,2019-05-31 00:00:00-04:00,64.82620239257812
82,2019-06-03 00:00:00-04:00,64.76815795898438
83,2019-06-04 00:00:00-04:00,65.69633483886719
84,2019-06-05 00:00:00-04:00,66.08306121826172
85,2019-06-06 00:00:00-04:00,66.86620330810547
86,2019-06-07 00:00:00-04:00,67.21426391601562
87,2019-06-10 00:00:00-04:00,67.958740234375
88,2019-06-11 00:00:00-04:00,67.76536560058594
89,2019-06-12 00:00:00-04:00,67.958740234375
90,2019-06-13 00:00:00-04:00,67.9683837890625
91,2019-06-14 00:00:00-04:00,67.64934539794922
92,2019-06-17 00:00:00-04:00,67.958740234375
93,2019-06-18 00:00:00-04:00,69.5250015258789
94,2019-06-19 00:00:00-04:00,70.24044799804688
95,2019-06-20 00:00:00-04:00,70.88824462890625
96,2019-06-21 00:00:00-04:00,70.90756225585938
97,2019-06-24 00:00:00-04:00,70.71418762207031
98,2019-06-25 00:00:00-04:00,70.10509490966797
99,2019-06-26 00:00:00-04:00,69.74736785888672
100,2019-06-27 00:00:00-04:00,70.7625503540039
101,2019-06-28 00:00:00-04:00,72.19344329833984
102,2019-07-01 00:00:00-04:00,73.42790985107422
103,2019-07-02 00:00:00-04:00,73.26319122314453
104,2019-07-03 00:00:00-04:00,74.416259765625
105,2019-07-05 00:00:00-04:00,73.39885711669922
106,2019-07-08 00:00:00-04:00,71.54811096191406
107,2019-07-09 00:00:00-04:00,71.17021179199219
108,2019-07-10 00:00:00-04:00,71.09271240234375
109,2019-07-11 00:00:00-04:00,69.51329803466797
110,2019-07-12 00:00:00-04:00,69.42610931396484
111,2019-07-15 00:00:00-04:00,68.3602523803711
112,2019-07-16 00:00:00-04:00,67.77886199951172
113,2019-07-17 00:00:00-04:00,67.43002319335938
114,2019-07-18 00:00:00-04:00,67.9532699584961
115,2019-07-19 00:00:00-04:00,66.56766510009766
116,2019-07-22 00:00:00-04:00,66.94554901123047
117,2019-07-23 00:00:00-04:00,67.72073364257812
118,2019-07-24 00:00:00-04:00,67.42035675048828
119,2019-07-25 00:00:00-04:00,67.68195343017578
120,2019-07-26 00:00:00-04:00,67.34282684326172
121,2019-07-29 00:00:00-04:00,68.18583679199219
122,2019-07-30 00:00:00-04:00,67.97265625
123,2019-07-31 00:00:00-04:00,67.25563049316406
124,2019-08-01 00:00:00-04:00,67.06182861328125
125,2019-08-02 00:00:00-04:00,65.96691131591797
126,2019-08-05 00:00:00-04:00,63.8158073425293
127,2019-08-06 00:00:00-04:00,65.55995178222656
128,2019-08-07 00:00:00-04:00,65.86031341552734
129,2019-08-08 00:00:00-04:00,67.33313751220703
130,2019-08-09 00:00:00-04:00,66.50950622558594
131,2019-08-12 00:00:00-04:00,64.56190490722656
132,2019-08-13 00:00:00-04:00,65.54058074951172
133,2019-08-14 00:00:00-04:00,63.5541877746582
134,2019-08-15 00:00:00-04:00,67.43002319335938
135,2019-08-16 00:00:00-04:00,68.87379455566406
136,2019-08-19 00:00:00-04:00,69.52298736572266
137,2019-08-20 00:00:00-04:00,68.9125747680664
138,2019-08-21 00:00:00-04:00,69.95903778076172
139,2019-08-22 00:00:00-04:00,69.51329803466797
140,2019-08-23 00:00:00-04:00,67.39127349853516
141,2019-08-26 00:00:00-04:00,67.47847747802734
142,2019-08-27 00:00:00-04:00,67.32345581054688
143,2019-08-28 00:00:00-04:00,67.76917266845703
144,2019-08-29 00:00:00-04:00,68.50557708740234
145,2019-08-30 00:00:00-04:00,68.90286254882812
146,2019-09-03 00:00:00-04:00,68.22459411621094
147,2019-09-04 00:00:00-04:00,68.66061401367188
148,2019-09-05 00:00:00-04:00,71.23804473876953
149,2019-09-06 00:00:00-04:00,71.9744644165039
150,2019-09-09 00:00:00-04:00,71.87757873535156
151,2019-09-10 00:00:00-04:00,72.44926452636719
152,2019-09-11 00:00:00-04:00,74.60035705566406
153,2019-09-12 00:00:00-04:00,75.16234588623047
154,2019-09-13 00:00:00-04:00,75.48210906982422
155,2019-09-16 00:00:00-04:00,74.75538635253906
156,2019-09-17 00:00:00-04:00,74.02867889404297
157,2019-09-18 00:00:00-04:00,75.16234588623047
158,2019-09-19 00:00:00-04:00,75.64682006835938
159,2019-09-20 00:00:00-04:00,75.54994201660156
160,2019-09-23 00:00:00-04:00,75.63713836669922
161,2019-09-24 00:00:00-04:00,73.61200714111328
162,2019-09-25 00:00:00-04:00,73.96085357666016
163,2019-09-26 00:00:00-04:00,74.14494323730469
164,2019-09-27 00:00:00-04:00,74.01898956298828
165,2019-09-30 00:00:00-04:00,74.4112777709961
166,2019-10-01 00:00:00-04:00,72.67311096191406
167,2019-10-02 00:00:00-04:00,71.22625732421875
168,2019-10-03 00:00:00-04:00,71.73119354248047
169,2019-10-04 00:00:00-04:00,73.68299865722656
170,2019-10-07 00:00:00-04:00,72.92558288574219
171,2019-10-08 00:00:00-04:00,70.39115142822266
172,2019-10-09 00:00:00-04:00,71.3427734375
173,2019-10-10 00:00:00-04:00,71.85743713378906
174,2019-10-11 00:00:00-04:00,73.1197738647461
175,2019-10-14 00:00:00-04:00,73.00325775146484
176,2019-10-15 00:00:00-04:00,73.55677795410156
177,2019-10-16 00:00:00-04:00,73.09065246582031
178,2019-10-17 00:00:00-04:00,72.75078582763672
179,2019-10-18 00:00:00-04:00,72.41092681884766
180,2019-10-21 00:00:00-04:00,73.29457092285156
181,2019-10-22 00:00:00-04:00,72.5274429321289
182,2019-10-23 00:00:00-04:00,72.80905151367188
183,2019-10-24 00:00:00-04:00,72.82847595214844
184,2019-10-25 00:00:00-04:00,73.20718383789062
185,2019-10-28 00:00:00-04:00,73.9451904296875
186,2019-10-29 00:00:00-04:00,73.96459197998047
187,2019-10-30 00:00:00-04:00,73.9160385131836
188,2019-10-31 00:00:00-04:00,73.55677795410156
189,2019-11-01 00:00:00-04:00,74.7414321899414
190,2019-11-04 00:00:00-05:00,74.5180892944336
