,Unnamed: 0,Date,VMC
0,0,2019-02-05,100.52277374267578
1,1,2019-02-06,96.68478393554688
2,2,2019-02-07,97.24806213378906
3,3,2019-02-08,98.78516387939452
4,4,2019-02-11,100.82827758789062
5,5,2019-02-12,101.92621612548828
6,6,2019-02-13,101.09558868408205
7,7,2019-02-14,107.58771514892578
8,8,2019-02-15,108.01734924316406
9,9,2019-02-19,108.0364227294922
10,10,2019-02-20,109.0961685180664
11,11,2019-02-21,108.16756439208984
12,12,2019-02-22,107.8708038330078
13,13,2019-02-25,106.65501403808594
14,14,2019-02-26,108.41646575927734
15,15,2019-02-27,107.32513427734376
16,16,2019-02-28,106.70286560058594
17,17,2019-03-01,108.20587158203124
18,18,2019-03-04,110.2066650390625
19,19,2019-03-05,108.34947204589844
20,20,2019-03-06,109.69930267333984
21,21,2019-03-07,109.22061157226562
22,22,2019-03-08,108.6845245361328
23,23,2019-03-11,109.14404296875
24,24,2019-03-12,106.73157501220705
25,25,2019-03-13,105.18074035644533
26,26,2019-03-14,106.48270416259766
27,27,2019-03-15,107.78463745117188
28,28,2019-03-18,109.1057586669922
29,29,2019-03-19,110.35025787353516
30,30,2019-03-20,110.42684936523438
31,31,2019-03-21,112.47550964355467
32,32,2019-03-22,108.60794830322266
33,33,2019-03-25,110.08219146728516
34,34,2019-03-26,109.60355377197266
35,35,2019-03-27,110.1875228881836
36,36,2019-03-28,110.97252655029295
37,37,2019-03-29,113.34666442871094
38,38,2019-04-01,115.0602569580078
39,39,2019-04-02,115.42404174804688
40,40,2019-04-03,114.11251068115234
41,41,2019-04-04,114.54331970214844
42,42,2019-04-05,115.07942199707033
43,43,2019-04-08,115.5389404296875
44,44,2019-04-09,114.5911865234375
45,45,2019-04-10,114.64864349365234
46,46,2019-04-11,115.34747314453124
47,47,2019-04-12,116.93663024902344
48,48,2019-04-15,116.89832305908205
49,49,2019-04-16,117.3482666015625
50,50,2019-04-17,116.88874053955078
51,51,2019-04-18,117.55887603759766
52,52,2019-04-22,118.00881958007812
53,53,2019-04-23,117.86521911621094
54,54,2019-04-24,119.29163360595705
55,55,2019-04-25,116.5536880493164
56,56,2019-04-26,117.67375183105467
57,57,2019-04-29,117.80777740478516
58,58,2019-04-30,120.72762298583984
59,59,2019-05-01,118.4779052734375
60,60,2019-05-02,123.68570709228516
61,61,2019-05-03,123.01560974121094
62,62,2019-05-06,122.98688507080078
63,63,2019-05-07,124.24097442626952
64,64,2019-05-08,123.06348419189452
65,65,2019-05-09,122.92945098876952
66,66,2019-05-10,123.43682098388672
67,67,2019-05-13,122.2784652709961
68,68,2019-05-14,123.6570281982422
69,69,2019-05-15,124.288818359375
70,70,2019-05-16,124.94937896728516
71,71,2019-05-17,124.40372467041016
72,72,2019-05-20,124.44200134277344
73,73,2019-05-21,125.9450225830078
74,74,2019-05-22,122.4795150756836
75,75,2019-05-23,119.9844207763672
76,76,2019-05-24,121.15520477294922
77,77,2019-05-28,120.74253845214844
78,78,2019-05-29,120.68494415283205
79,79,2019-05-30,121.96128845214844
80,80,2019-05-31,119.8692626953125
81,81,2019-06-03,123.14165496826172
82,82,2019-06-04,126.54840087890624
83,83,2019-06-05,128.0070343017578
84,84,2019-06-06,129.609619140625
85,85,2019-06-07,128.95713806152344
86,86,2019-06-10,130.08950805664062
87,87,2019-06-11,125.68470001220705
88,88,2019-06-12,125.5119857788086
89,89,2019-06-13,126.88423919677734
90,90,2019-06-14,127.23934173583984
91,91,2019-06-17,128.1318359375
92,92,2019-06-18,127.0569839477539
93,93,2019-06-19,126.2413101196289
94,94,2019-06-20,128.3141326904297
95,95,2019-06-21,129.4752960205078
96,96,2019-06-24,129.01467895507812
97,97,2019-06-25,128.9667205810547
98,98,2019-06-26,128.88035583496094
99,99,2019-06-27,129.94552612304688
100,100,2019-06-28,131.76885986328125
101,101,2019-07-01,131.96078491210938
102,102,2019-07-02,131.52891540527344
103,103,2019-07-03,134.30230712890625
104,104,2019-07-05,134.1199951171875
105,105,2019-07-08,132.48861694335938
106,106,2019-07-09,132.3638458251953
107,107,2019-07-10,131.39462280273438
108,108,2019-07-11,131.2890625
109,109,2019-07-12,130.31016540527344
110,110,2019-07-15,129.33139038085938
111,111,2019-07-16,132.0759735107422
112,112,2019-07-17,132.03756713867188
113,113,2019-07-18,130.914794921875
114,114,2019-07-19,130.52133178710938
115,115,2019-07-22,129.12025451660156
116,116,2019-07-23,130.2430419921875
117,117,2019-07-24,131.9895782470703
118,118,2019-07-25,129.07229614257812
119,119,2019-07-26,131.27940368652344
120,120,2019-07-29,130.55970764160156
121,121,2019-07-30,134.65740966796875
122,122,2019-07-31,132.76690673828125
123,123,2019-08-01,131.2314910888672
124,124,2019-08-02,132.15274047851562
125,125,2019-08-05,132.02792358398438
126,126,2019-08-06,132.5461883544922
127,127,2019-08-07,132.4214324951172
128,128,2019-08-08,133.71690368652344
129,129,2019-08-09,134.35031127929688
130,130,2019-08-12,133.75538635253906
131,131,2019-08-13,135.01246643066406
132,132,2019-08-14,133.52500915527344
133,133,2019-08-15,133.25633239746094
134,134,2019-08-16,136.01048278808594
135,135,2019-08-19,136.61509704589844
136,136,2019-08-20,136.5188751220703
137,137,2019-08-21,137.7980194091797
138,138,2019-08-22,137.87496948242188
139,139,2019-08-23,134.3838348388672
140,140,2019-08-26,133.5182647705078
141,141,2019-08-27,134.4704132080078
142,142,2019-08-28,134.4704132080078
143,143,2019-08-29,135.1820831298828
144,144,2019-08-30,135.84567260742188
145,145,2019-09-03,138.3654327392578
146,146,2019-09-04,137.65374755859375
147,147,2019-09-05,137.3941192626953
148,148,2019-09-06,139.4618377685547
149,149,2019-09-09,136.62469482421875
150,150,2019-09-10,136.70162963867188
151,151,2019-09-11,139.70223999023438
152,152,2019-09-12,139.3656463623047
153,153,2019-09-13,141.9334716796875
154,154,2019-09-16,140.05810546875
155,155,2019-09-17,142.4432373046875
156,156,2019-09-18,142.9625244140625
157,157,2019-09-19,144.5494384765625
158,158,2019-09-20,144.0685272216797
159,159,2019-09-23,144.04931640625
160,160,2019-09-24,143.9339141845703
161,161,2019-09-25,145.10723876953125
162,162,2019-09-26,145.81890869140625
163,163,2019-09-27,143.337646484375
164,164,2019-09-30,145.4534454345703
165,165,2019-10-01,143.3568572998047
166,166,2019-10-02,139.9234619140625
167,167,2019-10-03,139.74073791503906
168,168,2019-10-04,141.4429931640625
169,169,2019-10-07,141.9816131591797
170,170,2019-10-08,141.7122802734375
171,171,2019-10-09,142.5874786376953
172,172,2019-10-10,142.8182830810547
173,173,2019-10-11,141.79885864257812
174,174,2019-10-14,141.05833435058594
175,175,2019-10-15,141.36607360839844
176,176,2019-10-16,141.5776824951172
177,177,2019-10-17,142.0777587890625
178,178,2019-10-18,140.45242309570312
179,179,2019-10-21,141.01988220214844
180,180,2019-10-22,140.17349243164062
181,181,2019-10-23,138.96173095703125
