,Date,TYL
0,2019-02-04 00:00:00-05:00,200.58999633789062
1,2019-02-05 00:00:00-05:00,205.67999267578125
2,2019-02-06 00:00:00-05:00,204.27000427246094
3,2019-02-07 00:00:00-05:00,203.91000366210938
4,2019-02-08 00:00:00-05:00,208.1999969482422
5,2019-02-11 00:00:00-05:00,207.52999877929688
6,2019-02-12 00:00:00-05:00,209.63999938964844
7,2019-02-13 00:00:00-05:00,213.2899932861328
8,2019-02-14 00:00:00-05:00,215.75
9,2019-02-15 00:00:00-05:00,216.0399932861328
10,2019-02-19 00:00:00-05:00,215.83999633789062
11,2019-02-20 00:00:00-05:00,213.19000244140625
12,2019-02-21 00:00:00-05:00,208.6999969482422
13,2019-02-22 00:00:00-05:00,207.5500030517578
14,2019-02-25 00:00:00-05:00,205.5
15,2019-02-26 00:00:00-05:00,204.3800048828125
16,2019-02-27 00:00:00-05:00,206.0399932861328
17,2019-02-28 00:00:00-05:00,204.7899932861328
18,2019-03-01 00:00:00-05:00,206.27999877929688
19,2019-03-04 00:00:00-05:00,201.52999877929688
20,2019-03-05 00:00:00-05:00,200.58999633789062
21,2019-03-06 00:00:00-05:00,199.41000366210938
22,2019-03-07 00:00:00-05:00,199.91000366210938
23,2019-03-08 00:00:00-05:00,199.19000244140625
24,2019-03-11 00:00:00-04:00,202.02999877929688
25,2019-03-12 00:00:00-04:00,201.3699951171875
26,2019-03-13 00:00:00-04:00,201.63999938964844
27,2019-03-14 00:00:00-04:00,201.6199951171875
28,2019-03-15 00:00:00-04:00,202.38999938964844
29,2019-03-18 00:00:00-04:00,203.6999969482422
30,2019-03-19 00:00:00-04:00,204.57000732421875
31,2019-03-20 00:00:00-04:00,203.50999450683594
32,2019-03-21 00:00:00-04:00,207.72999572753906
33,2019-03-22 00:00:00-04:00,199.07000732421875
34,2019-03-25 00:00:00-04:00,198.08999633789062
35,2019-03-26 00:00:00-04:00,199.25
36,2019-03-27 00:00:00-04:00,199.85000610351562
37,2019-03-28 00:00:00-04:00,204.47000122070312
38,2019-03-29 00:00:00-04:00,204.39999389648438
39,2019-04-01 00:00:00-04:00,206.8699951171875
40,2019-04-02 00:00:00-04:00,207.24000549316406
41,2019-04-03 00:00:00-04:00,208.6999969482422
42,2019-04-04 00:00:00-04:00,207.72999572753906
43,2019-04-05 00:00:00-04:00,209.44000244140625
44,2019-04-08 00:00:00-04:00,210.11000061035156
45,2019-04-09 00:00:00-04:00,211.49000549316406
46,2019-04-10 00:00:00-04:00,213.07000732421875
47,2019-04-11 00:00:00-04:00,213.6300048828125
48,2019-04-12 00:00:00-04:00,217.0
49,2019-04-15 00:00:00-04:00,217.75999450683594
50,2019-04-16 00:00:00-04:00,219.42999267578125
51,2019-04-17 00:00:00-04:00,218.97000122070312
52,2019-04-18 00:00:00-04:00,218.47999572753906
53,2019-04-22 00:00:00-04:00,219.69000244140625
54,2019-04-23 00:00:00-04:00,223.5500030517578
