,Unnamed: 0,Date,HOLX
0,0,2019-02-05,44.150001525878906
1,1,2019-02-06,43.83000183105469
2,2,2019-02-07,43.45000076293945
3,3,2019-02-08,43.61000061035156
4,4,2019-02-11,43.790000915527344
5,5,2019-02-12,44.720001220703125
6,6,2019-02-13,44.900001525878906
7,7,2019-02-14,45.22999954223633
8,8,2019-02-15,46.290000915527344
9,9,2019-02-19,46.290000915527344
10,10,2019-02-20,46.41999816894531
11,11,2019-02-21,46.45000076293945
12,12,2019-02-22,46.959999084472656
13,13,2019-02-25,46.9900016784668
14,14,2019-02-26,46.380001068115234
15,15,2019-02-27,46.959999084472656
16,16,2019-02-28,47.150001525878906
17,17,2019-03-01,47.91999816894531
18,18,2019-03-04,47.41999816894531
19,19,2019-03-05,47.5
20,20,2019-03-06,46.720001220703125
21,21,2019-03-07,46.810001373291016
22,22,2019-03-08,46.61000061035156
23,23,2019-03-11,46.95000076293945
24,24,2019-03-12,47.209999084472656
25,25,2019-03-13,47.38999938964844
26,26,2019-03-14,47.36000061035156
27,27,2019-03-15,47.630001068115234
28,28,2019-03-18,47.18000030517578
29,29,2019-03-19,47.43000030517578
30,30,2019-03-20,47.29999923706055
31,31,2019-03-21,47.720001220703125
32,32,2019-03-22,46.84999847412109
33,33,2019-03-25,46.810001373291016
34,34,2019-03-26,47.2400016784668
35,35,2019-03-27,46.90999984741211
36,36,2019-03-28,47.52999877929688
37,37,2019-03-29,48.400001525878906
38,38,2019-04-01,48.18999862670898
39,39,2019-04-02,48.16999816894531
40,40,2019-04-03,47.52000045776367
41,41,2019-04-04,47.310001373291016
42,42,2019-04-05,47.130001068115234
43,43,2019-04-08,46.810001373291016
44,44,2019-04-09,47.0
45,45,2019-04-10,47.560001373291016
46,46,2019-04-11,47.38999938964844
47,47,2019-04-12,47.540000915527344
48,48,2019-04-15,47.040000915527344
49,49,2019-04-16,45.790000915527344
50,50,2019-04-17,43.43000030517578
51,51,2019-04-18,43.400001525878906
52,52,2019-04-22,43.0
53,53,2019-04-23,44.2599983215332
54,54,2019-04-24,44.72999954223633
55,55,2019-04-25,45.20000076293945
56,56,2019-04-26,45.56999969482422
57,57,2019-04-29,45.59000015258789
58,58,2019-04-30,46.380001068115234
59,59,2019-05-01,46.0099983215332
60,60,2019-05-02,46.34999847412109
61,61,2019-05-03,46.720001220703125
62,62,2019-05-06,46.68999862670898
63,63,2019-05-07,45.650001525878906
64,64,2019-05-08,45.720001220703125
65,65,2019-05-09,45.5
66,66,2019-05-10,45.59999847412109
67,67,2019-05-13,44.61000061035156
68,68,2019-05-14,44.90999984741211
69,69,2019-05-15,44.88999938964844
70,70,2019-05-16,45.06999969482422
71,71,2019-05-17,44.869998931884766
72,72,2019-05-20,44.79999923706055
73,73,2019-05-21,44.84999847412109
74,74,2019-05-22,44.97999954223633
75,75,2019-05-23,44.68000030517578
76,76,2019-05-24,44.68999862670898
77,77,2019-05-28,44.08000183105469
78,78,2019-05-29,43.59000015258789
79,79,2019-05-30,43.93999862670898
80,80,2019-05-31,44.0099983215332
81,81,2019-06-03,44.060001373291016
82,82,2019-06-04,45.08000183105469
83,83,2019-06-05,46.45000076293945
84,84,2019-06-06,46.310001373291016
85,85,2019-06-07,47.0
86,86,2019-06-10,48.04999923706055
87,87,2019-06-11,47.7599983215332
88,88,2019-06-12,48.150001525878906
89,89,2019-06-13,47.68000030517578
90,90,2019-06-14,47.84000015258789
91,91,2019-06-17,47.790000915527344
92,92,2019-06-18,48.29999923706055
93,93,2019-06-19,49.060001373291016
94,94,2019-06-20,49.209999084472656
95,95,2019-06-21,49.06999969482422
96,96,2019-06-24,48.52000045776367
97,97,2019-06-25,48.33000183105469
98,98,2019-06-26,47.54999923706055
99,99,2019-06-27,47.709999084472656
100,100,2019-06-28,48.02000045776367
101,101,2019-07-01,48.22999954223633
102,102,2019-07-02,48.25
103,103,2019-07-03,47.95000076293945
104,104,2019-07-05,47.959999084472656
105,105,2019-07-08,47.34000015258789
106,106,2019-07-09,47.810001373291016
107,107,2019-07-10,47.81999969482422
108,108,2019-07-11,47.619998931884766
109,109,2019-07-12,47.31999969482422
110,110,2019-07-15,47.34000015258789
111,111,2019-07-16,47.08000183105469
112,112,2019-07-17,47.34000015258789
113,113,2019-07-18,48.5
114,114,2019-07-19,48.27000045776367
115,115,2019-07-22,48.220001220703125
116,116,2019-07-23,48.83000183105469
117,117,2019-07-24,49.43999862670898
118,118,2019-07-25,49.36000061035156
119,119,2019-07-26,49.4900016784668
120,120,2019-07-29,50.380001068115234
121,121,2019-07-30,51.5
122,122,2019-07-31,51.25
123,123,2019-08-01,50.83000183105469
124,124,2019-08-02,50.25
125,125,2019-08-05,48.150001525878906
126,126,2019-08-06,48.7400016784668
127,127,2019-08-07,49.25
128,128,2019-08-08,50.060001373291016
129,129,2019-08-09,50.06999969482422
130,130,2019-08-12,49.56999969482422
131,131,2019-08-13,50.33000183105469
132,132,2019-08-14,49.09999847412109
133,133,2019-08-15,49.81999969482422
134,134,2019-08-16,50.45000076293945
135,135,2019-08-19,50.59999847412109
136,136,2019-08-20,49.95000076293945
137,137,2019-08-21,50.36000061035156
138,138,2019-08-22,49.84000015258789
139,139,2019-08-23,48.130001068115234
140,140,2019-08-26,48.540000915527344
141,141,2019-08-27,48.2599983215332
142,142,2019-08-28,48.45000076293945
143,143,2019-08-29,49.150001525878906
144,144,2019-08-30,49.369998931884766
145,145,2019-09-03,48.459999084472656
146,146,2019-09-04,48.650001525878906
147,147,2019-09-05,49.68999862670898
148,148,2019-09-06,49.709999084472656
149,149,2019-09-09,48.97999954223633
150,150,2019-09-10,49.06999969482422
151,151,2019-09-11,49.54999923706055
152,152,2019-09-12,49.81999969482422
153,153,2019-09-13,49.720001220703125
154,154,2019-09-16,49.45000076293945
155,155,2019-09-17,50.0
156,156,2019-09-18,49.9900016784668
157,157,2019-09-19,50.0
158,158,2019-09-20,49.95000076293945
159,159,2019-09-23,50.0
160,160,2019-09-24,49.84999847412109
161,161,2019-09-25,50.0
162,162,2019-09-26,49.61000061035156
163,163,2019-09-27,49.61000061035156
164,164,2019-09-30,50.4900016784668
165,165,2019-10-01,48.68000030517578
166,166,2019-10-02,48.27000045776367
167,167,2019-10-03,48.61000061035156
168,168,2019-10-04,48.79999923706055
169,169,2019-10-07,49.11000061035156
170,170,2019-10-08,48.40999984741211
171,171,2019-10-09,49.459999084472656
172,172,2019-10-10,48.63999938964844
173,173,2019-10-11,48.790000915527344
174,174,2019-10-14,48.5
175,175,2019-10-15,49.43000030517578
176,176,2019-10-16,48.970001220703125
177,177,2019-10-17,49.34999847412109
178,178,2019-10-18,49.93000030517578
179,179,2019-10-21,49.18000030517578
180,180,2019-10-22,48.38999938964844
181,181,2019-10-23,47.9900016784668
182,182,2019-10-24,47.68000030517578
183,183,2019-10-25,47.4900016784668
184,184,2019-10-28,47.810001373291016
185,185,2019-10-29,48.11000061035156
186,186,2019-10-30,48.220001220703125
187,187,2019-10-31,48.310001373291016
188,188,2019-11-01,48.65999984741211
189,189,2019-11-04,48.68999862670898
190,190,2019-11-05,48.11000061035156
191,191,2019-11-06,48.560001373291016
192,192,2019-11-07,46.20000076293945
193,193,2019-11-08,46.560001373291016
194,194,2019-11-11,45.61000061035156
195,195,2019-11-12,46.150001525878906
196,196,2019-11-13,46.880001068115234
197,197,2019-11-14,46.65999984741211
198,198,2019-11-15,47.13999938964844
199,199,2019-11-18,46.77000045776367
200,200,2019-11-19,47.150001525878906
201,201,2019-11-20,49.18999862670898
202,202,2019-11-21,49.5
203,203,2019-11-22,50.02000045776367
204,204,2019-11-25,51.27999877929688
205,205,2019-11-26,51.400001525878906
206,206,2019-11-27,51.400001525878906
207,207,2019-11-29,51.31999969482422
208,208,2019-12-02,51.540000915527344
209,209,2019-12-03,51.68999862670898
210,210,2019-12-04,52.13999938964844
211,211,2019-12-05,52.27999877929688
212,212,2019-12-06,52.7400016784668
213,213,2019-12-09,52.09999847412109
214,214,2019-12-10,52.20000076293945
215,215,2019-12-11,52.59999847412109
216,216,2019-12-12,53.18999862670898
217,217,2019-12-13,53.150001525878906
218,218,2019-12-16,53.560001373291016
219,219,2019-12-17,53.02999877929688
220,220,2019-12-18,52.59999847412109
221,221,2019-12-19,52.22999954223633
222,222,2019-12-20,52.02000045776367
223,223,2019-12-23,52.560001373291016
224,224,2019-12-24,52.59000015258789
225,225,2019-12-26,52.34000015258789
226,226,2019-12-27,52.36000061035156
227,227,2019-12-30,51.86000061035156
228,228,2019-12-31,52.209999084472656
229,229,2020-01-02,52.06999969482422
230,230,2020-01-03,51.88999938964844
231,231,2020-01-06,52.380001068115234
232,232,2020-01-07,52.4900016784668
233,233,2020-01-08,52.290000915527344
234,234,2020-01-09,53.27999877929688
235,235,2020-01-10,53.16999816894531
236,236,2020-01-13,52.90999984741211
237,237,2020-01-14,53.52999877929688
238,238,2020-01-15,53.75
239,239,2020-01-16,54.220001220703125
240,240,2020-01-17,54.31999969482422
241,241,2020-01-21,54.209999084472656
242,242,2020-01-22,54.2400016784668
243,243,2020-01-23,53.81999969482422
244,244,2020-01-24,53.720001220703125
245,245,2020-01-27,53.720001220703125
246,246,2020-01-28,54.619998931884766
247,247,2020-01-29,54.650001525878906
248,248,2020-01-30,54.22999954223633
249,249,2020-01-31,53.52000045776367
250,250,2020-02-03,53.619998931884766
251,251,2020-02-04,54.09000015258789
252,252,2020-02-05,54.31999969482422
253,253,2020-02-06,53.95000076293945
254,254,2020-02-07,53.16999816894531
255,255,2020-02-10,53.2599983215332
256,256,2020-02-11,53.43000030517578
257,257,2020-02-12,52.59999847412109
258,258,2020-02-13,52.43999862670898
259,259,2020-02-14,53.02000045776367
260,260,2020-02-18,52.61000061035156
261,261,2020-02-19,52.959999084472656
262,262,2020-02-20,52.70000076293945
263,263,2020-02-21,52.59000015258789
264,264,2020-02-24,51.400001525878906
265,265,2020-02-25,49.369998931884766
266,266,2020-02-26,48.540000915527344
267,267,2020-02-27,47.68999862670898
268,268,2020-02-28,47.119998931884766
269,269,2020-03-02,48.81999969482422
270,270,2020-03-03,47.25
271,271,2020-03-04,49.380001068115234
272,272,2020-03-05,47.36000061035156
273,273,2020-03-06,46.75
274,274,2020-03-09,44.04999923706055
275,275,2020-03-10,45.81999969482422
276,276,2020-03-11,43.77999877929688
277,277,2020-03-12,39.43999862670898
278,278,2020-03-13,40.58000183105469
279,279,2020-03-16,32.25
280,280,2020-03-17,31.46999931335449
281,281,2020-03-18,29.6200008392334
282,282,2020-03-19,31.950000762939453
283,283,2020-03-20,31.049999237060547
284,284,2020-03-23,29.3799991607666
285,285,2020-03-24,31.440000534057617
286,286,2020-03-25,32.2599983215332
287,287,2020-03-26,34.02000045776367
288,288,2020-03-27,33.2599983215332
289,289,2020-03-30,35.0
290,290,2020-03-31,35.099998474121094
291,291,2020-04-01,32.70000076293945
292,292,2020-04-02,34.060001373291016
293,293,2020-04-03,32.81999969482422
294,294,2020-04-06,35.86000061035156
295,295,2020-04-07,37.77000045776367
296,296,2020-04-08,39.380001068115234
297,297,2020-04-09,41.11000061035156
298,298,2020-04-13,40.959999084472656
299,299,2020-04-14,42.0099983215332
300,300,2020-04-15,41.33000183105469
301,301,2020-04-16,41.459999084472656
302,302,2020-04-17,43.790000915527344
303,303,2020-04-20,43.2400016784668
304,304,2020-04-21,42.34999847412109
305,305,2020-04-22,42.880001068115234
306,306,2020-04-23,45.380001068115234
307,307,2020-04-24,47.11000061035156
308,308,2020-04-27,49.5099983215332
309,309,2020-04-28,48.68999862670898
310,310,2020-04-29,48.95000076293945
311,311,2020-04-30,50.09999847412109
312,312,2020-05-01,49.400001525878906
313,313,2020-05-04,49.93000030517578
314,314,2020-05-05,50.27999877929688
315,315,2020-05-06,52.0099983215332
316,316,2020-05-07,52.93999862670898
317,317,2020-05-08,51.9900016784668
318,318,2020-05-11,52.810001373291016
319,319,2020-05-12,51.88999938964844
320,320,2020-05-13,51.34999847412109
321,321,2020-05-14,51.40999984741211
322,322,2020-05-15,51.93000030517578
323,323,2020-05-18,52.47999954223633
324,324,2020-05-19,52.88999938964844
325,325,2020-05-20,53.97999954223633
326,326,2020-05-21,52.560001373291016
327,327,2020-05-22,52.33000183105469
328,328,2020-05-26,51.09999847412109
329,329,2020-05-27,51.38999938964844
330,330,2020-05-28,52.31999969482422
331,331,2020-05-29,53.0
332,332,2020-06-01,53.25
333,333,2020-06-02,52.66999816894531
334,334,2020-06-03,53.68999862670898
335,335,2020-06-04,52.31999969482422
336,336,2020-06-05,52.40999984741211
337,337,2020-06-08,53.11000061035156
338,338,2020-06-09,52.75
339,339,2020-06-10,52.0099983215332
340,340,2020-06-11,50.459999084472656
341,341,2020-06-12,50.150001525878906
342,342,2020-06-15,52.400001525878906
343,343,2020-06-16,52.83000183105469
344,344,2020-06-17,52.63999938964844
345,345,2020-06-18,53.06999969482422
346,346,2020-06-19,55.15999984741211
