,Unnamed: 0.1,Unnamed: 0,Date,FANG,FANG_6m,FANG_12m
380,380,380,2020-08-07,35.80622863769531,33.675411224365234,35.54201126098633
381,381,381,2020-08-10,38.07341003417969,33.97372817993164,35.005035400390625
382,382,382,2020-08-11,37.88590240478516,34.10157012939453,34.71524810791016
383,383,383,2020-08-12,38.3113899230957,35.005035400390625,34.13566589355469
384,384,384,2020-08-13,38.31999588012695,35.48235321044922,33.13845443725586
385,385,385,2020-08-14,39.11939239501953,34.71524810791016,34.740814208984375
386,386,386,2020-08-17,38.749778747558594,35.80622863769531,33.675411224365234
387,387,387,2020-08-18,38.242637634277344,38.07341003417969,33.97372817993164
388,388,388,2020-08-19,37.2197380065918,37.88590240478516,34.10157012939453
389,389,389,2020-08-20,34.924652099609375,38.3113899230957,35.005035400390625
390,390,390,2020-08-21,33.70405960083008,38.31999588012695,35.48235321044922
391,391,391,2020-08-24,34.42610168457031,39.11939239501953,34.71524810791016
392,392,392,2020-08-25,35.29427719116211,38.749778747558594,35.80622863769531
393,393,393,2020-08-26,33.8587760925293,38.242637634277344,38.07341003417969
394,394,394,2020-08-27,34.18540954589844,37.2197380065918,37.88590240478516
395,395,395,2020-08-28,34.50346374511719,34.924652099609375,38.3113899230957
396,396,396,2020-08-31,33.489158630371094,33.70405960083008,38.31999588012695
397,397,397,2020-09-01,33.076568603515625,34.42610168457031,39.11939239501953
398,398,398,2020-09-02,31.219884872436523,35.29427719116211,38.749778747558594
399,399,399,2020-09-03,30.747106552124023,33.8587760925293,38.242637634277344
400,400,400,2020-09-04,30.54081153869629,34.18540954589844,37.2197380065918
401,401,401,2020-09-08,27.49790573120117,34.50346374511719,34.924652099609375
402,402,402,2020-09-09,27.66981506347656,33.489158630371094,33.70405960083008
403,403,403,2020-09-10,25.856107711791992,33.076568603515625,34.42610168457031
404,404,404,2020-09-11,25.46070098876953,31.219884872436523,35.29427719116211
405,405,405,2020-09-14,26.698495864868164,30.747106552124023,33.8587760925293
406,406,406,2020-09-15,26.21713256835937,30.54081153869629,34.18540954589844
407,407,407,2020-09-16,28.288715362548828,27.49790573120117,34.50346374511719
408,408,408,2020-09-17,29.045146942138672,27.66981506347656,33.489158630371094
409,409,409,2020-09-18,29.0279541015625,25.856107711791992,33.076568603515625
410,410,410,2020-09-21,27.57526969909668,25.46070098876953,31.219884872436523
411,411,411,2020-09-22,27.1712646484375,26.698495864868164,30.747106552124023
412,412,412,2020-09-23,25.701385498046875,26.21713256835937,30.54081153869629
413,413,413,2020-09-24,25.778749465942383,28.288715362548828,27.49790573120117
414,414,414,2020-09-25,25.701385498046875,29.045146942138672,27.66981506347656
415,415,415,2020-09-28,27.06811714172364,29.0279541015625,25.856107711791992
416,416,416,2020-09-29,26.81883811950684,27.57526969909668,25.46070098876953
417,417,417,2020-09-30,25.89048957824707,27.1712646484375,26.698495864868164
418,418,418,2020-10-01,25.00512886047364,25.701385498046875,26.21713256835937
419,419,419,2020-10-02,26.19134330749512,25.778749465942383,28.288715362548828
420,420,420,2020-10-05,26.535175323486328,25.701385498046875,29.045146942138672
421,421,421,2020-10-06,25.10828018188477,27.06811714172364,29.0279541015625
422,422,422,2020-10-07,25.331768035888672,26.81883811950684,27.57526969909668
423,423,423,2020-10-08,26.750072479248047,25.89048957824707,27.1712646484375
424,424,424,2020-10-09,26.38045310974121,25.00512886047364,25.701385498046875
425,425,425,2020-10-12,26.81883811950684,26.19134330749512,25.778749465942383
426,426,426,2020-10-13,26.139768600463867,26.535175323486328,25.701385498046875
427,427,427,2020-10-14,26.20853805541992,25.10828018188477,27.06811714172364
428,428,428,2020-10-15,26.328876495361328,25.331768035888672,26.81883811950684
429,429,429,2020-10-16,25.17704200744629,26.750072479248047,25.89048957824707
430,430,430,2020-10-19,24.10257339477539,26.38045310974121,25.00512886047364
431,431,431,2020-10-20,24.454998016357425,26.81883811950684,26.19134330749512
432,432,432,2020-10-21,23.818906784057617,26.139768600463867,26.535175323486328
433,433,433,2020-10-22,25.07389259338379,26.20853805541992,25.10828018188477
434,434,434,2020-10-23,24.953554153442383,26.328876495361328,25.331768035888672
435,435,435,2020-10-26,23.6641845703125,25.17704200744629,26.750072479248047
436,436,436,2020-10-27,22.838991165161133,24.10257339477539,26.38045310974121
437,437,437,2020-10-28,21.14562225341797,24.454998016357425,26.81883811950684
438,438,438,2020-10-29,21.95362663269043,23.818906784057617,26.139768600463867
439,439,439,2020-10-30,22.31464958190918,25.07389259338379,26.20853805541992
440,440,440,2020-11-02,23.818906784057617,24.953554153442383,26.328876495361328
441,441,441,2020-11-03,24.17133522033692,23.6641845703125,25.17704200744629
442,442,442,2020-11-04,23.31175804138184,22.838991165161133,24.10257339477539
443,443,443,2020-11-05,22.52095031738281,21.14562225341797,24.454998016357425
444,444,444,2020-11-06,21.26596450805664,21.95362663269043,23.818906784057617
445,445,445,2020-11-09,27.85032844543457,22.31464958190918,25.07389259338379
446,446,446,2020-11-10,29.33307266235352,23.818906784057617,24.953554153442383
447,447,447,2020-11-11,28.567785263061523,24.17133522033692,23.6641845703125
448,448,448,2020-11-12,27.53291320800781,23.31175804138184,22.838991165161133
449,449,449,2020-11-13,29.22002220153809,22.52095031738281,21.14562225341797
450,450,450,2020-11-16,31.246288299560547,21.26596450805664,21.95362663269043
451,451,451,2020-11-17,32.44640350341797,27.85032844543457,22.31464958190918
452,452,452,2020-11-18,32.820350646972656,29.33307266235352,23.818906784057617
453,453,453,2020-11-19,34.298736572265625,28.567785263061523,24.17133522033692
454,454,454,2020-11-20,34.64659118652344,27.53291320800781,23.31175804138184
455,455,455,2020-11-23,38.69044494628906,29.22002220153809,22.52095031738281
456,456,456,2020-11-24,40.994998931884766,31.246288299560547,21.26596450805664
457,457,457,2020-11-25,39.47311782836914,32.44640350341797,27.85032844543457
458,458,458,2020-11-27,37.84688186645508,32.820350646972656,29.33307266235352
459,459,459,2020-11-30,34.750953674316406,34.298736572265625,28.567785263061523
460,460,460,2020-12-01,34.6552848815918,34.64659118652344,27.53291320800781
461,461,461,2020-12-02,35.23794937133789,38.69044494628906,29.22002220153809
462,462,462,2020-12-03,36.44676208496094,40.994998931884766,31.246288299560547
463,463,463,2020-12-04,41.0645637512207,39.47311782836914,32.44640350341797
464,464,464,2020-12-07,39.69052505493164,37.84688186645508,32.820350646972656
465,465,465,2020-12-08,40.12535095214844,34.750953674316406,34.298736572265625
466,466,466,2020-12-09,41.16022491455078,34.6552848815918,34.64659118652344
467,467,467,2020-12-10,43.42999267578125,35.23794937133789,38.69044494628906
468,468,468,2020-12-11,43.57783508300781,36.44676208496094,40.994998931884766
469,469,469,2020-12-14,40.82976531982422,41.0645637512207,39.47311782836914
470,470,470,2020-12-15,41.88201904296875,39.69052505493164,37.84688186645508
471,471,471,2020-12-16,41.43851089477539,40.12535095214844,34.750953674316406
472,472,472,2020-12-17,41.212398529052734,41.16022491455078,34.6552848815918
473,473,473,2020-12-18,39.86445617675781,43.42999267578125,35.23794937133789
474,474,474,2020-12-21,39.15134811401367,43.57783508300781,36.44676208496094
475,475,475,2020-12-22,38.30779266357422,40.82976531982422,41.0645637512207
476,476,476,2020-12-23,41.5689582824707,41.88201904296875,39.69052505493164
477,477,477,2020-12-24,41.96029281616211,41.43851089477539,40.12535095214844
478,478,478,2020-12-28,41.42111587524414,41.212398529052734,41.16022491455078
479,479,479,2020-12-29,40.87324523925781,39.86445617675781,43.42999267578125
480,480,480,2020-12-30,42.84733200073242,39.15134811401367,43.57783508300781
481,481,481,2020-12-31,42.09074020385742,38.30779266357422,40.82976531982422
482,482,482,2021-01-04,42.56035232543945,41.5689582824707,41.88201904296875
483,483,483,2021-01-05,46.67376708984375,41.96029281616211,41.43851089477539
484,484,484,2021-01-06,48.97831344604492,41.42111587524414,41.212398529052734
485,485,485,2021-01-07,49.38705062866211,40.87324523925781,39.86445617675781
486,486,486,2021-01-08,49.3609619140625,42.84733200073242,39.15134811401367
487,487,487,2021-01-11,50.7002182006836,42.09074020385742,38.30779266357422
488,488,488,2021-01-12,54.67448043823242,42.56035232543945,41.5689582824707
489,489,489,2021-01-13,53.517852783203125,46.67376708984375,41.96029281616211
490,490,490,2021-01-14,53.85702133178711,48.97831344604492,41.42111587524414
491,491,491,2021-01-15,51.517669677734375,49.38705062866211,40.87324523925781
492,492,492,2021-01-19,52.19600677490234,49.3609619140625,42.84733200073242
493,493,493,2021-01-20,52.7177848815918,50.7002182006836,42.09074020385742
494,494,494,2021-01-21,52.8569221496582,54.67448043823242,42.56035232543945
495,495,495,2021-01-22,55.43107604980469,53.517852783203125,46.67376708984375
496,496,496,2021-01-25,53.33523941040039,53.85702133178711,48.97831344604492
497,497,497,2021-01-26,51.839447021484375,51.517669677734375,49.38705062866211
498,498,498,2021-01-27,49.21312713623047,52.19600677490234,49.3609619140625
499,499,499,2021-01-28,52.44819259643555,52.7177848815918,50.7002182006836
500,500,500,2021-01-29,49.30008316040039,52.8569221496582,54.67448043823242
501,501,501,2021-02-01,50.42192077636719,55.43107604980469,53.517852783203125
502,502,502,2021-02-02,50.80457305908203,53.33523941040039,53.85702133178711
503,503,503,2021-02-03,55.291934967041016,51.839447021484375,51.517669677734375
504,504,504,2021-02-04,56.83120727539063,49.21312713623047,52.19600677490234
505,505,505,2021-02-05,56.04851913452149,52.44819259643555,52.7177848815918
506,506,506,2021-02-08,59.944522857666016,49.30008316040039,52.8569221496582
507,507,507,2021-02-09,58.240020751953125,50.42192077636719,55.43107604980469
508,508,508,2021-02-10,59.90103149414063,50.80457305908203,53.33523941040039
509,509,509,2021-02-11,58.935733795166016,55.291934967041016,51.839447021484375
510,510,510,2021-02-12,60.10976028442383,56.83120727539063,49.21312713623047
511,511,511,2021-02-16,59.97930908203125,56.04851913452149,52.44819259643555
512,512,512,2021-02-17,59.86625671386719,59.944522857666016,49.30008316040039
513,513,513,2021-02-18,56.64857864379883,58.240020751953125,50.42192077636719
514,514,514,2021-02-19,57.02252197265625,59.90103149414063,50.80457305908203
515,515,515,2021-02-22,59.48362350463867,58.935733795166016,55.291934967041016
516,516,516,2021-02-23,61.75338745117188,60.10976028442383,56.83120727539063
517,517,517,2021-02-24,64.1796875,59.97930908203125,56.04851913452149
518,518,518,2021-02-25,60.05757522583008,59.86625671386719,59.944522857666016
519,519,519,2021-02-26,60.24889755249024,56.64857864379883,58.240020751953125
520,520,520,2021-03-01,64.05794525146484,57.02252197265625,59.90103149414063
521,521,521,2021-03-02,61.75338745117188,59.48362350463867,58.935733795166016
522,522,522,2021-03-03,65.10298919677734,61.75338745117188,60.10976028442383
523,523,523,2021-03-04,71.06755065917969,64.1796875,59.97930908203125
524,524,524,2021-03-05,74.5745620727539,60.05757522583008,59.86625671386719
525,525,525,2021-03-08,73.61254119873047,60.24889755249024,56.64857864379883
526,526,526,2021-03-09,70.86638641357422,64.05794525146484,57.02252197265625
527,527,527,2021-03-10,70.78768920898438,61.75338745117188,59.48362350463867
528,528,528,2021-03-11,73.49884796142578,65.10298919677734,61.75338745117188
529,529,529,2021-03-12,71.72348022460938,71.06755065917969,64.1796875
530,530,530,2021-03-15,73.71748352050781,74.5745620727539,60.05757522583008
531,531,531,2021-03-16,71.79344177246094,73.61254119873047,60.24889755249024
532,532,532,2021-03-17,71.19873809814453,70.86638641357422,64.05794525146484
533,533,533,2021-03-18,65.74140930175781,70.78768920898438,61.75338745117188
534,534,534,2021-03-19,66.30115509033203,73.49884796142578,65.10298919677734
535,535,535,2021-03-22,65.86385345458984,71.72348022460938,71.06755065917969
536,536,536,2021-03-23,63.08272933959961,73.71748352050781,74.5745620727539
537,537,537,2021-03-24,65.05926513671875,71.79344177246094,73.61254119873047
538,538,538,2021-03-25,64.54326629638672,71.19873809814453,70.86638641357422
539,539,539,2021-03-26,66.28366088867188,65.74140930175781,70.78768920898438
540,540,540,2021-03-29,64.9280776977539,66.30115509033203,73.49884796142578
541,541,541,2021-03-30,65.1379623413086,65.86385345458984,71.72348022460938
542,542,542,2021-03-31,64.27214813232422,63.08272933959961,73.71748352050781
543,543,543,2021-04-01,71.0325698852539,65.05926513671875,71.79344177246094
544,544,544,2021-04-05,65.94257354736328,64.54326629638672,71.19873809814453
545,545,545,2021-04-06,65.99504852294922,66.28366088867188,65.74140930175781
546,546,546,2021-04-07,66.73843383789062,64.9280776977539,66.30115509033203
547,547,547,2021-04-08,65.76765441894531,65.1379623413086,65.86385345458984
548,548,548,2021-04-09,65.41783905029297,64.27214813232422,63.08272933959961
549,549,549,2021-04-12,64.61323547363281,71.0325698852539,65.05926513671875
550,550,550,2021-04-13,66.2574234008789,65.94257354736328,64.54326629638672
551,551,551,2021-04-14,70.262939453125,65.99504852294922,66.28366088867188
552,552,552,2021-04-15,69.16098022460938,66.73843383789062,64.9280776977539
553,553,553,2021-04-16,67.81414794921875,65.76765441894531,65.1379623413086
554,554,554,2021-04-19,67.92786407470703,65.41783905029297,64.27214813232422
555,555,555,2021-04-20,64.95431518554688,64.61323547363281,71.0325698852539
556,556,556,2021-04-21,65.82013702392578,66.2574234008789,65.94257354736328
557,557,557,2021-04-22,65.83763122558594,70.262939453125,65.99504852294922
558,558,558,2021-04-23,66.58100128173828,69.16098022460938,66.73843383789062
559,559,559,2021-04-26,67.74418640136719,67.81414794921875,65.76765441894531
560,560,560,2021-04-27,69.3708724975586,67.92786407470703,65.41783905029297
561,561,561,2021-04-28,73.18400573730469,64.95431518554688,64.61323547363281
562,562,562,2021-04-29,73.76122283935547,65.82013702392578,66.2574234008789
563,563,563,2021-04-30,71.47859191894531,65.83763122558594,70.262939453125
564,564,564,2021-05-03,73.3939208984375,66.58100128173828,69.16098022460938
565,565,565,2021-05-04,69.26593017578125,67.74418640136719,67.81414794921875
566,566,566,2021-05-05,72.6942367553711,69.3708724975586,67.92786407470703
567,567,567,2021-05-06,71.9333724975586,73.18400573730469,64.95431518554688
568,568,568,2021-05-07,73.64752960205078,73.76122283935547,65.82013702392578
569,569,569,2021-05-10,72.37940216064453,71.47859191894531,65.83763122558594
570,570,570,2021-05-11,69.79067993164062,73.3939208984375,66.58100128173828
571,571,571,2021-05-12,69.86100006103516,69.26593017578125,67.74418640136719
572,572,572,2021-05-13,66.97795104980469,72.6942367553711,69.3708724975586
573,573,573,2021-05-14,69.17539978027344,71.9333724975586,73.18400573730469
574,574,574,2021-05-17,70.6344985961914,73.64752960205078,73.76122283935547
575,575,575,2021-05-18,70.31805419921875,72.37940216064453,71.47859191894531
576,576,576,2021-05-19,68.48978424072266,69.79067993164062,73.3939208984375
577,577,577,2021-05-20,67.26802062988281,69.86100006103516,69.26593017578125
578,578,578,2021-05-21,67.07465362548828,66.97795104980469,72.6942367553711
579,579,579,2021-05-24,67.9448471069336,69.17539978027344,71.9333724975586
580,580,580,2021-05-25,66.34510803222656,70.6344985961914,73.64752960205078
581,581,581,2021-05-26,68.81501770019531,70.31805419921875,72.37940216064453
582,582,582,2021-05-27,69.73793029785156,68.48978424072266,69.79067993164062
583,583,583,2021-05-28,70.37958526611328,67.26802062988281,69.86100006103516
584,584,584,2021-06-01,76.12808990478516,67.07465362548828,66.97795104980469
585,585,585,2021-06-02,75.97866821289062,67.9448471069336,69.17539978027344
586,586,586,2021-06-03,76.04898071289062,66.34510803222656,70.6344985961914
587,587,587,2021-06-04,75.43370819091797,68.81501770019531,70.31805419921875
588,588,588,2021-06-07,76.63790130615234,69.73793029785156,68.48978424072266
589,589,589,2021-06-08,78.7913818359375,70.37958526611328,67.26802062988281
590,590,590,2021-06-09,77.59598541259766,76.12808990478516,67.07465362548828
591,591,591,2021-06-10,76.46210479736328,75.97866821289062,67.9448471069336
592,592,592,2021-06-11,76.70821380615234,76.04898071289062,66.34510803222656
593,593,593,2021-06-14,75.97866821289062,75.43370819091797,68.81501770019531
594,594,594,2021-06-15,79.85494995117188,76.63790130615234,69.73793029785156
595,595,595,2021-06-16,79.43305969238281,78.7913818359375,70.37958526611328
596,596,596,2021-06-17,76.37419891357422,77.59598541259766,76.12808990478516
597,597,597,2021-06-18,75.7501220703125,76.46210479736328,75.97866821289062
598,598,598,2021-06-21,80.4262924194336,76.70821380615234,76.04898071289062
599,599,599,2021-06-22,80.27686309814453,75.97866821289062,75.43370819091797
600,600,600,2021-06-23,80.78666687011719,79.85494995117188,76.63790130615234
601,601,601,2021-06-24,82.84347534179688,79.43305969238281,78.7913818359375
602,602,602,2021-06-25,84.6541519165039,76.37419891357422,77.59598541259766
603,603,603,2021-06-28,81.27889251708984,75.7501220703125,76.46210479736328
604,604,604,2021-06-29,81.4107437133789,80.4262924194336,76.70821380615234
605,605,605,2021-06-30,82.52703857421875,80.27686309814453,75.97866821289062
606,606,606,2021-07-01,87.54598236083984,80.78666687011719,79.85494995117188
607,607,607,2021-07-02,86.1923599243164,82.84347534179688,79.43305969238281
608,608,608,2021-07-06,80.13622283935547,84.6541519165039,76.37419891357422
609,609,609,2021-07-07,77.34107208251953,81.27889251708984,75.7501220703125
610,610,610,2021-07-08,77.51688385009766,81.4107437133789,80.4262924194336
611,611,611,2021-07-09,78.59801483154297,82.52703857421875,80.27686309814453
612,612,612,2021-07-12,78.95838928222656,87.54598236083984,80.78666687011719
613,613,613,2021-07-13,79.14297485351562,86.1923599243164,82.84347534179688
614,614,614,2021-07-14,74.34376525878906,80.13622283935547,84.6541519165039
615,615,615,2021-07-15,71.84747314453125,77.34107208251953,81.27889251708984
616,616,616,2021-07-16,68.87654876708984,77.51688385009766,81.4107437133789
617,617,617,2021-07-19,64.33224487304688,78.59801483154297,82.52703857421875
618,618,618,2021-07-20,65.85287475585938,78.95838928222656,87.54598236083984
619,619,619,2021-07-21,69.73793029785156,79.14297485351562,86.1923599243164
620,620,620,2021-07-22,69.14900970458984,74.34376525878906,80.13622283935547
621,621,621,2021-07-23,68.77106475830078,71.84747314453125,77.34107208251953
622,622,622,2021-07-26,70.53779602050781,68.87654876708984,77.51688385009766
623,623,623,2021-07-27,69.04354858398438,64.33224487304688,78.59801483154297
624,624,624,2021-07-28,69.94889068603516,65.85287475585938,78.95838928222656
625,625,625,2021-07-29,69.9137191772461,69.73793029785156,79.14297485351562
626,626,626,2021-07-30,67.79539489746094,69.14900970458984,74.34376525878906
627,627,627,2021-08-02,67.46138763427734,68.77106475830078,71.84747314453125
628,628,628,2021-08-03,70.78392791748047,70.53779602050781,68.87654876708984
629,629,629,2021-08-04,67.17133331298828,69.04354858398438,64.33224487304688
630,630,630,2021-08-05,70.16863250732422,69.94889068603516,65.85287475585938
631,631,631,2021-08-06,70.36201477050781,69.9137191772461,69.73793029785156
632,632,632,2021-08-09,67.88330841064453,67.79539489746094,69.14900970458984
633,633,633,2021-08-10,68.66558837890625,67.46138763427734,68.77106475830078
634,634,634,2021-08-11,69.8502426147461,70.78392791748047,70.53779602050781
635,635,635,2021-08-12,70.16851806640625,67.17133331298828,69.04354858398438
636,636,636,2021-08-13,66.87092590332031,70.16863250732422,69.94889068603516
637,637,637,2021-08-16,64.13033294677734,70.36201477050781,69.9137191772461
638,638,638,2021-08-17,63.54682540893555,67.88330841064453,67.79539489746094
639,639,639,2021-08-18,61.7168083190918,68.66558837890625,67.46138763427734
640,640,640,2021-08-19,60.01055908203125,69.8502426147461,70.78392791748047
641,641,641,2021-08-20,60.27578353881836,70.16851806640625,67.17133331298828
642,642,642,2021-08-23,63.82974624633789,66.87092590332031,70.16863250732422
643,643,643,2021-08-24,65.59786987304688,64.13033294677734,70.36201477050781
644,644,644,2021-08-25,66.31396484375,63.54682540893555,67.88330841064453
645,645,645,2021-08-26,64.60771179199219,61.7168083190918,68.66558837890625
646,646,646,2021-08-27,67.76384735107422,60.01055908203125,69.8502426147461
647,647,647,2021-08-30,67.43673706054688,60.27578353881836,70.16851806640625
648,648,648,2021-08-31,68.19702911376953,63.82974624633789,66.87092590332031
649,649,649,2021-09-01,65.56251525878906,65.59786987304688,64.13033294677734
650,650,650,2021-09-02,67.69309997558594,66.31396484375,63.54682540893555
651,651,651,2021-09-03,66.80020141601562,64.60771179199219,61.7168083190918
652,652,652,2021-09-07,66.24324798583984,67.76384735107422,60.01055908203125
653,653,653,2021-09-08,66.03990173339844,67.43673706054688,60.27578353881836
654,654,654,2021-09-09,66.88861846923828,68.19702911376953,63.82974624633789
655,655,655,2021-09-10,66.34049987792969,65.56251525878906,65.59786987304688
656,656,656,2021-09-13,68.78052520751953,67.69309997558594,66.31396484375
657,657,657,2021-09-14,66.90628051757812,66.80020141601562,64.60771179199219
658,658,658,2021-09-15,72.1222915649414,66.24324798583984,67.76384735107422
659,659,659,2021-09-16,70.78734588623047,66.03990173339844,67.43673706054688
660,660,660,2021-09-17,73.0417251586914,66.88861846923828,68.19702911376953
661,661,661,2021-09-20,69.93864440917969,66.34049987792969,65.56251525878906
662,662,662,2021-09-21,70.76083374023438,68.78052520751953,67.69309997558594
663,663,663,2021-09-22,74.59768676757812,66.90628051757812,66.80020141601562
664,664,664,2021-09-23,77.67424011230469,72.1222915649414,66.24324798583984
665,665,665,2021-09-24,78.43453979492188,70.78734588623047,66.03990173339844
666,666,666,2021-09-27,84.41085052490234,73.0417251586914,66.88861846923828
667,667,667,2021-09-28,83.96881866455078,69.93864440917969,66.34049987792969
668,668,668,2021-09-29,84.9147720336914,70.76083374023438,68.78052520751953
669,669,669,2021-09-30,83.69474792480469,74.59768676757812,66.90628051757812
670,670,670,2021-10-01,87.39898681640625,77.67424011230469,72.1222915649414
671,671,671,2021-10-04,91.3949966430664,78.43453979492188,70.78734588623047
672,672,672,2021-10-05,92.08456420898438,84.41085052490234,73.0417251586914
673,673,673,2021-10-06,92.04034423828124,83.96881866455078,69.93864440917969
674,674,674,2021-10-07,92.93326568603516,84.9147720336914,70.76083374023438
675,675,675,2021-10-08,97.15911102294922,83.69474792480469,74.59768676757812
676,676,676,2021-10-11,97.89289855957033,87.39898681640625,77.67424011230469
677,677,677,2021-10-12,97.2475128173828,91.3949966430664,78.43453979492188
678,678,678,2021-10-13,95.6473388671875,92.08456420898438,84.41085052490234
679,679,679,2021-10-14,96.21315002441406,92.04034423828124,83.96881866455078
680,680,680,2021-10-15,95.72691345214844,92.93326568603516,84.9147720336914
681,681,681,2021-10-18,96.59331512451172,97.15911102294922,83.69474792480469
682,682,682,2021-10-19,98.07854461669922,97.89289855957033,87.39898681640625
683,683,683,2021-10-20,98.26419830322266,97.2475128173828,91.3949966430664
684,684,684,2021-10-21,96.3015594482422,95.6473388671875,92.08456420898438
685,685,685,2021-10-22,96.65518951416016,96.21315002441406,92.04034423828124
686,686,686,2021-10-25,96.72592163085938,95.72691345214844,92.93326568603516
687,687,687,2021-10-26,98.74159240722656,96.59331512451172,97.15911102294922
688,688,688,2021-10-27,95.10807800292967,98.07854461669922,97.89289855957033
689,689,689,2021-10-28,96.37229919433594,98.26419830322266,97.2475128173828
690,690,690,2021-10-29,94.76329040527344,96.3015594482422,95.6473388671875
691,691,691,2021-11-01,98.67086791992188,96.65518951416016,96.21315002441406
692,692,692,2021-11-02,101.1816177368164,96.72592163085938,95.72691345214844
693,693,693,2021-11-03,98.8476791381836,98.74159240722656,96.59331512451172
694,694,694,2021-11-04,99.68755340576172,95.10807800292967,98.07854461669922
695,695,695,2021-11-05,100.59814453125,96.37229919433594,98.26419830322266
696,696,696,2021-11-08,102.2955551147461,94.76329040527344,96.3015594482422
697,697,697,2021-11-09,100.32440185546876,98.67086791992188,96.65518951416016
698,698,698,2021-11-10,95.14791870117188,101.1816177368164,96.72592163085938
699,699,699,2021-11-11,96.57743072509766,98.8476791381836,98.74159240722656
700,700,700,2021-11-12,97.62516021728516,99.68755340576172,95.10807800292967
701,701,701,2021-11-15,98.70841979980467,100.59814453125,96.37229919433594
702,702,702,2021-11-16,97.82938385009766,102.2955551147461,94.76329040527344
703,703,703,2021-11-17,95.21894073486328,100.32440185546876,98.67086791992188
704,704,704,2021-11-18,95.85823822021484,95.14791870117188,101.1816177368164
705,705,705,2021-11-19,90.71726989746094,96.57743072509766,98.8476791381836
706,706,706,2021-11-22,93.64735412597656,97.62516021728516,99.68755340576172
707,707,707,2021-11-23,97.83826446533205,98.70841979980467,100.59814453125
708,708,708,2021-11-24,101.39875793457033,97.82938385009766,102.2955551147461
709,709,709,2021-11-26,95.43204498291016,95.21894073486328,100.32440185546876
710,710,710,2021-11-29,97.607421875,95.85823822021484,95.14791870117188
711,711,711,2021-11-30,94.76612091064452,90.71726989746094,96.57743072509766
712,712,712,2021-12-01,91.4542236328125,93.64735412597656,97.62516021728516
713,713,713,2021-12-02,94.49974822998048,97.83826446533205,98.70841979980467
714,714,714,2021-12-03,94.11793518066406,101.39875793457033,97.82938385009766
715,715,715,2021-12-06,96.09797668457033,95.43204498291016,95.21894073486328
716,716,716,2021-12-07,102.63294982910156,97.607421875,95.85823822021484
717,717,717,2021-12-08,100.89266204833984,94.76612091064452,90.71726989746094
718,718,718,2021-12-09,97.96257019042967,91.4542236328125,93.64735412597656
719,719,719,2021-12-10,98.71729278564452,94.49974822998048,97.83826446533205
720,720,720,2021-12-13,94.65956115722656,94.11793518066406,101.39875793457033
721,721,721,2021-12-14,92.40428924560548,96.09797668457033,95.43204498291016
722,722,722,2021-12-15,92.1201629638672,102.63294982910156,97.607421875
723,723,723,2021-12-16,93.49641418457033,100.89266204833984,94.76612091064452
724,724,724,2021-12-17,90.94813537597656,97.96257019042967,91.4542236328125
725,725,725,2021-12-20,88.00917053222656,98.71729278564452,94.49974822998048
726,726,726,2021-12-21,93.1412582397461,94.65956115722656,94.11793518066406
727,727,727,2021-12-22,93.84268951416016,92.40428924560548,96.09797668457033
728,728,728,2021-12-23,94.06468200683594,92.1201629638672,102.63294982910156
729,729,729,2021-12-27,98.68177795410156,93.49641418457033,100.89266204833984
730,730,730,2021-12-28,97.81163024902344,90.94813537597656,97.96257019042967
731,731,731,2021-12-29,96.52416229248048,88.00917053222656,98.71729278564452
732,732,732,2021-12-30,95.28109741210938,93.1412582397461,94.65956115722656
733,733,733,2021-12-31,95.76055908203124,93.84268951416016,92.40428924560548
734,734,734,2022-01-03,99.30330657958984,94.06468200683594,92.1201629638672
735,735,735,2022-01-04,105.83828735351562,98.68177795410156,93.49641418457033
736,736,736,2022-01-05,104.87047576904295,97.81163024902344,90.94813537597656
737,737,737,2022-01-06,109.78947448730467,96.52416229248048,88.00917053222656
738,738,738,2022-01-07,107.89822387695312,95.28109741210938,93.1412582397461
739,739,739,2022-01-10,107.74728393554688,95.76055908203124,93.84268951416016
740,740,740,2022-01-11,110.41988372802734,99.30330657958984,94.06468200683594
741,741,741,2022-01-12,110.6063461303711,105.83828735351562,98.68177795410156
742,742,742,2022-01-13,110.17127227783205,104.87047576904295,97.81163024902344
743,743,743,2022-01-14,114.72623443603516,109.78947448730467,96.52416229248048
744,744,744,2022-01-18,111.82276916503906,107.89822387695312,95.28109741210938
745,745,745,2022-01-19,111.61854553222656,107.74728393554688,95.76055908203124
746,746,746,2022-01-20,108.24451446533205,110.41988372802734,99.30330657958984
747,747,747,2022-01-21,104.76392364501952,110.6063461303711,105.83828735351562
748,748,748,2022-01-24,106.03363037109376,110.17127227783205,104.87047576904295
749,749,749,2022-01-25,112.74620056152344,114.72623443603516,109.78947448730467
750,750,750,2022-01-26,113.1191177368164,111.82276916503906,107.89822387695312
751,751,751,2022-01-27,114.2201156616211,111.61854553222656,107.74728393554688
752,752,752,2022-01-28,114.29114532470705,108.24451446533205,110.41988372802734
753,753,753,2022-01-31,112.01810455322266,104.76392364501952,110.6063461303711
754,754,754,2022-02-01,115.61412048339844,106.03363037109376,110.17127227783205
755,755,755,2022-02-02,116.28893280029295,112.74620056152344,114.72623443603516
756,756,756,2022-02-03,114.88604736328124,113.1191177368164,111.82276916503906
