,Unnamed: 0,Date,CPB
0,0,2019-02-05,29.87761878967285
1,1,2019-02-06,29.219558715820312
2,2,2019-02-07,29.22810935974121
3,3,2019-02-08,29.305021286010746
4,4,2019-02-11,29.193925857543945
5,5,2019-02-12,29.53577423095703
6,6,2019-02-13,29.62122917175293
7,7,2019-02-14,29.441761016845703
8,8,2019-02-15,29.73233413696289
9,9,2019-02-19,29.920345306396484
10,10,2019-02-20,30.06563186645508
11,11,2019-02-21,30.2878360748291
12,12,2019-02-22,28.057273864746094
13,13,2019-02-25,27.570140838623047
14,14,2019-02-26,28.125640869140625
15,15,2019-02-27,30.94589614868164
16,16,2019-02-28,30.783519744873047
17,17,2019-03-01,31.06553840637207
18,18,2019-03-04,30.76643180847168
19,19,2019-03-05,30.851882934570312
20,20,2019-03-06,30.88606834411621
21,21,2019-03-07,30.69806289672852
22,22,2019-03-08,30.783519744873047
23,23,2019-03-11,30.680965423583984
24,24,2019-03-12,29.95452880859375
25,25,2019-03-13,30.142547607421875
26,26,2019-03-14,30.458763122558597
27,27,2019-03-15,30.77496910095215
28,28,2019-03-18,31.24501609802246
29,29,2019-03-19,31.022815704345703
30,30,2019-03-20,31.039905548095703
31,31,2019-03-21,32.35603332519531
32,32,2019-03-22,32.6807861328125
33,33,2019-03-25,32.714969635009766
34,34,2019-03-26,32.920074462890625
35,35,2019-03-27,32.43294906616211
36,36,2019-03-28,32.7320556640625
37,37,2019-03-29,32.58676528930664
38,38,2019-04-01,32.34748077392578
39,39,2019-04-02,32.15091323852539
40,40,2019-04-03,31.83470916748047
41,41,2019-04-04,32.005638122558594
42,42,2019-04-05,32.6978759765625
43,43,2019-04-08,32.92862701416016
44,44,2019-04-09,33.74905776977539
45,45,2019-04-10,33.740440368652344
46,46,2019-04-11,34.197444915771484
47,47,2019-04-12,34.326778411865234
48,48,2019-04-15,34.35265350341797
49,49,2019-04-16,33.999122619628906
50,50,2019-04-17,33.740440368652344
51,51,2019-04-18,33.96462631225586
52,52,2019-04-22,33.90427017211914
53,53,2019-04-23,33.54212188720703
54,54,2019-04-24,33.62834548950195
55,55,2019-04-25,32.921287536621094
56,56,2019-04-26,33.31793975830078
57,57,2019-04-29,33.05924606323242
58,58,2019-04-30,33.36104202270508
59,59,2019-05-01,33.0420036315918
60,60,2019-05-02,32.6884765625
61,61,2019-05-03,32.9988899230957
62,62,2019-05-06,32.94715118408203
63,63,2019-05-07,32.96439743041992
64,64,2019-05-08,33.274810791015625
65,65,2019-05-09,33.59385299682617
66,66,2019-05-10,33.40415954589844
67,67,2019-05-13,33.38690948486328
68,68,2019-05-14,33.34379959106445
69,69,2019-05-15,33.61109924316406
70,70,2019-05-16,33.567989349365234
71,71,2019-05-17,33.740440368652344
72,72,2019-05-20,33.41278076171875
73,73,2019-05-21,33.128231048583984
74,74,2019-05-22,32.64536666870117
75,75,2019-05-23,32.860923767089844
76,76,2019-05-24,32.360816955566406
77,77,2019-05-28,31.714111328125
78,78,2019-05-29,31.23124885559082
79,79,2019-05-30,30.869096755981445
80,80,2019-05-31,31.308853149414062
81,81,2019-06-03,32.22285079956055
82,82,2019-06-04,32.860923767089844
83,83,2019-06-05,36.15478515625
84,84,2019-06-06,37.08603286743164
85,85,2019-06-07,37.14638137817383
86,86,2019-06-10,36.22376251220703
87,87,2019-06-11,36.67213821411133
88,88,2019-06-12,36.585914611816406
89,89,2019-06-13,36.76699447631836
90,90,2019-06-14,36.43932723999024
91,91,2019-06-17,35.67191696166992
92,92,2019-06-18,35.23215866088867
93,93,2019-06-19,35.577056884765625
94,94,2019-06-20,35.37873840332031
95,95,2019-06-21,35.08557891845703
96,96,2019-06-24,34.947601318359375
97,97,2019-06-25,35.387359619140625
98,98,2019-06-26,34.88724899291992
99,99,2019-06-27,34.275047302246094
100,100,2019-06-28,34.550968170166016
101,101,2019-07-01,34.59408187866211
102,102,2019-07-02,35.04246139526367
103,103,2019-07-03,35.93059539794922
104,104,2019-07-05,35.84436798095703
105,105,2019-07-08,35.78400421142578
106,106,2019-07-09,35.74951934814453
107,107,2019-07-10,35.69778823852539
108,108,2019-07-11,35.5412483215332
109,109,2019-07-12,35.5847282409668
110,110,2019-07-15,35.75865936279297
111,111,2019-07-16,35.906490325927734
112,112,2019-07-17,35.95866775512695
113,113,2019-07-18,36.245643615722656
114,114,2019-07-19,35.889095306396484
115,115,2019-07-22,35.77605056762695
116,116,2019-07-23,36.06301498413086
117,117,2019-07-24,35.23689270019531
118,118,2019-07-25,35.132530212402344
119,119,2019-07-26,35.6195182800293
120,120,2019-07-29,35.94996643066406
121,121,2019-07-30,36.22825241088867
122,122,2019-07-31,35.94996643066406
123,123,2019-08-01,36.61957931518555
124,124,2019-08-02,36.81958770751953
125,125,2019-08-05,35.8369140625
126,126,2019-08-06,35.880401611328125
127,127,2019-08-07,36.14998245239258
128,128,2019-08-08,36.55000305175781
129,129,2019-08-09,36.34130096435547
130,130,2019-08-12,36.61957931518555
131,131,2019-08-13,36.75001525878906
132,132,2019-08-14,36.054325103759766
133,133,2019-08-15,36.66305923461914
134,134,2019-08-16,37.08046722412109
135,135,2019-08-19,37.55876159667969
136,136,2019-08-20,37.46310806274414
137,137,2019-08-21,37.628326416015625
138,138,2019-08-22,37.98487854003906
139,139,2019-08-23,37.11526107788086
140,140,2019-08-26,37.09786987304688
141,141,2019-08-27,36.56740188598633
142,142,2019-08-28,36.49782943725586
143,143,2019-08-29,37.66312026977539
144,144,2019-08-30,39.13276672363281
145,145,2019-09-03,39.5067024230957
146,146,2019-09-04,39.193641662597656
147,147,2019-09-05,38.80231857299805
148,148,2019-09-06,39.115379333496094
149,149,2019-09-09,38.77622604370117
150,150,2019-09-10,39.90672302246094
151,151,2019-09-11,40.57633590698242
152,152,2019-09-12,41.00244903564453
153,153,2019-09-13,40.245880126953125
154,154,2019-09-16,40.645904541015625
155,155,2019-09-17,40.60242462158203
156,156,2019-09-18,40.50676727294922
157,157,2019-09-19,40.53285217285156
158,158,2019-09-20,40.66329574584961
159,159,2019-09-23,40.57633590698242
160,160,2019-09-24,40.13283157348633
161,161,2019-09-25,40.4893684387207
162,162,2019-09-26,40.61111831665039
163,163,2019-09-27,40.75895309448242
164,164,2019-09-30,40.802433013916016
