,Date,FDX
0,2019-02-04 00:00:00-05:00,168.1545867919922
1,2019-02-05 00:00:00-05:00,169.0748291015625
2,2019-02-06 00:00:00-05:00,169.14846801757812
3,2019-02-07 00:00:00-05:00,166.903076171875
4,2019-02-08 00:00:00-05:00,163.1025390625
5,2019-02-11 00:00:00-05:00,166.64541625976562
6,2019-02-12 00:00:00-05:00,170.65765380859375
7,2019-02-13 00:00:00-05:00,170.8140869140625
8,2019-02-14 00:00:00-05:00,169.2497100830078
9,2019-02-15 00:00:00-05:00,164.9982147216797
10,2019-02-19 00:00:00-05:00,165.87242126464844
11,2019-02-20 00:00:00-05:00,167.40000915527344
12,2019-02-21 00:00:00-05:00,167.74053955078125
13,2019-02-22 00:00:00-05:00,166.0933074951172
14,2019-02-25 00:00:00-05:00,166.6270294189453
15,2019-02-26 00:00:00-05:00,167.21600341796875
16,2019-02-27 00:00:00-05:00,167.30799865722656
17,2019-02-28 00:00:00-05:00,166.56260681152344
18,2019-03-01 00:00:00-05:00,168.2190399169922
19,2019-03-04 00:00:00-05:00,166.69143676757812
20,2019-03-05 00:00:00-05:00,165.6515350341797
21,2019-03-06 00:00:00-05:00,163.967529296875
22,2019-03-07 00:00:00-05:00,159.07188415527344
23,2019-03-08 00:00:00-05:00,158.67469787597656
24,2019-03-11 00:00:00-04:00,162.98838806152344
25,2019-03-12 00:00:00-04:00,163.6534881591797
26,2019-03-13 00:00:00-04:00,165.8334197998047
27,2019-03-14 00:00:00-04:00,165.41775512695312
28,2019-03-15 00:00:00-04:00,164.4016571044922
29,2019-03-18 00:00:00-04:00,168.48451232910156
30,2019-03-19 00:00:00-04:00,167.57000732421875
31,2019-03-20 00:00:00-04:00,161.71368408203125
32,2019-03-21 00:00:00-04:00,165.3346405029297
33,2019-03-22 00:00:00-04:00,160.716064453125
34,2019-03-25 00:00:00-04:00,158.9425506591797
35,2019-03-26 00:00:00-04:00,161.78758239746094
36,2019-03-27 00:00:00-04:00,162.65586853027344
37,2019-03-28 00:00:00-04:00,164.3278045654297
38,2019-03-29 00:00:00-04:00,167.57000732421875
39,2019-04-01 00:00:00-04:00,172.22552490234375
40,2019-04-02 00:00:00-04:00,169.99014282226562
41,2019-04-03 00:00:00-04:00,171.06163024902344
42,2019-04-04 00:00:00-04:00,173.35244750976562
43,2019-04-05 00:00:00-04:00,175.4122772216797
44,2019-04-08 00:00:00-04:00,176.77938842773438
45,2019-04-09 00:00:00-04:00,175.45849609375
46,2019-04-10 00:00:00-04:00,176.4283447265625
47,2019-04-11 00:00:00-04:00,177.23199462890625
48,2019-04-12 00:00:00-04:00,181.92446899414062
49,2019-04-15 00:00:00-04:00,181.2131805419922
50,2019-04-16 00:00:00-04:00,182.18307495117188
51,2019-04-17 00:00:00-04:00,182.94976806640625
52,2019-04-18 00:00:00-04:00,183.0328826904297
53,2019-04-22 00:00:00-04:00,181.02847290039062
54,2019-04-23 00:00:00-04:00,180.2432861328125
55,2019-04-24 00:00:00-04:00,182.7650604248047
56,2019-04-25 00:00:00-04:00,174.4608917236328
57,2019-04-26 00:00:00-04:00,169.99935913085938
58,2019-04-29 00:00:00-04:00,172.39175415039062
59,2019-04-30 00:00:00-04:00,175.005859375
60,2019-05-01 00:00:00-04:00,171.4588165283203
61,2019-05-02 00:00:00-04:00,172.77049255371094
62,2019-05-03 00:00:00-04:00,173.712646484375
63,2019-05-06 00:00:00-04:00,171.4403533935547
64,2019-05-07 00:00:00-04:00,166.8772430419922
65,2019-05-08 00:00:00-04:00,165.7410125732422
66,2019-05-09 00:00:00-04:00,165.86114501953125
67,2019-05-10 00:00:00-04:00,164.420166015625
68,2019-05-13 00:00:00-04:00,159.15499877929688
69,2019-05-14 00:00:00-04:00,158.7486114501953
70,2019-05-15 00:00:00-04:00,159.37669372558594
