,Date,CB
0,2019-02-04 00:00:00-05:00,121.65425872802734
1,2019-02-05 00:00:00-05:00,122.18111419677734
2,2019-02-06 00:00:00-05:00,117.9754867553711
3,2019-02-07 00:00:00-05:00,118.64763641357422
4,2019-02-08 00:00:00-05:00,118.40239715576172
5,2019-02-11 00:00:00-05:00,118.60224151611328
6,2019-02-12 00:00:00-05:00,120.11917877197266
7,2019-02-13 00:00:00-05:00,120.36439514160156
8,2019-02-14 00:00:00-05:00,118.73848724365234
9,2019-02-15 00:00:00-05:00,121.0002670288086
10,2019-02-19 00:00:00-05:00,121.49984741210938
11,2019-02-20 00:00:00-05:00,122.45360565185547
12,2019-02-21 00:00:00-05:00,122.36274719238281
13,2019-02-22 00:00:00-05:00,122.18111419677734
14,2019-02-25 00:00:00-05:00,122.96228790283203
15,2019-02-26 00:00:00-05:00,122.78060150146484
16,2019-02-27 00:00:00-05:00,120.83674621582031
17,2019-02-28 00:00:00-05:00,121.62700653076172
18,2019-03-01 00:00:00-05:00,121.82685852050781
19,2019-03-04 00:00:00-05:00,121.3272476196289
20,2019-03-05 00:00:00-05:00,121.29999542236328
21,2019-03-06 00:00:00-05:00,121.07291412353516
22,2019-03-07 00:00:00-05:00,120.5188217163086
23,2019-03-08 00:00:00-05:00,120.22816467285156
24,2019-03-11 00:00:00-04:00,121.18192291259766
25,2019-03-12 00:00:00-04:00,121.80870819091797
26,2019-03-13 00:00:00-04:00,122.19017791748047
27,2019-03-14 00:00:00-04:00,122.98953247070312
28,2019-03-15 00:00:00-04:00,123.85245513916016
29,2019-03-18 00:00:00-04:00,124.78800201416016
30,2019-03-19 00:00:00-04:00,123.26203918457031
31,2019-03-20 00:00:00-04:00,122.371826171875
32,2019-03-21 00:00:00-04:00,124.36280059814453
33,2019-03-22 00:00:00-04:00,124.77379608154297
34,2019-03-25 00:00:00-04:00,124.8194808959961
35,2019-03-26 00:00:00-04:00,125.42224884033203
36,2019-03-27 00:00:00-04:00,126.80131530761719
37,2019-03-28 00:00:00-04:00,127.02051544189453
38,2019-03-29 00:00:00-04:00,127.93378448486328
39,2019-04-01 00:00:00-04:00,129.19415283203125
40,2019-04-02 00:00:00-04:00,127.77854919433594
41,2019-04-03 00:00:00-04:00,125.88801574707031
42,2019-04-04 00:00:00-04:00,124.91079711914062
43,2019-04-05 00:00:00-04:00,125.65971374511719
44,2019-04-08 00:00:00-04:00,125.26699829101562
45,2019-04-09 00:00:00-04:00,124.72814178466797
46,2019-04-10 00:00:00-04:00,125.49531555175781
47,2019-04-11 00:00:00-04:00,126.02503204345703
48,2019-04-12 00:00:00-04:00,127.10271453857422
49,2019-04-15 00:00:00-04:00,126.91089630126953
50,2019-04-16 00:00:00-04:00,128.05252075195312
51,2019-04-17 00:00:00-04:00,125.84234619140625
52,2019-04-18 00:00:00-04:00,126.63691711425781
53,2019-04-22 00:00:00-04:00,126.0706558227539
54,2019-04-23 00:00:00-04:00,126.58209991455078
55,2019-04-24 00:00:00-04:00,128.363037109375
56,2019-04-25 00:00:00-04:00,129.42245483398438
57,2019-04-26 00:00:00-04:00,130.5823211669922
58,2019-04-29 00:00:00-04:00,131.17599487304688
59,2019-04-30 00:00:00-04:00,132.60984802246094
60,2019-05-01 00:00:00-04:00,131.7239532470703
61,2019-05-02 00:00:00-04:00,131.81529235839844
62,2019-05-03 00:00:00-04:00,132.4728546142578
63,2019-05-06 00:00:00-04:00,132.2719268798828
64,2019-05-07 00:00:00-04:00,130.4088134765625
65,2019-05-08 00:00:00-04:00,130.39967346191406
66,2019-05-09 00:00:00-04:00,130.28094482421875
67,2019-05-10 00:00:00-04:00,132.1805877685547
68,2019-05-13 00:00:00-04:00,130.92022705078125
69,2019-05-14 00:00:00-04:00,131.404296875
70,2019-05-15 00:00:00-04:00,131.2125244140625
71,2019-05-16 00:00:00-04:00,132.99343872070312
72,2019-05-17 00:00:00-04:00,132.41806030273438
73,2019-05-20 00:00:00-04:00,133.1121368408203
74,2019-05-21 00:00:00-04:00,133.53228759765625
75,2019-05-22 00:00:00-04:00,135.18533325195312
76,2019-05-23 00:00:00-04:00,134.3176727294922
77,2019-05-24 00:00:00-04:00,135.32232666015625
78,2019-05-28 00:00:00-04:00,133.7605743408203
79,2019-05-29 00:00:00-04:00,133.30397033691406
80,2019-05-30 00:00:00-04:00,133.13954162597656
81,2019-05-31 00:00:00-04:00,133.40438842773438
82,2019-06-03 00:00:00-04:00,134.99354553222656
83,2019-06-04 00:00:00-04:00,134.57342529296875
84,2019-06-05 00:00:00-04:00,136.4639129638672
85,2019-06-06 00:00:00-04:00,135.76986694335938
86,2019-06-07 00:00:00-04:00,136.482177734375
87,2019-06-10 00:00:00-04:00,136.07119750976562
88,2019-06-11 00:00:00-04:00,135.7241668701172
89,2019-06-12 00:00:00-04:00,135.87030029296875
90,2019-06-13 00:00:00-04:00,135.93418884277344
91,2019-06-14 00:00:00-04:00,137.23110961914062
92,2019-06-17 00:00:00-04:00,135.5232696533203
93,2019-06-18 00:00:00-04:00,135.27667236328125
94,2019-06-19 00:00:00-04:00,136.49131774902344
95,2019-06-20 00:00:00-04:00,137.09713745117188
96,2019-06-21 00:00:00-04:00,137.35414123535156
97,2019-06-24 00:00:00-04:00,137.758056640625
98,2019-06-25 00:00:00-04:00,138.5474090576172
99,2019-06-26 00:00:00-04:00,134.930908203125
100,2019-06-27 00:00:00-04:00,135.0777587890625
101,2019-06-28 00:00:00-04:00,135.19708251953125
102,2019-07-01 00:00:00-04:00,135.70193481445312
103,2019-07-02 00:00:00-04:00,136.2342987060547
104,2019-07-03 00:00:00-04:00,137.91407775878906
105,2019-07-05 00:00:00-04:00,137.3357696533203
106,2019-07-08 00:00:00-04:00,137.161376953125
107,2019-07-09 00:00:00-04:00,136.9961700439453
108,2019-07-10 00:00:00-04:00,136.9043426513672
109,2019-07-11 00:00:00-04:00,136.58314514160156
110,2019-07-12 00:00:00-04:00,137.10630798339844
111,2019-07-15 00:00:00-04:00,138.9329376220703
112,2019-07-16 00:00:00-04:00,139.00637817382812
113,2019-07-17 00:00:00-04:00,138.09765625
114,2019-07-18 00:00:00-04:00,138.26284790039062
115,2019-07-19 00:00:00-04:00,136.10581970214844
116,2019-07-22 00:00:00-04:00,135.6560516357422
117,2019-07-23 00:00:00-04:00,134.6922607421875
118,2019-07-24 00:00:00-04:00,139.1348876953125
119,2019-07-25 00:00:00-04:00,138.61166381835938
120,2019-07-26 00:00:00-04:00,140.41073608398438
121,2019-07-29 00:00:00-04:00,140.69529724121094
122,2019-07-30 00:00:00-04:00,140.72283935546875
123,2019-07-31 00:00:00-04:00,140.29144287109375
124,2019-08-01 00:00:00-04:00,138.74937438964844
125,2019-08-02 00:00:00-04:00,139.76824951171875
126,2019-08-05 00:00:00-04:00,136.29859924316406
127,2019-08-06 00:00:00-04:00,139.60302734375
128,2019-08-07 00:00:00-04:00,141.49386596679688
129,2019-08-08 00:00:00-04:00,144.8258514404297
130,2019-08-09 00:00:00-04:00,146.51473999023438
131,2019-08-12 00:00:00-04:00,144.14659118652344
132,2019-08-13 00:00:00-04:00,145.78964233398438
133,2019-08-14 00:00:00-04:00,140.1537322998047
134,2019-08-15 00:00:00-04:00,141.29193115234375
135,2019-08-16 00:00:00-04:00,142.6412811279297
136,2019-08-19 00:00:00-04:00,142.9533233642578
137,2019-08-20 00:00:00-04:00,141.98033142089844
138,2019-08-21 00:00:00-04:00,142.2282257080078
139,2019-08-22 00:00:00-04:00,142.47604370117188
140,2019-08-23 00:00:00-04:00,140.64022827148438
141,2019-08-26 00:00:00-04:00,142.46682739257812
142,2019-08-27 00:00:00-04:00,142.7605743408203
143,2019-08-28 00:00:00-04:00,144.10987854003906
144,2019-08-29 00:00:00-04:00,144.44947814941406
145,2019-08-30 00:00:00-04:00,143.44895935058594
146,2019-09-03 00:00:00-04:00,145.54177856445312
147,2019-09-04 00:00:00-04:00,146.72593688964844
148,2019-09-05 00:00:00-04:00,147.4418487548828
149,2019-09-06 00:00:00-04:00,147.8090057373047
150,2019-09-09 00:00:00-04:00,147.1022186279297
151,2019-09-10 00:00:00-04:00,146.23941040039062
152,2019-09-11 00:00:00-04:00,146.6249237060547
153,2019-09-12 00:00:00-04:00,146.95541381835938
154,2019-09-13 00:00:00-04:00,145.91812133789062
155,2019-09-16 00:00:00-04:00,145.53262329101562
156,2019-09-17 00:00:00-04:00,146.6065673828125
157,2019-09-18 00:00:00-04:00,146.39544677734375
158,2019-09-19 00:00:00-04:00,146.17413330078125
159,2019-09-20 00:00:00-04:00,145.41786193847656
160,2019-09-23 00:00:00-04:00,145.44557189941406
161,2019-09-24 00:00:00-04:00,146.48765563964844
162,2019-09-25 00:00:00-04:00,146.44155883789062
163,2019-09-26 00:00:00-04:00,147.98167419433594
164,2019-09-27 00:00:00-04:00,148.02781677246094
165,2019-09-30 00:00:00-04:00,148.88546752929688
166,2019-10-01 00:00:00-04:00,146.29403686523438
167,2019-10-02 00:00:00-04:00,144.61550903320312
168,2019-10-03 00:00:00-04:00,144.2834930419922
169,2019-10-04 00:00:00-04:00,149.45726013183594
170,2019-10-07 00:00:00-04:00,147.24392700195312
171,2019-10-08 00:00:00-04:00,143.3889617919922
