,Unnamed: 0,Date,META
0,0,2019-02-05,171.16000366210938
1,1,2019-02-06,170.49000549316406
2,2,2019-02-07,166.3800048828125
3,3,2019-02-08,167.3300018310547
4,4,2019-02-11,165.7899932861328
5,5,2019-02-12,165.0399932861328
6,6,2019-02-13,164.07000732421875
7,7,2019-02-14,163.9499969482422
8,8,2019-02-15,162.5
9,9,2019-02-19,162.2899932861328
10,10,2019-02-20,162.55999755859375
11,11,2019-02-21,160.0399932861328
12,12,2019-02-22,161.88999938964844
13,13,2019-02-25,164.6199951171875
14,14,2019-02-26,164.1300048828125
15,15,2019-02-27,162.80999755859375
16,16,2019-02-28,161.4499969482422
17,17,2019-03-01,162.27999877929688
18,18,2019-03-04,167.3699951171875
19,19,2019-03-05,171.25999450683594
20,20,2019-03-06,172.50999450683594
21,21,2019-03-07,169.1300048828125
22,22,2019-03-08,169.60000610351562
23,23,2019-03-11,172.07000732421875
24,24,2019-03-12,171.9199981689453
25,25,2019-03-13,173.3699951171875
26,26,2019-03-14,170.1699981689453
27,27,2019-03-15,165.97999572753906
28,28,2019-03-18,160.47000122070312
29,29,2019-03-19,161.57000732421875
30,30,2019-03-20,165.44000244140625
31,31,2019-03-21,166.0800018310547
32,32,2019-03-22,164.33999633789062
33,33,2019-03-25,166.2899932861328
34,34,2019-03-26,167.67999267578125
35,35,2019-03-27,165.8699951171875
36,36,2019-03-28,165.5500030517578
37,37,2019-03-29,166.69000244140625
38,38,2019-04-01,168.6999969482422
39,39,2019-04-02,174.1999969482422
40,40,2019-04-03,173.5399932861328
41,41,2019-04-04,176.02000427246094
42,42,2019-04-05,175.72000122070312
43,43,2019-04-08,174.92999267578125
44,44,2019-04-09,177.5800018310547
45,45,2019-04-10,177.82000732421875
46,46,2019-04-11,177.50999450683594
47,47,2019-04-12,179.10000610351562
48,48,2019-04-15,179.64999389648438
49,49,2019-04-16,178.8699951171875
50,50,2019-04-17,178.77999877929688
51,51,2019-04-18,178.27999877929688
52,52,2019-04-22,181.44000244140625
53,53,2019-04-23,183.77999877929688
54,54,2019-04-24,182.5800018310547
55,55,2019-04-25,193.25999450683597
56,56,2019-04-26,191.4900054931641
57,57,2019-04-29,194.77999877929688
58,58,2019-04-30,193.3999938964844
59,59,2019-05-01,193.02999877929688
60,60,2019-05-02,192.52999877929688
61,61,2019-05-03,195.47000122070312
62,62,2019-05-06,193.8800048828125
63,63,2019-05-07,189.7700042724609
64,64,2019-05-08,189.5399932861328
65,65,2019-05-09,188.6499938964844
66,66,2019-05-10,188.33999633789065
67,67,2019-05-13,181.5399932861328
68,68,2019-05-14,180.72999572753903
69,69,2019-05-15,186.2700042724609
70,70,2019-05-16,186.9900054931641
71,71,2019-05-17,185.3000030517578
72,72,2019-05-20,182.72000122070312
73,73,2019-05-21,184.82000732421875
74,74,2019-05-22,185.32000732421875
75,75,2019-05-23,180.8699951171875
76,76,2019-05-24,181.05999755859372
77,77,2019-05-28,184.30999755859372
78,78,2019-05-29,182.19000244140625
79,79,2019-05-30,183.00999450683597
80,80,2019-05-31,177.47000122070312
81,81,2019-06-03,164.14999389648438
82,82,2019-06-04,167.5
83,83,2019-06-05,168.1699981689453
84,84,2019-06-06,168.3300018310547
85,85,2019-06-07,173.35000610351562
86,86,2019-06-10,174.82000732421875
87,87,2019-06-11,178.10000610351562
88,88,2019-06-12,175.0399932861328
89,89,2019-06-13,177.47000122070312
90,90,2019-06-14,181.3300018310547
91,91,2019-06-17,189.00999450683597
92,92,2019-06-18,188.47000122070312
93,93,2019-06-19,187.47999572753903
94,94,2019-06-20,189.52999877929688
95,95,2019-06-21,191.13999938964844
96,96,2019-06-24,192.6000061035156
97,97,2019-06-25,188.83999633789065
98,98,2019-06-26,187.66000366210935
99,99,2019-06-27,189.5
100,100,2019-06-28,193.0
101,101,2019-07-01,193.0
102,102,2019-07-02,195.0
103,103,2019-07-03,197.1999969482422
104,104,2019-07-05,196.3999938964844
105,105,2019-07-08,195.75999450683597
106,106,2019-07-09,199.2100067138672
107,107,2019-07-10,202.72999572753903
108,108,2019-07-11,201.22999572753903
109,109,2019-07-12,204.8699951171875
110,110,2019-07-15,203.91000366210935
111,111,2019-07-16,203.83999633789065
112,112,2019-07-17,201.8000030517578
113,113,2019-07-18,200.77999877929688
114,114,2019-07-19,198.3600006103516
115,115,2019-07-22,202.32000732421875
116,116,2019-07-23,202.3600006103516
117,117,2019-07-24,204.66000366210935
118,118,2019-07-25,200.7100067138672
119,119,2019-07-26,199.75
120,120,2019-07-29,195.94000244140625
121,121,2019-07-30,197.0399932861328
122,122,2019-07-31,194.22999572753903
123,123,2019-08-01,192.72999572753903
124,124,2019-08-02,189.0200042724609
125,125,2019-08-05,181.72999572753903
126,126,2019-08-06,184.50999450683597
127,127,2019-08-07,185.1499938964844
128,128,2019-08-08,190.16000366210935
129,129,2019-08-09,187.8500061035156
130,130,2019-08-12,185.3699951171875
131,131,2019-08-13,188.4499969482422
132,132,2019-08-14,179.7100067138672
133,133,2019-08-15,182.58999633789065
134,134,2019-08-16,183.6999969482422
135,135,2019-08-19,186.1699981689453
136,136,2019-08-20,183.80999755859372
137,137,2019-08-21,183.5500030517578
138,138,2019-08-22,182.0399932861328
139,139,2019-08-23,177.75
140,140,2019-08-26,180.3600006103516
141,141,2019-08-27,181.3000030517578
142,142,2019-08-28,181.75999450683597
143,143,2019-08-29,185.57000732421875
144,144,2019-08-30,185.6699981689453
145,145,2019-09-03,182.38999938964844
146,146,2019-09-04,187.13999938964844
147,147,2019-09-05,190.8999938964844
148,148,2019-09-06,187.4900054931641
149,149,2019-09-09,188.75999450683597
150,150,2019-09-10,186.1699981689453
151,151,2019-09-11,188.4900054931641
152,152,2019-09-12,187.47000122070312
153,153,2019-09-13,187.19000244140625
154,154,2019-09-16,186.22000122070312
155,155,2019-09-17,188.0800018310547
156,156,2019-09-18,188.13999938964844
157,157,2019-09-19,190.13999938964844
158,158,2019-09-20,189.92999267578125
159,159,2019-09-23,186.82000732421875
160,160,2019-09-24,181.27999877929688
161,161,2019-09-25,182.8000030517578
162,162,2019-09-26,180.11000061035156
163,163,2019-09-27,177.10000610351562
164,164,2019-09-30,178.0800018310547
165,165,2019-10-01,175.80999755859375
166,166,2019-10-02,174.60000610351562
167,167,2019-10-03,179.3800048828125
168,168,2019-10-04,180.4499969482422
169,169,2019-10-07,179.67999267578125
170,170,2019-10-08,177.75
171,171,2019-10-09,179.85000610351562
172,172,2019-10-10,180.02999877929688
173,173,2019-10-11,184.19000244140625
174,174,2019-10-14,183.27999877929688
175,175,2019-10-15,188.88999938964844
176,176,2019-10-16,189.5500030517578
177,177,2019-10-17,190.38999938964844
178,178,2019-10-18,185.8500061035156
179,179,2019-10-21,189.75999450683597
180,180,2019-10-22,182.33999633789065
181,181,2019-10-23,186.1499938964844
182,182,2019-10-24,186.3800048828125
183,183,2019-10-25,187.88999938964844
184,184,2019-10-28,189.3999938964844
185,185,2019-10-29,189.30999755859372
186,186,2019-10-30,188.25
187,187,2019-10-31,191.6499938964844
188,188,2019-11-01,193.6199951171875
189,189,2019-11-04,194.72000122070312
190,190,2019-11-05,194.32000732421875
191,191,2019-11-06,191.5500030517578
192,192,2019-11-07,190.4199981689453
193,193,2019-11-08,190.83999633789065
194,194,2019-11-11,189.6100006103516
195,195,2019-11-12,194.47000122070312
196,196,2019-11-13,193.19000244140625
197,197,2019-11-14,193.1499938964844
198,198,2019-11-15,195.1000061035156
199,199,2019-11-18,197.3999938964844
200,200,2019-11-19,199.32000732421875
201,201,2019-11-20,197.50999450683597
202,202,2019-11-21,197.92999267578125
203,203,2019-11-22,198.82000732421875
204,204,2019-11-25,199.7899932861328
205,205,2019-11-26,198.97000122070312
206,206,2019-11-27,202.0
207,207,2019-11-29,201.63999938964844
208,208,2019-12-02,199.6999969482422
209,209,2019-12-03,198.82000732421875
210,210,2019-12-04,198.7100067138672
211,211,2019-12-05,199.3600006103516
212,212,2019-12-06,201.0500030517578
213,213,2019-12-09,201.33999633789065
214,214,2019-12-10,200.8699951171875
215,215,2019-12-11,202.25999450683597
216,216,2019-12-12,196.75
217,217,2019-12-13,194.1100006103516
218,218,2019-12-16,197.9199981689453
219,219,2019-12-17,198.38999938964844
220,220,2019-12-18,202.5
221,221,2019-12-19,206.05999755859372
222,222,2019-12-20,206.3000030517578
223,223,2019-12-23,206.17999267578125
224,224,2019-12-24,205.1199951171875
225,225,2019-12-26,207.7899932861328
226,226,2019-12-27,208.1000061035156
227,227,2019-12-30,204.41000366210935
228,228,2019-12-31,205.25
229,229,2020-01-02,209.77999877929688
230,230,2020-01-03,208.6699981689453
231,231,2020-01-06,212.6000061035156
232,232,2020-01-07,213.05999755859372
233,233,2020-01-08,215.22000122070312
234,234,2020-01-09,218.3000030517578
