,Date,NOW
0,2019-02-04 00:00:00-05:00,225.13999938964844
1,2019-02-05 00:00:00-05:00,228.35000610351562
2,2019-02-06 00:00:00-05:00,225.55999755859375
3,2019-02-07 00:00:00-05:00,226.9600067138672
4,2019-02-08 00:00:00-05:00,228.55999755859375
5,2019-02-11 00:00:00-05:00,229.00999450683594
6,2019-02-12 00:00:00-05:00,234.64999389648438
7,2019-02-13 00:00:00-05:00,231.97000122070312
8,2019-02-14 00:00:00-05:00,234.02999877929688
9,2019-02-15 00:00:00-05:00,234.88999938964844
10,2019-02-19 00:00:00-05:00,234.5800018310547
11,2019-02-20 00:00:00-05:00,229.5
12,2019-02-21 00:00:00-05:00,230.00999450683594
13,2019-02-22 00:00:00-05:00,235.0
14,2019-02-25 00:00:00-05:00,237.0
15,2019-02-26 00:00:00-05:00,236.2100067138672
16,2019-02-27 00:00:00-05:00,240.30999755859375
17,2019-02-28 00:00:00-05:00,239.44000244140625
18,2019-03-01 00:00:00-05:00,243.52000427246094
19,2019-03-04 00:00:00-05:00,236.97000122070312
20,2019-03-05 00:00:00-05:00,236.0
21,2019-03-06 00:00:00-05:00,233.11000061035156
22,2019-03-07 00:00:00-05:00,233.3699951171875
23,2019-03-08 00:00:00-05:00,233.9499969482422
24,2019-03-11 00:00:00-04:00,239.86000061035156
25,2019-03-12 00:00:00-04:00,238.7100067138672
26,2019-03-13 00:00:00-04:00,240.38999938964844
27,2019-03-14 00:00:00-04:00,241.58999633789062
28,2019-03-15 00:00:00-04:00,241.88999938964844
29,2019-03-18 00:00:00-04:00,240.97999572753906
30,2019-03-19 00:00:00-04:00,241.9600067138672
31,2019-03-20 00:00:00-04:00,244.58999633789062
32,2019-03-21 00:00:00-04:00,250.9499969482422
33,2019-03-22 00:00:00-04:00,241.2100067138672
34,2019-03-25 00:00:00-04:00,241.6999969482422
35,2019-03-26 00:00:00-04:00,245.0
36,2019-03-27 00:00:00-04:00,241.3699951171875
37,2019-03-28 00:00:00-04:00,243.3300018310547
38,2019-03-29 00:00:00-04:00,246.49000549316406
39,2019-04-01 00:00:00-04:00,245.72999572753906
40,2019-04-02 00:00:00-04:00,246.82000732421875
41,2019-04-03 00:00:00-04:00,247.13999938964844
42,2019-04-04 00:00:00-04:00,237.02999877929688
43,2019-04-05 00:00:00-04:00,236.97999572753906
44,2019-04-08 00:00:00-04:00,237.2100067138672
45,2019-04-09 00:00:00-04:00,238.75999450683594
46,2019-04-10 00:00:00-04:00,243.66000366210938
47,2019-04-11 00:00:00-04:00,245.77000427246094
48,2019-04-12 00:00:00-04:00,244.3000030517578
49,2019-04-15 00:00:00-04:00,243.7899932861328
50,2019-04-16 00:00:00-04:00,239.80999755859375
51,2019-04-17 00:00:00-04:00,236.22999572753906
52,2019-04-18 00:00:00-04:00,237.39999389648438
53,2019-04-22 00:00:00-04:00,242.63999938964844
54,2019-04-23 00:00:00-04:00,243.5500030517578
55,2019-04-24 00:00:00-04:00,242.6999969482422
56,2019-04-25 00:00:00-04:00,260.69000244140625
57,2019-04-26 00:00:00-04:00,267.0799865722656
58,2019-04-29 00:00:00-04:00,271.69000244140625
59,2019-04-30 00:00:00-04:00,271.510009765625
60,2019-05-01 00:00:00-04:00,270.3999938964844
61,2019-05-02 00:00:00-04:00,262.6700134277344
62,2019-05-03 00:00:00-04:00,268.5199890136719
63,2019-05-06 00:00:00-04:00,269.75
64,2019-05-07 00:00:00-04:00,264.80999755859375
65,2019-05-08 00:00:00-04:00,265.9800109863281
66,2019-05-09 00:00:00-04:00,270.489990234375
67,2019-05-10 00:00:00-04:00,274.8999938964844
68,2019-05-13 00:00:00-04:00,260.1199951171875
69,2019-05-14 00:00:00-04:00,272.07000732421875
70,2019-05-15 00:00:00-04:00,273.9599914550781
71,2019-05-16 00:00:00-04:00,277.9599914550781
72,2019-05-17 00:00:00-04:00,272.989990234375
73,2019-05-20 00:00:00-04:00,265.0799865722656
74,2019-05-21 00:00:00-04:00,271.2099914550781
75,2019-05-22 00:00:00-04:00,273.3900146484375
76,2019-05-23 00:00:00-04:00,264.7900085449219
77,2019-05-24 00:00:00-04:00,268.95001220703125
78,2019-05-28 00:00:00-04:00,266.6499938964844
79,2019-05-29 00:00:00-04:00,264.19000244140625
80,2019-05-30 00:00:00-04:00,262.6000061035156
81,2019-05-31 00:00:00-04:00,261.92999267578125
82,2019-06-03 00:00:00-04:00,248.3800048828125
83,2019-06-04 00:00:00-04:00,257.54998779296875
84,2019-06-05 00:00:00-04:00,263.25
85,2019-06-06 00:00:00-04:00,268.489990234375
86,2019-06-07 00:00:00-04:00,274.54998779296875
87,2019-06-10 00:00:00-04:00,275.8699951171875
88,2019-06-11 00:00:00-04:00,266.2900085449219
89,2019-06-12 00:00:00-04:00,267.8800048828125
90,2019-06-13 00:00:00-04:00,273.7900085449219
91,2019-06-14 00:00:00-04:00,272.25
92,2019-06-17 00:00:00-04:00,274.55999755859375
93,2019-06-18 00:00:00-04:00,282.6400146484375
94,2019-06-19 00:00:00-04:00,285.510009765625
95,2019-06-20 00:00:00-04:00,288.79998779296875
96,2019-06-21 00:00:00-04:00,285.739990234375
97,2019-06-24 00:00:00-04:00,282.5
98,2019-06-25 00:00:00-04:00,275.3599853515625
