,Unnamed: 0.1,Unnamed: 0,Date,T,T_6m,T_12m
172,172,172,2019-10-10,20.19037437438965,19.64648056030273,19.80543327331543
173,173,173,2019-10-11,20.27670860290528,19.704763412475582,19.80543327331543
174,174,174,2019-10-14,20.21735382080078,19.87430953979492,19.80543327331543
175,175,175,2019-10-15,20.449363708496094,19.953786849975582,19.831918716430664
176,176,176,2019-10-16,20.390010833740234,19.8584213256836,20.049156188964844
177,177,177,2019-10-17,20.40080070495605,19.9907341003418,19.821327209472656
178,178,178,2019-10-18,20.75691604614257,20.19037437438965,19.64648056030273
179,179,179,2019-10-21,20.62742042541504,20.27670860290528,19.704763412475582
180,180,180,2019-10-22,20.595046997070312,20.21735382080078,19.87430953979492
181,181,181,2019-10-23,20.3630313873291,20.449363708496094,19.953786849975582
182,182,182,2019-10-24,19.86663818359375,20.390010833740234,19.8584213256836
183,183,183,2019-10-25,19.915197372436523,20.40080070495605,19.9907341003418
184,184,184,2019-10-28,20.76770782470703,20.75691604614257,20.19037437438965
185,185,185,2019-10-29,20.535690307617188,20.62742042541504,20.27670860290528
186,186,186,2019-10-30,20.61123275756836,20.595046997070312,20.21735382080078
187,187,187,2019-10-31,20.76770782470703,20.3630313873291,20.449363708496094
188,188,188,2019-11-01,21.015899658203125,19.86663818359375,20.390010833740234
189,189,189,2019-11-04,20.98352813720703,19.915197372436523,20.40080070495605
190,190,190,2019-11-05,21.134605407714844,20.76770782470703,20.75691604614257
191,191,191,2019-11-06,21.177770614624023,20.535690307617188,20.62742042541504
192,192,192,2019-11-07,21.26949691772461,20.61123275756836,20.595046997070312
193,193,193,2019-11-08,21.247915267944336,20.76770782470703,20.3630313873291
194,194,194,2019-11-11,21.24251747131348,21.015899658203125,19.86663818359375
195,195,195,2019-11-12,21.134605407714844,20.98352813720703,19.915197372436523
196,196,196,2019-11-13,21.129213333129883,21.134605407714844,20.76770782470703
197,197,197,2019-11-14,21.015899658203125,21.177770614624023,20.535690307617188
198,198,198,2019-11-15,21.31266021728516,21.26949691772461,20.61123275756836
199,199,199,2019-11-18,21.38280487060547,21.247915267944336,20.76770782470703
200,200,200,2019-11-19,20.503318786621094,21.24251747131348,21.015899658203125
201,201,201,2019-11-20,20.06087875366211,21.134605407714844,20.98352813720703
202,202,202,2019-11-21,20.28749656677246,21.129213333129883,21.134605407714844
203,203,203,2019-11-22,20.36842918395996,21.015899658203125,21.177770614624023
204,204,204,2019-11-25,20.104042053222656,21.31266021728516,21.26949691772461
205,205,205,2019-11-26,20.17958641052246,21.38280487060547,21.247915267944336
206,206,206,2019-11-27,20.319869995117188,20.503318786621094,21.24251747131348
207,207,207,2019-11-29,20.16878890991211,20.06087875366211,21.134605407714844
208,208,208,2019-12-02,20.136417388916016,20.28749656677246,21.129213333129883
209,209,209,2019-12-03,20.260517120361328,20.36842918395996,21.015899658203125
210,210,210,2019-12-04,20.55727767944336,20.104042053222656,21.31266021728516
211,211,211,2019-12-05,20.60583877563477,20.17958641052246,21.38280487060547
212,212,212,2019-12-06,20.61123275756836,20.319869995117188,20.503318786621094
213,213,213,2019-12-09,20.52490234375,20.16878890991211,20.06087875366211
214,214,214,2019-12-10,20.535690307617188,20.136417388916016,20.28749656677246
215,215,215,2019-12-11,20.595046997070312,20.260517120361328,20.36842918395996
216,216,216,2019-12-12,20.69216728210449,20.55727767944336,20.104042053222656
217,217,217,2019-12-13,20.64360618591309,20.60583877563477,20.17958641052246
218,218,218,2019-12-16,20.821664810180664,20.61123275756836,20.319869995117188
219,219,219,2019-12-17,20.773101806640625,20.52490234375,20.16878890991211
220,220,220,2019-12-18,20.90259552001953,20.535690307617188,20.136417388916016
221,221,221,2019-12-19,21.00511360168457,20.595046997070312,20.260517120361328
222,222,222,2019-12-20,21.123815536499023,20.69216728210449,20.55727767944336
223,223,223,2019-12-23,21.080650329589844,20.64360618591309,20.60583877563477
224,224,224,2019-12-24,21.021297454833984,20.821664810180664,20.61123275756836
225,225,225,2019-12-26,21.129213333129883,20.773101806640625,20.52490234375
226,226,226,2019-12-27,21.17237663269043,20.90259552001953,20.535690307617188
227,227,227,2019-12-30,21.0644645690918,21.00511360168457,20.595046997070312
228,228,228,2019-12-31,21.08604621887207,21.123815536499023,20.69216728210449
229,229,229,2020-01-02,20.967344284057617,21.080650329589844,20.64360618591309
230,230,230,2020-01-03,21.075252532958984,21.021297454833984,20.821664810180664
231,231,231,2020-01-06,21.09683418273925,21.129213333129883,20.773101806640625
232,232,232,2020-01-07,21.177770614624023,21.17237663269043,20.90259552001953
233,233,233,2020-01-08,21.24251747131348,21.0644645690918,21.00511360168457
234,234,234,2020-01-09,21.307579040527344,21.08604621887207,21.123815536499023
235,235,235,2020-01-10,21.181276321411133,20.967344284057617,21.080650329589844
236,236,236,2020-01-13,20.923168182373047,21.075252532958984,21.021297454833984
237,237,237,2020-01-14,20.917675018310547,21.09683418273925,21.129213333129883
238,238,238,2020-01-15,20.796857833862305,21.177770614624023,21.17237663269043
239,239,239,2020-01-16,20.884727478027344,21.24251747131348,21.0644645690918
240,240,240,2020-01-17,21.07693099975586,21.307579040527344,21.08604621887207
241,241,241,2020-01-21,21.1538143157959,21.181276321411133,20.967344284057617
242,242,242,2020-01-22,21.439382553100582,20.923168182373047,21.075252532958984
243,243,243,2020-01-23,21.214221954345703,20.917675018310547,21.09683418273925
244,244,244,2020-01-24,21.1428337097168,20.796857833862305,21.177770614624023
245,245,245,2020-01-27,21.00554084777832,20.884727478027344,21.24251747131348
246,246,246,2020-01-28,21.186767578125,21.07693099975586,21.307579040527344
247,247,247,2020-01-29,20.346540451049805,21.1538143157959,21.181276321411133
248,248,248,2020-01-30,20.55522346496582,21.439382553100582,20.923168182373047
249,249,249,2020-01-31,20.659568786621094,21.214221954345703,20.917675018310547
250,250,250,2020-02-03,20.297117233276367,21.1428337097168,20.796857833862305
251,251,251,2020-02-04,20.6650619506836,21.00554084777832,20.884727478027344
252,252,252,2020-02-05,20.76390838623047,21.186767578125,21.07693099975586
253,253,253,2020-02-06,21.10988426208496,20.346540451049805,21.1538143157959
254,254,254,2020-02-07,21.115373611450195,20.55522346496582,21.439382553100582
255,255,255,2020-02-10,21.054969787597656,20.659568786621094,21.214221954345703
256,256,256,2020-02-11,20.961610794067383,20.297117233276367,21.1428337097168
257,257,257,2020-02-12,20.890213012695312,20.6650619506836,21.00554084777832
258,258,258,2020-02-13,21.03849220275879,20.76390838623047,21.186767578125
259,259,259,2020-02-14,21.00554084777832,21.10988426208496,20.346540451049805
260,260,260,2020-02-18,21.011032104492188,21.115373611450195,20.55522346496582
261,261,261,2020-02-19,21.10988426208496,21.054969787597656,20.659568786621094
262,262,262,2020-02-20,21.20323944091797,20.961610794067383,20.297117233276367
263,263,263,2020-02-21,21.17029571533203,20.890213012695312,20.6650619506836
264,264,264,2020-02-24,20.895708084106445,21.03849220275879,20.76390838623047
265,265,265,2020-02-25,20.51129531860352,21.00554084777832,21.10988426208496
266,266,266,2020-02-26,20.374006271362305,21.011032104492188,21.115373611450195
267,267,267,2020-02-27,19.62165069580078,21.10988426208496,21.054969787597656
268,268,268,2020-02-28,19.34157371520996,21.20323944091797,20.961610794067383
269,269,269,2020-03-02,20.417940139770508,21.17029571533203,20.890213012695312
270,270,270,2020-03-03,19.93467140197754,20.895708084106445,21.03849220275879
271,271,271,2020-03-04,20.96710205078125,20.51129531860352,21.00554084777832
272,272,272,2020-03-05,20.417940139770508,20.374006271362305,21.011032104492188
273,273,273,2020-03-06,20.335561752319336,19.62165069580078,21.10988426208496
274,274,274,2020-03-09,19.05051612854004,19.34157371520996,21.20323944091797
275,275,275,2020-03-10,19.68754768371582,20.417940139770508,21.17029571533203
276,276,276,2020-03-11,18.9571590423584,19.93467140197754,20.895708084106445
277,277,277,2020-03-12,17.205322265625,20.96710205078125,20.51129531860352
278,278,278,2020-03-13,18.92970085144043,20.417940139770508,20.374006271362305
279,279,279,2020-03-16,17.468921661376953,20.335561752319336,19.62165069580078
280,280,280,2020-03-17,18.52881050109864,19.05051612854004,19.34157371520996
281,281,281,2020-03-18,18.04005622863769,19.68754768371582,20.417940139770508
282,282,282,2020-03-19,17.106473922729492,18.9571590423584,19.93467140197754
283,283,283,2020-03-20,15.62372875213623,17.205322265625,20.96710205078125
284,284,284,2020-03-23,14.70113468170166,18.92970085144043,20.417940139770508
285,285,285,2020-03-24,15.426029205322266,17.468921661376953,20.335561752319336
286,286,286,2020-03-25,15.59627628326416,18.52881050109864,19.05051612854004
287,287,287,2020-03-26,16.80443572998047,18.04005622863769,19.68754768371582
288,288,288,2020-03-27,16.387067794799805,17.106473922729492,18.9571590423584
289,289,289,2020-03-30,16.601242065429688,15.62372875213623,17.205322265625
290,290,290,2020-03-31,16.008146286010742,14.70113468170166,18.92970085144043
291,291,291,2020-04-01,15.404064178466797,15.426029205322266,17.468921661376953
292,292,292,2020-04-02,15.793972969055176,15.59627628326416,18.52881050109864
293,293,293,2020-04-03,15.080059051513672,16.80443572998047,18.04005622863769
294,294,294,2020-04-06,16.167400360107422,16.387067794799805,17.106473922729492
295,295,295,2020-04-07,16.518869400024414,16.601242065429688,15.62372875213623
296,296,296,2020-04-08,16.799028396606445,16.008146286010742,14.70113468170166
297,297,297,2020-04-09,17.271133422851562,15.404064178466797,15.426029205322266
298,298,298,2020-04-13,16.967634201049805,15.793972969055176,15.59627628326416
299,299,299,2020-04-14,17.495943069458008,15.080059051513672,16.80443572998047
300,300,300,2020-04-15,16.911434173583984,16.167400360107422,16.387067794799805
301,301,301,2020-04-16,16.950773239135742,16.518869400024414,16.601242065429688
302,302,302,2020-04-17,17.55214500427246,16.799028396606445,16.008146286010742
303,303,303,2020-04-20,17.411638259887695,17.271133422851562,15.404064178466797
304,304,304,2020-04-21,16.787784576416016,16.967634201049805,15.793972969055176
305,305,305,2020-04-22,16.562976837158203,17.495943069458008,15.080059051513672
306,306,306,2020-04-23,16.579835891723633,16.911434173583984,16.167400360107422
307,307,307,2020-04-24,16.69786262512207,16.950773239135742,16.518869400024414
308,308,308,2020-04-27,17.16434669494629,17.55214500427246,16.799028396606445
309,309,309,2020-04-28,17.22616958618164,17.411638259887695,17.271133422851562
310,310,310,2020-04-29,17.66455078125,16.787784576416016,16.967634201049805
311,311,311,2020-04-30,17.1250057220459,16.562976837158203,17.495943069458008
312,312,312,2020-05-01,16.80464744567871,16.579835891723633,16.911434173583984
313,313,313,2020-05-04,16.63603973388672,16.69786262512207,16.950773239135742
314,314,314,2020-05-05,16.714725494384766,17.16434669494629,17.55214500427246
315,315,315,2020-05-06,16.18079376220703,17.22616958618164,17.411638259887695
316,316,316,2020-05-07,16.23699951171875,17.66455078125,16.787784576416016
317,317,317,2020-05-08,16.74282455444336,17.1250057220459,16.562976837158203
318,318,318,2020-05-11,16.512393951416016,16.80464744567871,16.579835891723633
319,319,319,2020-05-12,16.23699951171875,16.63603973388672,16.69786262512207
320,320,320,2020-05-13,15.787378311157228,16.714725494384766,17.16434669494629
321,321,321,2020-05-14,16.062772750854492,16.18079376220703,17.22616958618164
322,322,322,2020-05-15,15.91102695465088,16.23699951171875,17.66455078125
323,323,323,2020-05-18,16.551733016967773,16.74282455444336,17.1250057220459
324,324,324,2020-05-19,16.27634048461914,16.512393951416016,16.80464744567871
325,325,325,2020-05-20,16.63041877746582,16.23699951171875,16.63603973388672
326,326,326,2020-05-21,16.731584548950195,15.787378311157228,16.714725494384766
327,327,327,2020-05-22,16.79340934753418,16.062772750854492,16.18079376220703
328,328,328,2020-05-26,17.32171630859375,15.91102695465088,16.23699951171875
329,329,329,2020-05-27,17.900604248046875,16.551733016967773,16.74282455444336
330,330,330,2020-05-28,17.45659828186035,16.27634048461914,16.512393951416016
331,331,331,2020-05-29,17.344194412231445,16.63041877746582,16.23699951171875
332,332,332,2020-06-01,17.383541107177734,16.731584548950195,15.787378311157228
333,333,333,2020-06-02,17.417259216308594,16.79340934753418,16.062772750854492
334,334,334,2020-06-03,17.709518432617188,17.32171630859375,15.91102695465088
335,335,335,2020-06-04,17.87250328063965,17.900604248046875,16.551733016967773
336,336,336,2020-06-05,18.41767120361328,17.45659828186035,16.27634048461914
337,337,337,2020-06-08,18.67620086669922,17.344194412231445,16.63041877746582
338,338,338,2020-06-09,18.33336639404297,17.383541107177734,16.731584548950195
339,339,339,2020-06-10,18.06359100341797,17.417259216308594,16.79340934753418
340,340,340,2020-06-11,16.95639419555664,17.709518432617188,17.32171630859375
341,341,341,2020-06-12,17.14186668395996,17.87250328063965,17.900604248046875
342,342,342,2020-06-15,17.14186668395996,18.41767120361328,17.45659828186035
343,343,343,2020-06-16,17.29923439025879,18.67620086669922,17.344194412231445
344,344,344,2020-06-17,17.006977081298828,18.33336639404297,17.383541107177734
345,345,345,2020-06-18,17.057559967041016,18.06359100341797,17.417259216308594
346,346,346,2020-06-19,17.035079956054688,16.95639419555664,17.709518432617188
347,347,347,2020-06-22,16.92267417907715,17.14186668395996,17.87250328063965
348,348,348,2020-06-23,17.001358032226562,17.14186668395996,18.41767120361328
349,349,349,2020-06-24,16.534875869750977,17.29923439025879,18.67620086669922
350,350,350,2020-06-25,16.703481674194336,17.006977081298828,18.33336639404297
351,351,351,2020-06-26,16.34378433227539,17.057559967041016,18.06359100341797
352,352,352,2020-06-29,16.81026840209961,17.035079956054688,16.95639419555664
353,353,353,2020-06-30,16.99011993408203,16.92267417907715,17.14186668395996
354,354,354,2020-07-01,16.80464744567871,17.001358032226562,17.14186668395996
355,355,355,2020-07-02,16.90581512451172,16.534875869750977,17.29923439025879
356,356,356,2020-07-06,17.136245727539062,16.703481674194336,17.006977081298828
357,357,357,2020-07-07,17.04070281982422,16.34378433227539,17.057559967041016
358,358,358,2020-07-08,17.1193790435791,16.81026840209961,17.035079956054688
359,359,359,2020-07-09,16.986251831054688,16.99011993408203,16.92267417907715
360,360,360,2020-07-10,17.325519561767578,16.80464744567871,17.001358032226562
361,361,361,2020-07-13,17.112756729125977,16.90581512451172,16.534875869750977
362,362,362,2020-07-14,17.227767944335938,17.136245727539062,16.703481674194336
363,363,363,2020-07-15,17.25651741027832,17.04070281982422,16.34378433227539
364,364,364,2020-07-16,17.475025177001953,17.1193790435791,16.81026840209961
365,365,365,2020-07-17,17.39452362060547,16.986251831054688,16.99011993408203
366,366,366,2020-07-20,17.16451072692871,17.325519561767578,16.80464744567871
367,367,367,2020-07-21,17.39452362060547,17.112756729125977,16.90581512451172
368,368,368,2020-07-22,17.342771530151367,17.227767944335938,17.136245727539062
369,369,369,2020-07-23,17.19326400756836,17.25651741027832,17.04070281982422
370,370,370,2020-07-24,17.003503799438477,17.475025177001953,17.1193790435791
371,371,371,2020-07-27,16.842498779296875,17.39452362060547,16.986251831054688
372,372,372,2020-07-28,17.072507858276367,17.16451072692871,17.325519561767578
373,373,373,2020-07-29,16.99775505065918,17.39452362060547,17.112756729125977
374,374,374,2020-07-30,17.003503799438477,17.342771530151367,17.227767944335938
375,375,375,2020-07-31,17.009258270263672,17.19326400756836,17.25651741027832
376,376,376,2020-08-03,17.032255172729492,17.003503799438477,17.475025177001953
377,377,377,2020-08-04,17.25651741027832,16.842498779296875,17.39452362060547
378,378,378,2020-08-05,17.16451072692871,17.072507858276367,17.16451072692871
379,379,379,2020-08-06,17.15876007080078,16.99775505065918,17.39452362060547
