,Date,SJM
0,2019-02-04 00:00:00-05:00,90.26014709472656
1,2019-02-05 00:00:00-05:00,90.62998962402344
2,2019-02-06 00:00:00-05:00,90.5353775024414
3,2019-02-07 00:00:00-05:00,89.305419921875
4,2019-02-08 00:00:00-05:00,89.11619567871094
5,2019-02-11 00:00:00-05:00,88.88397216796875
6,2019-02-12 00:00:00-05:00,89.76128387451172
7,2019-02-13 00:00:00-05:00,89.21941375732422
8,2019-02-14 00:00:00-05:00,88.05732727050781
9,2019-02-15 00:00:00-05:00,89.65300750732422
10,2019-02-19 00:00:00-05:00,90.19937133789062
11,2019-02-20 00:00:00-05:00,92.74029541015625
12,2019-02-21 00:00:00-05:00,92.59288024902344
13,2019-02-22 00:00:00-05:00,87.95327758789062
14,2019-02-25 00:00:00-05:00,87.64105987548828
15,2019-02-26 00:00:00-05:00,92.003173828125
16,2019-02-27 00:00:00-05:00,93.28665924072266
17,2019-02-28 00:00:00-05:00,91.8470687866211
18,2019-03-01 00:00:00-05:00,91.42214965820312
19,2019-03-04 00:00:00-05:00,88.92454528808594
20,2019-03-05 00:00:00-05:00,88.52562713623047
21,2019-03-06 00:00:00-05:00,89.67903900146484
22,2019-03-07 00:00:00-05:00,89.0025863647461
23,2019-03-08 00:00:00-05:00,88.88118743896484
24,2019-03-11 00:00:00-04:00,89.43621063232422
25,2019-03-12 00:00:00-04:00,89.1500473022461
26,2019-03-13 00:00:00-04:00,89.54894256591797
27,2019-03-14 00:00:00-04:00,90.06061553955078
28,2019-03-15 00:00:00-04:00,91.56090545654297
29,2019-03-18 00:00:00-04:00,92.80967712402344
30,2019-03-19 00:00:00-04:00,92.71428680419922
31,2019-03-20 00:00:00-04:00,92.85304260253906
32,2019-03-21 00:00:00-04:00,96.77287292480469
33,2019-03-22 00:00:00-04:00,99.12301635742188
34,2019-03-25 00:00:00-04:00,100.53660583496094
35,2019-03-26 00:00:00-04:00,100.3458023071289
36,2019-03-27 00:00:00-04:00,99.64337158203125
37,2019-03-28 00:00:00-04:00,100.64067840576172
38,2019-03-29 00:00:00-04:00,101.03092956542969
39,2019-04-01 00:00:00-04:00,100.3631591796875
40,2019-04-02 00:00:00-04:00,100.64067840576172
41,2019-04-03 00:00:00-04:00,100.02494812011719
42,2019-04-04 00:00:00-04:00,100.32847595214844
43,2019-04-05 00:00:00-04:00,101.06559753417969
44,2019-04-08 00:00:00-04:00,102.31439208984375
45,2019-04-09 00:00:00-04:00,103.61521911621094
46,2019-04-10 00:00:00-04:00,103.25968170166016
47,2019-04-11 00:00:00-04:00,103.5978775024414
48,2019-04-12 00:00:00-04:00,102.62660217285156
49,2019-04-15 00:00:00-04:00,103.35506439208984
50,2019-04-16 00:00:00-04:00,103.13826751708984
51,2019-04-17 00:00:00-04:00,103.42443084716797
52,2019-04-18 00:00:00-04:00,104.67323303222656
53,2019-04-22 00:00:00-04:00,105.12418365478516
54,2019-04-23 00:00:00-04:00,105.55778503417969
55,2019-04-24 00:00:00-04:00,106.11282348632812
56,2019-04-25 00:00:00-04:00,105.12418365478516
57,2019-04-26 00:00:00-04:00,106.48572540283203
58,2019-04-29 00:00:00-04:00,105.85264587402344
59,2019-04-30 00:00:00-04:00,106.34696960449219
60,2019-05-01 00:00:00-04:00,106.25155639648438
61,2019-05-02 00:00:00-04:00,106.60713195800781
62,2019-05-03 00:00:00-04:00,107.1361312866211
63,2019-05-06 00:00:00-04:00,108.53236389160156
64,2019-05-07 00:00:00-04:00,108.48031616210938
65,2019-05-08 00:00:00-04:00,108.07272338867188
66,2019-05-09 00:00:00-04:00,109.23479461669922
67,2019-05-10 00:00:00-04:00,110.04998016357422
68,2019-05-13 00:00:00-04:00,109.92855834960938
69,2019-05-14 00:00:00-04:00,109.94591522216797
70,2019-05-15 00:00:00-04:00,110.5703125
71,2019-05-16 00:00:00-04:00,109.77584075927734
72,2019-05-17 00:00:00-04:00,110.78858184814453
73,2019-05-20 00:00:00-04:00,111.21636962890625
74,2019-05-21 00:00:00-04:00,110.60523986816406
75,2019-05-22 00:00:00-04:00,111.12033081054688
76,2019-05-23 00:00:00-04:00,110.99811553955078
77,2019-05-24 00:00:00-04:00,110.60523986816406
78,2019-05-28 00:00:00-04:00,107.97740173339844
79,2019-05-29 00:00:00-04:00,105.593994140625
80,2019-05-30 00:00:00-04:00,105.78604888916016
81,2019-05-31 00:00:00-04:00,106.12654876708984
82,2019-06-03 00:00:00-04:00,108.51866912841797
83,2019-06-04 00:00:00-04:00,108.78058624267578
84,2019-06-05 00:00:00-04:00,109.35679626464844
85,2019-06-06 00:00:00-04:00,106.8337173461914
86,2019-06-07 00:00:00-04:00,108.71946716308594
87,2019-06-10 00:00:00-04:00,107.0694351196289
88,2019-06-11 00:00:00-04:00,107.4797592163086
89,2019-06-12 00:00:00-04:00,108.1345443725586
90,2019-06-13 00:00:00-04:00,107.82897186279297
91,2019-06-14 00:00:00-04:00,107.65437316894531
92,2019-06-17 00:00:00-04:00,106.85990905761719
93,2019-06-18 00:00:00-04:00,105.2884521484375
94,2019-06-19 00:00:00-04:00,105.52416229248047
95,2019-06-20 00:00:00-04:00,105.7249526977539
96,2019-06-21 00:00:00-04:00,106.09163665771484
97,2019-06-24 00:00:00-04:00,105.90829467773438
98,2019-06-25 00:00:00-04:00,105.26223754882812
99,2019-06-26 00:00:00-04:00,101.27244567871094
100,2019-06-27 00:00:00-04:00,102.04946899414062
101,2019-06-28 00:00:00-04:00,100.5652847290039
102,2019-07-01 00:00:00-04:00,101.71771240234375
103,2019-07-02 00:00:00-04:00,102.65184783935547
104,2019-07-03 00:00:00-04:00,104.52889251708984
105,2019-07-05 00:00:00-04:00,104.31936645507812
106,2019-07-08 00:00:00-04:00,104.07490539550781
107,2019-07-09 00:00:00-04:00,103.6907730102539
108,2019-07-10 00:00:00-04:00,103.14073944091797
109,2019-07-11 00:00:00-04:00,99.97161102294922
110,2019-07-12 00:00:00-04:00,99.70098876953125
111,2019-07-15 00:00:00-04:00,100.47798156738281
112,2019-07-16 00:00:00-04:00,100.80101013183594
113,2019-07-17 00:00:00-04:00,101.28118896484375
