,Unnamed: 0,Date,TGT
264,264,2020-02-24,104.95250701904295
265,265,2020-02-25,103.05233764648438
266,266,2020-02-26,102.07456970214844
267,267,2020-02-27,97.42559814453124
268,268,2020-02-28,95.00886535644533
269,269,2020-03-02,100.59869384765624
270,270,2020-03-03,97.62852478027344
271,271,2020-03-04,99.45491027832033
272,272,2020-03-05,97.74844360351562
273,273,2020-03-06,97.72999572753906
274,274,2020-03-09,95.95895385742188
275,275,2020-03-10,99.92534637451172
276,276,2020-03-11,97.3887176513672
277,277,2020-03-12,85.4341812133789
278,278,2020-03-13,93.1824951171875
279,279,2020-03-16,86.513427734375
280,280,2020-03-17,95.5899887084961
281,281,2020-03-18,94.84284210205078
282,282,2020-03-19,92.70284271240234
283,283,2020-03-20,89.84333801269531
284,284,2020-03-23,89.18842315673828
285,285,2020-03-24,92.75817108154295
286,286,2020-03-25,83.97677612304688
287,287,2020-03-26,88.61653137207031
288,288,2020-03-27,87.38971710205078
289,289,2020-03-30,88.5611801147461
290,290,2020-03-31,85.75704193115234
291,291,2020-04-01,87.87858581542969
292,292,2020-04-02,87.03919219970703
293,293,2020-04-03,85.38806915283203
294,294,2020-04-06,89.94480895996094
295,295,2020-04-07,90.63661193847656
296,296,2020-04-08,96.5124053955078
297,297,2020-04-09,96.1157684326172
298,298,2020-04-13,96.55853271484376
299,299,2020-04-14,99.97146606445312
300,300,2020-04-15,97.99748992919922
301,301,2020-04-16,100.82010650634766
302,302,2020-04-17,104.62042999267578
303,303,2020-04-20,100.52490997314452
304,304,2020-04-21,98.60629272460938
305,305,2020-04-22,98.55094909667967
306,306,2020-04-23,95.8021469116211
307,307,2020-04-24,99.45491027832033
308,308,2020-04-27,101.3550796508789
309,309,2020-04-28,103.31060028076172
310,310,2020-04-29,103.4028549194336
311,311,2020-04-30,101.22595977783205
312,312,2020-05-01,99.8331069946289
313,313,2020-05-04,103.04310607910156
314,314,2020-05-05,103.08924102783205
315,315,2020-05-06,104.76803588867188
316,316,2020-05-07,104.56510925292967
317,317,2020-05-08,106.84347534179688
318,318,2020-05-11,110.85598754882812
319,319,2020-05-12,110.12727355957033
320,320,2020-05-13,109.89665985107422
321,321,2020-05-14,110.63461303710938
322,322,2020-05-15,111.55701446533205
323,323,2020-05-18,115.48651123046876
324,324,2020-05-19,114.21610260009766
325,325,2020-05-20,110.93342590332033
326,326,2020-05-21,110.0525131225586
327,327,2020-05-22,108.94901275634766
328,328,2020-05-26,106.75130462646484
329,329,2020-05-27,108.87483215332033
330,330,2020-05-28,109.8206787109375
331,331,2020-05-29,113.43714904785156
332,332,2020-06-01,110.80361938476562
333,333,2020-06-02,110.21013641357422
334,334,2020-06-03,112.88079071044922
335,335,2020-06-04,111.2394561767578
336,336,2020-06-05,112.69532012939452
337,337,2020-06-08,113.47425842285156
338,338,2020-06-09,111.9442138671875
339,339,2020-06-10,111.27654266357422
340,340,2020-06-11,109.4311981201172
341,341,2020-06-12,108.4019012451172
342,342,2020-06-15,109.56104278564452
343,343,2020-06-16,110.54396057128906
344,344,2020-06-17,109.6723175048828
345,345,2020-06-18,108.77283477783205
346,346,2020-06-19,111.79583740234376
347,347,2020-06-22,113.52989196777344
348,348,2020-06-23,112.6675033569336
349,349,2020-06-24,111.01689910888672
350,350,2020-06-25,111.10035705566406
351,351,2020-06-26,108.5131607055664
352,352,2020-06-29,109.95050811767578
353,353,2020-06-30,111.21163940429688
354,354,2020-07-01,110.31214141845705
355,355,2020-07-02,110.46054077148438
356,356,2020-07-06,110.5718002319336
357,357,2020-07-07,109.47757720947266
358,358,2020-07-08,109.1437530517578
359,359,2020-07-09,109.3292007446289
360,360,2020-07-10,110.21941375732422
361,361,2020-07-13,110.09886169433594
362,362,2020-07-14,111.35075378417967
363,363,2020-07-15,112.82512664794922
364,364,2020-07-16,113.08478546142578
365,365,2020-07-17,112.82512664794922
366,366,2020-07-20,111.109619140625
367,367,2020-07-21,111.46200561523438
368,368,2020-07-22,114.18827056884766
369,369,2020-07-23,113.45571899414062
370,370,2020-07-24,114.7168426513672
371,371,2020-07-27,113.77098846435548
372,372,2020-07-28,114.32738494873048
373,373,2020-07-29,114.68902587890624
374,374,2020-07-30,115.52359008789062
375,375,2020-07-31,116.72908782958984
376,376,2020-08-03,118.54661560058594
377,377,2020-08-04,120.96688842773438
378,378,2020-08-05,119.96539306640624
379,379,2020-08-06,119.63155364990234
380,380,2020-08-07,122.17237091064452
381,381,2020-08-10,123.27588653564452
382,382,2020-08-11,122.14459228515624
383,383,2020-08-12,124.81519317626952
384,384,2020-08-13,125.00994110107422
385,385,2020-08-14,126.60487365722656
386,386,2020-08-17,128.19058227539062
387,387,2020-08-18,127.57550048828124
388,388,2020-08-19,143.71585083007812
389,389,2020-08-20,141.8707275390625
390,390,2020-08-21,143.16603088378906
391,391,2020-08-24,142.80259704589844
392,392,2020-08-25,142.4391632080078
393,393,2020-08-26,142.30870056152344
394,394,2020-08-27,140.07215881347656
395,395,2020-08-28,140.57537841796875
396,396,2020-08-31,140.91082763671875
397,397,2020-09-01,140.29580688476562
398,398,2020-09-02,139.63417053222656
399,399,2020-09-03,136.08370971679688
400,400,2020-09-04,137.2019500732422
401,401,2020-09-08,134.19192504882812
402,402,2020-09-09,137.50015258789062
403,403,2020-09-10,136.09300231933594
404,404,2020-09-11,137.59335327148438
405,405,2020-09-14,138.32949829101562
406,406,2020-09-15,138.9166259765625
407,407,2020-09-16,137.9102020263672
408,408,2020-09-17,137.55606079101562
409,409,2020-09-18,138.68365478515625
410,410,2020-09-21,139.65280151367188
411,411,2020-09-22,143.5853729248047
412,412,2020-09-23,140.7244873046875
413,413,2020-09-24,141.64703369140625
414,414,2020-09-25,143.83700561523438
415,415,2020-09-28,145.80325317382812
416,416,2020-09-29,146.25057983398438
417,417,2020-09-30,146.69784545898438
418,418,2020-10-01,147.79751586914062
419,419,2020-10-02,148.2634735107422
420,420,2020-10-05,150.49069213867188
421,421,2020-10-06,147.6204376220703
422,422,2020-10-07,149.73583984375
423,423,2020-10-08,150.83547973632812
424,424,2020-10-09,152.5594482421875
425,425,2020-10-12,153.3608856201172
426,426,2020-10-13,154.3579864501953
427,427,2020-10-14,152.80172729492188
428,428,2020-10-15,154.19027709960938
429,429,2020-10-16,153.68704223632812
430,430,2020-10-19,152.87631225585938
431,431,2020-10-20,153.6404266357422
432,432,2020-10-21,152.16806030273438
433,433,2020-10-22,148.72940063476562
434,434,2020-10-23,149.31651306152344
435,435,2020-10-26,147.21041870117188
436,436,2020-10-27,146.33444213867188
437,437,2020-10-28,144.63841247558594
438,438,2020-10-29,143.74380493164062
439,439,2020-10-30,141.85203552246094
440,440,2020-11-02,143.87428283691406
441,441,2020-11-03,146.0548858642578
442,442,2020-11-04,145.95236206054688
443,443,2020-11-05,147.8254852294922
444,444,2020-11-06,150.5
445,445,2020-11-09,144.35885620117188
446,446,2020-11-10,147.30360412597656
447,447,2020-11-11,148.81326293945312
448,448,2020-11-12,148.66416931152344
449,449,2020-11-13,151.7860107421875
450,450,2020-11-16,153.92935180664062
451,451,2020-11-17,152.56314086914062
452,452,2020-11-18,156.12832641601562
453,453,2020-11-19,160.35787963867188
454,454,2020-11-20,161.23748779296875
455,455,2020-11-23,166.1501007080078
456,456,2020-11-24,166.4308319091797
457,457,2020-11-25,168.264892578125
458,458,2020-11-27,168.21812438964844
459,459,2020-11-30,167.99351501464844
460,460,2020-12-01,167.5443878173828
461,461,2020-12-02,165.07398986816406
462,462,2020-12-03,163.67974853515625
463,463,2020-12-04,163.7826690673828
464,464,2020-12-07,161.79891967773438
465,465,2020-12-08,161.6211395263672
466,466,2020-12-09,162.88438415527344
467,467,2020-12-10,161.32168579101562
468,468,2020-12-11,160.67604064941406
469,469,2020-12-14,160.00228881835938
470,470,2020-12-15,160.3953094482422
471,471,2020-12-16,160.65733337402344
472,472,2020-12-17,160.23623657226562
473,473,2020-12-18,159.4689178466797
474,474,2020-12-21,160.7227783203125
475,475,2020-12-22,161.27493286132812
476,476,2020-12-23,163.67039489746094
477,477,2020-12-24,163.93240356445312
478,478,2020-12-28,165.05528259277344
479,479,2020-12-29,163.7920379638672
480,480,2020-12-30,162.70660400390625
481,481,2020-12-31,165.18629455566406
482,482,2021-01-04,166.21560668945312
483,483,2021-01-05,168.779541015625
484,484,2021-01-06,176.7801055908203
485,485,2021-01-07,178.82003784179688
486,486,2021-01-08,181.15939331054688
487,487,2021-01-11,182.7314300537109
488,488,2021-01-12,186.30596923828125
489,489,2021-01-13,184.1724853515625
490,490,2021-01-14,185.2860107421875
491,491,2021-01-15,182.28228759765625
492,492,2021-01-19,176.06898498535156
493,493,2021-01-20,176.19998168945312
494,494,2021-01-21,178.9790802001953
495,495,2021-01-22,179.5780029296875
496,496,2021-01-25,177.9310760498047
497,497,2021-01-26,175.63853454589844
498,498,2021-01-27,166.82383728027344
499,499,2021-01-28,171.7832489013672
500,500,2021-01-29,169.52810668945312
501,501,2021-02-01,171.77391052246094
502,502,2021-02-02,173.6641082763672
503,503,2021-02-03,173.2149658203125
504,504,2021-02-04,176.4713134765625
505,505,2021-02-05,176.72398376464844
506,506,2021-02-08,181.4868927001953
507,507,2021-02-09,181.80502319335935
508,508,2021-02-10,180.07391357421875
509,509,2021-02-11,178.1743621826172
510,510,2021-02-12,179.1288299560547
511,511,2021-02-16,178.9785614013672
512,512,2021-02-17,181.80519104003903
513,513,2021-02-18,179.7486114501953
514,514,2021-02-19,177.31643676757812
515,515,2021-02-22,177.47605895996094
516,516,2021-02-23,175.00628662109375
517,517,2021-02-24,175.68243408203125
518,518,2021-02-25,173.8042755126953
519,519,2021-02-26,172.26422119140625
520,520,2021-03-01,174.75274658203125
521,521,2021-03-02,162.92037963867188
522,522,2021-03-03,163.03306579589844
523,523,2021-03-04,159.4739532470703
524,524,2021-03-05,162.09397888183594
525,525,2021-03-08,166.0944366455078
526,526,2021-03-09,168.26370239257812
527,527,2021-03-10,167.7002716064453
528,528,2021-03-11,168.39520263671875
529,529,2021-03-12,169.04315185546875
530,530,2021-03-15,170.06674194335938
531,531,2021-03-16,169.2310028076172
532,532,2021-03-17,167.53123474121094
533,533,2021-03-18,168.6675262451172
534,534,2021-03-19,176.12379455566406
535,535,2021-03-22,176.5839385986328
536,536,2021-03-23,177.4103240966797
537,537,2021-03-24,176.80929565429688
538,538,2021-03-25,180.96002197265625
539,539,2021-03-26,188.70741271972656
540,540,2021-03-29,186.1343536376953
541,541,2021-03-30,187.4865875244141
542,542,2021-03-31,186.0028533935547
543,543,2021-04-01,188.4914093017578
544,544,2021-04-05,192.8393402099609
545,545,2021-04-06,192.9144592285156
546,546,2021-04-07,191.9941864013672
547,547,2021-04-08,191.06448364257807
548,548,2021-04-09,192.84873962402344
549,549,2021-04-12,192.6045684814453
550,550,2021-04-13,192.45433044433597
551,551,2021-04-14,193.17742919921875
552,552,2021-04-15,193.224365234375
553,553,2021-04-16,195.8444061279297
554,554,2021-04-19,195.9383087158203
555,555,2021-04-20,194.64239501953125
556,556,2021-04-21,194.1728363037109
557,557,2021-04-22,193.04592895507807
558,558,2021-04-23,193.4591217041016
559,559,2021-04-26,191.2241668701172
560,560,2021-04-27,191.90966796875
561,561,2021-04-28,192.0035858154297
562,562,2021-04-29,194.74566650390625
563,563,2021-04-30,194.6329498291016
564,564,2021-05-03,198.40809631347656
565,565,2021-05-04,198.71795654296875
566,566,2021-05-05,199.4692230224609
567,567,2021-05-06,200.02325439453125
568,568,2021-05-07,201.6291046142578
569,569,2021-05-10,200.99053955078125
570,570,2021-05-11,196.4923553466797
571,571,2021-05-12,190.59494018554688
572,572,2021-05-13,195.90074157714844
573,573,2021-05-14,198.2953948974609
574,574,2021-05-17,197.22483825683597
575,575,2021-05-18,194.4832305908203
576,576,2021-05-19,206.335205078125
577,577,2021-05-20,208.9542999267578
578,578,2021-05-21,212.0633087158203
579,579,2021-05-24,212.36480712890625
580,580,2021-05-25,212.2611846923828
581,581,2021-05-26,213.96641540527344
582,582,2021-05-27,214.2113494873047
583,583,2021-05-28,213.78744506835935
584,584,2021-06-01,214.11715698242188
585,585,2021-06-02,215.1629180908203
586,586,2021-06-03,215.91661071777344
587,587,2021-06-04,217.95162963867188
588,588,2021-06-07,217.5276641845703
589,589,2021-06-08,221.49403381347656
590,590,2021-06-09,218.5168914794922
591,591,2021-06-10,218.25308227539065
592,592,2021-06-11,219.4590301513672
593,593,2021-06-14,219.58151245117188
594,594,2021-06-15,219.1104431152344
595,595,2021-06-16,217.8762664794922
596,596,2021-06-17,217.83856201171875
597,597,2021-06-18,217.18849182128903
598,598,2021-06-21,220.24099731445312
599,599,2021-06-22,223.48190307617188
600,600,2021-06-23,223.5761260986328
601,601,2021-06-24,225.95970153808597
602,602,2021-06-25,226.6286163330078
603,603,2021-06-28,227.29751586914065
604,604,2021-06-29,227.8533935546875
605,605,2021-06-30,227.749755859375
606,606,2021-07-01,229.37962341308597
607,607,2021-07-02,232.3096466064453
608,608,2021-07-06,231.24501037597656
609,609,2021-07-07,233.2235107421875
610,610,2021-07-08,234.19387817382807
611,611,2021-07-09,234.19387817382807
612,612,2021-07-12,237.64205932617188
613,613,2021-07-13,237.180419921875
614,614,2021-07-14,238.9516448974609
615,615,2021-07-15,238.2921295166016
616,616,2021-07-16,236.61517333984372
617,617,2021-07-19,236.5868988037109
618,618,2021-07-20,239.9691467285156
619,619,2021-07-21,241.2315673828125
620,620,2021-07-22,242.13601684570312
621,621,2021-07-23,245.92335510253903
622,622,2021-07-26,245.7631683349609
623,623,2021-07-27,243.40786743164065
624,624,2021-07-28,242.52230834960935
625,625,2021-07-29,246.5168914794922
626,626,2021-07-30,245.9421844482422
627,627,2021-08-02,242.3527069091797
628,628,2021-08-03,247.0256805419922
629,629,2021-08-04,245.4522857666016
630,630,2021-08-05,246.2719573974609
631,631,2021-08-06,245.03775024414065
632,632,2021-08-09,247.22348022460935
633,633,2021-08-10,248.78744506835935
634,634,2021-08-11,247.788818359375
635,635,2021-08-12,246.72418212890625
636,636,2021-08-13,246.40386962890625
637,637,2021-08-16,247.9206695556641
638,638,2021-08-17,240.7359313964844
639,639,2021-08-18,234.0522308349609
640,640,2021-08-19,232.00082397460935
641,641,2021-08-20,239.55422973632807
642,642,2021-08-23,238.7317657470703
643,643,2021-08-24,236.9544982910156
644,644,2021-08-25,237.42718505859372
645,645,2021-08-26,235.3568572998047
646,646,2021-08-27,235.5648193359375
647,647,2021-08-30,235.7350006103516
648,648,2021-08-31,233.4850311279297
649,649,2021-09-01,232.90835571289065
650,650,2021-09-02,232.37896728515625
651,651,2021-09-03,230.96090698242188
652,652,2021-09-07,229.45779418945312
653,653,2021-09-08,232.66256713867188
654,654,2021-09-09,232.02919006347656
655,655,2021-09-10,231.17837524414065
656,656,2021-09-13,229.8170318603516
657,657,2021-09-14,229.0040435791016
658,658,2021-09-15,230.8002166748047
659,659,2021-09-16,233.45664978027344
660,660,2021-09-17,233.19195556640625
661,661,2021-09-20,228.90948486328125
662,662,2021-09-21,228.1248321533203
663,663,2021-09-22,228.5597076416016
664,664,2021-09-23,229.41053771972656
665,665,2021-09-24,228.24771118164065
666,666,2021-09-27,225.54400634765625
667,667,2021-09-28,220.6848602294922
668,668,2021-09-29,222.96316528320312
669,669,2021-09-30,216.27001953125
670,670,2021-10-01,215.93914794921875
671,671,2021-10-04,213.54739379882807
672,672,2021-10-05,215.12612915039065
673,673,2021-10-06,214.43603515625
674,674,2021-10-07,217.26266479492188
675,675,2021-10-08,216.39291381835935
676,676,2021-10-11,216.2227478027344
677,677,2021-10-12,217.65972900390625
678,678,2021-10-13,223.8140106201172
679,679,2021-10-14,228.8622283935547
680,680,2021-10-15,232.284423828125
681,681,2021-10-18,239.79058837890625
682,682,2021-10-19,238.41033935546875
683,683,2021-10-20,238.07003784179688
684,684,2021-10-21,240.3199920654297
685,685,2021-10-22,241.9459991455078
686,686,2021-10-25,246.1244964599609
687,687,2021-10-26,244.59298706054688
688,688,2021-10-27,242.52267456054688
689,689,2021-10-28,244.11090087890625
690,690,2021-10-29,245.43438720703125
691,691,2021-11-01,243.8272705078125
692,692,2021-11-02,246.03941345214844
693,693,2021-11-03,246.1811981201172
694,694,2021-11-04,246.2096099853516
695,695,2021-11-05,240.37669372558597
696,696,2021-11-08,239.4880828857422
697,697,2021-11-09,241.21807861328125
698,698,2021-11-10,240.1687164306641
699,699,2021-11-11,242.0216522216797
700,700,2021-11-12,245.81251525878903
701,701,2021-11-15,249.88702392578125
702,702,2021-11-16,252.69485473632807
703,703,2021-11-17,240.75210571289065
704,704,2021-11-18,239.09207153320312
705,705,2021-11-19,237.81149291992188
706,706,2021-11-22,231.9966278076172
707,707,2021-11-23,236.36962890625
708,708,2021-11-24,235.97120666503903
709,709,2021-11-26,233.89382934570312
710,710,2021-11-29,236.3506317138672
711,711,2021-11-30,231.3041534423828
712,712,2021-12-01,228.03152465820312
713,713,2021-12-02,232.8788299560547
714,714,2021-12-03,234.8424072265625
715,715,2021-12-06,230.47889709472656
716,716,2021-12-07,233.00216674804688
717,717,2021-12-08,227.28216552734372
718,718,2021-12-09,225.34703063964844
719,719,2021-12-10,225.9351348876953
720,720,2021-12-13,222.13128662109372
721,721,2021-12-14,223.1842193603516
722,722,2021-12-15,224.48377990722656
723,723,2021-12-16,213.2240447998047
724,724,2021-12-17,211.82960510253903
725,725,2021-12-20,207.9214324951172
726,726,2021-12-21,208.75621032714844
727,727,2021-12-22,206.5459747314453
728,728,2021-12-23,209.64784240722656
729,729,2021-12-27,212.5790100097656
730,730,2021-12-28,213.34735107421875
731,731,2021-12-29,216.20260620117188
732,732,2021-12-30,219.9875030517578
733,733,2021-12-31,219.5416412353516
734,734,2022-01-03,220.0254364013672
735,735,2022-01-04,222.13128662109372
