,Unnamed: 0,Date,TGT
736,736,2022-01-05,217.0942840576172
737,737,2022-01-06,219.45626831054688
738,738,2022-01-07,218.91555786132807
739,739,2022-01-10,215.7283172607422
740,740,2022-01-11,215.85162353515625
741,741,2022-01-12,212.92996215820312
742,742,2022-01-13,214.2200469970703
743,743,2022-01-14,210.01779174804688
744,744,2022-01-18,208.6992645263672
745,745,2022-01-19,212.33236694335935
746,746,2022-01-20,210.32135009765625
747,747,2022-01-21,206.0811309814453
748,748,2022-01-24,209.23997497558597
749,749,2022-01-25,203.64328002929688
750,750,2022-01-26,200.82598876953125
751,751,2022-01-27,201.27178955078125
752,752,2022-01-28,206.47955322265625
753,753,2022-01-31,209.09765625
754,754,2022-02-01,207.9593505859375
755,755,2022-02-02,206.4226226806641
756,756,2022-02-03,202.25836181640625
757,757,2022-02-04,203.03616333007807
758,758,2022-02-07,200.42755126953125
759,759,2022-02-08,202.0022125244141
760,760,2022-02-09,205.5025177001953
761,761,2022-02-10,202.84646606445312
762,762,2022-02-11,200.6836700439453
763,763,2022-02-14,197.8474273681641
764,764,2022-02-15,197.38058471679688
765,765,2022-02-16,197.98077392578125
766,766,2022-02-17,194.35096740722656
767,767,2022-02-18,194.72254943847656
768,768,2022-02-22,187.0628204345703
769,769,2022-02-23,180.9178771972656
770,770,2022-02-24,182.48985290527344
771,771,2022-02-25,189.79705810546875
772,772,2022-02-28,190.3210601806641
773,773,2022-03-01,209.05113220214844
774,774,2022-03-02,214.26239013671875
775,775,2022-03-03,213.2525634765625
776,776,2022-03-04,213.5002899169922
777,777,2022-03-07,201.05799865722656
778,778,2022-03-08,198.93345642089844
779,779,2022-03-09,205.78338623046875
780,780,2022-03-10,204.6210784912109
781,781,2022-03-11,197.1804962158203
782,782,2022-03-14,198.8858184814453
783,783,2022-03-15,205.1641387939453
784,784,2022-03-16,205.39279174804688
785,785,2022-03-17,210.19439697265625
786,786,2022-03-18,215.3580474853516
787,787,2022-03-21,212.4522857666016
788,788,2022-03-22,212.23318481445312
789,789,2022-03-23,206.4693298339844
790,790,2022-03-24,206.7741851806641
791,791,2022-03-25,208.2699279785156
792,792,2022-03-28,209.1368865966797
793,793,2022-03-29,212.38560485839844
794,794,2022-03-30,211.4615020751953
795,795,2022-03-31,202.1821746826172
796,796,2022-04-01,200.5816345214844
797,797,2022-04-04,204.2686004638672
798,798,2022-04-05,204.630615234375
799,799,2022-04-06,205.7262420654297
800,800,2022-04-07,217.39682006835935
801,801,2022-04-08,222.30322265625
802,802,2022-04-11,218.4638214111328
803,803,2022-04-12,220.39781188964844
804,804,2022-04-13,222.760498046875
805,805,2022-04-14,225.9806365966797
806,806,2022-04-18,228.0670623779297
807,807,2022-04-19,234.41204833984372
808,808,2022-04-20,237.52740478515625
809,809,2022-04-21,236.4317779541016
810,810,2022-04-22,230.24876403808597
811,811,2022-04-25,230.22970581054688
812,812,2022-04-26,225.3137359619141
813,813,2022-04-27,220.04530334472656
814,814,2022-04-28,225.20895385742188
815,815,2022-04-29,217.8350524902344
816,816,2022-05-02,218.91159057617188
817,817,2022-05-03,221.5410614013672
818,818,2022-05-04,226.1997528076172
819,819,2022-05-05,219.84524536132807
820,820,2022-05-06,214.55776977539065
821,821,2022-05-09,213.59552001953125
822,822,2022-05-10,208.74627685546875
823,823,2022-05-11,203.39212036132807
824,824,2022-05-12,206.9933319091797
825,825,2022-05-13,209.33697509765625
826,826,2022-05-16,208.87966918945312
827,827,2022-05-17,205.9427947998047
828,828,2022-05-18,154.60061645507812
829,829,2022-05-19,146.77537536621094
830,830,2022-05-20,148.62167358398438
831,831,2022-05-23,147.22500610351562
832,832,2022-05-24,143.44630432128906
833,833,2022-05-25,149.63571166992188
834,834,2022-05-26,156.12164306640625
835,835,2022-05-27,159.89076232910156
836,836,2022-05-31,154.85891723632812
837,837,2022-06-01,149.7313690185547
838,838,2022-06-02,153.93096923828125
839,839,2022-06-03,154.0553436279297
840,840,2022-06-06,152.74476623535156
841,841,2022-06-07,149.2147979736328
842,842,2022-06-08,149.90357971191406
843,843,2022-06-09,147.84683227539062
844,844,2022-06-10,143.178466796875
845,845,2022-06-13,138.52926635742188
846,846,2022-06-14,136.5107879638672
847,847,2022-06-15,141.04519653320312
848,848,2022-06-16,136.69253540039062
849,849,2022-06-17,133.2582550048828
850,850,2022-06-21,138.42401123046875
851,851,2022-06-22,134.70272827148438
852,852,2022-06-23,140.44252014160156
853,853,2022-06-24,143.8959197998047
854,854,2022-06-27,143.12107849121094
855,855,2022-06-28,138.25184631347656
856,856,2022-06-29,135.7454833984375
857,857,2022-06-30,135.10452270507812
858,858,2022-07-01,136.2046661376953
859,859,2022-07-05,139.39022827148438
860,860,2022-07-06,138.52926635742188
861,861,2022-07-07,143.45590209960938
862,862,2022-07-08,141.57135009765625
863,863,2022-07-11,140.04075622558594
864,864,2022-07-12,138.2901153564453
865,865,2022-07-13,139.1319122314453
866,866,2022-07-14,139.945068359375
867,867,2022-07-15,140.30859375
868,868,2022-07-18,142.88192749023438
869,869,2022-07-19,146.70843505859375
870,870,2022-07-20,149.7122344970703
871,871,2022-07-21,151.778564453125
872,872,2022-07-22,150.89846801757812
873,873,2022-07-25,150.6593017578125
874,874,2022-07-26,145.22564697265625
875,875,2022-07-27,147.89463806152344
876,876,2022-07-28,152.50559997558594
877,877,2022-07-29,156.2938690185547
878,878,2022-08-01,158.36972045898438
879,879,2022-08-02,156.3894805908203
880,880,2022-08-03,160.6369171142578
881,881,2022-08-04,159.33590698242188
882,882,2022-08-05,158.92459106445312
883,883,2022-08-08,159.7281494140625
884,884,2022-08-09,157.9583740234375
885,885,2022-08-10,162.31101989746094
886,886,2022-08-11,162.24407958984375
887,887,2022-08-12,164.9991455078125
888,888,2022-08-15,165.86968994140625
889,889,2022-08-16,173.45516967773438
890,890,2022-08-17,168.7864227294922
891,891,2022-08-18,166.58201599121094
892,892,2022-08-19,160.79666137695312
893,893,2022-08-22,155.90652465820312
894,894,2022-08-23,155.91616821289062
895,895,2022-08-24,157.03280639648438
896,896,2022-08-25,161.23947143554688
897,897,2022-08-26,154.61659240722656
898,898,2022-08-29,152.75875854492188
899,899,2022-08-30,154.7706298828125
900,900,2022-08-31,154.34707641601562
901,901,2022-09-01,158.6788787841797
902,902,2022-09-02,158.44786071777344
903,903,2022-09-06,157.46600341796875
904,904,2022-09-07,164.40647888183594
905,905,2022-09-08,165.47500610351562
906,906,2022-09-09,167.1595916748047
907,907,2022-09-12,167.35214233398438
908,908,2022-09-13,160.02655029296875
909,909,2022-09-14,159.19871520996094
910,910,2022-09-15,158.84254455566406
911,911,2022-09-16,157.9569091796875
912,912,2022-09-19,158.60186767578125
913,913,2022-09-20,154.04867553710938
914,914,2022-09-21,153.08604431152344
915,915,2022-09-22,147.242919921875
916,916,2022-09-23,146.90599060058594
917,917,2022-09-26,143.1517791748047
918,918,2022-09-27,142.9207305908203
919,919,2022-09-28,150.0441436767578
920,920,2022-09-29,146.11663818359375
921,921,2022-09-30,142.84373474121094
922,922,2022-10-03,146.11663818359375
923,923,2022-10-04,151.09341430664062
924,924,2022-10-05,150.56398010253906
925,925,2022-10-06,149.9286346435547
926,926,2022-10-07,146.64610290527344
927,927,2022-10-10,147.37770080566406
928,928,2022-10-11,148.72535705566406
929,929,2022-10-12,148.3980712890625
930,930,2022-10-13,148.35955810546875
931,931,2022-10-14,140.24464416503906
932,932,2022-10-17,143.6715850830078
933,933,2022-10-18,151.35333251953125
934,934,2022-10-19,149.58209228515625
935,935,2022-10-20,148.62908935546875
936,936,2022-10-21,153.2400665283203
937,937,2022-10-24,155.77175903320312
938,938,2022-10-25,159.60301208496094
939,939,2022-10-26,160.5367431640625
940,940,2022-10-27,160.66189575195312
941,941,2022-10-28,161.2587432861328
942,942,2022-10-31,158.11094665527344
943,943,2022-11-01,158.43821716308594
944,944,2022-11-02,154.21231079101562
945,945,2022-11-03,153.8272705078125
946,946,2022-11-04,153.6636199951172
947,947,2022-11-07,153.89463806152344
948,948,2022-11-08,155.5792236328125
949,949,2022-11-09,147.27178955078125
950,950,2022-11-10,158.236083984375
951,951,2022-11-11,166.84194946289062
952,952,2022-11-14,166.7841796875
953,953,2022-11-15,173.37107849121094
954,954,2022-11-16,150.5978546142578
955,955,2022-11-17,156.93289184570312
956,956,2022-11-18,157.775634765625
957,957,2022-11-21,153.06793212890625
958,958,2022-11-22,152.91294860839844
959,959,2022-11-23,158.28903198242188
960,960,2022-11-25,158.25994873046875
961,961,2022-11-28,160.18759155273438
962,962,2022-11-29,161.15623474121094
963,963,2022-11-30,161.83432006835938
964,964,2022-12-01,159.85826110839844
965,965,2022-12-02,159.01551818847656
966,966,2022-12-05,150.07476806640625
967,967,2022-12-06,150.19100952148438
968,968,2022-12-07,148.94142150878906
969,969,2022-12-08,149.3773193359375
970,970,2022-12-09,147.5078125
971,971,2022-12-12,145.3283233642578
972,972,2022-12-13,146.14198303222656
973,973,2022-12-14,147.7305908203125
974,974,2022-12-15,142.97445678710938
975,975,2022-12-16,141.8605194091797
976,976,2022-12-19,140.11691284179688
977,977,2022-12-20,138.76080322265625
978,978,2022-12-21,137.84056091308594
979,979,2022-12-22,136.92034912109375
980,980,2022-12-23,138.66392517089844
981,981,2022-12-27,140.9887237548828
982,982,2022-12-28,141.2308807373047
983,983,2022-12-29,143.7203369140625
984,984,2022-12-30,144.3693389892578
985,985,2023-01-03,146.9750518798828
986,986,2023-01-04,147.9340362548828
987,987,2023-01-05,149.42576599121094
988,988,2023-01-06,155.13116455078125
989,989,2023-01-09,151.4502716064453
990,990,2023-01-10,151.08216857910156
991,991,2023-01-11,153.98814392089844
992,992,2023-01-12,154.74371337890625
993,993,2023-01-13,159.4417266845703
994,994,2023-01-17,157.02008056640625
995,995,2023-01-18,155.7898712158203
996,996,2023-01-19,154.1140899658203
997,997,2023-01-20,157.1266326904297
998,998,2023-01-23,159.47079467773438
999,999,2023-01-24,158.4246368408203
1000,1000,2023-01-25,159.06394958496094
1001,1001,2023-01-26,161.79556274414062
1002,1002,2023-01-27,163.22918701171875
1003,1003,2023-01-30,163.39385986328125
1004,1004,2023-01-31,166.74542236328125
1005,1005,2023-02-01,171.53062438964844
1006,1006,2023-02-02,175.34716796875
1007,1007,2023-02-03,171.22064208984375
1008,1008,2023-02-06,168.3921661376953
1009,1009,2023-02-07,169.2833251953125
1010,1010,2023-02-08,166.40640258789062
1011,1011,2023-02-09,165.99954223632812
1012,1012,2023-02-10,164.69187927246094
1013,1013,2023-02-13,167.88845825195312
1014,1014,2023-02-14,166.84548950195312
1015,1015,2023-02-15,171.57293701171875
1016,1016,2023-02-16,170.13034057617188
1017,1017,2023-02-17,168.84368896484375
1018,1018,2023-02-21,162.02053833007812
1019,1019,2023-02-22,161.53318786621094
1020,1020,2023-02-23,161.3187255859375
1021,1021,2023-02-24,162.74185180664062
1022,1022,2023-02-27,162.59564208984375
1023,1023,2023-02-28,164.24293518066406
1024,1024,2023-03-01,158.2970428466797
1025,1025,2023-03-02,161.74761962890625
1026,1026,2023-03-03,161.8061065673828
1027,1027,2023-03-06,161.02630615234375
1028,1028,2023-03-07,158.70643615722656
1029,1029,2023-03-08,159.37901306152344
1030,1030,2023-03-09,156.58151245117188
1031,1031,2023-03-10,154.1836700439453
1032,1032,2023-03-13,153.93023681640625
1033,1033,2023-03-14,154.36886596679688
1034,1034,2023-03-15,155.1096649169922
1035,1035,2023-03-16,158.93063354492188
1036,1036,2023-03-17,155.3338623046875
1037,1037,2023-03-20,159.1158447265625
1038,1038,2023-03-21,158.59922790527344
1039,1039,2023-03-22,153.49160766601562
1040,1040,2023-03-23,152.17572021484375
1041,1041,2023-03-24,152.27317810058594
1042,1042,2023-03-27,155.35336303710938
1043,1043,2023-03-28,155.73348999023438
1044,1044,2023-03-29,154.11544799804688
1045,1045,2023-03-30,156.2208709716797
1046,1046,2023-03-31,161.44544982910156
1047,1047,2023-04-03,161.8645782470703
1048,1048,2023-04-04,161.85484313964844
1049,1049,2023-04-05,161.0653076171875
1050,1050,2023-04-06,161.39671325683594
1051,1051,2023-04-10,164.7303009033203
1052,1052,2023-04-11,165.29566955566406
1053,1053,2023-04-12,159.37901306152344
1054,1054,2023-04-13,159.14508056640625
1055,1055,2023-04-14,156.93243408203125
1056,1056,2023-04-17,158.5894775390625
1057,1057,2023-04-18,158.2970428466797
1058,1058,2023-04-19,158.40428161621094
1059,1059,2023-04-20,156.23062133789062
1060,1060,2023-04-21,158.08261108398438
1061,1061,2023-04-24,159.7981414794922
1062,1062,2023-04-25,153.62806701660156
1063,1063,2023-04-26,151.52264404296875
1064,1064,2023-04-27,154.15440368652344
1065,1065,2023-04-28,153.7645263671875
1066,1066,2023-05-01,153.15045166015625
1067,1067,2023-05-02,151.78582763671875
1068,1068,2023-05-03,150.6648712158203
1069,1069,2023-05-04,148.67642211914062
1070,1070,2023-05-05,152.35116577148438
1071,1071,2023-05-08,152.54611206054688
1072,1072,2023-05-09,153.44287109375
1073,1073,2023-05-10,153.74502563476562
1074,1074,2023-05-11,154.85623168945312
1075,1075,2023-05-12,153.9984588623047
1076,1076,2023-05-15,156.51329040527344
1077,1077,2023-05-16,153.9814453125
1078,1078,2023-05-17,157.9558563232422
1079,1079,2023-05-18,151.30238342285156
1080,1080,2023-05-19,149.43785095214844
1081,1081,2023-05-22,149.0747528076172
1082,1082,2023-05-23,144.41342163085938
1083,1083,2023-05-24,140.42919921875
1084,1084,2023-05-25,138.12306213378906
1085,1085,2023-05-26,136.33700561523438
1086,1086,2023-05-30,131.34202575683594
1087,1087,2023-05-31,128.48631286621094
1088,1088,2023-06-01,128.7120361328125
1089,1089,2023-06-02,130.7335968017578
1090,1090,2023-06-05,128.16249084472656
1091,1091,2023-06-06,130.22329711914062
1092,1092,2023-06-07,129.29103088378906
1093,1093,2023-06-08,128.8199920654297
1094,1094,2023-06-09,124.61985778808594
1095,1095,2023-06-12,124.119384765625
1096,1096,2023-06-13,126.3175811767578
1097,1097,2023-06-14,130.74339294433594
1098,1098,2023-06-15,135.26734924316406
1099,1099,2023-06-16,131.3125762939453
1100,1100,2023-06-20,130.242919921875
1101,1101,2023-06-21,130.7335968017578
1102,1102,2023-06-22,129.91908264160156
1103,1103,2023-06-23,129.36953735351562
1104,1104,2023-06-26,131.9897003173828
1105,1105,2023-06-27,130.03683471679688
1106,1106,2023-06-28,129.99758911132812
1107,1107,2023-06-29,130.42938232421875
1108,1108,2023-06-30,129.43821716308594
1109,1109,2023-07-03,132.3429718017578
1110,1110,2023-07-05,130.0760955810547
1111,1111,2023-07-06,128.39801025390625
1112,1112,2023-07-07,127.62276458740234
1113,1113,2023-07-10,129.28121948242188
1114,1114,2023-07-11,130.90040588378906
1115,1115,2023-07-12,130.42938232421875
1116,1116,2023-07-13,130.341064453125
1117,1117,2023-07-14,128.4765167236328
1118,1118,2023-07-17,127.58349609375
1119,1119,2023-07-18,128.36856079101562
1120,1120,2023-07-19,130.22329711914062
1121,1121,2023-07-20,132.12709045410156
1122,1122,2023-07-21,131.57754516601562
1123,1123,2023-07-24,132.88272094726562
1124,1124,2023-07-25,131.10650634765625
1125,1125,2023-07-26,131.96026611328125
1126,1126,2023-07-27,131.9897003173828
1127,1127,2023-07-28,132.48036193847656
1128,1128,2023-07-31,133.92294311523438
1129,1129,2023-08-01,130.5078887939453
1130,1130,2023-08-02,131.04762268066406
1131,1131,2023-08-03,130.2527313232422
1132,1132,2023-08-04,130.05645751953125
1133,1133,2023-08-07,129.47747802734375
1134,1134,2023-08-08,128.535400390625
1135,1135,2023-08-09,128.16249084472656
1136,1136,2023-08-10,128.4765167236328
1137,1137,2023-08-11,128.60409545898438
1138,1138,2023-08-14,127.0045166015625
1139,1139,2023-08-15,123.76803588867188
1140,1140,2023-08-16,127.43009948730467
1141,1141,2023-08-17,128.77615356445312
1142,1142,2023-08-18,129.86488342285156
1143,1143,2023-08-21,126.47994232177734
1144,1144,2023-08-22,123.65916442871094
1145,1145,2023-08-23,121.94689178466795
1146,1146,2023-08-24,122.82776641845705
1147,1147,2023-08-25,120.54145050048828
1148,1148,2023-08-28,122.16464233398438
1149,1149,2023-08-29,124.8666534423828
1150,1150,2023-08-30,125.64855194091795
1151,1151,2023-08-31,125.25265502929688
1152,1152,2023-09-01,124.23320770263672
1153,1153,2023-09-05,123.90660095214844
1154,1154,2023-09-06,122.44176483154295
1155,1155,2023-09-07,123.18408203125
1156,1156,2023-09-08,122.4219741821289
1157,1157,2023-09-11,121.41242980957033
1158,1158,2023-09-12,121.14520263671876
1159,1159,2023-09-13,121.66976928710938
1160,1160,2023-09-14,123.49089813232422
1161,1161,2023-09-15,121.78853607177734
1162,1162,2023-09-18,118.11656188964844
1163,1163,2023-09-19,118.93805694580078
1164,1164,2023-09-20,119.17560577392578
1165,1165,2023-09-21,116.11727905273438
1166,1166,2023-09-22,111.44566345214844
1167,1167,2023-09-25,111.1091537475586
1168,1168,2023-09-26,108.35765075683594
1169,1169,2023-09-27,108.61498260498048
1170,1170,2023-09-28,108.43682861328124
1171,1171,2023-09-29,109.4364776611328
1172,1172,2023-10-02,105.59625244140624
1173,1173,2023-10-03,106.06143951416016
1174,1174,2023-10-04,105.52696990966795
1175,1175,2023-10-05,104.0720443725586
1176,1176,2023-10-06,103.93347930908205
1177,1177,2023-10-09,104.67578887939452
1178,1178,2023-10-10,108.50611114501952
1179,1179,2023-10-11,107.87267303466795
1180,1180,2023-10-12,109.66412353515624
1181,1181,2023-10-13,110.83202362060548
1182,1182,2023-10-16,110.2480697631836
1183,1183,2023-10-17,111.40607452392578
1184,1184,2023-10-18,109.08016204833984
1185,1185,2023-10-19,107.24913024902344
1186,1186,2023-10-20,107.71431732177734
1187,1187,2023-10-23,106.31876373291016
1188,1188,2023-10-24,107.56584930419922
1189,1189,2023-10-25,109.22863006591795
1190,1190,2023-10-26,109.73340606689452
1191,1191,2023-10-27,106.13072204589844
1192,1192,2023-10-30,107.5559539794922
1193,1193,2023-10-31,109.65422058105467
1194,1194,2023-11-01,108.4170379638672
1195,1195,2023-11-02,109.9313507080078
1196,1196,2023-11-03,111.69309997558594
1197,1197,2023-11-06,109.91156005859376
1198,1198,2023-11-07,110.20848083496094
1199,1199,2023-11-08,108.7238540649414
1200,1200,2023-11-09,105.69522857666016
1201,1201,2023-11-10,107.21944427490234
1202,1202,2023-11-13,106.20000457763672
1203,1203,2023-11-14,110.79000091552734
1204,1204,2023-11-15,130.4600067138672
1205,1205,2023-11-16,129.94000244140625
1206,1206,2023-11-17,129.88999938964844
1207,1207,2023-11-20,129.64999389648438
1208,1208,2023-11-21,130.8000030517578
1209,1209,2023-11-22,130.5
1210,1210,2023-11-24,131.4600067138672
1211,1211,2023-11-27,131.3300018310547
1212,1212,2023-11-28,131.6699981689453
1213,1213,2023-11-29,131.32000732421875
1214,1214,2023-11-30,133.80999755859375
1215,1215,2023-12-01,134.77999877929688
1216,1216,2023-12-04,133.7100067138672
1217,1217,2023-12-05,132.8800048828125
1218,1218,2023-12-06,133.3800048828125
1219,1219,2023-12-07,135.19000244140625
1220,1220,2023-12-08,135.19000244140625
1221,1221,2023-12-11,136.75999450683594
1222,1222,2023-12-12,135.66000366210938
1223,1223,2023-12-13,138.3800048828125
1224,1224,2023-12-14,141.13999938964844
1225,1225,2023-12-15,138.3699951171875
1226,1226,2023-12-18,137.72000122070312
1227,1227,2023-12-19,139.5800018310547
1228,1228,2023-12-20,136.89999389648438
1229,1229,2023-12-21,139.3699951171875
1230,1230,2023-12-22,140.1999969482422
1231,1231,2023-12-26,141.02999877929688
1232,1232,2023-12-27,142.3800048828125
1233,1233,2023-12-28,142.5399932861328
1234,1234,2023-12-29,142.4199981689453
1235,1235,2024-01-02,143.10000610351562
1236,1236,2024-01-03,138.6699981689453
1237,1237,2024-01-04,140.25
1238,1238,2024-01-05,140.75
1239,1239,2024-01-08,141.72999572753906
1240,1240,2024-01-09,143.77000427246094
1241,1241,2024-01-10,144.08999633789062
1242,1242,2024-01-11,142.02000427246094
1243,1243,2024-01-12,140.91000366210938
1244,1244,2024-01-16,141.07000732421875
1245,1245,2024-01-17,138.74000549316406
1246,1246,2024-01-18,137.39999389648438
1247,1247,2024-01-19,138.13999938964844
1248,1248,2024-01-22,140.36000061035156
1249,1249,2024-01-23,140.8800048828125
1250,1250,2024-01-24,139.1999969482422
1251,1251,2024-01-25,142.17999267578125
1252,1252,2024-01-26,142.52999877929688
1253,1253,2024-01-29,141.52000427246094
1254,1254,2024-01-30,140.52000427246094
1255,1255,2024-01-31,139.0800018310547
1256,1256,2024-02-01,144.4199981689453
1257,1257,2024-02-02,145.49000549316406
1258,1258,2024-02-05,142.0500030517578
