,Unnamed: 0,Date,ROL
0,0,2019-02-05,23.63547706604004
1,1,2019-02-06,23.47853660583496
2,2,2019-02-07,23.610370635986328
3,3,2019-02-08,23.83384895324707
4,4,2019-02-11,24.098249435424805
5,5,2019-02-12,24.53892135620117
6,6,2019-02-13,24.78444099426269
7,7,2019-02-14,24.979591369628903
8,8,2019-02-15,25.250288009643555
9,9,2019-02-19,24.998470306396484
10,10,2019-02-20,24.77184295654297
11,11,2019-02-21,24.941818237304688
12,12,2019-02-22,24.822208404541016
13,13,2019-02-25,24.658531188964844
14,14,2019-02-26,24.65222930908203
15,15,2019-02-27,24.734073638916016
16,16,2019-02-28,24.96699905395508
17,17,2019-03-01,25.042543411254883
18,18,2019-03-04,25.369895935058597
19,19,2019-03-05,25.344711303710938
20,20,2019-03-06,25.313241958618164
21,21,2019-03-07,25.16215133666992
22,22,2019-03-08,25.250288009643555
23,23,2019-03-11,25.62170791625977
24,24,2019-03-12,25.609113693237305
25,25,2019-03-13,25.842039108276367
26,26,2019-03-14,25.823150634765625
27,27,2019-03-15,25.470617294311523
28,28,2019-03-18,25.80426597595215
29,29,2019-03-19,25.70354461669922
30,30,2019-03-20,25.52727699279785
31,31,2019-03-21,25.86722183227539
32,32,2019-03-22,25.42026138305664
33,33,2019-03-25,25.53986930847168
34,34,2019-03-26,25.80426597595215
35,35,2019-03-27,25.942766189575195
36,36,2019-03-28,26.24493408203125
37,37,2019-03-29,26.200870513916016
38,38,2019-04-01,26.414905548095703
39,39,2019-04-02,26.35824966430664
40,40,2019-04-03,26.540809631347656
41,41,2019-04-04,26.2512321472168
42,42,2019-04-05,26.27641487121582
43,43,2019-04-08,26.32047462463379
44,44,2019-04-09,26.232341766357425
45,45,2019-04-10,26.339365005493164
46,46,2019-04-11,26.698190689086918
47,47,2019-04-12,27.02554702758789
48,48,2019-04-15,27.107385635375977
49,49,2019-04-16,27.164043426513672
50,50,2019-04-17,27.038143157958984
51,51,2019-04-18,27.258472442626957
52,52,2019-04-22,27.3529052734375
53,53,2019-04-23,27.54176139831543
54,54,2019-04-24,24.77184295654297
55,55,2019-04-25,24.620758056640625
56,56,2019-04-26,24.61446762084961
57,57,2019-04-29,24.488561630249023
58,58,2019-04-30,24.343765258789062
59,59,2019-05-01,23.380598068237305
60,60,2019-05-02,23.61981010437012
61,61,2019-05-03,23.83384895324707
62,62,2019-05-06,23.651290893554688
63,63,2019-05-07,23.13507652282715
64,64,2019-05-08,23.12248420715332
65,65,2019-05-09,23.030948638916016
66,66,2019-05-10,23.005691528320312
67,67,2019-05-13,22.53850746154785
68,68,2019-05-14,22.80997657775879
69,69,2019-05-15,22.929929733276367
70,70,2019-05-16,23.296104431152344
71,71,2019-05-17,23.28347587585449
72,72,2019-05-20,23.371864318847656
73,73,2019-05-21,23.700157165527344
74,74,2019-05-22,23.67490005493164
75,75,2019-05-23,23.270849227905277
76,76,2019-05-24,23.378175735473636
77,77,2019-05-28,23.094074249267575
78,78,2019-05-29,23.30873107910156
79,79,2019-05-30,23.820106506347656
80,80,2019-05-31,23.71909713745117
81,81,2019-06-03,23.561260223388672
82,82,2019-06-04,23.971628189086918
83,83,2019-06-05,23.9842586517334
84,84,2019-06-06,23.971628189086918
85,85,2019-06-07,24.29991912841797
86,86,2019-06-10,24.129457473754883
87,87,2019-06-11,23.700157165527344
88,88,2019-06-12,23.857988357543945
89,89,2019-06-13,23.832733154296875
90,90,2019-06-14,23.76959991455078
91,91,2019-06-17,23.662277221679688
92,92,2019-06-18,23.79485511779785
93,93,2019-06-19,23.89586639404297
94,94,2019-06-20,23.971628189086918
95,95,2019-06-21,23.72540855407715
96,96,2019-06-24,23.138273239135746
97,97,2019-06-25,23.131956100463867
98,98,2019-06-26,22.35542297363281
99,99,2019-06-27,23.12564468383789
100,100,2019-06-28,22.645830154418945
101,101,2019-07-01,22.879425048828125
102,102,2019-07-02,23.157211303710938
103,103,2019-07-03,23.397119522094727
104,104,2019-07-05,23.479188919067383
105,105,2019-07-08,23.397119522094727
106,106,2019-07-09,23.371864318847656
107,107,2019-07-10,23.50444602966309
108,108,2019-07-11,23.529695510864254
109,109,2019-07-12,23.649646759033203
110,110,2019-07-15,23.782224655151367
111,111,2019-07-16,23.84536361694336
112,112,2019-07-17,23.864301681518555
113,113,2019-07-18,23.92743492126465
114,114,2019-07-19,23.87692642211914
115,115,2019-07-22,24.009506225585938
116,116,2019-07-23,24.085264205932617
117,117,2019-07-24,21.566255569458008
118,118,2019-07-25,21.47787094116211
119,119,2019-07-26,21.62939071655273
120,120,2019-07-29,21.38948631286621
121,121,2019-07-30,21.471559524536133
122,122,2019-07-31,21.168516159057617
123,123,2019-08-01,20.87810516357422
124,124,2019-08-02,20.840221405029297
125,125,2019-08-05,20.29728126525879
126,126,2019-08-06,20.524559020996094
127,127,2019-08-07,20.657140731811523
128,128,2019-08-08,21.03398704528809
129,129,2019-08-09,20.856651306152344
130,130,2019-08-12,20.58430290222168
131,131,2019-08-13,20.62230491638184
132,132,2019-08-14,20.39429473876953
133,133,2019-08-15,20.6159725189209
134,134,2019-08-16,20.93264961242676
135,135,2019-08-19,21.059329986572266
136,136,2019-08-20,21.0023250579834
