,Unnamed: 0,Date,UAL
0,0,2019-02-05,89.45999908447266
1,1,2019-02-06,89.75
2,2,2019-02-07,87.86000061035156
3,3,2019-02-08,88.16999816894531
4,4,2019-02-11,89.1500015258789
5,5,2019-02-12,87.97000122070312
6,6,2019-02-13,88.58000183105469
7,7,2019-02-14,88.1500015258789
8,8,2019-02-15,88.30999755859375
9,9,2019-02-19,89.23999786376953
10,10,2019-02-20,88.5
11,11,2019-02-21,88.83999633789062
12,12,2019-02-22,89.43000030517578
13,13,2019-02-25,89.58000183105469
14,14,2019-02-26,89.52999877929688
15,15,2019-02-27,87.5999984741211
16,16,2019-02-28,87.80999755859375
17,17,2019-03-01,86.91999816894531
18,18,2019-03-04,84.30999755859375
19,19,2019-03-05,85.05000305175781
20,20,2019-03-06,84.33000183105469
21,21,2019-03-07,82.61000061035156
22,22,2019-03-08,82.4000015258789
23,23,2019-03-11,82.37999725341797
24,24,2019-03-12,79.8499984741211
25,25,2019-03-13,81.20999908447266
26,26,2019-03-14,81.48999786376953
27,27,2019-03-15,81.69000244140625
28,28,2019-03-18,80.7300033569336
29,29,2019-03-19,81.33999633789062
30,30,2019-03-20,79.83000183105469
31,31,2019-03-21,81.0
32,32,2019-03-22,79.62999725341797
33,33,2019-03-25,78.12000274658203
34,34,2019-03-26,77.48999786376953
35,35,2019-03-27,78.52999877929688
36,36,2019-03-28,78.5999984741211
37,37,2019-03-29,79.77999877929688
38,38,2019-04-01,80.87000274658203
39,39,2019-04-02,82.7699966430664
40,40,2019-04-03,84.19999694824219
41,41,2019-04-04,84.63999938964844
42,42,2019-04-05,84.91000366210938
43,43,2019-04-08,84.58000183105469
44,44,2019-04-09,84.25
45,45,2019-04-10,84.5199966430664
46,46,2019-04-11,85.75
47,47,2019-04-12,85.48999786376953
48,48,2019-04-15,84.5199966430664
49,49,2019-04-16,85.16999816894531
50,50,2019-04-17,89.23999786376953
51,51,2019-04-18,88.27999877929688
52,52,2019-04-22,87.55999755859375
53,53,2019-04-23,87.97000122070312
54,54,2019-04-24,88.02999877929688
55,55,2019-04-25,86.86000061035156
56,56,2019-04-26,87.94000244140625
57,57,2019-04-29,89.61000061035156
58,58,2019-04-30,88.86000061035156
59,59,2019-05-01,87.94000244140625
60,60,2019-05-02,88.30999755859375
61,61,2019-05-03,88.5
62,62,2019-05-06,87.79000091552734
63,63,2019-05-07,85.68000030517578
64,64,2019-05-08,84.63999938964844
65,65,2019-05-09,84.12000274658203
66,66,2019-05-10,84.79000091552734
67,67,2019-05-13,82.06999969482422
68,68,2019-05-14,83.44999694824219
69,69,2019-05-15,82.3499984741211
70,70,2019-05-16,82.58000183105469
71,71,2019-05-17,81.5
72,72,2019-05-20,81.73999786376953
73,73,2019-05-21,82.97000122070312
74,74,2019-05-22,81.87999725341797
75,75,2019-05-23,80.91000366210938
76,76,2019-05-24,80.79000091552734
