,Unnamed: 0,Date,AMD
158,158,2019-09-20,30.049999237060547
159,159,2019-09-23,30.63999938964844
160,160,2019-09-24,29.520000457763672
161,161,2019-09-25,29.540000915527344
162,162,2019-09-26,29.46999931335449
163,163,2019-09-27,28.71999931335449
164,164,2019-09-30,28.989999771118164
165,165,2019-10-01,28.76000022888184
166,166,2019-10-02,28.309999465942383
167,167,2019-10-03,28.68000030517578
168,168,2019-10-04,29.01000022888184
169,169,2019-10-07,28.93000030517578
170,170,2019-10-08,28.229999542236328
171,171,2019-10-09,28.459999084472656
172,172,2019-10-10,28.3799991607666
173,173,2019-10-11,29.75
174,174,2019-10-14,30.530000686645508
175,175,2019-10-15,30.71999931335449
176,176,2019-10-16,30.809999465942383
177,177,2019-10-17,31.13999938964844
178,178,2019-10-18,30.96999931335449
179,179,2019-10-21,32.029998779296875
180,180,2019-10-22,31.51000022888184
181,181,2019-10-23,31.36000061035156
182,182,2019-10-24,31.71999931335449
183,183,2019-10-25,32.709999084472656
184,184,2019-10-28,33.689998626708984
185,185,2019-10-29,33.029998779296875
186,186,2019-10-30,33.130001068115234
187,187,2019-10-31,33.93000030517578
188,188,2019-11-01,34.88999938964844
189,189,2019-11-04,36.290000915527344
190,190,2019-11-05,36.150001525878906
191,191,2019-11-06,35.93000030517578
192,192,2019-11-07,36.27999877929688
193,193,2019-11-08,36.290000915527344
194,194,2019-11-11,36.310001373291016
195,195,2019-11-12,36.709999084472656
196,196,2019-11-13,37.52000045776367
197,197,2019-11-14,38.34999847412109
198,198,2019-11-15,38.560001373291016
199,199,2019-11-18,39.880001068115234
200,200,2019-11-19,41.290000915527344
201,201,2019-11-20,40.97999954223633
202,202,2019-11-21,39.52000045776367
203,203,2019-11-22,39.150001525878906
204,204,2019-11-25,39.790000915527344
205,205,2019-11-26,38.9900016784668
206,206,2019-11-27,39.40999984741211
207,207,2019-11-29,39.150001525878906
208,208,2019-12-02,38.72999954223633
209,209,2019-12-03,38.900001525878906
210,210,2019-12-04,39.68999862670898
211,211,2019-12-05,39.619998931884766
212,212,2019-12-06,39.630001068115234
213,213,2019-12-09,38.93000030517578
214,214,2019-12-10,39.43999862670898
215,215,2019-12-11,39.470001220703125
216,216,2019-12-12,42.59000015258789
217,217,2019-12-13,41.150001525878906
218,218,2019-12-16,42.34999847412109
219,219,2019-12-17,42.77000045776367
220,220,2019-12-18,42.29999923706055
221,221,2019-12-19,42.83000183105469
222,222,2019-12-20,44.150001525878906
223,223,2019-12-23,45.459999084472656
224,224,2019-12-24,46.540000915527344
225,225,2019-12-26,46.630001068115234
226,226,2019-12-27,46.18000030517578
227,227,2019-12-30,45.52000045776367
228,228,2019-12-31,45.86000061035156
229,229,2020-01-02,49.09999847412109
230,230,2020-01-03,48.59999847412109
231,231,2020-01-06,48.38999938964844
232,232,2020-01-07,48.25
233,233,2020-01-08,47.83000183105469
234,234,2020-01-09,48.970001220703125
235,235,2020-01-10,48.16999816894531
236,236,2020-01-13,48.75
237,237,2020-01-14,48.209999084472656
238,238,2020-01-15,48.54999923706055
239,239,2020-01-16,49.77000045776367
240,240,2020-01-17,50.93000030517578
241,241,2020-01-21,51.04999923706055
242,242,2020-01-22,51.43000030517578
243,243,2020-01-23,51.709999084472656
244,244,2020-01-24,50.34999847412109
245,245,2020-01-27,49.2599983215332
246,246,2020-01-28,50.52999877929688
247,247,2020-01-29,47.5099983215332
248,248,2020-01-30,48.77999877929688
249,249,2020-01-31,47.0
250,250,2020-02-03,48.02000045776367
251,251,2020-02-04,49.45000076293945
252,252,2020-02-05,49.84000015258789
253,253,2020-02-06,49.31999969482422
254,254,2020-02-07,49.72999954223633
255,255,2020-02-10,52.2599983215332
256,256,2020-02-11,53.79999923706055
257,257,2020-02-12,53.88999938964844
258,258,2020-02-13,54.52999877929688
259,259,2020-02-14,55.310001373291016
260,260,2020-02-18,56.88999938964844
261,261,2020-02-19,58.900001525878906
262,262,2020-02-20,57.27000045776367
263,263,2020-02-21,53.27999877929688
264,264,2020-02-24,49.119998931884766
265,265,2020-02-25,47.56999969482422
266,266,2020-02-26,47.4900016784668
267,267,2020-02-27,44.0099983215332
268,268,2020-02-28,45.47999954223633
269,269,2020-03-02,47.459999084472656
270,270,2020-03-03,46.75
271,271,2020-03-04,50.11000061035156
272,272,2020-03-05,48.11000061035156
273,273,2020-03-06,48.59000015258789
274,274,2020-03-09,43.27000045776367
275,275,2020-03-10,45.380001068115234
276,276,2020-03-11,45.70000076293945
277,277,2020-03-12,39.0099983215332
278,278,2020-03-13,43.900001525878906
279,279,2020-03-16,38.709999084472656
280,280,2020-03-17,41.880001068115234
281,281,2020-03-18,39.119998931884766
282,282,2020-03-19,39.81999969482422
283,283,2020-03-20,39.61000061035156
284,284,2020-03-23,41.63999938964844
285,285,2020-03-24,46.220001220703125
286,286,2020-03-25,44.630001068115234
287,287,2020-03-26,47.5
288,288,2020-03-27,46.58000183105469
289,289,2020-03-30,47.86000061035156
290,290,2020-03-31,45.47999954223633
291,291,2020-04-01,43.65999984741211
292,292,2020-04-02,44.4900016784668
293,293,2020-04-03,42.59000015258789
294,294,2020-04-06,47.52000045776367
295,295,2020-04-07,47.560001373291016
296,296,2020-04-08,48.790000915527344
297,297,2020-04-09,48.380001068115234
298,298,2020-04-13,50.93999862670898
299,299,2020-04-14,54.93000030517578
300,300,2020-04-15,54.9900016784668
301,301,2020-04-16,56.95000076293945
302,302,2020-04-17,56.59999847412109
303,303,2020-04-20,56.970001220703125
304,304,2020-04-21,52.91999816894531
305,305,2020-04-22,55.91999816894531
306,306,2020-04-23,55.900001525878906
307,307,2020-04-24,56.18000030517578
308,308,2020-04-27,56.4900016784668
309,309,2020-04-28,55.5099983215332
310,310,2020-04-29,53.65999984741211
311,311,2020-04-30,52.38999938964844
312,312,2020-05-01,49.880001068115234
313,313,2020-05-04,52.560001373291016
314,314,2020-05-05,52.18999862670898
315,315,2020-05-06,52.15999984741211
316,316,2020-05-07,51.95000076293945
317,317,2020-05-08,53.18999862670898
318,318,2020-05-11,55.7400016784668
319,319,2020-05-12,53.7599983215332
320,320,2020-05-13,52.18000030517578
321,321,2020-05-14,54.5099983215332
322,322,2020-05-15,54.20000076293945
323,323,2020-05-18,54.59000015258789
324,324,2020-05-19,55.470001220703125
325,325,2020-05-20,56.38999938964844
326,326,2020-05-21,54.650001525878906
327,327,2020-05-22,55.16999816894531
328,328,2020-05-26,53.18999862670898
329,329,2020-05-27,52.7400016784668
330,330,2020-05-28,51.7400016784668
331,331,2020-05-29,53.79999923706055
332,332,2020-06-01,53.630001068115234
333,333,2020-06-02,53.540000915527344
334,334,2020-06-03,52.72999954223633
335,335,2020-06-04,52.630001068115234
336,336,2020-06-05,53.09999847412109
337,337,2020-06-08,52.970001220703125
338,338,2020-06-09,56.38999938964844
339,339,2020-06-10,57.43999862670898
340,340,2020-06-11,52.83000183105469
341,341,2020-06-12,53.5
342,342,2020-06-15,54.68000030517578
343,343,2020-06-16,54.459999084472656
344,344,2020-06-17,54.54999923706055
345,345,2020-06-18,54.040000915527344
346,346,2020-06-19,54.22999954223633
347,347,2020-06-22,54.7599983215332
348,348,2020-06-23,53.9900016784668
349,349,2020-06-24,52.38999938964844
350,350,2020-06-25,51.93000030517578
351,351,2020-06-26,50.09999847412109
352,352,2020-06-29,50.27999877929688
353,353,2020-06-30,52.61000061035156
354,354,2020-07-01,52.58000183105469
355,355,2020-07-02,52.34000015258789
356,356,2020-07-06,53.400001525878906
357,357,2020-07-07,52.93000030517578
358,358,2020-07-08,53.43000030517578
359,359,2020-07-09,57.2599983215332
360,360,2020-07-10,55.880001068115234
361,361,2020-07-13,53.59000015258789
362,362,2020-07-14,54.720001220703125
363,363,2020-07-15,55.34000015258789
364,364,2020-07-16,54.91999816894531
365,365,2020-07-17,55.040000915527344
366,366,2020-07-20,57.459999084472656
367,367,2020-07-21,57.0
368,368,2020-07-22,61.790000915527344
369,369,2020-07-23,59.56999969482422
370,370,2020-07-24,69.4000015258789
371,371,2020-07-27,68.97000122070312
372,372,2020-07-28,67.61000061035156
373,373,2020-07-29,76.08999633789062
374,374,2020-07-30,78.19999694824219
375,375,2020-07-31,77.43000030517578
376,376,2020-08-03,77.66999816894531
377,377,2020-08-04,85.04000091552734
378,378,2020-08-05,85.30999755859375
379,379,2020-08-06,86.70999908447266
380,380,2020-08-07,84.8499984741211
381,381,2020-08-10,82.23999786376953
382,382,2020-08-11,76.87999725341797
383,383,2020-08-12,82.61000061035156
384,384,2020-08-13,81.83999633789062
385,385,2020-08-14,81.30000305175781
386,386,2020-08-17,82.41999816894531
387,387,2020-08-18,81.66000366210938
388,388,2020-08-19,81.08999633789062
389,389,2020-08-20,82.7699966430664
390,390,2020-08-21,83.80999755859375
391,391,2020-08-24,83.08000183105469
392,392,2020-08-25,86.3499984741211
393,393,2020-08-26,86.0199966430664
394,394,2020-08-27,83.80000305175781
395,395,2020-08-28,85.55000305175781
396,396,2020-08-31,90.81999969482422
397,397,2020-09-01,92.18000030517578
398,398,2020-09-02,90.22000122070312
399,399,2020-09-03,82.54000091552734
400,400,2020-09-04,82.01000213623047
401,401,2020-09-08,78.69000244140625
402,402,2020-09-09,81.91000366210938
403,403,2020-09-10,78.9800033569336
404,404,2020-09-11,76.33999633789062
405,405,2020-09-14,77.9000015258789
406,406,2020-09-15,78.93000030517578
407,407,2020-09-16,76.66000366210938
408,408,2020-09-17,76.55000305175781
409,409,2020-09-18,74.93000030517578
410,410,2020-09-21,77.94000244140625
411,411,2020-09-22,77.69999694824219
412,412,2020-09-23,74.7300033569336
413,413,2020-09-24,75.81999969482422
414,414,2020-09-25,78.05999755859375
415,415,2020-09-28,79.4800033569336
416,416,2020-09-29,81.7699966430664
417,417,2020-09-30,81.98999786376953
418,418,2020-10-01,84.86000061035156
419,419,2020-10-02,81.80000305175781
420,420,2020-10-05,86.1500015258789
421,421,2020-10-06,84.4800033569336
422,422,2020-10-07,86.69000244140625
423,423,2020-10-08,86.51000213623047
424,424,2020-10-09,83.0999984741211
425,425,2020-10-12,84.29000091552734
426,426,2020-10-13,85.27999877929688
427,427,2020-10-14,84.20999908447266
428,428,2020-10-15,83.12999725341797
429,429,2020-10-16,83.16999816894531
430,430,2020-10-19,82.0
431,431,2020-10-20,81.55999755859375
432,432,2020-10-21,79.19999694824219
433,433,2020-10-22,79.41999816894531
434,434,2020-10-23,81.95999908447266
435,435,2020-10-26,82.2300033569336
436,436,2020-10-27,78.87999725341797
437,437,2020-10-28,76.4000015258789
438,438,2020-10-29,78.0199966430664
439,439,2020-10-30,75.29000091552734
440,440,2020-11-02,74.69999694824219
441,441,2020-11-03,76.58000183105469
442,442,2020-11-04,81.3499984741211
443,443,2020-11-05,83.0
444,444,2020-11-06,85.87999725341797
445,445,2020-11-09,83.12000274658203
446,446,2020-11-10,77.98999786376953
447,447,2020-11-11,81.27999877929688
448,448,2020-11-12,81.83999633789062
449,449,2020-11-13,81.43000030517578
450,450,2020-11-16,83.7300033569336
451,451,2020-11-17,83.36000061035156
452,452,2020-11-18,82.54000091552734
453,453,2020-11-19,85.54000091552734
454,454,2020-11-20,84.63999938964844
455,455,2020-11-23,85.30999755859375
456,456,2020-11-24,85.06999969482422
457,457,2020-11-25,86.70999908447266
458,458,2020-11-27,87.19000244140625
459,459,2020-11-30,92.66000366210938
460,460,2020-12-01,92.62999725341795
461,461,2020-12-02,93.73999786376952
462,462,2020-12-03,92.30999755859376
463,463,2020-12-04,94.04000091552734
464,464,2020-12-07,94.06999969482422
465,465,2020-12-08,92.91999816894533
466,466,2020-12-09,89.83000183105469
467,467,2020-12-10,91.66000366210938
468,468,2020-12-11,91.6500015258789
469,469,2020-12-14,94.77999877929688
470,470,2020-12-15,97.12000274658205
471,471,2020-12-16,96.8499984741211
472,472,2020-12-17,96.83999633789062
473,473,2020-12-18,95.91999816894533
474,474,2020-12-21,93.2300033569336
475,475,2020-12-22,93.16000366210938
476,476,2020-12-23,91.5500030517578
477,477,2020-12-24,91.80999755859376
478,478,2020-12-28,91.5999984741211
479,479,2020-12-29,90.62000274658205
480,480,2020-12-30,92.29000091552734
481,481,2020-12-31,91.70999908447266
482,482,2021-01-04,92.3000030517578
483,483,2021-01-05,92.7699966430664
484,484,2021-01-06,90.33000183105467
485,485,2021-01-07,95.16000366210938
486,486,2021-01-08,94.58000183105467
487,487,2021-01-11,97.25
488,488,2021-01-12,95.36000061035156
489,489,2021-01-13,91.77999877929688
490,490,2021-01-14,90.79000091552734
491,491,2021-01-15,88.20999908447266
492,492,2021-01-19,89.44999694824219
493,493,2021-01-20,88.75
494,494,2021-01-21,91.52999877929688
495,495,2021-01-22,92.79000091552734
496,496,2021-01-25,94.12999725341795
497,497,2021-01-26,94.70999908447266
498,498,2021-01-27,88.83999633789062
499,499,2021-01-28,87.5199966430664
500,500,2021-01-29,85.63999938964844
501,501,2021-02-01,87.66000366210938
502,502,2021-02-02,88.86000061035156
503,503,2021-02-03,87.88999938964844
504,504,2021-02-04,87.83999633789062
505,505,2021-02-05,87.9000015258789
506,506,2021-02-08,91.47000122070312
507,507,2021-02-09,90.91000366210938
508,508,2021-02-10,92.3499984741211
509,509,2021-02-11,92.66000366210938
510,510,2021-02-12,93.7699966430664
511,511,2021-02-16,91.45999908447266
512,512,2021-02-17,89.94000244140625
513,513,2021-02-18,88.63999938964844
514,514,2021-02-19,89.58000183105469
515,515,2021-02-22,85.37000274658203
516,516,2021-02-23,84.73999786376953
517,517,2021-02-24,86.94000244140625
518,518,2021-02-25,82.41999816894531
519,519,2021-02-26,84.51000213623047
520,520,2021-03-01,86.38999938964844
521,521,2021-03-02,84.12999725341797
522,522,2021-03-03,80.86000061035156
523,523,2021-03-04,77.75
524,524,2021-03-05,78.5199966430664
525,525,2021-03-08,73.95999908447266
526,526,2021-03-09,78.52999877929688
527,527,2021-03-10,77.5199966430664
528,528,2021-03-11,81.2300033569336
529,529,2021-03-12,81.05000305175781
530,530,2021-03-15,82.5
531,531,2021-03-16,82.75
532,532,2021-03-17,82.62999725341797
533,533,2021-03-18,78.12000274658203
534,534,2021-03-19,79.05999755859375
535,535,2021-03-22,80.30000305175781
536,536,2021-03-23,78.37999725341797
537,537,2021-03-24,76.4800033569336
538,538,2021-03-25,76.22000122070312
539,539,2021-03-26,77.41000366210938
540,540,2021-03-29,77.13999938964844
541,541,2021-03-30,76.0
542,542,2021-03-31,78.5
543,543,2021-04-01,81.08999633789062
544,544,2021-04-05,81.43000030517578
545,545,2021-04-06,81.44000244140625
546,546,2021-04-07,82.19999694824219
547,547,2021-04-08,83.3499984741211
548,548,2021-04-09,82.76000213623047
549,549,2021-04-12,78.58000183105469
550,550,2021-04-13,80.19000244140625
551,551,2021-04-14,78.55000305175781
552,552,2021-04-15,83.01000213623047
553,553,2021-04-16,82.1500015258789
554,554,2021-04-19,81.11000061035156
555,555,2021-04-20,79.2699966430664
556,556,2021-04-21,81.61000061035156
557,557,2021-04-22,79.05999755859375
558,558,2021-04-23,82.76000213623047
559,559,2021-04-26,85.41000366210938
560,560,2021-04-27,85.20999908447266
561,561,2021-04-28,84.0199966430664
562,562,2021-04-29,83.91000366210938
563,563,2021-04-30,81.62000274658203
564,564,2021-05-03,78.55000305175781
565,565,2021-05-04,78.61000061035156
566,566,2021-05-05,77.83000183105469
567,567,2021-05-06,77.88999938964844
568,568,2021-05-07,78.80999755859375
569,569,2021-05-10,75.98999786376953
570,570,2021-05-11,76.83000183105469
571,571,2021-05-12,74.63999938964844
572,572,2021-05-13,73.08999633789062
573,573,2021-05-14,74.58999633789062
574,574,2021-05-17,74.6500015258789
575,575,2021-05-18,74.44000244140625
576,576,2021-05-19,76.2300033569336
577,577,2021-05-20,78.05999755859375
578,578,2021-05-21,77.16999816894531
579,579,2021-05-24,77.44000244140625
580,580,2021-05-25,77.86000061035156
581,581,2021-05-26,78.33999633789062
582,582,2021-05-27,78.41999816894531
583,583,2021-05-28,80.08000183105469
584,584,2021-06-01,80.80999755859375
585,585,2021-06-02,81.97000122070312
586,586,2021-06-03,80.27999877929688
587,587,2021-06-04,81.58000183105469
588,588,2021-06-07,81.3499984741211
589,589,2021-06-08,80.88999938964844
590,590,2021-06-09,79.95999908447266
591,591,2021-06-10,81.55999755859375
592,592,2021-06-11,81.30999755859375
593,593,2021-06-14,81.55000305175781
594,594,2021-06-15,80.47000122070312
595,595,2021-06-16,80.11000061035156
596,596,2021-06-17,84.55999755859375
597,597,2021-06-18,84.6500015258789
598,598,2021-06-21,82.58999633789062
599,599,2021-06-22,83.58000183105469
600,600,2021-06-23,83.81999969482422
601,601,2021-06-24,86.0999984741211
602,602,2021-06-25,85.62000274658203
603,603,2021-06-28,87.08000183105469
604,604,2021-06-29,89.5199966430664
605,605,2021-06-30,93.93000030517578
606,606,2021-07-01,93.30999755859376
607,607,2021-07-02,94.6999969482422
608,608,2021-07-06,94.47000122070312
609,609,2021-07-07,90.54000091552734
610,610,2021-07-08,89.73999786376953
611,611,2021-07-09,90.9000015258789
612,612,2021-07-12,90.80999755859376
613,613,2021-07-13,90.26000213623048
614,614,2021-07-14,89.05000305175781
615,615,2021-07-15,86.93000030517578
616,616,2021-07-16,85.88999938964844
617,617,2021-07-19,86.58000183105469
618,618,2021-07-20,87.11000061035156
619,619,2021-07-21,89.41000366210938
620,620,2021-07-22,91.20999908447266
621,621,2021-07-23,92.1500015258789
622,622,2021-07-26,91.81999969482422
623,623,2021-07-27,91.02999877929688
624,624,2021-07-28,97.93000030517578
625,625,2021-07-29,102.9499969482422
626,626,2021-07-30,106.19000244140624
627,627,2021-08-02,108.62999725341795
628,628,2021-08-03,112.55999755859376
629,629,2021-08-04,118.7699966430664
630,630,2021-08-05,112.3499984741211
631,631,2021-08-06,110.11000061035156
632,632,2021-08-09,107.58000183105467
633,633,2021-08-10,106.4800033569336
634,634,2021-08-11,107.68000030517578
635,635,2021-08-12,106.5
636,636,2021-08-13,110.5500030517578
637,637,2021-08-16,107.4800033569336
638,638,2021-08-17,107.55999755859376
639,639,2021-08-18,103.44000244140624
640,640,2021-08-19,103.6999969482422
641,641,2021-08-20,104.6500015258789
642,642,2021-08-23,108.7699966430664
643,643,2021-08-24,107.6500015258789
644,644,2021-08-25,108.3000030517578
645,645,2021-08-26,107.2699966430664
646,646,2021-08-27,111.4000015258789
647,647,2021-08-30,111.31999969482422
648,648,2021-08-31,110.72000122070312
649,649,2021-09-01,109.98999786376952
650,650,2021-09-02,109.1999969482422
651,651,2021-09-03,109.91999816894533
652,652,2021-09-07,109.1500015258789
653,653,2021-09-08,106.16999816894533
654,654,2021-09-09,106.1500015258789
655,655,2021-09-10,105.1999969482422
656,656,2021-09-13,104.8000030517578
657,657,2021-09-14,105.7300033569336
658,658,2021-09-15,105.5999984741211
659,659,2021-09-16,106.22000122070312
660,660,2021-09-17,103.87999725341795
661,661,2021-09-20,101.5500030517578
662,662,2021-09-21,102.81999969482422
663,663,2021-09-22,104.37999725341795
664,664,2021-09-23,106.1500015258789
665,665,2021-09-24,105.8000030517578
666,666,2021-09-27,108.16000366210938
667,667,2021-09-28,101.5199966430664
668,668,2021-09-29,100.3499984741211
669,669,2021-09-30,102.9000015258789
670,670,2021-10-01,102.4499969482422
671,671,2021-10-04,100.33999633789062
672,672,2021-10-05,101.80999755859376
673,673,2021-10-06,103.63999938964844
674,674,2021-10-07,106.4499969482422
675,675,2021-10-08,105.05999755859376
676,676,2021-10-11,104.68000030517578
677,677,2021-10-12,105.04000091552734
678,678,2021-10-13,109.16000366210938
679,679,2021-10-14,111.98999786376952
680,680,2021-10-15,112.12000274658205
681,681,2021-10-18,116.43000030517578
682,682,2021-10-19,116.33000183105467
683,683,2021-10-20,116.38999938964844
684,684,2021-10-21,119.33000183105467
685,685,2021-10-22,119.81999969482422
686,686,2021-10-25,122.36000061035156
687,687,2021-10-26,122.93000030517578
688,688,2021-10-27,122.27999877929688
689,689,2021-10-28,121.16000366210938
690,690,2021-10-29,120.2300033569336
691,691,2021-11-01,125.2300033569336
692,692,2021-11-02,127.62999725341795
693,693,2021-11-03,130.52999877929688
694,694,2021-11-04,137.5
695,695,2021-11-05,136.33999633789062
696,696,2021-11-08,150.16000366210938
697,697,2021-11-09,148.9199981689453
698,698,2021-11-10,139.8699951171875
699,699,2021-11-11,146.00999450683594
700,700,2021-11-12,147.88999938964844
701,701,2021-11-15,146.49000549316406
702,702,2021-11-16,152.4499969482422
703,703,2021-11-17,151.33999633789062
704,704,2021-11-18,155.02000427246094
705,705,2021-11-19,155.41000366210938
706,706,2021-11-22,152.52000427246094
707,707,2021-11-23,149.9199981689453
708,708,2021-11-24,157.8000030517578
709,709,2021-11-26,154.80999755859375
710,710,2021-11-29,161.91000366210938
711,711,2021-11-30,158.3699951171875
712,712,2021-12-01,149.11000061035156
713,713,2021-12-02,150.67999267578125
714,714,2021-12-03,144.00999450683594
715,715,2021-12-06,139.05999755859375
716,716,2021-12-07,144.85000610351562
717,717,2021-12-08,145.24000549316406
718,718,2021-12-09,138.10000610351562
719,719,2021-12-10,138.5500030517578
720,720,2021-12-13,133.8000030517578
721,721,2021-12-14,135.60000610351562
722,722,2021-12-15,146.5
723,723,2021-12-16,138.63999938964844
724,724,2021-12-17,137.75
725,725,2021-12-20,135.8000030517578
726,726,2021-12-21,144.25
727,727,2021-12-22,143.8800048828125
728,728,2021-12-23,146.13999938964844
729,729,2021-12-27,154.36000061035156
730,730,2021-12-28,153.14999389648438
731,731,2021-12-29,148.25999450683594
732,732,2021-12-30,145.14999389648438
733,733,2021-12-31,143.89999389648438
734,734,2022-01-03,150.24000549316406
735,735,2022-01-04,144.4199981689453
736,736,2022-01-05,136.14999389648438
737,737,2022-01-06,136.22999572753906
738,738,2022-01-07,132.0
739,739,2022-01-10,132.0
740,740,2022-01-11,137.30999755859375
741,741,2022-01-12,137.47000122070312
