,Unnamed: 0,Date,ALLE
0,0,2019-02-05,83.76058959960938
1,1,2019-02-06,84.26823425292969
2,2,2019-02-07,85.30231475830078
3,3,2019-02-08,85.91336059570312
4,4,2019-02-11,86.02617645263672
5,5,2019-02-12,87.46448516845703
6,6,2019-02-13,88.1507339477539
7,7,2019-02-14,86.18598937988281
8,8,2019-02-15,86.07317352294922
9,9,2019-02-19,82.74530792236328
10,10,2019-02-20,82.67949676513672
11,11,2019-02-21,82.94271087646484
12,12,2019-02-22,84.32463073730469
13,13,2019-02-25,83.38457489013672
14,14,2019-02-26,83.32815551757812
15,15,2019-02-27,85.01087951660156
16,16,2019-02-28,84.56905364990234
17,17,2019-03-01,85.73473358154297
18,18,2019-03-04,84.78527069091797
19,19,2019-03-05,84.55024719238281
20,20,2019-03-06,84.0802230834961
21,21,2019-03-07,82.69830322265625
22,22,2019-03-08,82.70769500732422
23,23,2019-03-11,83.27177429199219
24,24,2019-03-12,83.48799133300781
25,25,2019-03-13,84.26823425292969
26,26,2019-03-14,83.70248413085938
27,27,2019-03-15,83.36305236816406
28,28,2019-03-18,83.82505798339844
29,29,2019-03-19,83.64590454101562
30,30,2019-03-20,82.73128509521484
31,31,2019-03-21,83.82505798339844
32,32,2019-03-22,82.240966796875
33,33,2019-03-25,82.45782470703125
34,34,2019-03-26,83.37246704101562
35,35,2019-03-27,83.16502380371094
36,36,2019-03-28,84.69254302978516
37,37,2019-03-29,85.53175354003906
38,38,2019-04-01,87.3515625
39,39,2019-04-02,87.14411163330078
40,40,2019-04-03,88.15304565429688
41,41,2019-04-04,88.7470703125
42,42,2019-04-05,89.50140380859375
43,43,2019-04-08,89.0110855102539
44,44,2019-04-09,88.15304565429688
45,45,2019-04-10,88.0021743774414
46,46,2019-04-11,88.41704559326172
47,47,2019-04-12,89.17139434814453
48,48,2019-04-15,88.69992065429688
49,49,2019-04-16,88.53963470458984
50,50,2019-04-17,88.53963470458984
51,51,2019-04-18,88.39818572998047
52,52,2019-04-22,88.59620666503906
53,53,2019-04-23,90.51030731201172
54,54,2019-04-24,90.04830169677734
55,55,2019-04-25,91.04776763916016
56,56,2019-04-26,92.69789123535156
57,57,2019-04-29,92.79217529296876
58,58,2019-04-30,93.56537628173828
59,59,2019-05-01,93.3862075805664
60,60,2019-05-02,93.27306365966795
61,61,2019-05-03,96.3563995361328
62,62,2019-05-06,95.45120239257812
63,63,2019-05-07,93.68793487548828
64,64,2019-05-08,93.93311309814452
65,65,2019-05-09,94.38570404052734
66,66,2019-05-10,94.555419921875
67,67,2019-05-13,93.41451263427734
68,68,2019-05-14,93.72566223144533
69,69,2019-05-15,94.69686889648438
70,70,2019-05-16,96.05465698242188
71,71,2019-05-17,94.73458862304688
72,72,2019-05-20,94.27255249023438
73,73,2019-05-21,95.68693542480467
74,74,2019-05-22,94.22541809082033
75,75,2019-05-23,93.44277954101562
76,76,2019-05-24,93.61251068115234
77,77,2019-05-28,93.1787567138672
78,78,2019-05-29,92.20758056640624
79,79,2019-05-30,93.80107879638672
80,80,2019-05-31,91.5098114013672
81,81,2019-06-03,93.91425323486328
82,82,2019-06-04,94.68743133544922
83,83,2019-06-05,97.4124526977539
84,84,2019-06-06,97.78019714355467
85,85,2019-06-07,98.195068359375
86,86,2019-06-10,99.51515197753906
87,87,2019-06-11,99.00599670410156
88,88,2019-06-12,98.57223510742188
89,89,2019-06-13,99.55541229248048
90,90,2019-06-14,100.22661590576172
91,91,2019-06-17,98.93148803710938
92,92,2019-06-18,100.3495101928711
93,93,2019-06-19,101.30430603027344
94,94,2019-06-20,102.34420013427734
95,95,2019-06-21,101.94715881347656
96,96,2019-06-24,101.9944305419922
97,97,2019-06-25,101.69190979003906
98,98,2019-06-26,101.71080780029295
99,99,2019-06-27,102.82633209228516
100,100,2019-06-28,104.50907135009766
101,101,2019-07-01,105.4260482788086
102,102,2019-07-02,104.23491668701172
103,103,2019-07-03,104.47127532958984
104,104,2019-07-05,104.92501831054688
105,105,2019-07-08,103.97022247314452
106,106,2019-07-09,104.14983367919922
107,107,2019-07-10,103.3462905883789
108,108,2019-07-11,103.29901123046876
109,109,2019-07-12,104.40508270263672
110,110,2019-07-15,104.70760345458984
111,111,2019-07-16,104.72650909423828
112,112,2019-07-17,102.87359619140624
113,113,2019-07-18,103.4597396850586
114,114,2019-07-19,101.71080780029295
115,115,2019-07-22,102.11731719970705
116,116,2019-07-23,102.88304901123048
117,117,2019-07-24,102.30640411376952
118,118,2019-07-25,99.08273315429688
119,119,2019-07-26,99.50814056396484
120,120,2019-07-29,98.03338623046876
121,121,2019-07-30,98.57223510742188
122,122,2019-07-31,97.8821258544922
123,123,2019-08-01,96.88005828857422
124,124,2019-08-02,96.26556396484376
125,125,2019-08-05,94.2330551147461
126,126,2019-08-06,94.37486267089844
127,127,2019-08-07,92.9568099975586
128,128,2019-08-08,93.73200988769533
129,129,2019-08-09,93.3349609375
130,130,2019-08-12,91.68059539794922
131,131,2019-08-13,92.13436126708984
132,132,2019-08-14,88.93907165527344
133,133,2019-08-15,89.5440902709961
134,134,2019-08-16,90.2152862548828
135,135,2019-08-19,91.27407836914062
136,136,2019-08-20,89.80879211425781
137,137,2019-08-21,90.24366760253906
138,138,2019-08-22,90.46109008789062
139,139,2019-08-23,88.31513214111328
140,140,2019-08-26,88.88233947753906
141,141,2019-08-27,88.64598846435547
142,142,2019-08-28,89.13758850097656
143,143,2019-08-29,90.56509399414062
144,144,2019-08-30,91.0093994140625
145,145,2019-09-03,90.12075805664062
146,146,2019-09-04,91.47261810302734
147,147,2019-09-05,93.23098754882812
148,148,2019-09-06,93.54295349121094
149,149,2019-09-09,92.588134765625
150,150,2019-09-10,92.8906478881836
151,151,2019-09-11,94.46939086914062
152,152,2019-09-12,94.84754180908205
153,153,2019-09-13,96.9139633178711
154,154,2019-09-16,96.80968475341795
155,155,2019-09-17,96.26939392089844
156,156,2019-09-18,96.98031616210938
157,157,2019-09-19,96.80968475341795
158,158,2019-09-20,96.27887725830078
159,159,2019-09-23,95.8902359008789
160,160,2019-09-24,96.29783630371094
161,161,2019-09-25,96.5442886352539
162,162,2019-09-26,97.31210327148438
163,163,2019-09-27,97.1604232788086
164,164,2019-09-30,98.2505340576172
165,165,2019-10-01,95.8333740234375
166,166,2019-10-02,95.0181655883789
167,167,2019-10-03,95.8333740234375
168,168,2019-10-04,97.9376983642578
