,Date,XRAY
0,2019-02-04 00:00:00-05:00,40.57312774658203
1,2019-02-05 00:00:00-05:00,40.961891174316406
2,2019-02-06 00:00:00-05:00,41.02825927734375
3,2019-02-07 00:00:00-05:00,40.639503479003906
4,2019-02-08 00:00:00-05:00,40.41193389892578
5,2019-02-11 00:00:00-05:00,40.74379348754883
6,2019-02-12 00:00:00-05:00,40.75328063964844
7,2019-02-13 00:00:00-05:00,41.59717559814453
8,2019-02-14 00:00:00-05:00,41.41701126098633
9,2019-02-15 00:00:00-05:00,41.32219696044922
10,2019-02-19 00:00:00-05:00,41.568721771240234
11,2019-02-20 00:00:00-05:00,40.47830581665039
12,2019-02-21 00:00:00-05:00,39.59648895263672
13,2019-02-22 00:00:00-05:00,39.473228454589844
14,2019-02-25 00:00:00-05:00,39.387882232666016
15,2019-02-26 00:00:00-05:00,39.08446502685547
16,2019-02-27 00:00:00-05:00,39.10342788696289
17,2019-02-28 00:00:00-05:00,39.59648895263672
18,2019-03-01 00:00:00-05:00,46.584659576416016
19,2019-03-04 00:00:00-05:00,46.167449951171875
20,2019-03-05 00:00:00-05:00,46.42347717285156
21,2019-03-06 00:00:00-05:00,45.27616500854492
22,2019-03-07 00:00:00-05:00,45.7218017578125
23,2019-03-08 00:00:00-05:00,46.04419708251953
24,2019-03-11 00:00:00-04:00,46.916526794433594
25,2019-03-12 00:00:00-04:00,46.73637771606445
26,2019-03-13 00:00:00-04:00,46.99238967895508
27,2019-03-14 00:00:00-04:00,46.64154815673828
28,2019-03-15 00:00:00-04:00,46.5467414855957
29,2019-03-18 00:00:00-04:00,46.944976806640625
30,2019-03-19 00:00:00-04:00,46.88808059692383
31,2019-03-20 00:00:00-04:00,46.489845275878906
32,2019-03-21 00:00:00-04:00,47.42855453491211
33,2019-03-22 00:00:00-04:00,46.68896484375
34,2019-03-25 00:00:00-04:00,46.77429962158203
35,2019-03-26 00:00:00-04:00,46.907047271728516
36,2019-03-27 00:00:00-04:00,46.66999435424805
37,2019-03-28 00:00:00-04:00,46.877079010009766
