,Unnamed: 0,Date,PEG
0,0,2019-02-05,46.23380279541016
1,1,2019-02-06,46.318016052246094
2,2,2019-02-07,46.89909362792969
3,3,2019-02-08,47.0591049194336
4,4,2019-02-11,47.14330673217773
5,5,2019-02-12,47.16016006469727
6,6,2019-02-13,47.15174102783203
7,7,2019-02-14,47.10120391845703
8,8,2019-02-15,47.42964172363281
9,9,2019-02-19,47.34542846679688
10,10,2019-02-20,47.673866271972656
11,11,2019-02-21,47.926517486572266
12,12,2019-02-22,48.25494384765625
13,13,2019-02-25,48.280216217041016
14,14,2019-02-26,48.27178955078125
15,15,2019-02-27,49.3160400390625
16,16,2019-02-28,49.526588439941406
17,17,2019-03-01,49.89713287353516
18,18,2019-03-04,50.17504501342773
19,19,2019-03-05,49.96450805664063
20,20,2019-03-06,49.82133483886719
21,21,2019-03-07,50.08449935913086
22,22,2019-03-08,49.98262023925781
23,23,2019-03-11,49.80435943603516
24,24,2019-03-12,50.19485855102539
25,25,2019-03-13,50.51743316650391
26,26,2019-03-14,50.62778472900391
27,27,2019-03-15,50.70418930053711
28,28,2019-03-18,50.602317810058594
29,29,2019-03-19,50.18635940551758
30,30,2019-03-20,49.99111175537109
31,31,2019-03-21,50.491966247558594
32,32,2019-03-22,50.61929702758789
33,33,2019-03-25,50.57685470581055
34,34,2019-03-26,50.8654670715332
35,35,2019-03-27,50.32218551635742
36,36,2019-03-28,49.90623092651367
37,37,2019-03-29,50.43254089355469
38,38,2019-04-01,49.69400787353516
39,39,2019-04-02,50.12694549560547
40,40,2019-04-03,49.94018173217773
41,41,2019-04-04,50.33916091918945
42,42,2019-04-05,50.67871475219727
43,43,2019-04-08,50.29671478271485
44,44,2019-04-09,50.59382247924805
45,45,2019-04-10,50.48348236083984
46,46,2019-04-11,50.53440856933594
47,47,2019-04-12,50.84000778198242
48,48,2019-04-15,50.92489242553711
49,49,2019-04-16,49.87228012084961
50,50,2019-04-17,49.83831024169922
51,51,2019-04-18,49.97414016723633
52,52,2019-04-22,49.60911178588867
53,53,2019-04-23,49.33747482299805
54,54,2019-04-24,49.82983016967773
55,55,2019-04-25,50.08449935913086
56,56,2019-04-26,50.0335693359375
57,57,2019-04-29,49.82983016967773
58,58,2019-04-30,50.63628005981445
59,59,2019-05-01,49.89773941040039
60,60,2019-05-02,50.288230895996094
61,61,2019-05-03,50.288230895996094
62,62,2019-05-06,50.016578674316406
63,63,2019-05-07,49.948673248291016
64,64,2019-05-08,49.04036712646485
65,65,2019-05-09,49.48178863525391
66,66,2019-05-10,50.34765625
67,67,2019-05-13,50.90792465209961
68,68,2019-05-14,50.20334243774414
69,69,2019-05-15,50.39009475708008
70,70,2019-05-16,50.97582626342773
71,71,2019-05-17,51.29840850830078
72,72,2019-05-20,51.24747085571289
73,73,2019-05-21,51.51912307739258
74,74,2019-05-22,51.799259185791016
75,75,2019-05-23,52.10485076904297
76,76,2019-05-24,51.9181022644043
77,77,2019-05-28,50.8315315246582
78,78,2019-05-29,50.016578674316406
79,79,2019-05-30,49.80435943603516
80,80,2019-05-31,49.880767822265625
81,81,2019-06-03,50.39859008789063
82,82,2019-06-04,50.424049377441406
83,83,2019-06-05,51.27293395996094
84,84,2019-06-06,51.60660171508789
85,85,2019-06-07,51.34138488769531
86,86,2019-06-10,51.22161102294922
87,87,2019-06-11,50.79383087158203
88,88,2019-06-12,51.4868278503418
89,89,2019-06-13,51.33282852172852
90,90,2019-06-14,52.1541633605957
91,91,2019-06-17,52.10282516479492
92,92,2019-06-18,51.83760452270508
93,93,2019-06-19,51.80337524414063
94,94,2019-06-20,52.299598693847656
95,95,2019-06-21,52.23115539550781
96,96,2019-06-24,52.29104995727539
97,97,2019-06-25,51.45260238647461
98,98,2019-06-26,50.54572677612305
99,99,2019-06-27,50.29762268066406
100,100,2019-06-28,50.32328796386719
101,101,2019-07-01,49.9810676574707
102,102,2019-07-02,50.30617141723633
103,103,2019-07-03,50.97350311279297
104,104,2019-07-05,50.96493911743164
105,105,2019-07-08,51.06761169433594
106,106,2019-07-09,51.34992980957031
107,107,2019-07-10,51.52104187011719
108,108,2019-07-11,51.64082336425781
109,109,2019-07-12,51.80337524414063
110,110,2019-07-15,52.23115539550781
111,111,2019-07-16,51.7691650390625
112,112,2019-07-17,52.09426498413086
113,113,2019-07-18,52.23115539550781
114,114,2019-07-19,51.4868278503418
115,115,2019-07-22,51.13605117797852
116,116,2019-07-23,50.86227798461914
117,117,2019-07-24,50.80239486694336
118,118,2019-07-25,51.033390045166016
119,119,2019-07-26,50.93927383422852
120,120,2019-07-29,50.74250411987305
121,121,2019-07-30,49.527626037597656
122,122,2019-07-31,48.89451599121094
123,123,2019-08-01,48.92018127441406
124,124,2019-08-02,48.65496444702149
125,125,2019-08-05,47.59408950805664
126,126,2019-08-06,48.56940841674805
127,127,2019-08-07,48.91162490844727
128,128,2019-08-08,49.47629165649414
129,129,2019-08-09,49.38218688964844
130,130,2019-08-12,48.96296310424805
131,131,2019-08-13,49.30517959594727
132,132,2019-08-14,49.03140640258789
133,133,2019-08-15,49.4163932800293
134,134,2019-08-16,49.70729064941406
135,135,2019-08-19,50.092281341552734
136,136,2019-08-20,50.00672912597656
137,137,2019-08-21,50.36606216430664
138,138,2019-08-22,50.62272644042969
139,139,2019-08-23,49.998172760009766
140,140,2019-08-26,50.74250411987305
141,141,2019-08-27,50.8708381652832
142,142,2019-08-28,50.91360855102539
143,143,2019-08-29,51.401275634765625
144,144,2019-08-30,51.73493957519531
145,145,2019-09-03,52.34236907958984
146,146,2019-09-04,52.52203750610352
147,147,2019-09-05,52.0771598815918
148,148,2019-09-06,52.09439468383789
149,149,2019-09-09,52.05991363525391
