,Unnamed: 0,Date,MMC
0,0,2019-02-05,85.17095947265625
1,1,2019-02-06,83.6541748046875
2,2,2019-02-07,82.78482055664062
3,3,2019-02-08,83.16401672363281
4,4,2019-02-11,83.76516723632812
5,5,2019-02-12,84.07962799072266
6,6,2019-02-13,84.38481903076172
7,7,2019-02-14,83.37672424316406
8,8,2019-02-15,84.31085205078125
9,9,2019-02-19,84.65302276611328
10,10,2019-02-20,85.0414810180664
11,11,2019-02-21,85.17095947265625
12,12,2019-02-22,85.59639739990234
13,13,2019-02-25,85.62415313720703
14,14,2019-02-26,85.61491394042969
15,15,2019-02-27,85.82762908935547
16,16,2019-02-28,86.03109741210938
17,17,2019-03-01,85.91085052490234
18,18,2019-03-04,85.67037963867188
19,19,2019-03-05,84.50504302978516
20,20,2019-03-06,84.33859252929688
21,21,2019-03-07,83.08999633789062
22,22,2019-03-08,82.84955596923828
23,23,2019-03-11,83.95936584472656
24,24,2019-03-12,84.5235595703125
25,25,2019-03-13,84.83802032470703
26,26,2019-03-14,85.5408935546875
27,27,2019-03-15,86.28080749511719
28,28,2019-03-18,85.99409484863281
29,29,2019-03-19,85.72587585449219
30,30,2019-03-20,85.25418853759766
31,31,2019-03-21,86.08657836914062
32,32,2019-03-22,85.1524658203125
33,33,2019-03-25,85.31893920898438
34,34,2019-03-26,85.73511505126953
35,35,2019-03-27,85.09697723388672
36,36,2019-03-28,85.94786834716797
37,37,2019-03-29,86.844970703125
38,38,2019-04-01,87.68658447265625
39,39,2019-04-02,87.36292266845703
40,40,2019-04-03,87.52937316894531
41,41,2019-04-04,87.44612121582031
42,42,2019-04-05,86.94670867919922
43,43,2019-04-08,86.55826568603516
44,44,2019-04-09,86.1076889038086
45,45,2019-04-10,86.5071792602539
46,46,2019-04-11,86.98096466064453
47,47,2019-04-12,87.94709014892578
48,48,2019-04-15,88.14218139648438
49,49,2019-04-16,88.74604034423828
50,50,2019-04-17,87.70557403564453
51,51,2019-04-18,87.06454467773438
52,52,2019-04-22,86.72084045410156
53,53,2019-04-23,88.05856323242188
54,54,2019-04-24,87.9099349975586
