,Date,BK
0,2019-02-04 00:00:00-05:00,44.95671844482422
1,2019-02-05 00:00:00-05:00,45.16269302368164
2,2019-02-06 00:00:00-05:00,44.90520095825195
3,2019-02-07 00:00:00-05:00,44.72496795654297
4,2019-02-08 00:00:00-05:00,44.484657287597656
5,2019-02-11 00:00:00-05:00,44.6391487121582
6,2019-02-12 00:00:00-05:00,45.35150909423828
7,2019-02-13 00:00:00-05:00,44.99961853027344
8,2019-02-14 00:00:00-05:00,44.43315887451172
9,2019-02-15 00:00:00-05:00,45.480262756347656
10,2019-02-19 00:00:00-05:00,45.480262756347656
11,2019-02-20 00:00:00-05:00,45.763484954833984
12,2019-02-21 00:00:00-05:00,45.445926666259766
13,2019-02-22 00:00:00-05:00,45.67766189575195
14,2019-02-25 00:00:00-05:00,45.42876434326172
15,2019-02-26 00:00:00-05:00,45.52317810058594
16,2019-02-27 00:00:00-05:00,45.27426528930664
17,2019-02-28 00:00:00-05:00,45.04252624511719
18,2019-03-01 00:00:00-05:00,45.222774505615234
19,2019-03-04 00:00:00-05:00,44.553306579589844
20,2019-03-05 00:00:00-05:00,45.188446044921875
21,2019-03-06 00:00:00-05:00,44.682064056396484
22,2019-03-07 00:00:00-05:00,43.96968078613281
23,2019-03-08 00:00:00-05:00,44.18425750732422
24,2019-03-11 00:00:00-04:00,44.484657287597656
25,2019-03-12 00:00:00-04:00,44.553306579589844
26,2019-03-13 00:00:00-04:00,45.00820541381836
27,2019-03-14 00:00:00-04:00,45.28285217285156
28,2019-03-15 00:00:00-04:00,45.59183883666992
29,2019-03-18 00:00:00-04:00,46.3299446105957
30,2019-03-19 00:00:00-04:00,45.59183883666992
31,2019-03-20 00:00:00-04:00,44.61338806152344
32,2019-03-21 00:00:00-04:00,44.5361442565918
33,2019-03-22 00:00:00-04:00,43.3431396484375
34,2019-03-25 00:00:00-04:00,43.1543083190918
35,2019-03-26 00:00:00-04:00,43.63495635986328
36,2019-03-27 00:00:00-04:00,42.99982833862305
37,2019-03-28 00:00:00-04:00,43.24872589111328
38,2019-03-29 00:00:00-04:00,43.283058166503906
39,2019-04-01 00:00:00-04:00,44.167083740234375
40,2019-04-02 00:00:00-04:00,44.07267761230469
41,2019-04-03 00:00:00-04:00,43.978267669677734
42,2019-04-04 00:00:00-04:00,44.15850830078125
43,2019-04-05 00:00:00-04:00,43.9267692565918
44,2019-04-08 00:00:00-04:00,43.986846923828125
45,2019-04-09 00:00:00-04:00,43.76369857788086
46,2019-04-10 00:00:00-04:00,44.02118682861328
47,2019-04-11 00:00:00-04:00,44.364498138427734
48,2019-04-12 00:00:00-04:00,45.325767517089844
49,2019-04-15 00:00:00-04:00,45.14552307128906
50,2019-04-16 00:00:00-04:00,45.866485595703125
51,2019-04-17 00:00:00-04:00,41.497833251953125
52,2019-04-18 00:00:00-04:00,41.54934310913086
53,2019-04-22 00:00:00-04:00,41.36050796508789
54,2019-04-23 00:00:00-04:00,41.600826263427734
55,2019-04-24 00:00:00-04:00,41.3261833190918
56,2019-04-25 00:00:00-04:00,41.66949462890625
57,2019-04-26 00:00:00-04:00,41.807613372802734
58,2019-04-29 00:00:00-04:00,42.62771224975586
59,2019-04-30 00:00:00-04:00,42.869415283203125
60,2019-05-01 00:00:00-04:00,42.670875549316406
61,2019-05-02 00:00:00-04:00,43.016178131103516
62,2019-05-03 00:00:00-04:00,43.13703918457031
63,2019-05-06 00:00:00-04:00,42.58454895019531
64,2019-05-07 00:00:00-04:00,41.55727005004883
65,2019-05-08 00:00:00-04:00,41.479583740234375
66,2019-05-09 00:00:00-04:00,41.24649429321289
67,2019-05-10 00:00:00-04:00,41.522735595703125
68,2019-05-13 00:00:00-04:00,40.70264434814453
69,2019-05-14 00:00:00-04:00,40.581790924072266
70,2019-05-15 00:00:00-04:00,40.1501579284668
71,2019-05-16 00:00:00-04:00,40.176048278808594
72,2019-05-17 00:00:00-04:00,39.77896499633789
73,2019-05-20 00:00:00-04:00,39.68399429321289
74,2019-05-21 00:00:00-04:00,39.891178131103516
75,2019-05-22 00:00:00-04:00,39.84803009033203
76,2019-05-23 00:00:00-04:00,39.053810119628906
77,2019-05-24 00:00:00-04:00,38.9847526550293
78,2019-05-28 00:00:00-04:00,38.26825714111328
