,Date,BKNG
0,2019-02-04 00:00:00-05:00,1860.989990234375
1,2019-02-05 00:00:00-05:00,1902.260009765625
2,2019-02-06 00:00:00-05:00,1906.9300537109375
3,2019-02-07 00:00:00-05:00,1877.06005859375
4,2019-02-08 00:00:00-05:00,1871.0899658203125
5,2019-02-11 00:00:00-05:00,1865.0
6,2019-02-12 00:00:00-05:00,1895.2900390625
7,2019-02-13 00:00:00-05:00,1919.969970703125
8,2019-02-14 00:00:00-05:00,1902.3299560546875
9,2019-02-15 00:00:00-05:00,1933.5699462890625
10,2019-02-19 00:00:00-05:00,1935.5
11,2019-02-20 00:00:00-05:00,1926.1700439453125
12,2019-02-21 00:00:00-05:00,1906.31005859375
13,2019-02-22 00:00:00-05:00,1910.52001953125
14,2019-02-25 00:00:00-05:00,1890.030029296875
15,2019-02-26 00:00:00-05:00,1915.72998046875
16,2019-02-27 00:00:00-05:00,1906.0
17,2019-02-28 00:00:00-05:00,1697.0400390625
18,2019-03-01 00:00:00-05:00,1714.0799560546875
19,2019-03-04 00:00:00-05:00,1707.8199462890625
20,2019-03-05 00:00:00-05:00,1745.9300537109375
21,2019-03-06 00:00:00-05:00,1751.6199951171875
22,2019-03-07 00:00:00-05:00,1725.010009765625
23,2019-03-08 00:00:00-05:00,1715.8199462890625
24,2019-03-11 00:00:00-04:00,1709.9000244140625
25,2019-03-12 00:00:00-04:00,1736.0
26,2019-03-13 00:00:00-04:00,1760.7099609375
27,2019-03-14 00:00:00-04:00,1743.8800048828125
28,2019-03-15 00:00:00-04:00,1752.1700439453125
29,2019-03-18 00:00:00-04:00,1756.3299560546875
30,2019-03-19 00:00:00-04:00,1764.030029296875
31,2019-03-20 00:00:00-04:00,1774.4300537109375
32,2019-03-21 00:00:00-04:00,1774.3599853515625
33,2019-03-22 00:00:00-04:00,1721.5899658203125
34,2019-03-25 00:00:00-04:00,1752.3900146484375
35,2019-03-26 00:00:00-04:00,1768.8699951171875
36,2019-03-27 00:00:00-04:00,1752.1099853515625
37,2019-03-28 00:00:00-04:00,1728.8900146484375
38,2019-03-29 00:00:00-04:00,1744.9100341796875
39,2019-04-01 00:00:00-04:00,1759.22998046875
40,2019-04-02 00:00:00-04:00,1763.550048828125
41,2019-04-03 00:00:00-04:00,1774.9300537109375
42,2019-04-04 00:00:00-04:00,1780.5999755859375
43,2019-04-05 00:00:00-04:00,1769.449951171875
44,2019-04-08 00:00:00-04:00,1788.719970703125
45,2019-04-09 00:00:00-04:00,1794.469970703125
46,2019-04-10 00:00:00-04:00,1806.0
47,2019-04-11 00:00:00-04:00,1818.5899658203125
48,2019-04-12 00:00:00-04:00,1833.0699462890625
