,Unnamed: 0,Date,CHRW
0,0,2019-02-05,79.28551483154297
1,1,2019-02-06,80.23107147216797
2,2,2019-02-07,79.85107421875
3,3,2019-02-08,79.85107421875
4,4,2019-02-11,79.61248779296875
5,5,2019-02-12,80.42549896240234
6,6,2019-02-13,80.32827758789062
7,7,2019-02-14,80.15153503417969
8,8,2019-02-15,80.81432342529297
9,9,2019-02-19,81.25615692138672
10,10,2019-02-20,81.31803894042969
11,11,2019-02-21,81.45941925048828
12,12,2019-02-22,81.24732971191406
13,13,2019-02-25,80.44316101074219
14,14,2019-02-26,80.51386260986328
15,15,2019-02-27,79.59480285644531
16,16,2019-02-28,80.31460571289062
17,17,2019-03-01,80.1546401977539
18,18,2019-03-04,78.85723114013672
19,19,2019-03-05,78.9372329711914
20,20,2019-03-06,78.1907730102539
21,21,2019-03-07,77.7286605834961
22,22,2019-03-08,77.70203399658203
23,23,2019-03-11,78.9727783203125
24,24,2019-03-12,78.86614227294922
25,25,2019-03-13,79.15939331054688
26,26,2019-03-14,79.39043426513672
27,27,2019-03-15,79.08829498291016
28,28,2019-03-18,80.0569076538086
29,29,2019-03-19,78.47513580322266
30,30,2019-03-20,76.99112701416016
31,31,2019-03-21,77.55984497070312
32,32,2019-03-22,75.2494125366211
33,33,2019-03-25,74.13859558105469
34,34,2019-03-26,76.01364135742188
35,35,2019-03-27,76.26244354248047
36,36,2019-03-28,76.67120361328125
37,37,2019-03-29,77.30213165283203
38,38,2019-04-01,78.46623229980469
39,39,2019-04-02,78.63510131835938
40,40,2019-04-03,78.82169342041016
41,41,2019-04-04,79.29267883300781
42,42,2019-04-05,79.49706268310547
43,43,2019-04-08,79.6392593383789
44,44,2019-04-09,79.29267883300781
45,45,2019-04-10,78.492919921875
46,46,2019-04-11,79.68367767333984
47,47,2019-04-12,80.67893981933594
48,48,2019-04-15,80.75892639160156
49,49,2019-04-16,79.55038452148438
50,50,2019-04-17,79.5059585571289
51,51,2019-04-18,79.9680404663086
52,52,2019-04-22,80.11911010742188
53,53,2019-04-23,80.62562561035156
54,54,2019-04-24,81.23878479003906
55,55,2019-04-25,78.7150650024414
56,56,2019-04-26,77.98638916015625
57,57,2019-04-29,72.07698059082031
58,58,2019-04-30,71.97923278808594
59,59,2019-05-01,71.73930358886719
60,60,2019-05-02,74.12973022460938
61,61,2019-05-03,74.55625915527344
62,62,2019-05-06,73.94309997558594
63,63,2019-05-07,73.35660552978516
64,64,2019-05-08,73.987548828125
65,65,2019-05-09,73.4721450805664
66,66,2019-05-10,72.62793731689453
67,67,2019-05-13,71.1350326538086
68,68,2019-05-14,72.32577514648438
69,69,2019-05-15,72.74345397949219
70,70,2019-05-16,73.6765365600586
71,71,2019-05-17,73.06336212158203
72,72,2019-05-20,72.68125915527344
73,73,2019-05-21,72.7701187133789
74,74,2019-05-22,72.13916778564453
75,75,2019-05-23,71.74818420410156
76,76,2019-05-24,70.84178924560547
77,77,2019-05-28,70.21086120605469
78,78,2019-05-29,70.81511688232422
79,79,2019-05-30,70.01537322998047
80,80,2019-05-31,70.76180267333984
81,81,2019-06-03,70.91288757324219
82,82,2019-06-04,71.30387878417969
83,83,2019-06-05,71.97923278808594
84,84,2019-06-06,71.13871765136719
85,85,2019-06-07,71.25497436523438
86,86,2019-06-10,71.71099853515625
87,87,2019-06-11,71.89875030517578
88,88,2019-06-12,73.51717376708984
89,89,2019-06-13,74.72428131103516
90,90,2019-06-14,74.84049987792969
91,91,2019-06-17,73.57978820800781
92,92,2019-06-18,74.66170501708984
93,93,2019-06-19,74.54544830322266
94,94,2019-06-20,75.1087646484375
95,95,2019-06-21,74.2414321899414
96,96,2019-06-24,74.0983657836914
97,97,2019-06-25,73.98213958740234
98,98,2019-06-26,74.50074005126953
99,99,2019-06-27,75.26078033447266
100,100,2019-06-28,75.42170715332031
101,101,2019-07-01,75.38593292236328
102,102,2019-07-02,74.77792358398438
103,103,2019-07-03,76.0386962890625
104,104,2019-07-05,75.91350555419922
105,105,2019-07-08,75.03722381591797
106,106,2019-07-09,74.38450622558594
107,107,2019-07-10,73.49034881591797
108,108,2019-07-11,74.0715560913086
109,109,2019-07-12,76.05655670166016
110,110,2019-07-15,75.56478881835938
111,111,2019-07-16,75.95821380615234
112,112,2019-07-17,73.54399871826172
113,113,2019-07-18,73.73178100585938
114,114,2019-07-19,74.79580688476562
115,115,2019-07-22,74.41133117675781
116,116,2019-07-23,74.58122253417969
117,117,2019-07-24,76.79872131347656
118,118,2019-07-25,75.17134094238281
119,119,2019-07-26,76.11022186279297
120,120,2019-07-29,76.05655670166016
121,121,2019-07-30,75.79724884033203
122,122,2019-07-31,74.8673324584961
123,123,2019-08-01,72.42630767822266
124,124,2019-08-02,73.0164566040039
125,125,2019-08-05,72.56938171386719
126,126,2019-08-06,72.72138977050781
127,127,2019-08-07,74.66170501708984
128,128,2019-08-08,76.9507064819336
129,129,2019-08-09,75.53794860839844
130,130,2019-08-12,75.4932632446289
131,131,2019-08-13,75.67208099365234
132,132,2019-08-14,73.66918182373047
133,133,2019-08-15,74.12519836425781
134,134,2019-08-16,74.94781494140625
135,135,2019-08-19,75.38593292236328
136,136,2019-08-20,75.26078033447266
137,137,2019-08-21,75.34125518798828
138,138,2019-08-22,74.85840606689453
139,139,2019-08-23,73.52611541748047
140,140,2019-08-26,74.29508972167969
141,141,2019-08-27,73.61553192138672
142,142,2019-08-28,74.36662292480469
143,143,2019-08-29,75.21605682373047
144,144,2019-08-30,75.54689025878906
145,145,2019-09-03,73.36518096923828
146,146,2019-09-04,74.0000228881836
147,147,2019-09-05,75.51132202148438
148,148,2019-09-06,74.91758728027344
149,149,2019-09-09,74.92658996582031
150,150,2019-09-10,77.99420166015625
151,151,2019-09-11,80.12620544433594
152,152,2019-09-12,77.76927947998047
153,153,2019-09-13,78.35401153564453
154,154,2019-09-16,76.72576904296875
155,155,2019-09-17,77.5893783569336
156,156,2019-09-18,78.07514190673828
157,157,2019-09-19,77.00463104248047
158,158,2019-09-20,76.01509094238281
159,159,2019-09-23,75.46633911132812
160,160,2019-09-24,74.82764434814453
161,161,2019-09-25,76.33893585205078
162,162,2019-09-26,75.64625549316406
163,163,2019-09-27,75.37639617919922
164,164,2019-09-30,76.26698303222656
165,165,2019-10-01,75.178466796875
166,166,2019-10-02,73.946044921875
167,167,2019-10-03,73.85607147216797
168,168,2019-10-04,74.92658996582031
169,169,2019-10-07,75.05255126953125
170,170,2019-10-08,73.90105438232422
171,171,2019-10-09,74.68370819091797
172,172,2019-10-10,75.86216735839844
173,173,2019-10-11,76.68978881835938
174,174,2019-10-14,76.75273132324219
175,175,2019-10-15,76.72576904296875
176,176,2019-10-16,77.3644790649414
177,177,2019-10-17,77.95820617675781
178,178,2019-10-18,77.86824035644531
179,179,2019-10-21,78.09315490722656
180,180,2019-10-22,79.92829132080078
181,181,2019-10-23,80.09921264648438
182,182,2019-10-24,78.87577056884766
183,183,2019-10-25,81.06178283691406
184,184,2019-10-28,81.25968933105469
185,185,2019-10-29,81.43061065673828
186,186,2019-10-30,69.34017181396484
187,187,2019-10-31,68.04473876953125
188,188,2019-11-01,67.19915008544922
189,189,2019-11-04,67.94579315185547
190,190,2019-11-05,68.67446899414062
191,191,2019-11-06,70.7165298461914
192,192,2019-11-07,71.19331359863281
193,193,2019-11-08,70.22174072265625
194,194,2019-11-11,69.14225769042969
195,195,2019-11-12,67.91881561279297
196,196,2019-11-13,67.13616180419922
197,197,2019-11-14,67.1721420288086
198,198,2019-11-15,67.21713256835938
199,199,2019-11-18,67.64893341064453
200,200,2019-11-19,68.27864074707031
201,201,2019-11-20,67.9728012084961
202,202,2019-11-21,67.10918426513672
203,203,2019-11-22,67.99976348876953
204,204,2019-11-25,68.55751037597656
205,205,2019-11-26,69.31317901611328
206,206,2019-11-27,69.94287109375
207,207,2019-11-29,69.13324737548828
208,208,2019-12-02,69.94287109375
209,209,2019-12-03,68.3865966796875
210,210,2019-12-04,68.71944427490234
211,211,2019-12-05,68.64746856689453
212,212,2019-12-06,68.3865966796875
213,213,2019-12-09,68.61148834228516
214,214,2019-12-10,68.18868255615234
215,215,2019-12-11,68.2696533203125
216,216,2019-12-12,70.14977264404297
217,217,2019-12-13,69.31670379638672
218,218,2019-12-16,69.76947784423828
219,219,2019-12-17,70.42141723632812
220,220,2019-12-18,70.4033203125
221,221,2019-12-19,69.47970581054688
222,222,2019-12-20,69.54310607910156
223,223,2019-12-23,69.55213928222656
224,224,2019-12-24,70.21316528320312
225,225,2019-12-26,70.54821014404297
226,226,2019-12-27,70.56632232666016
227,227,2019-12-30,70.21316528320312
228,228,2019-12-31,70.81080627441406
229,229,2020-01-02,70.47575378417969
230,230,2020-01-03,70.394287109375
231,231,2020-01-06,69.280517578125
232,232,2020-01-07,70.91946411132812
233,233,2020-01-08,71.3541030883789
234,234,2020-01-09,71.9245834350586
235,235,2020-01-10,72.54939270019531
236,236,2020-01-13,72.85725402832031
237,237,2020-01-14,74.02536010742188
238,238,2020-01-15,75.61001586914062
239,239,2020-01-16,76.1532974243164
240,240,2020-01-17,73.11077880859375
241,241,2020-01-21,72.621826171875
242,242,2020-01-22,72.72144317626953
243,243,2020-01-23,72.2596206665039
244,244,2020-01-24,72.09662628173828
245,245,2020-01-27,71.05528259277344
246,246,2020-01-28,70.52102661132812
247,247,2020-01-29,66.47341918945312
248,248,2020-01-30,65.77617645263672
249,249,2020-01-31,65.39585876464844
250,250,2020-02-03,65.2056884765625
251,251,2020-02-04,65.4049301147461
252,252,2020-02-05,65.86673736572266
253,253,2020-02-06,66.62735748291016
254,254,2020-02-07,67.35176849365234
255,255,2020-02-10,66.02973175048828
256,256,2020-02-11,65.8486099243164
257,257,2020-02-12,66.39191436767578
258,258,2020-02-13,65.31436157226562
259,259,2020-02-14,65.2056884765625
260,260,2020-02-18,65.6041259765625
261,261,2020-02-19,66.53681182861328
262,262,2020-02-20,67.75018310546875
263,263,2020-02-21,67.50569915771484
264,264,2020-02-24,65.32341766357422
265,265,2020-02-25,65.06082916259766
266,266,2020-02-26,64.88877868652344
267,267,2020-02-27,63.26791763305664
268,268,2020-02-28,62.389591217041016
269,269,2020-03-02,63.46711730957031
270,270,2020-03-03,61.8191032409668
271,271,2020-03-04,64.1009750366211
272,272,2020-03-05,60.54387283325195
273,273,2020-03-06,60.2702522277832
274,274,2020-03-09,57.16005706787109
275,275,2020-03-10,59.08453750610352
276,276,2020-03-11,58.47345352172852
277,277,2020-03-12,54.82512664794922
278,278,2020-03-13,56.88642501831055
279,279,2020-03-16,55.69160079956055
280,280,2020-03-17,58.92037582397461
281,281,2020-03-18,59.14838790893555
282,282,2020-03-19,58.4278450012207
283,283,2020-03-20,58.29103469848633
284,284,2020-03-23,57.679935455322266
285,285,2020-03-24,57.962677001953125
286,286,2020-03-25,56.8134651184082
287,287,2020-03-26,60.09694290161133
288,288,2020-03-27,57.014122009277344
289,289,2020-03-30,59.45849990844727
290,290,2020-03-31,60.37970352172852
291,291,2020-04-01,60.71717071533203
292,292,2020-04-02,62.86055755615234
293,293,2020-04-03,62.15825271606445
294,294,2020-04-06,66.02547454833984
295,295,2020-04-07,65.52383422851562
296,296,2020-04-08,66.41767883300781
297,297,2020-04-09,66.78250122070312
298,298,2020-04-13,65.00394439697266
299,299,2020-04-14,64.7485580444336
300,300,2020-04-15,64.6847152709961
301,301,2020-04-16,67.694580078125
302,302,2020-04-17,67.70369720458984
303,303,2020-04-20,65.96162414550781
304,304,2020-04-21,64.72120666503906
305,305,2020-04-22,65.28669738769531
306,306,2020-04-23,64.28341674804688
307,307,2020-04-24,65.92514038085938
308,308,2020-04-27,67.53040313720703
309,309,2020-04-28,67.50303649902344
310,310,2020-04-29,64.99481201171875
311,311,2020-04-30,64.6664810180664
312,312,2020-05-01,64.60263061523438
313,313,2020-05-04,63.79087829589844
314,314,2020-05-05,64.87626647949219
315,315,2020-05-06,64.23780059814453
316,316,2020-05-07,65.62417602539062
317,317,2020-05-08,67.3115234375
318,318,2020-05-11,67.8587646484375
319,319,2020-05-12,66.32645416259766
