,Unnamed: 0,Date,PNR
0,0,2019-02-05,38.285247802734375
1,1,2019-02-06,38.31293869018555
2,2,2019-02-07,37.79594421386719
3,3,2019-02-08,37.85133361816406
4,4,2019-02-11,37.93442153930664
5,5,2019-02-12,38.58989334106445
6,6,2019-02-13,38.98687744140625
7,7,2019-02-14,38.61759567260742
8,8,2019-02-15,39.439247131347656
9,9,2019-02-19,39.21767425537109
10,10,2019-02-20,39.503868103027344
11,11,2019-02-21,39.2730712890625
12,12,2019-02-22,39.7439079284668
13,13,2019-02-25,39.94700622558594
14,14,2019-02-26,39.67928695678711
15,15,2019-02-27,39.76237106323242
16,16,2019-02-28,39.2730712890625
17,17,2019-03-01,39.40230941772461
18,18,2019-03-04,39.57772064208984
19,19,2019-03-05,39.28229522705078
20,20,2019-03-06,38.98687744140625
21,21,2019-03-07,38.54373550415039
22,22,2019-03-08,38.44218063354492
23,23,2019-03-11,39.42078399658203
24,24,2019-03-12,39.26383209228516
25,25,2019-03-13,39.503868103027344
26,26,2019-03-14,39.291534423828125
27,27,2019-03-15,39.346927642822266
28,28,2019-03-18,40.24242401123047
29,29,2019-03-19,40.28859329223633
30,30,2019-03-20,39.854679107666016
31,31,2019-03-21,40.1685676574707
32,32,2019-03-22,39.01456832885742
33,33,2019-03-25,39.30999374389648
34,34,2019-03-26,39.97470474243164
35,35,2019-03-27,40.09471893310547
36,36,2019-03-28,40.55631637573242
37,37,2019-03-29,41.09177780151367
38,38,2019-04-01,41.99651718139648
39,39,2019-04-02,41.59954071044922
40,40,2019-04-03,41.45183181762695
41,41,2019-04-04,41.64569854736328
42,42,2019-04-05,41.73802185058594
43,43,2019-04-08,41.784175872802734
44,44,2019-04-09,36.12494659423828
45,45,2019-04-10,36.21726608276367
46,46,2019-04-11,36.9096565246582
47,47,2019-04-12,36.9835319519043
48,48,2019-04-15,36.82657623291016
49,49,2019-04-16,37.362037658691406
50,50,2019-04-17,35.563018798828125
51,51,2019-04-18,35.44247055053711
52,52,2019-04-22,34.90461349487305
53,53,2019-04-23,35.30337142944336
54,54,2019-04-24,35.28482437133789
55,55,2019-04-25,34.784061431884766
56,56,2019-04-26,35.61865997314453
57,57,2019-04-29,36.03595733642578
58,58,2019-04-30,36.15650939941406
59,59,2019-05-01,36.017417907714844
60,60,2019-05-02,36.15650939941406
61,61,2019-05-03,36.61090469360352
62,62,2019-05-06,35.81339263916016
63,63,2019-05-07,35.145729064941406
64,64,2019-05-08,34.81189727783203
65,65,2019-05-09,34.96952438354492
66,66,2019-05-10,35.210636138916016
67,67,2019-05-13,34.107120513916016
68,68,2019-05-14,34.09783935546875
69,69,2019-05-15,34.079288482666016
70,70,2019-05-16,33.9494743347168
71,71,2019-05-17,33.393070220947266
72,72,2019-05-20,33.10560607910156
73,73,2019-05-21,33.9494743347168
74,74,2019-05-22,33.699092864990234
75,75,2019-05-23,33.01286697387695
76,76,2019-05-24,33.61563491821289
77,77,2019-05-28,32.78104782104492
78,78,2019-05-29,32.929412841796875
79,79,2019-05-30,32.920135498046875
80,80,2019-05-31,32.28955841064453
81,81,2019-06-03,32.808860778808594
82,82,2019-06-04,33.7083625793457
83,83,2019-06-05,33.57854080200195
84,84,2019-06-06,33.48581314086914
85,85,2019-06-07,33.79182815551758
86,86,2019-06-10,33.57854080200195
87,87,2019-06-11,32.910865783691406
88,88,2019-06-12,32.790313720703125
89,89,2019-06-13,33.448707580566406
90,90,2019-06-14,33.03141784667969
91,91,2019-06-17,33.1241455078125
92,92,2019-06-18,33.53217315673828
93,93,2019-06-19,33.7176399230957
94,94,2019-06-20,34.47804641723633
95,95,2019-06-21,33.9494743347168
96,96,2019-06-24,33.903106689453125
97,97,2019-06-25,33.828914642333984
98,98,2019-06-26,33.55999755859375
99,99,2019-06-27,33.838191986083984
100,100,2019-06-28,34.49658966064453
101,101,2019-07-01,34.682064056396484
102,102,2019-07-02,34.90461349487305
103,103,2019-07-03,35.47955703735352
104,104,2019-07-05,35.40537643432617
105,105,2019-07-08,34.96952438354492
106,106,2019-07-09,34.28330993652344
107,107,2019-07-10,34.13494110107422
108,108,2019-07-11,34.34821701049805
109,109,2019-07-12,35.20136642456055
110,110,2019-07-15,35.28482437133789
111,111,2019-07-16,35.692848205566406
112,112,2019-07-17,34.93244171142578
113,113,2019-07-18,34.55972671508789
114,114,2019-07-19,34.82994079589844
115,115,2019-07-22,35.03493118286133
116,116,2019-07-23,36.63759613037109
117,117,2019-07-24,36.6003303527832
118,118,2019-07-25,36.386016845703125
119,119,2019-07-26,36.53510284423828
120,120,2019-07-29,36.29284286499024
121,121,2019-07-30,36.28351974487305
122,122,2019-07-31,36.16238784790039
123,123,2019-08-01,36.03193664550781
124,124,2019-08-02,34.70880889892578
125,125,2019-08-05,33.609310150146484
126,126,2019-08-06,34.103153228759766
127,127,2019-08-07,34.1311149597168
128,128,2019-08-08,34.85789489746094
129,129,2019-08-09,34.33610153198242
130,130,2019-08-12,33.8795280456543
131,131,2019-08-13,34.54108810424805
132,132,2019-08-14,33.15274429321289
133,133,2019-08-15,33.012969970703125
134,134,2019-08-16,33.71180725097656
135,135,2019-08-19,34.22428131103516
136,136,2019-08-20,33.86088943481445
137,137,2019-08-21,34.037925720214844
138,138,2019-08-22,33.8795280456543
139,139,2019-08-23,32.733436584472656
140,140,2019-08-26,32.78934860229492
141,141,2019-08-27,32.36072540283203
142,142,2019-08-28,32.79866409301758
143,143,2019-08-29,33.46022415161133
144,144,2019-08-30,33.46954727172852
145,145,2019-09-03,32.53775787353516
146,146,2019-09-04,33.07820510864258
147,147,2019-09-05,33.75840377807617
148,148,2019-09-06,33.842247009277344
149,149,2019-09-09,34.345420837402344
150,150,2019-09-10,35.36105728149414
151,151,2019-09-11,35.49150848388672
152,152,2019-09-12,35.174705505371094
153,153,2019-09-13,35.25856399536133
154,154,2019-09-16,35.0908317565918
155,155,2019-09-17,35.34242248535156
156,156,2019-09-18,35.51945495605469
157,157,2019-09-19,35.05356979370117
158,158,2019-09-20,34.1311149597168
159,159,2019-09-23,34.457237243652344
160,160,2019-09-24,34.26155090332031
161,161,2019-09-25,34.82994079589844
162,162,2019-09-26,34.70880889892578
163,163,2019-09-27,35.0908317565918
164,164,2019-09-30,35.22129821777344
165,165,2019-10-01,34.214962005615234
166,166,2019-10-02,33.2552375793457
167,167,2019-10-03,33.64658737182617
168,168,2019-10-04,34.05656814575195
169,169,2019-10-07,33.665218353271484
170,170,2019-10-08,32.76139068603516
171,171,2019-10-09,33.16205596923828
172,172,2019-10-10,33.665218353271484
173,173,2019-10-11,34.81130599975586
174,174,2019-10-14,34.63426971435547
175,175,2019-10-15,35.23060607910156
176,176,2019-10-16,35.23992919921875
177,177,2019-10-17,36.00764083862305
178,178,2019-10-18,36.0919075012207
179,179,2019-10-21,36.513214111328125
180,180,2019-10-22,36.87834167480469
181,181,2019-10-23,38.825714111328125
182,182,2019-10-24,38.94742202758789
183,183,2019-10-25,38.61038589477539
184,184,2019-10-28,38.90060424804688
185,185,2019-10-29,39.13466644287109
186,186,2019-10-30,39.12530899047852
187,187,2019-10-31,38.825714111328125
188,188,2019-11-01,39.696414947509766
189,189,2019-11-04,40.02408981323242
190,190,2019-11-05,40.39858627319336
191,191,2019-11-06,40.1926155090332
192,192,2019-11-07,40.39858627319336
193,193,2019-11-08,40.60455703735352
194,194,2019-11-11,40.37986373901367
195,195,2019-11-12,40.38922882080078
196,196,2019-11-13,40.30497360229492
197,197,2019-11-14,40.34241485595703
198,198,2019-11-15,40.7075424194336
199,199,2019-11-18,40.60455703735352
200,200,2019-11-19,40.53902053833008
201,201,2019-11-20,40.42667770385742
202,202,2019-11-21,40.59519958496094
203,203,2019-11-22,40.94160079956055
204,204,2019-11-25,41.213111877441406
205,205,2019-11-26,41.61569595336914
206,206,2019-11-27,41.5127067565918
207,207,2019-11-29,41.522071838378906
