,Date,NEM
0,2019-02-04 00:00:00-05:00,28.7036190032959
1,2019-02-05 00:00:00-05:00,28.670005798339844
2,2019-02-06 00:00:00-05:00,28.5523738861084
3,2019-02-07 00:00:00-05:00,28.342308044433594
4,2019-02-08 00:00:00-05:00,28.43473243713379
5,2019-02-11 00:00:00-05:00,28.275081634521484
6,2019-02-12 00:00:00-05:00,28.056612014770508
7,2019-02-13 00:00:00-05:00,27.922170639038086
8,2019-02-14 00:00:00-05:00,27.821338653564453
9,2019-02-15 00:00:00-05:00,27.93057632446289
10,2019-02-19 00:00:00-05:00,29.01451873779297
11,2019-02-20 00:00:00-05:00,29.737152099609375
12,2019-02-21 00:00:00-05:00,29.75395393371582
13,2019-02-22 00:00:00-05:00,30.65304946899414
14,2019-02-25 00:00:00-05:00,30.3337459564209
15,2019-02-26 00:00:00-05:00,29.367431640625
16,2019-02-27 00:00:00-05:00,28.585981369018555
17,2019-02-28 00:00:00-05:00,28.670005798339844
18,2019-03-01 00:00:00-05:00,28.417932510375977
19,2019-03-04 00:00:00-05:00,28.947298049926758
20,2019-03-05 00:00:00-05:00,28.98931121826172
21,2019-03-06 00:00:00-05:00,27.960006713867188
22,2019-03-07 00:00:00-05:00,28.027503967285156
23,2019-03-08 00:00:00-05:00,28.4409122467041
24,2019-03-11 00:00:00-04:00,28.221548080444336
25,2019-03-12 00:00:00-04:00,29.12430763244629
26,2019-03-13 00:00:00-04:00,29.031496047973633
27,2019-03-14 00:00:00-04:00,28.19623565673828
28,2019-03-15 00:00:00-04:00,27.960006713867188
29,2019-03-18 00:00:00-04:00,27.841886520385742
30,2019-03-19 00:00:00-04:00,28.078123092651367
31,2019-03-20 00:00:00-04:00,28.57590103149414
32,2019-03-21 00:00:00-04:00,28.964000701904297
33,2019-03-22 00:00:00-04:00,29.107425689697266
34,2019-03-25 00:00:00-04:00,29.444908142089844
35,2019-03-26 00:00:00-04:00,30.001745223999023
36,2019-03-27 00:00:00-04:00,30.1283016204834
37,2019-03-28 00:00:00-04:00,30.01017951965332
38,2019-03-29 00:00:00-04:00,30.178918838500977
39,2019-04-01 00:00:00-04:00,30.04392433166504
40,2019-04-02 00:00:00-04:00,30.22954559326172
41,2019-04-03 00:00:00-04:00,30.33078384399414
42,2019-04-04 00:00:00-04:00,30.7779483795166
43,2019-04-05 00:00:00-04:00,30.79481315612793
44,2019-04-08 00:00:00-04:00,30.92980194091797
45,2019-04-09 00:00:00-04:00,30.87918472290039
46,2019-04-10 00:00:00-04:00,30.600767135620117
47,2019-04-11 00:00:00-04:00,30.347658157348633
48,2019-04-12 00:00:00-04:00,30.583892822265625
49,2019-04-15 00:00:00-04:00,30.516399383544922
50,2019-04-16 00:00:00-04:00,30.08403205871582
51,2019-04-17 00:00:00-04:00,29.556547164916992
52,2019-04-18 00:00:00-04:00,28.570756912231445
53,2019-04-22 00:00:00-04:00,28.147029876708984
54,2019-04-23 00:00:00-04:00,27.991378784179688
55,2019-04-24 00:00:00-04:00,27.844375610351562
56,2019-04-25 00:00:00-04:00,27.35147476196289
57,2019-04-26 00:00:00-04:00,27.204471588134766
58,2019-04-29 00:00:00-04:00,26.59916114807129
59,2019-04-30 00:00:00-04:00,26.858579635620117
60,2019-05-01 00:00:00-04:00,26.218679428100586
61,2019-05-02 00:00:00-04:00,26.028440475463867
62,2019-05-03 00:00:00-04:00,26.1322078704834
63,2019-05-06 00:00:00-04:00,25.89008140563965
64,2019-05-07 00:00:00-04:00,26.564571380615234
65,2019-05-08 00:00:00-04:00,26.114913940429688
