,Date,OTIS
0,2020-03-19 00:00:00-04:00,42.97654724121094
1,2020-03-20 00:00:00-04:00,42.739105224609375
2,2020-03-23 00:00:00-04:00,37.99030685424805
3,2020-03-24 00:00:00-04:00,37.99030685424805
4,2020-03-25 00:00:00-04:00,38.94956588745117
5,2020-03-26 00:00:00-04:00,42.739105224609375
6,2020-03-27 00:00:00-04:00,42.96229934692383
7,2020-03-30 00:00:00-04:00,47.487892150878906
8,2020-03-31 00:00:00-04:00,47.487892150878906
9,2020-04-01 00:00:00-04:00,44.353694915771484
10,2020-04-02 00:00:00-04:00,41.789344787597656
11,2020-04-03 00:00:00-04:00,44.942543029785156
12,2020-04-06 00:00:00-04:00,43.63187789916992
13,2020-04-07 00:00:00-04:00,42.055274963378906
14,2020-04-08 00:00:00-04:00,41.87482452392578
15,2020-04-09 00:00:00-04:00,46.67110061645508
16,2020-04-13 00:00:00-04:00,43.688865661621094
17,2020-04-14 00:00:00-04:00,43.58438491821289
18,2020-04-15 00:00:00-04:00,42.31171798706055
19,2020-04-16 00:00:00-04:00,43.32795715332031
20,2020-04-17 00:00:00-04:00,43.831321716308594
21,2020-04-20 00:00:00-04:00,43.10950469970703
22,2020-04-21 00:00:00-04:00,43.59388732910156
23,2020-04-22 00:00:00-04:00,44.686100006103516
24,2020-04-23 00:00:00-04:00,45.08500671386719
25,2020-04-24 00:00:00-04:00,45.44590759277344
26,2020-04-27 00:00:00-04:00,45.79732131958008
27,2020-04-28 00:00:00-04:00,47.35492706298828
28,2020-04-29 00:00:00-04:00,48.58012008666992
29,2020-04-30 00:00:00-04:00,48.352176666259766
30,2020-05-01 00:00:00-04:00,47.21246337890625
31,2020-05-04 00:00:00-04:00,47.041507720947266
32,2020-05-05 00:00:00-04:00,45.67385482788086
33,2020-05-06 00:00:00-04:00,45.88280487060547
34,2020-05-07 00:00:00-04:00,49.20695877075195
35,2020-05-08 00:00:00-04:00,50.28968048095703
36,2020-05-11 00:00:00-04:00,49.20695877075195
37,2020-05-12 00:00:00-04:00,47.22195816040039
38,2020-05-13 00:00:00-04:00,45.78782653808594
39,2020-05-14 00:00:00-04:00,45.588382720947266
40,2020-05-15 00:00:00-04:00,46.43366241455078
41,2020-05-18 00:00:00-04:00,49.51087951660156
42,2020-05-19 00:00:00-04:00,49.68183517456055
43,2020-05-20 00:00:00-04:00,50.50812530517578
44,2020-05-21 00:00:00-04:00,49.60244369506836
45,2020-05-22 00:00:00-04:00,49.29738235473633
46,2020-05-26 00:00:00-04:00,48.5156364440918
47,2020-05-27 00:00:00-04:00,49.936119079589844
48,2020-05-28 00:00:00-04:00,48.582374572753906
49,2020-05-29 00:00:00-04:00,50.19352722167969
50,2020-06-01 00:00:00-04:00,51.556800842285156
51,2020-06-02 00:00:00-04:00,51.623538970947266
52,2020-06-03 00:00:00-04:00,52.8819465637207
53,2020-06-04 00:00:00-04:00,52.815223693847656
54,2020-06-05 00:00:00-04:00,55.83731460571289
55,2020-06-08 00:00:00-04:00,58.40180206298828
56,2020-06-09 00:00:00-04:00,57.82027053833008
57,2020-06-10 00:00:00-04:00,56.27585220336914
58,2020-06-11 00:00:00-04:00,53.62554931640625
59,2020-06-12 00:00:00-04:00,53.42535400390625
60,2020-06-15 00:00:00-04:00,54.979305267333984
61,2020-06-16 00:00:00-04:00,55.15089797973633
62,2020-06-17 00:00:00-04:00,54.09270477294922
63,2020-06-18 00:00:00-04:00,54.80769729614258
64,2020-06-19 00:00:00-04:00,54.3405647277832
65,2020-06-22 00:00:00-04:00,54.39777374267578
66,2020-06-23 00:00:00-04:00,54.14989471435547
67,2020-06-24 00:00:00-04:00,52.94868087768555
68,2020-06-25 00:00:00-04:00,53.57788848876953
69,2020-06-26 00:00:00-04:00,53.187015533447266
70,2020-06-29 00:00:00-04:00,53.930625915527344
71,2020-06-30 00:00:00-04:00,54.207088470458984
72,2020-07-01 00:00:00-04:00,53.177486419677734
73,2020-07-02 00:00:00-04:00,53.8638916015625
74,2020-07-06 00:00:00-04:00,54.207088470458984
75,2020-07-07 00:00:00-04:00,54.16896057128906
76,2020-07-08 00:00:00-04:00,54.26429748535156
77,2020-07-09 00:00:00-04:00,53.49209213256836
