,Unnamed: 0,Date,ABBV
0,0,2019-02-05,63.26279830932617
1,1,2019-02-06,62.77853012084961
2,2,2019-02-07,62.84999084472656
3,3,2019-02-08,63.24689865112305
4,4,2019-02-11,63.3262939453125
5,5,2019-02-12,63.45332336425781
6,6,2019-02-13,64.13603973388672
7,7,2019-02-14,63.92168045043945
8,8,2019-02-15,64.18367004394531
9,9,2019-02-19,63.92168045043945
10,10,2019-02-20,63.50094604492188
11,11,2019-02-21,62.51655578613281
12,12,2019-02-22,63.52476119995117
13,13,2019-02-25,63.73912048339844
14,14,2019-02-26,63.91375732421875
15,15,2019-02-27,63.0405158996582
16,16,2019-02-28,62.90555191040039
17,17,2019-03-01,63.588287353515625
18,18,2019-03-04,63.0802001953125
19,19,2019-03-05,62.643585205078125
20,20,2019-03-06,61.992618560791016
21,21,2019-03-07,62.1116828918457
22,22,2019-03-08,61.58774185180664
23,23,2019-03-11,61.98468399047852
24,24,2019-03-12,62.50862884521485
25,25,2019-03-13,62.659461975097656
26,26,2019-03-14,63.46918487548828
27,27,2019-03-15,64.57266998291016
28,28,2019-03-18,64.02490234375
29,29,2019-03-19,64.15984344482422
30,30,2019-03-20,63.85024642944336
31,31,2019-03-21,64.49329376220703
32,32,2019-03-22,63.31836318969727
33,33,2019-03-25,63.1198844909668
34,34,2019-03-26,64.11222076416016
35,35,2019-03-27,63.42155838012695
36,36,2019-03-28,63.47713088989258
37,37,2019-03-29,63.97725677490234
38,38,2019-04-01,64.12812042236328
39,39,2019-04-02,65.94603729248047
40,40,2019-04-03,65.95399475097656
41,41,2019-04-04,65.73965454101562
42,42,2019-04-05,66.24771881103516
43,43,2019-04-08,66.6684341430664
44,44,2019-04-09,65.64437103271484
45,45,2019-04-10,65.85077667236328
46,46,2019-04-11,64.91403198242188
47,47,2019-04-12,64.97837829589844
48,48,2019-04-15,65.17948150634766
49,49,2019-04-16,64.51986694335938
50,50,2019-04-17,62.72609329223633
51,51,2019-04-18,62.39630126953125
52,52,2019-04-22,62.86284637451172
53,53,2019-04-23,63.27307891845703
54,54,2019-04-24,63.28112411499024
55,55,2019-04-25,63.82006454467773
56,56,2019-04-26,64.1096420288086
57,57,2019-04-29,64.59227752685547
58,58,2019-04-30,63.86027526855469
59,59,2019-05-01,63.45807266235352
60,60,2019-05-02,63.12025833129883
61,61,2019-05-03,63.31329727172852
62,62,2019-05-06,63.75569915771485
63,63,2019-05-07,62.70194625854492
64,64,2019-05-08,62.734134674072266
65,65,2019-05-09,62.66978454589844
66,66,2019-05-10,62.299781799316406
67,67,2019-05-13,61.83322525024414
68,68,2019-05-14,63.09612655639648
69,69,2019-05-15,63.36961364746094
70,70,2019-05-16,63.94875717163086
71,71,2019-05-17,63.916603088378906
72,72,2019-05-20,64.20616912841797
73,73,2019-05-21,65.0588150024414
74,74,2019-05-22,65.62992858886719
75,75,2019-05-23,65.27600860595703
76,76,2019-05-24,64.39921569824219
77,77,2019-05-28,62.76630783081055
78,78,2019-05-29,62.79045486450195
79,79,2019-05-30,62.428470611572266
80,80,2019-05-31,61.70451736450195
81,81,2019-06-03,60.8920783996582
82,82,2019-06-04,61.7366828918457
83,83,2019-06-05,61.98604965209961
84,84,2019-06-06,61.99409866333008
85,85,2019-06-07,62.28368377685547
86,86,2019-06-10,61.89757537841797
87,87,2019-06-11,62.87892532348633
88,88,2019-06-12,63.20068740844727
89,89,2019-06-13,63.50634002685547
90,90,2019-06-14,63.29721832275391
91,91,2019-06-17,63.26504135131836
92,92,2019-06-18,62.94327545166016
93,93,2019-06-19,62.428470611572266
94,94,2019-06-20,63.01565170288086
95,95,2019-06-21,63.36961364746094
96,96,2019-06-24,63.10415267944336
97,97,2019-06-25,52.84821701049805
98,98,2019-06-26,54.69831085205078
99,99,2019-06-27,56.30708312988281
100,100,2019-06-28,58.49501419067383
101,101,2019-07-01,59.04199981689453
102,102,2019-07-02,59.70965194702149
103,103,2019-07-03,60.29684066772461
104,104,2019-07-05,58.71219253540039
105,105,2019-07-08,57.28844833374024
106,106,2019-07-09,57.30451965332031
107,107,2019-07-10,57.63431167602539
108,108,2019-07-11,57.30451965332031
109,109,2019-07-12,57.39436340332031
110,110,2019-07-15,57.38618850708008
111,111,2019-07-16,56.47970962524414
112,112,2019-07-17,55.7937126159668
113,113,2019-07-18,55.7365608215332
114,114,2019-07-19,55.973388671875
115,115,2019-07-22,55.53238677978516
116,116,2019-07-23,55.311893463134766
117,117,2019-07-24,55.09140396118164
118,118,2019-07-25,54.43806838989258
119,119,2019-07-26,55.33639526367188
120,120,2019-07-29,54.862735748291016
121,121,2019-07-30,54.862735748291016
122,122,2019-07-31,54.40541076660156
123,123,2019-08-01,53.73574447631836
124,124,2019-08-02,53.36825942993164
125,125,2019-08-05,53.270267486572266
126,126,2019-08-06,52.89459609985352
127,127,2019-08-07,52.64143371582031
128,128,2019-08-08,53.44992065429688
129,129,2019-08-09,53.55608749389648
130,130,2019-08-12,52.69860458374024
131,131,2019-08-13,53.090599060058594
132,132,2019-08-14,51.85744094848633
133,133,2019-08-15,51.43279647827149
134,134,2019-08-16,52.61693572998047
135,135,2019-08-19,54.356407165527344
136,136,2019-08-20,54.233917236328125
137,137,2019-08-21,55.1567268371582
138,138,2019-08-22,55.140403747558594
139,139,2019-08-23,53.87458801269531
140,140,2019-08-26,54.27474212646485
141,141,2019-08-27,53.62959289550781
142,142,2019-08-28,53.95624923706055
143,143,2019-08-29,54.07874298095703
144,144,2019-08-30,53.68675231933594
145,145,2019-09-03,53.40909194946289
146,146,2019-09-04,54.20940399169922
147,147,2019-09-05,54.74022674560547
148,148,2019-09-06,55.22206115722656
149,149,2019-09-09,54.470733642578125
150,150,2019-09-10,55.67939376831055
151,151,2019-09-11,56.74920272827149
152,152,2019-09-12,57.8435173034668
153,153,2019-09-13,57.58218765258789
154,154,2019-09-16,57.63936233520508
155,155,2019-09-17,58.47234344482422
156,156,2019-09-18,58.20283889770508
157,157,2019-09-19,58.52949523925781
158,158,2019-09-20,59.11749649047852
159,159,2019-09-23,59.55847930908203
160,160,2019-09-24,59.5748176574707
161,161,2019-09-25,58.87249374389648
162,162,2019-09-26,60.45682144165039
163,163,2019-09-27,61.1264762878418
164,164,2019-09-30,61.83695983886719
165,165,2019-10-01,59.80347442626953
166,166,2019-10-02,58.9051628112793
167,167,2019-10-03,60.30979537963867
168,168,2019-10-04,60.97127532958984
169,169,2019-10-07,60.7017936706543
170,170,2019-10-08,60.0484733581543
171,171,2019-10-09,59.86065673828125
172,172,2019-10-10,60.799781799316406
173,173,2019-10-11,61.00691986083984
174,174,2019-10-14,61.11465835571289
175,175,2019-10-15,61.72777557373047
176,176,2019-10-16,61.9349250793457
177,177,2019-10-17,62.25806427001953
178,178,2019-10-18,63.35175323486328
179,179,2019-10-21,64.04776763916016
180,180,2019-10-22,64.52005004882812
181,181,2019-10-23,64.42061614990234
