,Unnamed: 0.1,Unnamed: 0,Date,CAH,CAH_6m,CAH_12m
62,62,62,2019-05-06,42.18256759643555,40.5358772277832,38.29194641113281
63,63,63,2019-05-07,41.75596618652344,40.47615814208984,39.24753952026367
64,64,64,2019-05-08,42.41293716430664,41.55973052978516,38.61616134643555
65,65,65,2019-05-09,42.779815673828125,40.61266708374024,39.3157958984375
66,66,66,2019-05-10,41.679176330566406,41.58532333374024,39.74239730834961
67,67,67,2019-05-13,39.3072624206543,42.28496170043945,39.97276306152344
68,68,68,2019-05-14,39.332855224609375,42.18256759643555,40.5358772277832
69,69,69,2019-05-15,39.4011116027832,41.75596618652344,40.47615814208984
70,70,70,2019-05-16,38.59057235717773,42.41293716430664,41.55973052978516
71,71,71,2019-05-17,38.41992950439453,42.779815673828125,40.61266708374024
72,72,72,2019-05-20,39.23047256469727,41.679176330566406,41.58532333374024
73,73,73,2019-05-21,40.01542663574219,39.3072624206543,42.28496170043945
74,74,74,2019-05-22,39.964237213134766,39.332855224609375,42.18256759643555
75,75,75,2019-05-23,39.170745849609375,39.4011116027832,41.75596618652344
76,76,76,2019-05-24,39.20487976074219,38.59057235717773,42.41293716430664
77,77,77,2019-05-28,38.80386734008789,38.41992950439453,42.779815673828125
78,78,78,2019-05-29,37.268104553222656,39.23047256469727,41.679176330566406
79,79,79,2019-05-30,36.6281852722168,40.01542663574219,39.3072624206543
80,80,80,2019-05-31,35.89442825317383,39.964237213134766,39.332855224609375
81,81,81,2019-06-03,36.61965560913086,39.170745849609375,39.4011116027832
82,82,82,2019-06-04,37.49846267700195,39.20487976074219,38.59057235717773
83,83,83,2019-06-05,36.943878173828125,38.80386734008789,38.41992950439453
84,84,84,2019-06-06,36.50874328613281,37.268104553222656,39.23047256469727
85,85,85,2019-06-07,37.41313171386719,36.6281852722168,40.01542663574219
86,86,86,2019-06-10,37.5411262512207,35.89442825317383,39.964237213134766
87,87,87,2019-06-11,38.08717346191406,36.61965560913086,39.170745849609375
88,88,88,2019-06-12,37.72882461547852,37.49846267700195,39.20487976074219
89,89,89,2019-06-13,38.62469100952149,36.943878173828125,38.80386734008789
90,90,90,2019-06-14,37.67763900756836,36.50874328613281,37.268104553222656
91,91,91,2019-06-17,37.93359375,37.41313171386719,36.6281852722168
92,92,92,2019-06-18,38.00185775756836,37.5411262512207,35.89442825317383
93,93,93,2019-06-19,38.428466796875,38.08717346191406,36.61965560913086
94,94,94,2019-06-20,38.19810104370117,37.72882461547852,37.49846267700195
95,95,95,2019-06-21,38.13836669921875,38.62469100952149,36.943878173828125
96,96,96,2019-06-24,38.40285110473633,37.67763900756836,36.50874328613281
97,97,97,2019-06-25,39.03424453735352,37.93359375,37.41313171386719
98,98,98,2019-06-26,38.93185424804688,38.00185775756836,37.5411262512207
99,99,99,2019-06-27,39.76799774169922,38.428466796875,38.08717346191406
100,100,100,2019-06-28,40.60509490966797,38.19810104370117,37.72882461547852
101,101,101,2019-07-01,41.00167083740234,38.13836669921875,38.62469100952149
102,102,102,2019-07-02,40.66544342041016,38.40285110473633,37.67763900756836
103,103,103,2019-07-03,41.38098907470703,39.03424453735352,37.93359375
104,104,104,2019-07-05,41.57926559448242,38.93185424804688,38.00185775756836
105,105,105,2019-07-08,40.94131088256836,39.76799774169922,38.428466796875
106,106,106,2019-07-09,40.691314697265625,40.60509490966797,38.19810104370117
107,107,107,2019-07-10,40.91544723510742,41.00167083740234,38.13836669921875
108,108,108,2019-07-11,41.60513305664063,40.66544342041016,38.40285110473633
109,109,109,2019-07-12,41.02752685546875,41.38098907470703,39.03424453735352
110,110,110,2019-07-15,40.9499397277832,41.57926559448242,38.93185424804688
111,111,111,2019-07-16,40.33784103393555,40.94131088256836,39.76799774169922
112,112,112,2019-07-17,38.85502243041992,40.691314697265625,40.60509490966797
113,113,113,2019-07-18,38.9584846496582,40.91544723510742,41.00167083740234
114,114,114,2019-07-19,38.78605651855469,41.60513305664063,40.66544342041016
115,115,115,2019-07-22,38.38948059082031,41.02752685546875,41.38098907470703
116,116,116,2019-07-23,38.27742004394531,40.9499397277832,41.57926559448242
117,117,117,2019-07-24,38.57915115356445,40.33784103393555,40.94131088256836
118,118,118,2019-07-25,38.71708679199219,38.85502243041992,40.691314697265625
119,119,119,2019-07-26,38.89812850952149,38.9584846496582,40.91544723510742
120,120,120,2019-07-29,39.49298095703125,38.78605651855469,41.60513305664063
121,121,121,2019-07-30,40.01025390625,38.38948059082031,41.02752685546875
122,122,122,2019-07-31,39.424015045166016,38.27742004394531,40.9499397277832
123,123,123,2019-08-01,40.23439407348633,38.57915115356445,40.33784103393555
124,124,124,2019-08-02,39.75161361694336,38.71708679199219,38.85502243041992
125,125,125,2019-08-05,39.268836975097656,38.89812850952149,38.9584846496582
126,126,126,2019-08-06,37.001495361328125,39.49298095703125,38.78605651855469
127,127,127,2019-08-07,36.85494613647461,40.01025390625,38.38948059082031
128,128,128,2019-08-08,37.837738037109375,39.424015045166016,38.27742004394531
129,129,129,2019-08-09,38.23430633544922,40.23439407348633,38.57915115356445
130,130,130,2019-08-12,37.7429084777832,39.75161361694336,38.71708679199219
131,131,131,2019-08-13,38.51018524169922,39.268836975097656,38.89812850952149
132,132,132,2019-08-14,36.56183242797852,37.001495361328125,39.49298095703125
133,133,133,2019-08-15,36.20837020874024,36.85494613647461,40.01025390625
134,134,134,2019-08-16,37.23427200317383,37.837738037109375,39.424015045166016
135,135,135,2019-08-19,37.484283447265625,38.23430633544922,40.23439407348633
136,136,136,2019-08-20,37.72566223144531,37.7429084777832,39.75161361694336
137,137,137,2019-08-21,37.56186294555664,38.51018524169922,39.268836975097656
138,138,138,2019-08-22,37.72566223144531,36.56183242797852,37.001495361328125
139,139,139,2019-08-23,36.88943099975586,36.20837020874024,36.85494613647461
140,140,140,2019-08-26,37.78601837158203,37.23427200317383,37.837738037109375
141,141,141,2019-08-27,36.14802169799805,37.484283447265625,38.23430633544922
142,142,142,2019-08-28,35.984214782714844,37.72566223144531,37.7429084777832
143,143,143,2019-08-29,36.44113540649414,37.56186294555664,38.51018524169922
144,144,144,2019-08-30,37.18254470825195,37.72566223144531,36.56183242797852
145,145,145,2019-09-03,37.32910919189453,36.88943099975586,36.20837020874024
146,146,146,2019-09-04,38.23430633544922,37.78601837158203,37.23427200317383
147,147,147,2019-09-05,38.26017761230469,36.14802169799805,37.484283447265625
148,148,148,2019-09-06,39.16537857055664,35.984214782714844,37.72566223144531
149,149,149,2019-09-09,40.36370849609375,36.44113540649414,37.56186294555664
150,150,150,2019-09-10,41.33788299560547,37.18254470825195,37.72566223144531
151,151,151,2019-09-11,42.139644622802734,37.32910919189453,36.88943099975586
152,152,152,2019-09-12,41.7947998046875,38.23430633544922,37.78601837158203
153,153,153,2019-09-13,41.57065582275391,38.26017761230469,36.14802169799805
154,154,154,2019-09-16,42.16550064086914,39.16537857055664,35.984214782714844
155,155,155,2019-09-17,41.60513305664063,40.36370849609375,36.44113540649414
156,156,156,2019-09-18,41.27754211425781,41.33788299560547,37.18254470825195
157,157,157,2019-09-19,41.398231506347656,42.139644622802734,37.32910919189453
158,158,158,2019-09-20,41.28615188598633,41.7947998046875,38.23430633544922
159,159,159,2019-09-23,40.66544342041016,41.57065582275391,38.26017761230469
160,160,160,2019-09-24,40.57061004638672,42.16550064086914,39.16537857055664
161,161,161,2019-09-25,41.096492767333984,41.60513305664063,40.36370849609375
162,162,162,2019-09-26,40.77751922607422,41.27754211425781,41.33788299560547
163,163,163,2019-09-27,41.01028823852539,41.398231506347656,42.139644622802734
164,164,164,2019-09-30,41.09824752807617,41.28615188598633,41.7947998046875
165,165,165,2019-10-01,41.1766242980957,40.66544342041016,41.57065582275391
166,166,166,2019-10-02,39.85284423828125,40.57061004638672,42.16550064086914
167,167,167,2019-10-03,39.89638900756836,41.096492767333984,41.60513305664063
168,168,168,2019-10-04,40.12282943725586,40.77751922607422,41.27754211425781
169,169,169,2019-10-07,39.7135009765625,41.01028823852539,41.398231506347656
170,170,170,2019-10-08,39.15611267089844,41.09824752807617,41.28615188598633
171,171,171,2019-10-09,39.45222473144531,41.1766242980957,40.66544342041016
172,172,172,2019-10-10,40.10540390014648,39.85284423828125,40.57061004638672
173,173,173,2019-10-11,40.86310195922852,39.89638900756836,41.096492767333984
174,174,174,2019-10-14,40.741172790527344,40.12282943725586,40.77751922607422
175,175,175,2019-10-15,41.71659469604492,39.7135009765625,41.01028823852539
176,176,176,2019-10-16,42.73556137084961,39.15611267089844,41.09824752807617
177,177,177,2019-10-17,44.59930038452149,39.45222473144531,41.1766242980957
178,178,178,2019-10-18,44.8867073059082,40.10540390014648,39.85284423828125
179,179,179,2019-10-21,43.90258026123047,40.86310195922852,39.89638900756836
180,180,180,2019-10-22,44.189979553222656,40.741172790527344,40.12282943725586
181,181,181,2019-10-23,43.56292724609375,41.71659469604492,39.7135009765625
182,182,182,2019-10-24,43.275516510009766,42.73556137084961,39.15611267089844
183,183,183,2019-10-25,43.589054107666016,44.59930038452149,39.45222473144531
184,184,184,2019-10-28,43.78935623168945,44.8867073059082,40.10540390014648
185,185,185,2019-10-29,44.61671829223633,43.90258026123047,40.86310195922852
186,186,186,2019-10-30,43.684852600097656,44.189979553222656,40.741172790527344
187,187,187,2019-10-31,43.06650161743164,43.56292724609375,41.71659469604492
188,188,188,2019-11-01,43.92870330810547,43.275516510009766,42.73556137084961
189,189,189,2019-11-04,45.06088638305664,43.589054107666016,44.59930038452149
190,190,190,2019-11-05,44.85186767578125,43.78935623168945,44.8867073059082
191,191,191,2019-11-06,44.79090881347656,44.61671829223633,43.90258026123047
192,192,192,2019-11-07,46.33241653442383,43.684852600097656,44.189979553222656
193,193,193,2019-11-08,46.81142044067383,43.06650161743164,43.56292724609375
194,194,194,2019-11-11,46.75045394897461,43.92870330810547,43.275516510009766
195,195,195,2019-11-12,47.05526351928711,45.06088638305664,43.589054107666016
196,196,196,2019-11-13,47.71717071533203,44.85186767578125,43.78935623168945
197,197,197,2019-11-14,47.68232345581055,44.79090881347656,44.61671829223633
198,198,198,2019-11-15,48.9799919128418,46.33241653442383,43.684852600097656
199,199,199,2019-11-18,48.77967071533203,46.81142044067383,43.06650161743164
200,200,200,2019-11-19,48.49227142333984,46.75045394897461,43.92870330810547
201,201,201,2019-11-20,48.25712585449219,47.05526351928711,45.06088638305664
202,202,202,2019-11-21,48.04810333251953,47.71717071533203,44.85186767578125
203,203,203,2019-11-22,48.5009880065918,47.68232345581055,44.79090881347656
204,204,204,2019-11-25,49.07577133178711,48.9799919128418,46.33241653442383
205,205,205,2019-11-26,47.212039947509766,48.77967071533203,46.81142044067383
206,206,206,2019-11-27,48.09165573120117,48.49227142333984,46.75045394897461
207,207,207,2019-11-29,47.926177978515625,48.25712585449219,47.05526351928711
208,208,208,2019-12-02,47.58652114868164,48.04810333251953,47.71717071533203
209,209,209,2019-12-03,47.49072265625,48.5009880065918,47.68232345581055
210,210,210,2019-12-04,47.70845413208008,49.07577133178711,48.9799919128418
211,211,211,2019-12-05,47.24687194824219,47.212039947509766,48.77967071533203
212,212,212,2019-12-06,47.78683471679688,48.09165573120117,48.49227142333984
213,213,213,2019-12-09,47.32525634765625,47.926177978515625,48.25712585449219
214,214,214,2019-12-10,46.87237930297852,47.58652114868164,48.04810333251953
215,215,215,2019-12-11,47.27299499511719,47.49072265625,48.5009880065918
216,216,216,2019-12-12,47.60395050048828,47.70845413208008,49.07577133178711
217,217,217,2019-12-13,46.733036041259766,47.24687194824219,47.212039947509766
218,218,218,2019-12-16,46.76787185668945,47.78683471679688,48.09165573120117
219,219,219,2019-12-17,44.9128303527832,47.32525634765625,47.926177978515625
220,220,220,2019-12-18,44.50350189208984,46.87237930297852,47.58652114868164
221,221,221,2019-12-19,44.07676315307617,47.27299499511719,47.49072265625
222,222,222,2019-12-20,45.11314392089844,47.60395050048828,47.70845413208008
223,223,223,2019-12-23,44.52963638305664,46.733036041259766,47.24687194824219
224,224,224,2019-12-24,44.66897964477539,46.76787185668945,47.78683471679688
225,225,225,2019-12-26,44.56446838378906,44.9128303527832,47.32525634765625
226,226,226,2019-12-27,44.85186767578125,44.50350189208984,46.87237930297852
227,227,227,2019-12-30,44.21611404418945,44.07676315307617,47.27299499511719
228,228,228,2019-12-31,44.47196578979492,45.11314392089844,47.60395050048828
229,229,229,2020-01-02,44.041141510009766,44.52963638305664,46.733036041259766
230,230,230,2020-01-03,43.39928436279297,44.66897964477539,46.76787185668945
231,231,231,2020-01-06,43.75978088378906,44.56446838378906,44.9128303527832
232,232,232,2020-01-07,43.7773666381836,44.85186767578125,44.50350189208984
233,233,233,2020-01-08,44.01476287841797,44.21611404418945,44.07676315307617
234,234,234,2020-01-09,44.22577667236328,44.47196578979492,45.11314392089844
235,235,235,2020-01-10,44.51591873168945,44.041141510009766,44.52963638305664
236,236,236,2020-01-13,44.3488655090332,43.39928436279297,44.66897964477539
237,237,237,2020-01-14,46.11614227294922,43.75978088378906,44.56446838378906
238,238,238,2020-01-15,47.31189727783203,43.7773666381836,44.85186767578125
239,239,239,2020-01-16,47.848243713378906,44.01476287841797,44.21611404418945
240,240,240,2020-01-17,47.41740798950195,44.22577667236328,44.47196578979492
241,241,241,2020-01-21,47.48775100708008,44.51591873168945,44.041141510009766
242,242,242,2020-01-22,48.63956451416016,44.3488655090332,43.39928436279297
243,243,243,2020-01-23,48.24390411376953,46.11614227294922,43.75978088378906
244,244,244,2020-01-24,47.32070541381836,47.31189727783203,43.7773666381836
245,245,245,2020-01-27,46.93383026123047,47.848243713378906,44.01476287841797
246,246,246,2020-01-28,47.30311965942383,47.41740798950195,44.22577667236328
247,247,247,2020-01-29,47.2503662109375,47.48775100708008,44.51591873168945
248,248,248,2020-01-30,46.85470581054688,48.63956451416016,44.3488655090332
249,249,249,2020-01-31,45.02587890625,48.24390411376953,46.11614227294922
250,250,250,2020-02-03,45.06983947753906,47.32070541381836,47.31189727783203
251,251,251,2020-02-04,45.359989166259766,46.93383026123047,47.848243713378906
252,252,252,2020-02-05,46.31836700439453,47.30311965942383,47.41740798950195
253,253,253,2020-02-06,51.22452926635742,47.2503662109375,47.48775100708008
254,254,254,2020-02-07,51.20693588256836,46.85470581054688,48.63956451416016
255,255,255,2020-02-10,52.042213439941406,45.02587890625,48.24390411376953
256,256,256,2020-02-11,52.23564529418945,45.06983947753906,47.32070541381836
257,257,257,2020-02-12,52.86870574951172,45.359989166259766,46.93383026123047
258,258,258,2020-02-13,52.226863861083984,46.31836700439453,47.30311965942383
259,259,259,2020-02-14,52.42028427124024,51.22452926635742,47.2503662109375
260,260,260,2020-02-18,51.88394927978516,51.20693588256836,46.85470581054688
261,261,261,2020-02-19,52.182899475097656,52.042213439941406,45.02587890625
262,262,262,2020-02-20,53.123680114746094,52.23564529418945,45.06983947753906
263,263,263,2020-02-21,52.50821304321289,52.86870574951172,45.359989166259766
264,264,264,2020-02-24,51.11901092529297,52.226863861083984,46.31836700439453
265,265,265,2020-02-25,48.74506759643555,52.42028427124024,51.22452926635742
266,266,266,2020-02-26,48.36699295043945,51.88394927978516,51.20693588256836
267,267,267,2020-02-27,45.9402961730957,52.182899475097656,52.042213439941406
268,268,268,2020-02-28,45.82598876953125,53.123680114746094,52.23564529418945
269,269,269,2020-03-02,47.496543884277344,52.50821304321289,52.86870574951172
270,270,270,2020-03-03,46.564552307128906,51.11901092529297,52.226863861083984
271,271,271,2020-03-04,48.03288650512695,48.74506759643555,52.42028427124024
272,272,272,2020-03-05,46.142520904541016,48.36699295043945,51.88394927978516
273,273,273,2020-03-06,45.078643798828125,45.9402961730957,52.182899475097656
274,274,274,2020-03-09,42.141971588134766,45.82598876953125,53.123680114746094
275,275,275,2020-03-10,43.70702362060547,47.496543884277344,52.50821304321289
276,276,276,2020-03-11,42.775028228759766,46.564552307128906,51.11901092529297
277,277,277,2020-03-12,37.27098083496094,48.03288650512695,48.74506759643555
278,278,278,2020-03-13,41.869415283203125,46.142520904541016,48.36699295043945
279,279,279,2020-03-16,38.87998962402344,45.078643798828125,45.9402961730957
280,280,280,2020-03-17,41.99251174926758,42.141971588134766,45.82598876953125
281,281,281,2020-03-18,40.18126678466797,43.70702362060547,47.496543884277344
282,282,282,2020-03-19,38.50192260742188,42.775028228759766,46.564552307128906
283,283,283,2020-03-20,38.09747314453125,37.27098083496094,48.03288650512695
284,284,284,2020-03-23,36.04885482788086,41.869415283203125,46.142520904541016
285,285,285,2020-03-24,38.2821044921875,38.87998962402344,45.078643798828125
286,286,286,2020-03-25,37.147891998291016,41.99251174926758,42.141971588134766
287,287,287,2020-03-26,39.91749572753906,40.18126678466797,43.70702362060547
288,288,288,2020-03-27,39.02067947387695,38.50192260742188,42.775028228759766
289,289,289,2020-03-30,42.59038162231445,38.09747314453125,37.27098083496094
290,290,290,2020-03-31,42.573509216308594,36.04885482788086,41.869415283203125
291,291,291,2020-04-01,42.3692626953125,38.2821044921875,38.87998962402344
292,292,292,2020-04-02,41.22366714477539,37.147891998291016,41.99251174926758
293,293,293,2020-04-03,41.39239883422852,39.91749572753906,40.18126678466797
294,294,294,2020-04-06,43.825679779052734,39.02067947387695,38.50192260742188
295,295,295,2020-04-07,42.52024459838867,42.59038162231445,38.09747314453125
296,296,296,2020-04-08,43.87008666992188,42.573509216308594,36.04885482788086
297,297,297,2020-04-09,44.7847785949707,42.3692626953125,38.2821044921875
298,298,298,2020-04-13,43.541500091552734,41.22366714477539,37.147891998291016
299,299,299,2020-04-14,45.01567459106445,41.39239883422852,39.91749572753906
300,300,300,2020-04-15,44.46508407592773,43.825679779052734,39.02067947387695
301,301,301,2020-04-16,44.45620346069336,42.52024459838867,42.59038162231445
302,302,302,2020-04-17,45.4952278137207,43.87008666992188,42.573509216308594
303,303,303,2020-04-20,45.06008529663086,44.7847785949707,42.3692626953125
304,304,304,2020-04-21,42.8665771484375,43.541500091552734,41.22366714477539
305,305,305,2020-04-22,43.550384521484375,45.01567459106445,41.39239883422852
306,306,306,2020-04-23,43.79903793334961,44.46508407592773,43.825679779052734
307,307,307,2020-04-24,44.68709564208984,44.45620346069336,42.52024459838867
308,308,308,2020-04-27,46.11687088012695,45.4952278137207,43.87008666992188
309,309,309,2020-04-28,45.69060516357422,45.06008529663086,44.7847785949707
310,310,310,2020-04-29,45.61067962646485,42.8665771484375,43.541500091552734
311,311,311,2020-04-30,43.94112777709961,43.550384521484375,45.01567459106445
312,312,312,2020-05-01,42.11172103881836,43.79903793334961,44.46508407592773
313,313,313,2020-05-04,41.75650405883789,44.68709564208984,44.45620346069336
314,314,314,2020-05-05,42.138370513916016,46.11687088012695,45.4952278137207
315,315,315,2020-05-06,42.09396743774414,45.69060516357422,45.06008529663086
316,316,316,2020-05-07,43.08859252929688,45.61067962646485,42.8665771484375
317,317,317,2020-05-08,44.296348571777344,43.94112777709961,43.550384521484375
318,318,318,2020-05-11,47.28022766113281,42.11172103881836,43.79903793334961
319,319,319,2020-05-12,44.49172592163086,41.75650405883789,44.68709564208984
320,320,320,2020-05-13,42.271583557128906,42.138370513916016,46.11687088012695
321,321,321,2020-05-14,42.00515365600586,42.09396743774414,45.69060516357422
322,322,322,2020-05-15,43.470458984375,43.08859252929688,45.61067962646485
323,323,323,2020-05-18,46.36552810668945,44.296348571777344,43.94112777709961
324,324,324,2020-05-19,45.78829193115234,47.28022766113281,42.11172103881836
325,325,325,2020-05-20,47.022682189941406,44.49172592163086,41.75650405883789
326,326,326,2020-05-21,47.22694396972656,42.271583557128906,42.138370513916016
327,327,327,2020-05-22,47.591041564941406,42.00515365600586,42.09396743774414
328,328,328,2020-05-26,46.71186828613281,43.470458984375,43.08859252929688
329,329,329,2020-05-27,47.73312759399414,46.36552810668945,44.296348571777344
330,330,330,2020-05-28,48.28372573852539,45.78829193115234,47.28022766113281
331,331,331,2020-05-29,48.56791687011719,47.022682189941406,44.49172592163086
332,332,332,2020-06-01,48.57678985595703,47.22694396972656,42.271583557128906
333,333,333,2020-06-02,49.52701950073242,47.591041564941406,42.00515365600586
334,334,334,2020-06-03,50.28185272216797,46.71186828613281,43.470458984375
335,335,335,2020-06-04,50.166412353515625,47.73312759399414,46.36552810668945
336,336,336,2020-06-05,50.85909652709961,48.28372573852539,45.78829193115234
337,337,337,2020-06-08,52.67074966430664,48.56791687011719,47.022682189941406
338,338,338,2020-06-09,51.19656753540039,48.57678985595703,47.22694396972656
339,339,339,2020-06-10,49.26060485839844,49.52701950073242,47.591041564941406
340,340,340,2020-06-11,46.61418151855469,50.28185272216797,46.71186828613281
341,341,341,2020-06-12,46.96940231323242,50.166412353515625,47.73312759399414
342,342,342,2020-06-15,47.4756088256836,50.85909652709961,48.28372573852539
343,343,343,2020-06-16,48.3991813659668,52.67074966430664,48.56791687011719
344,344,344,2020-06-17,47.6532096862793,51.19656753540039,48.57678985595703
345,345,345,2020-06-18,47.16478729248047,49.26060485839844,49.52701950073242
346,346,346,2020-06-19,47.78642654418945,46.61418151855469,50.28185272216797
347,347,347,2020-06-22,47.79529571533203,46.96940231323242,50.166412353515625
348,348,348,2020-06-23,47.493350982666016,47.4756088256836,50.85909652709961
349,349,349,2020-06-24,46.18791961669922,48.3991813659668,52.67074966430664
350,350,350,2020-06-25,46.06357955932617,47.6532096862793,51.19656753540039
351,351,351,2020-06-26,44.8913459777832,47.16478729248047,49.26060485839844
352,352,352,2020-06-29,46.15238952636719,47.78642654418945,46.61418151855469
353,353,353,2020-06-30,46.785282135009766,47.79529571533203,46.96940231323242
354,354,354,2020-07-01,46.32809066772461,47.493350982666016,47.4756088256836
355,355,355,2020-07-02,46.435665130615234,46.18791961669922,48.3991813659668
356,356,356,2020-07-06,46.38188552856445,46.06357955932617,47.6532096862793
357,357,357,2020-07-07,45.019290924072266,44.8913459777832,47.16478729248047
358,358,358,2020-07-08,45.0820426940918,46.15238952636719,47.78642654418945
359,359,359,2020-07-09,43.81806182861328,46.785282135009766,47.79529571533203
360,360,360,2020-07-10,44.248348236083984,46.32809066772461,47.493350982666016
361,361,361,2020-07-13,44.70553970336914,46.435665130615234,46.18791961669922
362,362,362,2020-07-14,45.65576934814453,46.38188552856445,46.06357955932617
363,363,363,2020-07-15,46.69563674926758,45.019290924072266,44.8913459777832
364,364,364,2020-07-16,46.991455078125,45.0820426940918,46.15238952636719
365,365,365,2020-07-17,47.62793731689453,43.81806182861328,46.785282135009766
366,366,366,2020-07-20,47.64586639404297,44.248348236083984,46.32809066772461
367,367,367,2020-07-21,50.19175338745117,44.70553970336914,46.435665130615234
368,368,368,2020-07-22,50.34415435791016,45.65576934814453,46.38188552856445
369,369,369,2020-07-23,50.69375991821289,46.69563674926758,45.019290924072266
370,370,370,2020-07-24,50.64893341064453,46.991455078125,45.0820426940918
371,371,371,2020-07-27,51.52745056152344,47.62793731689453,43.81806182861328
372,372,372,2020-07-28,50.72066116333008,47.64586639404297,44.248348236083984
373,373,373,2020-07-29,51.72467422485352,50.19175338745117,44.70553970336914
374,374,374,2020-07-30,50.63101196289063,50.34415435791016,45.65576934814453
375,375,375,2020-07-31,48.96363830566406,50.69375991821289,46.69563674926758
376,376,376,2020-08-03,52.02947235107422,50.64893341064453,46.991455078125
377,377,377,2020-08-04,51.84120178222656,51.52745056152344,47.62793731689453
378,378,378,2020-08-05,51.6350212097168,50.72066116333008,47.64586639404297
379,379,379,2020-08-06,47.61001205444336,51.72467422485352,50.19175338745117
