,Date,ROK
0,2019-02-04 00:00:00-05:00,154.515380859375
1,2019-02-05 00:00:00-05:00,155.47149658203125
2,2019-02-06 00:00:00-05:00,155.6809539794922
3,2019-02-07 00:00:00-05:00,154.7794647216797
4,2019-02-08 00:00:00-05:00,154.29678344726562
5,2019-02-11 00:00:00-05:00,154.53355407714844
6,2019-02-12 00:00:00-05:00,157.26544189453125
7,2019-02-13 00:00:00-05:00,161.01724243164062
8,2019-02-14 00:00:00-05:00,160.64389038085938
9,2019-02-15 00:00:00-05:00,162.42941284179688
10,2019-02-19 00:00:00-05:00,162.49351501464844
11,2019-02-20 00:00:00-05:00,163.757080078125
12,2019-02-21 00:00:00-05:00,162.9513702392578
13,2019-02-22 00:00:00-05:00,164.1141815185547
14,2019-02-25 00:00:00-05:00,164.89254760742188
15,2019-02-26 00:00:00-05:00,164.1783447265625
16,2019-02-27 00:00:00-05:00,165.28631591796875
17,2019-02-28 00:00:00-05:00,163.50074768066406
18,2019-03-01 00:00:00-05:00,163.4549560546875
19,2019-03-04 00:00:00-05:00,162.84146118164062
20,2019-03-05 00:00:00-05:00,163.19859313964844
21,2019-03-06 00:00:00-05:00,163.02456665039062
22,2019-03-07 00:00:00-05:00,160.70794677734375
23,2019-03-08 00:00:00-05:00,159.81060791015625
24,2019-03-11 00:00:00-04:00,163.3358917236328
25,2019-03-12 00:00:00-04:00,163.6014862060547
26,2019-03-13 00:00:00-04:00,166.10121154785156
27,2019-03-14 00:00:00-04:00,165.44190979003906
28,2019-03-15 00:00:00-04:00,164.205810546875
29,2019-03-18 00:00:00-04:00,165.54266357421875
30,2019-03-19 00:00:00-04:00,163.6930389404297
31,2019-03-20 00:00:00-04:00,161.17495727539062
32,2019-03-21 00:00:00-04:00,162.09060668945312
33,2019-03-22 00:00:00-04:00,155.5985565185547
34,2019-03-25 00:00:00-04:00,155.50701904296875
35,2019-03-26 00:00:00-04:00,157.05447387695312
36,2019-03-27 00:00:00-04:00,156.6149444580078
37,2019-03-28 00:00:00-04:00,159.17881774902344
38,2019-03-29 00:00:00-04:00,160.6621856689453
39,2019-04-01 00:00:00-04:00,165.65255737304688
40,2019-04-02 00:00:00-04:00,166.71470642089844
41,2019-04-03 00:00:00-04:00,167.86842346191406
42,2019-04-04 00:00:00-04:00,169.38841247558594
43,2019-04-05 00:00:00-04:00,169.708984375
44,2019-04-08 00:00:00-04:00,170.31324768066406
45,2019-04-09 00:00:00-04:00,167.0901641845703
46,2019-04-10 00:00:00-04:00,167.43807983398438
47,2019-04-11 00:00:00-04:00,167.52047729492188
48,2019-04-12 00:00:00-04:00,168.70169067382812
49,2019-04-15 00:00:00-04:00,170.31324768066406
50,2019-04-16 00:00:00-04:00,171.76002502441406
51,2019-04-17 00:00:00-04:00,172.41929626464844
52,2019-04-18 00:00:00-04:00,173.9027099609375
53,2019-04-22 00:00:00-04:00,173.389892578125
54,2019-04-23 00:00:00-04:00,173.47230529785156
55,2019-04-24 00:00:00-04:00,172.96864318847656
56,2019-04-25 00:00:00-04:00,161.35809326171875
57,2019-04-26 00:00:00-04:00,163.38168334960938
58,2019-04-29 00:00:00-04:00,165.7257843017578
59,2019-04-30 00:00:00-04:00,165.46942138671875
60,2019-05-01 00:00:00-04:00,162.40196228027344
61,2019-05-02 00:00:00-04:00,161.03759765625
62,2019-05-03 00:00:00-04:00,163.6930389404297
63,2019-05-06 00:00:00-04:00,162.2645721435547
64,2019-05-07 00:00:00-04:00,158.40965270996094
65,2019-05-08 00:00:00-04:00,156.22122192382812
66,2019-05-09 00:00:00-04:00,154.74700927734375
67,2019-05-10 00:00:00-04:00,153.32876586914062
68,2019-05-13 00:00:00-04:00,148.1345977783203
69,2019-05-14 00:00:00-04:00,149.03712463378906
70,2019-05-15 00:00:00-04:00,149.3962860107422
71,2019-05-16 00:00:00-04:00,150.09620666503906
72,2019-05-17 00:00:00-04:00,147.646484375
73,2019-05-20 00:00:00-04:00,146.0440673828125
74,2019-05-21 00:00:00-04:00,148.74240112304688
75,2019-05-22 00:00:00-04:00,146.79920959472656
76,2019-05-23 00:00:00-04:00,142.87596130371094
77,2019-05-24 00:00:00-04:00,142.54443359375
78,2019-05-28 00:00:00-04:00,139.5881805419922
79,2019-05-29 00:00:00-04:00,141.0064239501953
80,2019-05-30 00:00:00-04:00,143.14305114746094
81,2019-05-31 00:00:00-04:00,137.08323669433594
82,2019-06-03 00:00:00-04:00,138.41860961914062
83,2019-06-04 00:00:00-04:00,144.64419555664062
84,2019-06-05 00:00:00-04:00,144.7086639404297
85,2019-06-06 00:00:00-04:00,143.83375549316406
86,2019-06-07 00:00:00-04:00,144.7086639404297
87,2019-06-10 00:00:00-04:00,146.255859375
88,2019-06-11 00:00:00-04:00,146.5045166015625
89,2019-06-12 00:00:00-04:00,145.491455078125
90,2019-06-13 00:00:00-04:00,146.7163543701172
91,2019-06-14 00:00:00-04:00,144.15609741210938
92,2019-06-17 00:00:00-04:00,143.52984619140625
93,2019-06-18 00:00:00-04:00,146.21900939941406
94,2019-06-19 00:00:00-04:00,146.15452575683594
95,2019-06-20 00:00:00-04:00,150.16067504882812
96,2019-06-21 00:00:00-04:00,149.85678100585938
97,2019-06-24 00:00:00-04:00,149.3502197265625
98,2019-06-25 00:00:00-04:00,148.42007446289062
99,2019-06-26 00:00:00-04:00,149.53439331054688
100,2019-06-27 00:00:00-04:00,149.31338500976562
101,2019-06-28 00:00:00-04:00,150.87901306152344
102,2019-07-01 00:00:00-04:00,151.58815002441406
103,2019-07-02 00:00:00-04:00,149.98568725585938
104,2019-07-03 00:00:00-04:00,151.09080505371094
105,2019-07-05 00:00:00-04:00,146.7899932861328
106,2019-07-08 00:00:00-04:00,144.9941864013672
107,2019-07-09 00:00:00-04:00,142.8851776123047
108,2019-07-10 00:00:00-04:00,141.4300994873047
109,2019-07-11 00:00:00-04:00,143.85218811035156
110,2019-07-12 00:00:00-04:00,147.6832733154297
