,Date,MCHP
0,2019-02-04 00:00:00-05:00,38.21331787109375
1,2019-02-05 00:00:00-05:00,38.51873016357422
2,2019-02-06 00:00:00-05:00,41.327579498291016
3,2019-02-07 00:00:00-05:00,40.753780364990234
4,2019-02-08 00:00:00-05:00,40.44835662841797
5,2019-02-11 00:00:00-05:00,41.16561508178711
6,2019-02-12 00:00:00-05:00,42.34560775756836
7,2019-02-13 00:00:00-05:00,42.197540283203125
8,2019-02-14 00:00:00-05:00,41.92451095581055
9,2019-02-15 00:00:00-05:00,42.1558952331543
10,2019-02-19 00:00:00-05:00,41.96617126464844
11,2019-02-20 00:00:00-05:00,41.65254592895508
12,2019-02-21 00:00:00-05:00,41.350555419921875
13,2019-02-22 00:00:00-05:00,41.3691291809082
14,2019-02-25 00:00:00-05:00,41.72688293457031
15,2019-02-26 00:00:00-05:00,41.37842559814453
16,2019-02-27 00:00:00-05:00,40.4538459777832
17,2019-02-28 00:00:00-05:00,40.36092758178711
18,2019-03-01 00:00:00-05:00,41.183284759521484
19,2019-03-04 00:00:00-05:00,41.15076446533203
20,2019-03-05 00:00:00-05:00,40.54676055908203
21,2019-03-06 00:00:00-05:00,40.17972183227539
22,2019-03-07 00:00:00-05:00,39.23655319213867
23,2019-03-08 00:00:00-05:00,39.51533508300781
24,2019-03-11 00:00:00-04:00,40.32840347290039
25,2019-03-12 00:00:00-04:00,40.096099853515625
26,2019-03-13 00:00:00-04:00,39.51996612548828
27,2019-03-14 00:00:00-04:00,39.027488708496094
28,2019-03-15 00:00:00-04:00,40.0031623840332
29,2019-03-18 00:00:00-04:00,39.645423889160156
30,2019-03-19 00:00:00-04:00,40.0031623840332
31,2019-03-20 00:00:00-04:00,39.157569885253906
32,2019-03-21 00:00:00-04:00,40.597869873046875
33,2019-03-22 00:00:00-04:00,39.68724060058594
34,2019-03-25 00:00:00-04:00,38.9438591003418
35,2019-03-26 00:00:00-04:00,39.14363479614258
36,2019-03-27 00:00:00-04:00,37.80554962158203
37,2019-03-28 00:00:00-04:00,37.70334243774414
38,2019-03-29 00:00:00-04:00,38.54429244995117
39,2019-04-01 00:00:00-04:00,40.63504409790039
40,2019-04-02 00:00:00-04:00,40.75584411621094
41,2019-04-03 00:00:00-04:00,41.95454788208008
42,2019-04-04 00:00:00-04:00,42.405216217041016
