,Unnamed: 0,Date,SCHW
0,0,2019-02-05,43.325958251953125
1,1,2019-02-06,42.87959671020508
2,2,2019-02-07,42.014739990234375
3,3,2019-02-08,41.624168395996094
4,4,2019-02-11,41.605567932128906
5,5,2019-02-12,42.66570663452149
6,6,2019-02-13,42.917724609375
7,7,2019-02-14,42.2736701965332
8,8,2019-02-15,43.272403717041016
9,9,2019-02-19,43.92578887939453
10,10,2019-02-20,43.356422424316406
11,11,2019-02-21,42.6750373840332
12,12,2019-02-22,43.09505844116211
13,13,2019-02-25,42.94571685791016
14,14,2019-02-26,43.45909118652344
15,15,2019-02-27,43.46842956542969
16,16,2019-02-28,42.94571685791016
17,17,2019-03-01,43.69244766235352
18,18,2019-03-04,42.60969543457031
19,19,2019-03-05,42.82438659667969
20,20,2019-03-06,42.24567794799805
21,21,2019-03-07,41.0882568359375
22,22,2019-03-08,40.55621719360352
23,23,2019-03-11,40.87356948852539
24,24,2019-03-12,41.06025314331055
25,25,2019-03-13,41.4522819519043
26,26,2019-03-14,42.28300094604492
27,27,2019-03-15,42.42301940917969
28,28,2019-03-18,42.843048095703125
29,29,2019-03-19,42.69369888305664
30,30,2019-03-20,41.59230041503906
31,31,2019-03-21,40.89224243164063
32,32,2019-03-22,39.01609802246094
33,33,2019-03-25,39.04411315917969
34,34,2019-03-26,39.71615219116211
35,35,2019-03-27,39.11878204345703
36,36,2019-03-28,39.84683609008789
37,37,2019-03-29,39.91216659545898
38,38,2019-04-01,41.1909294128418
39,39,2019-04-02,41.42428207397461
40,40,2019-04-03,41.65763092041016
41,41,2019-04-04,41.881649017333984
42,42,2019-04-05,41.582950592041016
43,43,2019-04-08,41.797637939453125
44,44,2019-04-09,41.4896240234375
45,45,2019-04-10,41.32161331176758
46,46,2019-04-11,41.31227493286133
47,47,2019-04-12,42.32967758178711
48,48,2019-04-15,42.03099060058594
49,49,2019-04-16,42.61903762817383
50,50,2019-04-17,43.02972412109375
51,51,2019-04-18,42.51635360717773
52,52,2019-04-22,42.42301940917969
53,53,2019-04-23,42.52569580078125
54,54,2019-04-24,42.06831741333008
55,55,2019-04-25,42.29233169555664
56,56,2019-04-26,41.90965270996094
57,57,2019-04-29,42.843048095703125
58,58,2019-04-30,42.73103332519531
59,59,2019-05-01,42.52569580078125
60,60,2019-05-02,42.82438659667969
61,61,2019-05-03,43.160404205322266
62,62,2019-05-06,43.17906951904297
63,63,2019-05-07,42.6376953125
64,64,2019-05-08,42.54436874389648
65,65,2019-05-09,42.76837158203125
66,66,2019-05-10,42.7963752746582
67,67,2019-05-13,40.89224243164063
68,68,2019-05-14,41.54816818237305
69,69,2019-05-15,40.04890441894531
70,70,2019-05-16,40.9859504699707
71,71,2019-05-17,40.48931503295898
72,72,2019-05-20,40.80791091918945
73,73,2019-05-21,41.248313903808594
74,74,2019-05-22,40.826656341552734
75,75,2019-05-23,39.86150741577149
76,76,2019-05-24,40.526798248291016
77,77,2019-05-28,40.09575653076172
78,78,2019-05-29,40.07701873779297
79,79,2019-05-30,39.87086486816406
80,80,2019-05-31,38.99005508422852
81,81,2019-06-03,39.00880813598633
82,82,2019-06-04,41.07964324951172
83,83,2019-06-05,41.02342224121094
84,84,2019-06-06,41.16398620605469
85,85,2019-06-07,40.29254150390625
86,86,2019-06-10,40.58301162719727
87,87,2019-06-11,40.15198516845703
88,88,2019-06-12,39.44919967651367
89,89,2019-06-13,39.69283676147461
90,90,2019-06-14,38.42783737182617
91,91,2019-06-17,38.05302047729492
92,92,2019-06-18,38.33413314819336
93,93,2019-06-19,37.378360748291016
94,94,2019-06-20,37.5095329284668
95,95,2019-06-21,38.07176208496094
96,96,2019-06-24,36.68495559692383
97,97,2019-06-25,36.759910583496094
98,98,2019-06-26,37.17220306396485
99,99,2019-06-27,37.6688346862793
100,100,2019-06-28,37.65947723388672
101,101,2019-07-01,38.19358444213867
102,102,2019-07-02,37.65947723388672
103,103,2019-07-03,37.903099060058594
104,104,2019-07-05,38.28728485107422
105,105,2019-07-08,37.4720573425293
106,106,2019-07-09,37.73442840576172
107,107,2019-07-10,37.162845611572266
108,108,2019-07-11,37.91247177124024
109,109,2019-07-12,37.60324478149414
110,110,2019-07-15,37.76254653930664
111,111,2019-07-16,39.00880813598633
112,112,2019-07-17,38.61524200439453
113,113,2019-07-18,38.86824035644531
114,114,2019-07-19,40.03017044067383
115,115,2019-07-22,40.44246673583984
116,116,2019-07-23,40.7891731262207
117,117,2019-07-24,41.491947174072266
118,118,2019-07-25,41.295169830322266
119,119,2019-07-26,41.27643203735352
120,120,2019-07-29,40.95783233642578
121,121,2019-07-30,40.31128692626953
122,122,2019-07-31,40.49868392944336
123,123,2019-08-01,38.690208435058594
124,124,2019-08-02,38.184207916259766
125,125,2019-08-05,36.39447784423828
126,126,2019-08-06,36.92858123779297
127,127,2019-08-07,35.21381378173828
128,128,2019-08-08,35.251461029052734
129,129,2019-08-09,34.705501556396484
130,130,2019-08-12,34.27250671386719
131,131,2019-08-13,35.46795654296875
132,132,2019-08-14,34.44194412231445
133,133,2019-08-15,34.41370391845703
134,134,2019-08-16,34.959651947021484
135,135,2019-08-19,35.486785888671875
136,136,2019-08-20,35.129093170166016
137,137,2019-08-21,35.40206527709961
138,138,2019-08-22,35.64680099487305
139,139,2019-08-23,34.43253707885742
140,140,2019-08-26,34.51725006103516
141,141,2019-08-27,33.99953842163086
142,142,2019-08-28,34.57372283935547
143,143,2019-08-29,35.54325866699219
144,144,2019-08-30,36.0233268737793
145,145,2019-09-03,35.73151016235352
146,146,2019-09-04,36.39983367919922
147,147,2019-09-05,37.294063568115234
148,148,2019-09-06,37.55763244628906
149,149,2019-09-09,38.68718338012695
150,150,2019-09-10,39.48728942871094
151,151,2019-09-11,40.24972915649414
152,152,2019-09-12,40.5415267944336
153,153,2019-09-13,41.05924224853516
154,154,2019-09-16,41.04041290283203
155,155,2019-09-17,40.57917404174805
156,156,2019-09-18,40.692138671875
157,157,2019-09-19,40.40033721923828
158,158,2019-09-20,40.268550872802734
159,159,2019-09-23,40.08030319213867
160,160,2019-09-24,39.33666610717773
161,161,2019-09-25,39.3460807800293
162,162,2019-09-26,38.489505767822266
163,163,2019-09-27,38.978981018066406
164,164,2019-09-30,39.37432098388672
165,165,2019-10-01,35.54325866699219
166,166,2019-10-02,34.36664581298828
167,167,2019-10-03,33.03940963745117
168,168,2019-10-04,33.57595443725586
169,169,2019-10-07,33.36886978149414
170,170,2019-10-08,33.16178512573242
171,171,2019-10-09,33.57595443725586
172,172,2019-10-10,34.01836395263672
173,173,2019-10-11,35.091434478759766
174,174,2019-10-14,35.50560760498047
175,175,2019-10-15,37.407020568847656
176,176,2019-10-16,36.729278564453125
177,177,2019-10-17,37.13405227661133
178,178,2019-10-18,37.59527969360352
179,179,2019-10-21,38.49892425537109
180,180,2019-10-22,38.51774215698242
181,181,2019-10-23,38.94132232666016
182,182,2019-10-24,38.583641052246094
183,183,2019-10-25,38.57422256469727
184,184,2019-10-28,39.04487228393555
185,185,2019-10-29,38.55539321899414
186,186,2019-10-30,38.87543869018555
187,187,2019-10-31,38.32007598876953
188,188,2019-11-01,39.32725143432617
189,189,2019-11-04,40.68273162841797
190,190,2019-11-05,40.87097930908203
191,191,2019-11-06,40.55094528198242
192,192,2019-11-07,41.1085090637207
193,193,2019-11-08,41.14630889892578
194,194,2019-11-11,40.85334777832031
195,195,2019-11-12,41.0896110534668
196,196,2019-11-13,40.45644378662109
197,197,2019-11-14,40.99510955810547
198,198,2019-11-15,41.91176986694336
199,199,2019-11-18,41.75111770629883
200,200,2019-11-19,41.95903015136719
201,201,2019-11-20,42.28977966308594
202,202,2019-11-21,45.389461517333984
203,203,2019-11-22,45.55010986328125
204,204,2019-11-25,46.59909057617188
205,205,2019-11-26,46.53293991088867
206,206,2019-11-27,47.09994888305664
207,207,2019-11-29,46.77864837646485
208,208,2019-12-02,46.84479522705078
209,209,2019-12-03,45.98482131958008
210,210,2019-12-04,46.33447265625
211,211,2019-12-05,46.0604362487793
212,212,2019-12-06,46.25887680053711
213,213,2019-12-09,46.25887680053711
214,214,2019-12-10,46.48569107055664
215,215,2019-12-11,46.873146057128906
216,216,2019-12-12,48.262332916259766
217,217,2019-12-13,47.20391082763672
218,218,2019-12-16,46.986549377441406
219,219,2019-12-17,46.76920318603516
220,220,2019-12-18,45.98482131958008
221,221,2019-12-19,45.55010986328125
222,222,2019-12-20,45.47451400756836
223,223,2019-12-23,46.03207015991211
224,224,2019-12-24,46.03207015991211
225,225,2019-12-26,45.8997688293457
226,226,2019-12-27,45.682411193847656
227,227,2019-12-30,45.19100189208984
228,228,2019-12-31,44.94529724121094
229,229,2020-01-02,45.57846450805664
230,230,2020-01-03,44.42553329467773
231,231,2020-01-06,44.73740005493164
232,232,2020-01-07,45.00200271606445
233,233,2020-01-08,45.27605819702149
234,234,2020-01-09,45.46506881713867
235,235,2020-01-10,45.17210388183594
236,236,2020-01-13,45.380008697509766
237,237,2020-01-14,45.0870475769043
238,238,2020-01-15,44.52949142456055
239,239,2020-01-16,46.30613327026367
240,240,2020-01-17,45.682411193847656
241,241,2020-01-21,45.78636932373047
242,242,2020-01-22,46.23998260498047
243,243,2020-01-23,45.75801849365234
