,Date,PAYC
0,2019-02-04 00:00:00-05:00,155.21653747558594
1,2019-02-05 00:00:00-05:00,156.21177673339844
2,2019-02-06 00:00:00-05:00,168.33370971679688
3,2019-02-07 00:00:00-05:00,167.3683319091797
4,2019-02-08 00:00:00-05:00,175.12120056152344
5,2019-02-11 00:00:00-05:00,171.3890838623047
6,2019-02-12 00:00:00-05:00,172.513671875
7,2019-02-13 00:00:00-05:00,172.23501586914062
8,2019-02-14 00:00:00-05:00,177.5296630859375
9,2019-02-15 00:00:00-05:00,181.60015869140625
10,2019-02-19 00:00:00-05:00,178.7040252685547
11,2019-02-20 00:00:00-05:00,176.196044921875
12,2019-02-21 00:00:00-05:00,178.07704162597656
13,2019-02-22 00:00:00-05:00,183.40155029296875
14,2019-02-25 00:00:00-05:00,180.46560668945312
15,2019-02-26 00:00:00-05:00,179.56988525390625
16,2019-02-27 00:00:00-05:00,181.84896850585938
17,2019-02-28 00:00:00-05:00,180.86367797851562
18,2019-03-01 00:00:00-05:00,180.93336486816406
19,2019-03-04 00:00:00-05:00,176.57423400878906
20,2019-03-05 00:00:00-05:00,177.71876525878906
21,2019-03-06 00:00:00-05:00,174.80271911621094
22,2019-03-07 00:00:00-05:00,175.38990783691406
23,2019-03-08 00:00:00-05:00,177.23109436035156
24,2019-03-11 00:00:00-04:00,180.29640197753906
25,2019-03-12 00:00:00-04:00,181.4210205078125
26,2019-03-13 00:00:00-04:00,180.16702270507812
27,2019-03-14 00:00:00-04:00,182.47596740722656
28,2019-03-15 00:00:00-04:00,181.07269287109375
29,2019-03-18 00:00:00-04:00,180.82388305664062
30,2019-03-19 00:00:00-04:00,182.24705505371094
31,2019-03-20 00:00:00-04:00,181.1025390625
32,2019-03-21 00:00:00-04:00,189.14402770996094
33,2019-03-22 00:00:00-04:00,180.29640197753906
34,2019-03-25 00:00:00-04:00,182.93377685546875
35,2019-03-26 00:00:00-04:00,184.82472229003906
36,2019-03-27 00:00:00-04:00,182.09779357910156
37,2019-03-28 00:00:00-04:00,185.80006408691406
38,2019-03-29 00:00:00-04:00,188.22842407226562
39,2019-04-01 00:00:00-04:00,189.37294006347656
40,2019-04-02 00:00:00-04:00,189.8108367919922
41,2019-04-03 00:00:00-04:00,189.4027862548828
42,2019-04-04 00:00:00-04:00,182.81434631347656
43,2019-04-05 00:00:00-04:00,182.6053466796875
44,2019-04-08 00:00:00-04:00,183.37167358398438
45,2019-04-09 00:00:00-04:00,183.46124267578125
46,2019-04-10 00:00:00-04:00,186.6957550048828
