,Unnamed: 0,Date,STLD
0,0,2019-02-05,32.73871994018555
1,1,2019-02-06,32.83646011352539
2,2,2019-02-07,31.983552932739254
3,3,2019-02-08,31.77033424377441
4,4,2019-02-11,32.161258697509766
5,5,2019-02-12,32.87199401855469
6,6,2019-02-13,32.77427291870117
7,7,2019-02-14,32.65877151489258
8,8,2019-02-15,32.95194625854492
9,9,2019-02-19,33.10297775268555
10,10,2019-02-20,34.68439483642578
11,11,2019-02-21,34.284603118896484
12,12,2019-02-22,34.70216369628906
13,13,2019-02-25,34.515594482421875
14,14,2019-02-26,34.04472351074219
15,15,2019-02-27,33.715999603271484
16,16,2019-02-28,33.15629196166992
17,17,2019-03-01,33.64491653442383
18,18,2019-03-04,33.73377227783203
19,19,2019-03-05,33.50278091430664
20,20,2019-03-06,32.55215072631836
21,21,2019-03-07,32.01021194458008
22,22,2019-03-08,30.79306030273437
23,23,2019-03-11,31.690372467041016
24,24,2019-03-12,32.29451370239258
25,25,2019-03-13,32.42778396606445
26,26,2019-03-14,31.20174217224121
27,27,2019-03-15,31.20174217224121
28,28,2019-03-18,31.05071258544922
29,29,2019-03-19,31.503816604614254
30,30,2019-03-20,31.25503921508789
31,31,2019-03-21,31.805877685546875
32,32,2019-03-22,30.18004035949707
33,33,2019-03-25,30.23334503173828
34,34,2019-03-26,30.393266677856445
35,35,2019-03-27,30.775293350219727
36,36,2019-03-28,31.0168399810791
37,37,2019-03-29,31.553621292114254
38,38,2019-04-01,31.91147232055664
39,39,2019-04-02,31.66097640991211
40,40,2019-04-03,31.696758270263672
41,41,2019-04-04,31.51783943176269
42,42,2019-04-05,32.036720275878906
43,43,2019-04-08,32.06356430053711
44,44,2019-04-09,31.025798797607425
45,45,2019-04-10,31.0168399810791
46,46,2019-04-11,30.238513946533203
47,47,2019-04-12,30.30113220214844
48,48,2019-04-15,30.11327171325684
49,49,2019-04-16,30.47112274169922
50,50,2019-04-17,30.56057929992676
51,51,2019-04-18,30.38165664672852
52,52,2019-04-22,28.878677368164062
53,53,2019-04-23,29.361772537231445
54,54,2019-04-24,29.05760383605957
55,55,2019-04-25,28.261381149291992
56,56,2019-04-26,28.25243186950684
57,57,2019-04-29,28.61028480529785
58,58,2019-04-30,28.34189987182617
59,59,2019-05-01,28.17191505432129
60,60,2019-05-02,28.386627197265625
61,61,2019-05-03,29.612274169921875
62,62,2019-05-06,29.156007766723636
63,63,2019-05-07,28.798158645629883
64,64,2019-05-08,29.182849884033203
65,65,2019-05-09,29.00392341613769
66,66,2019-05-10,28.99497985839844
67,67,2019-05-13,27.6619815826416
68,68,2019-05-14,27.984045028686523
69,69,2019-05-15,27.80512237548828
70,70,2019-05-16,27.6619815826416
71,71,2019-05-17,26.8568115234375
72,72,2019-05-20,26.5168514251709
73,73,2019-05-21,27.13414764404297
74,74,2019-05-22,25.9890193939209
75,75,2019-05-23,24.333953857421875
76,76,2019-05-24,24.28922271728516
77,77,2019-05-28,24.34289932250977
78,78,2019-05-29,23.90453147888184
79,79,2019-05-30,22.875703811645508
80,80,2019-05-31,22.499961853027344
81,81,2019-06-03,23.44826316833496
82,82,2019-06-04,23.70770835876465
83,83,2019-06-05,23.43932342529297
84,84,2019-06-06,23.26039695739746
85,85,2019-06-07,23.19777107238769
86,86,2019-06-10,23.31407165527344
87,87,2019-06-11,23.82401657104492
88,88,2019-06-12,23.2872371673584
89,89,2019-06-13,23.859798431396484
90,90,2019-06-14,23.64508819580078
91,91,2019-06-17,23.466163635253903
92,92,2019-06-18,25.586435317993164
93,93,2019-06-19,26.57947540283203
94,94,2019-06-20,26.01585960388184
95,95,2019-06-21,26.087425231933597
96,96,2019-06-24,26.078481674194336
97,97,2019-06-25,26.722618103027344
98,98,2019-06-26,27.31307601928711
99,99,2019-06-27,27.376197814941406
100,100,2019-06-28,27.231916427612305
101,101,2019-07-01,27.66474151611328
102,102,2019-07-02,27.18683433532715
103,103,2019-07-03,27.16879653930664
104,104,2019-07-05,27.59260368347168
105,105,2019-07-08,26.735973358154297
106,106,2019-07-09,26.898277282714844
107,107,2019-07-10,26.30314826965332
108,108,2019-07-11,26.447423934936523
109,109,2019-07-12,27.150766372680664
110,110,2019-07-15,27.45734977722168
111,111,2019-07-16,28.088550567626957
112,112,2019-07-17,27.66474151611328
113,113,2019-07-18,27.691791534423828
114,114,2019-07-19,28.37710189819336
115,115,2019-07-22,28.440221786499023
116,116,2019-07-23,28.94518280029297
117,117,2019-07-24,28.85501289367676
118,118,2019-07-25,29.06241226196289
119,119,2019-07-26,29.39604377746582
120,120,2019-07-29,29.40506362915039
121,121,2019-07-30,29.630495071411133
122,122,2019-07-31,28.41316795349121
123,123,2019-08-01,27.33110809326172
124,124,2019-08-02,26.735973358154297
125,125,2019-08-05,26.032634735107425
126,126,2019-08-06,26.240026473999023
127,127,2019-08-07,26.086732864379883
128,128,2019-08-08,26.42938804626465
129,129,2019-08-09,25.41946220397949
130,130,2019-08-12,24.689069747924805
131,131,2019-08-13,25.139928817749023
132,132,2019-08-14,24.039833068847656
133,133,2019-08-15,23.913593292236328
134,134,2019-08-16,24.61693000793457
135,135,2019-08-19,25.491600036621094
136,136,2019-08-20,25.148944854736328
137,137,2019-08-21,25.076807022094727
138,138,2019-08-22,24.761207580566406
139,139,2019-08-23,23.931625366210938
140,140,2019-08-26,24.00376510620117
141,141,2019-08-27,23.35452461242676
142,142,2019-08-28,23.940645217895508
143,143,2019-08-29,24.283296585083008
144,144,2019-08-30,24.34641456604004
145,145,2019-09-03,24.039833068847656
146,146,2019-09-04,24.409536361694336
147,147,2019-09-05,25.29322624206543
148,148,2019-09-06,24.69808959960937
149,149,2019-09-09,26.122802734375
150,150,2019-09-10,27.754913330078125
151,151,2019-09-11,28.692705154418945
152,152,2019-09-12,28.77385902404785
153,153,2019-09-13,28.512359619140625
154,154,2019-09-16,28.6656551361084
155,155,2019-09-17,27.917224884033203
156,156,2019-09-18,27.520469665527344
157,157,2019-09-19,27.65572738647461
158,158,2019-09-20,27.367176055908203
159,159,2019-09-23,27.484397888183597
160,160,2019-09-24,26.63678359985352
161,161,2019-09-25,27.340124130249023
162,162,2019-09-26,26.249048233032227
163,163,2019-09-27,26.712739944458008
164,164,2019-09-30,27.094615936279297
165,165,2019-10-01,26.385427474975582
166,166,2019-10-02,25.512582778930664
167,167,2019-10-03,25.69442176818848
168,168,2019-10-04,26.06720352172852
169,169,2019-10-07,25.730792999267575
170,170,2019-10-08,25.11252784729004
171,171,2019-10-09,25.585317611694336
172,172,2019-10-10,26.530900955200195
173,173,2019-10-11,27.62195587158203
174,174,2019-10-14,26.949138641357425
175,175,2019-10-15,27.34919548034668
176,176,2019-10-16,26.22176742553711
177,177,2019-10-17,26.10356712341309
178,178,2019-10-18,26.10356712341309
179,179,2019-10-21,26.0217399597168
180,180,2019-10-22,27.249181747436523
181,181,2019-10-23,27.094615936279297
182,182,2019-10-24,27.540132522583008
183,183,2019-10-25,27.86744499206543
184,184,2019-10-28,28.14021110534668
185,185,2019-10-29,28.05838203430176
186,186,2019-10-30,27.976551055908203
187,187,2019-10-31,27.603778839111328
188,188,2019-11-01,28.731203079223636
189,189,2019-11-04,28.72210502624512
190,190,2019-11-05,28.576635360717773
191,191,2019-11-06,28.04020118713379
192,192,2019-11-07,28.7493896484375
193,193,2019-11-08,28.7493896484375
194,194,2019-11-11,29.2949161529541
195,195,2019-11-12,29.322193145751957
196,196,2019-11-13,28.50389862060547
197,197,2019-11-14,28.485713958740234
198,198,2019-11-15,28.931228637695312
199,199,2019-11-18,28.994874954223636
200,200,2019-11-19,28.603910446166992
201,201,2019-11-20,28.640277862548828
202,202,2019-11-21,28.903953552246094
203,203,2019-11-22,29.640417098999023
204,204,2019-11-25,30.322328567504883
205,205,2019-11-26,30.63145637512207
206,206,2019-11-27,30.886045455932617
207,207,2019-11-29,30.66783332824707
208,208,2019-12-02,31.049707412719727
209,209,2019-12-03,30.69510078430176
210,210,2019-12-04,30.949687957763672
211,211,2019-12-05,31.304283142089844
212,212,2019-12-06,31.9134521484375
213,213,2019-12-09,31.88618469238281
214,214,2019-12-10,31.71343040466309
215,215,2019-12-11,31.58613967895508
216,216,2019-12-12,31.88618469238281
217,217,2019-12-13,31.531593322753903
218,218,2019-12-16,30.886045455932617
219,219,2019-12-17,31.72251892089844
220,220,2019-12-18,31.67705726623535
221,221,2019-12-19,31.449752807617188
222,222,2019-12-20,31.758893966674805
223,223,2019-12-23,31.27701187133789
224,224,2019-12-24,31.486127853393555
225,225,2019-12-26,31.54067611694336
226,226,2019-12-27,31.39520263671875
227,227,2019-12-30,31.184616088867188
228,228,2019-12-31,31.16630744934082
229,229,2020-01-02,30.946563720703125
230,230,2020-01-03,30.39722442626953
231,231,2020-01-06,30.3056583404541
232,232,2020-01-07,30.974044799804688
233,233,2020-01-08,31.00150489807129
234,234,2020-01-09,30.708518981933597
