,Unnamed: 0,Date,MHK
75,75,2019-05-23,141.7100067138672
76,76,2019-05-24,145.89999389648438
77,77,2019-05-28,141.4499969482422
78,78,2019-05-29,138.5399932861328
79,79,2019-05-30,140.5800018310547
80,80,2019-05-31,135.5500030517578
81,81,2019-06-03,138.32000732421875
82,82,2019-06-04,145.10000610351562
83,83,2019-06-05,145.52999877929688
84,84,2019-06-06,147.13999938964844
85,85,2019-06-07,146.9499969482422
86,86,2019-06-10,149.05999755859375
87,87,2019-06-11,149.1300048828125
88,88,2019-06-12,149.0
89,89,2019-06-13,150.61000061035156
90,90,2019-06-14,152.2899932861328
91,91,2019-06-17,150.22000122070312
92,92,2019-06-18,150.66000366210938
93,93,2019-06-19,149.10000610351562
94,94,2019-06-20,148.4499969482422
95,95,2019-06-21,146.02999877929688
96,96,2019-06-24,145.92999267578125
97,97,2019-06-25,142.39999389648438
98,98,2019-06-26,141.75
99,99,2019-06-27,145.08999633789062
100,100,2019-06-28,147.47000122070312
101,101,2019-07-01,150.7100067138672
102,102,2019-07-02,151.47000122070312
103,103,2019-07-03,153.25
104,104,2019-07-05,151.39999389648438
105,105,2019-07-08,150.27000427246094
106,106,2019-07-09,149.8800048828125
107,107,2019-07-10,148.60000610351562
108,108,2019-07-11,148.9600067138672
109,109,2019-07-12,151.1300048828125
110,110,2019-07-15,149.5800018310547
111,111,2019-07-16,150.0399932861328
112,112,2019-07-17,150.9499969482422
113,113,2019-07-18,154.50999450683594
114,114,2019-07-19,152.97999572753906
115,115,2019-07-22,151.80999755859375
116,116,2019-07-23,153.97999572753906
117,117,2019-07-24,154.44000244140625
118,118,2019-07-25,156.36000061035156
119,119,2019-07-26,128.83999633789062
120,120,2019-07-29,124.4800033569336
121,121,2019-07-30,125.25
122,122,2019-07-31,124.69000244140624
123,123,2019-08-01,122.38999938964844
124,124,2019-08-02,120.37999725341795
125,125,2019-08-05,118.23999786376952
126,126,2019-08-06,117.52999877929688
127,127,2019-08-07,118.4499969482422
128,128,2019-08-08,117.95999908447266
129,129,2019-08-09,116.7699966430664
130,130,2019-08-12,113.93000030517578
131,131,2019-08-13,114.80999755859376
132,132,2019-08-14,112.45999908447266
133,133,2019-08-15,110.4499969482422
134,134,2019-08-16,111.33999633789062
135,135,2019-08-19,114.06999969482422
136,136,2019-08-20,113.02999877929688
137,137,2019-08-21,115.9800033569336
138,138,2019-08-22,116.3000030517578
139,139,2019-08-23,112.08999633789062
140,140,2019-08-26,113.58000183105467
141,141,2019-08-27,112.58000183105467
142,142,2019-08-28,113.18000030517578
143,143,2019-08-29,116.70999908447266
144,144,2019-08-30,118.88999938964844
145,145,2019-09-03,114.33999633789062
146,146,2019-09-04,115.01000213623048
147,147,2019-09-05,117.83000183105467
148,148,2019-09-06,118.80999755859376
149,149,2019-09-09,121.29000091552734
150,150,2019-09-10,125.9000015258789
151,151,2019-09-11,129.0800018310547
152,152,2019-09-12,125.41000366210938
153,153,2019-09-13,125.6500015258789
154,154,2019-09-16,122.4499969482422
155,155,2019-09-17,122.1999969482422
156,156,2019-09-18,122.94000244140624
157,157,2019-09-19,124.2300033569336
158,158,2019-09-20,123.38999938964844
159,159,2019-09-23,121.6999969482422
160,160,2019-09-24,120.13999938964844
161,161,2019-09-25,122.2300033569336
162,162,2019-09-26,121.5199966430664
163,163,2019-09-27,123.58000183105467
164,164,2019-09-30,124.06999969482422
165,165,2019-10-01,121.2699966430664
166,166,2019-10-02,118.9800033569336
167,167,2019-10-03,121.9499969482422
168,168,2019-10-04,124.05999755859376
169,169,2019-10-07,124.05999755859376
170,170,2019-10-08,122.30999755859376
171,171,2019-10-09,123.12999725341795
172,172,2019-10-10,123.41000366210938
173,173,2019-10-11,124.41999816894533
174,174,2019-10-14,123.26000213623048
175,175,2019-10-15,125.01000213623048
176,176,2019-10-16,125.5500030517578
177,177,2019-10-17,125.08000183105467
178,178,2019-10-18,125.16999816894533
179,179,2019-10-21,125.87000274658205
180,180,2019-10-22,125.9000015258789
181,181,2019-10-23,128.5
182,182,2019-10-24,129.9199981689453
183,183,2019-10-25,144.1300048828125
184,184,2019-10-28,145.1999969482422
185,185,2019-10-29,144.69000244140625
186,186,2019-10-30,144.3300018310547
187,187,2019-10-31,143.3800048828125
188,188,2019-11-01,143.02999877929688
189,189,2019-11-04,147.42999267578125
190,190,2019-11-05,148.6999969482422
191,191,2019-11-06,150.1699981689453
192,192,2019-11-07,152.1199951171875
193,193,2019-11-08,152.02999877929688
194,194,2019-11-11,150.05999755859375
195,195,2019-11-12,148.92999267578125
196,196,2019-11-13,147.11000061035156
197,197,2019-11-14,143.22000122070312
198,198,2019-11-15,140.30999755859375
199,199,2019-11-18,141.83999633789062
200,200,2019-11-19,138.72999572753906
201,201,2019-11-20,140.00999450683594
202,202,2019-11-21,138.82000732421875
203,203,2019-11-22,140.27000427246094
204,204,2019-11-25,141.42999267578125
205,205,2019-11-26,141.5
206,206,2019-11-27,141.25999450683594
207,207,2019-11-29,139.3699951171875
208,208,2019-12-02,137.64999389648438
209,209,2019-12-03,133.86000061035156
210,210,2019-12-04,134.8300018310547
211,211,2019-12-05,138.00999450683594
212,212,2019-12-06,138.72000122070312
213,213,2019-12-09,138.8800048828125
214,214,2019-12-10,133.5399932861328
215,215,2019-12-11,136.6699981689453
216,216,2019-12-12,139.05999755859375
217,217,2019-12-13,137.94000244140625
218,218,2019-12-16,137.35000610351562
219,219,2019-12-17,135.30999755859375
220,220,2019-12-18,136.02999877929688
221,221,2019-12-19,136.02000427246094
222,222,2019-12-20,136.69000244140625
223,223,2019-12-23,134.5500030517578
224,224,2019-12-24,135.13999938964844
225,225,2019-12-26,134.47000122070312
226,226,2019-12-27,134.4199981689453
227,227,2019-12-30,135.3800048828125
228,228,2019-12-31,136.3800048828125
229,229,2020-01-02,134.7899932861328
230,230,2020-01-03,130.9499969482422
231,231,2020-01-06,131.0
232,232,2020-01-07,128.00999450683594
233,233,2020-01-08,127.61000061035156
234,234,2020-01-09,126.75
235,235,2020-01-10,127.0
236,236,2020-01-13,129.9199981689453
237,237,2020-01-14,132.5800018310547
238,238,2020-01-15,137.5
239,239,2020-01-16,140.64999389648438
240,240,2020-01-17,139.6999969482422
241,241,2020-01-21,141.2899932861328
242,242,2020-01-22,141.19000244140625
243,243,2020-01-23,143.80999755859375
244,244,2020-01-24,141.86000061035156
245,245,2020-01-27,139.9199981689453
246,246,2020-01-28,139.97000122070312
247,247,2020-01-29,135.52999877929688
248,248,2020-01-30,135.14999389648438
249,249,2020-01-31,131.67999267578125
250,250,2020-02-03,133.1699981689453
251,251,2020-02-04,133.1199951171875
252,252,2020-02-05,133.97000122070312
253,253,2020-02-06,130.5
254,254,2020-02-07,127.01000213623048
255,255,2020-02-10,127.3000030517578
256,256,2020-02-11,128.25
257,257,2020-02-12,133.17999267578125
258,258,2020-02-13,132.63999938964844
259,259,2020-02-14,137.97999572753906
260,260,2020-02-18,131.4199981689453
261,261,2020-02-19,131.3300018310547
262,262,2020-02-20,134.1699981689453
263,263,2020-02-21,135.0
264,264,2020-02-24,128.7899932861328
265,265,2020-02-25,125.36000061035156
266,266,2020-02-26,125.83000183105467
267,267,2020-02-27,123.33999633789062
268,268,2020-02-28,121.1500015258789
269,269,2020-03-02,120.86000061035156
270,270,2020-03-03,117.22000122070312
271,271,2020-03-04,123.16999816894533
272,272,2020-03-05,119.6999969482422
273,273,2020-03-06,118.56999969482422
274,274,2020-03-09,112.37999725341795
275,275,2020-03-10,117.1999969482422
276,276,2020-03-11,108.5
277,277,2020-03-12,97.43000030517578
278,278,2020-03-13,96.4800033569336
279,279,2020-03-16,85.43000030517578
280,280,2020-03-17,85.87000274658203
281,281,2020-03-18,65.05000305175781
282,282,2020-03-19,66.37999725341797
283,283,2020-03-20,58.65999984741211
284,284,2020-03-23,63.33000183105469
285,285,2020-03-24,77.29000091552734
286,286,2020-03-25,82.37000274658203
287,287,2020-03-26,82.29000091552734
288,288,2020-03-27,78.04000091552734
289,289,2020-03-30,80.1500015258789
290,290,2020-03-31,76.23999786376953
291,291,2020-04-01,66.91999816894531
292,292,2020-04-02,64.86000061035156
293,293,2020-04-03,62.0099983215332
294,294,2020-04-06,73.3499984741211
295,295,2020-04-07,81.18000030517578
296,296,2020-04-08,85.08999633789062
297,297,2020-04-09,88.01000213623047
298,298,2020-04-13,83.41000366210938
299,299,2020-04-14,82.73999786376953
300,300,2020-04-15,79.30000305175781
301,301,2020-04-16,74.73999786376953
302,302,2020-04-17,79.5999984741211
303,303,2020-04-20,76.23999786376953
304,304,2020-04-21,73.05000305175781
305,305,2020-04-22,75.05999755859375
306,306,2020-04-23,77.31999969482422
307,307,2020-04-24,78.95999908447266
308,308,2020-04-27,83.73999786376953
309,309,2020-04-28,87.51000213623047
310,310,2020-04-29,93.0199966430664
311,311,2020-04-30,87.72000122070312
312,312,2020-05-01,83.37999725341797
313,313,2020-05-04,84.98999786376953
314,314,2020-05-05,82.43000030517578
315,315,2020-05-06,78.9800033569336
316,316,2020-05-07,80.37000274658203
317,317,2020-05-08,84.86000061035156
318,318,2020-05-11,80.9000015258789
319,319,2020-05-12,77.81999969482422
320,320,2020-05-13,73.94000244140625
321,321,2020-05-14,75.95999908447266
322,322,2020-05-15,76.58000183105469
323,323,2020-05-18,85.97000122070312
324,324,2020-05-19,82.44000244140625
325,325,2020-05-20,83.02999877929688
326,326,2020-05-21,84.13999938964844
327,327,2020-05-22,83.30999755859375
328,328,2020-05-26,93.47000122070312
329,329,2020-05-27,99.43000030517578
330,330,2020-05-28,93.16000366210938
331,331,2020-05-29,93.1999969482422
332,332,2020-06-01,93.08999633789062
333,333,2020-06-02,97.0
334,334,2020-06-03,104.45999908447266
335,335,2020-06-04,108.0
336,336,2020-06-05,108.6500015258789
337,337,2020-06-08,115.69000244140624
338,338,2020-06-09,112.72000122070312
339,339,2020-06-10,106.0500030517578
340,340,2020-06-11,95.97000122070312
341,341,2020-06-12,97.73999786376952
342,342,2020-06-15,97.72000122070312
343,343,2020-06-16,98.25
344,344,2020-06-17,95.3499984741211
345,345,2020-06-18,94.88999938964844
346,346,2020-06-19,93.06999969482422
347,347,2020-06-22,92.22000122070312
348,348,2020-06-23,103.87999725341795
349,349,2020-06-24,99.29000091552734
350,350,2020-06-25,98.36000061035156
351,351,2020-06-26,95.70999908447266
352,352,2020-06-29,99.8000030517578
353,353,2020-06-30,101.76000213623048
354,354,2020-07-01,97.51000213623048
355,355,2020-07-02,99.20999908447266
356,356,2020-07-06,103.26000213623048
357,357,2020-07-07,95.9800033569336
358,358,2020-07-08,91.38999938964844
359,359,2020-07-09,73.12000274658203
360,360,2020-07-10,70.47000122070312
361,361,2020-07-13,76.5999984741211
362,362,2020-07-14,74.20999908447266
363,363,2020-07-15,76.54000091552734
364,364,2020-07-16,77.93000030517578
365,365,2020-07-17,78.4800033569336
366,366,2020-07-20,78.77999877929688
367,367,2020-07-21,79.41999816894531
368,368,2020-07-22,83.87000274658203
369,369,2020-07-23,83.66000366210938
370,370,2020-07-24,85.01000213623047
371,371,2020-07-27,87.33000183105469
372,372,2020-07-28,85.13999938964844
373,373,2020-07-29,86.01000213623047
374,374,2020-07-30,83.29000091552734
375,375,2020-07-31,79.8499984741211
376,376,2020-08-03,79.44999694824219
377,377,2020-08-04,81.25
378,378,2020-08-05,85.18000030517578
379,379,2020-08-06,86.36000061035156
380,380,2020-08-07,85.6500015258789
381,381,2020-08-10,90.66000366210938
382,382,2020-08-11,91.29000091552734
383,383,2020-08-12,91.44000244140624
384,384,2020-08-13,89.01000213623047
385,385,2020-08-14,90.26000213623048
386,386,2020-08-17,91.6500015258789
387,387,2020-08-18,90.5999984741211
388,388,2020-08-19,90.16999816894533
389,389,2020-08-20,89.8499984741211
390,390,2020-08-21,90.31999969482422
391,391,2020-08-24,93.51000213623048
392,392,2020-08-25,93.31999969482422
393,393,2020-08-26,93.26000213623048
394,394,2020-08-27,96.95999908447266
395,395,2020-08-28,96.33000183105467
396,396,2020-08-31,92.33000183105467
397,397,2020-09-01,91.93000030517578
398,398,2020-09-02,93.91999816894533
399,399,2020-09-03,91.29000091552734
400,400,2020-09-04,92.43000030517578
401,401,2020-09-08,92.54000091552734
402,402,2020-09-09,94.08999633789062
403,403,2020-09-10,93.75
404,404,2020-09-11,96.94000244140624
405,405,2020-09-14,100.45999908447266
406,406,2020-09-15,98.79000091552734
407,407,2020-09-16,100.29000091552734
408,408,2020-09-17,103.37999725341795
409,409,2020-09-18,101.16000366210938
410,410,2020-09-21,95.87999725341795
411,411,2020-09-22,96.30999755859376
412,412,2020-09-23,94.6999969482422
413,413,2020-09-24,94.80999755859376
414,414,2020-09-25,94.23999786376952
415,415,2020-09-28,98.41999816894533
416,416,2020-09-29,96.2699966430664
417,417,2020-09-30,97.58999633789062
418,418,2020-10-01,98.4000015258789
419,419,2020-10-02,102.19000244140624
420,420,2020-10-05,106.9800033569336
421,421,2020-10-06,104.91000366210938
422,422,2020-10-07,106.37999725341795
423,423,2020-10-08,109.01000213623048
424,424,2020-10-09,104.23999786376952
425,425,2020-10-12,105.1500015258789
426,426,2020-10-13,102.23999786376952
427,427,2020-10-14,103.61000061035156
428,428,2020-10-15,103.0
429,429,2020-10-16,105.37999725341795
430,430,2020-10-19,101.58000183105467
431,431,2020-10-20,102.88999938964844
432,432,2020-10-21,99.70999908447266
433,433,2020-10-22,101.93000030517578
434,434,2020-10-23,104.68000030517578
435,435,2020-10-26,99.31999969482422
436,436,2020-10-27,97.31999969482422
437,437,2020-10-28,92.20999908447266
438,438,2020-10-29,93.0500030517578
439,439,2020-10-30,103.19000244140624
440,440,2020-11-02,114.69000244140624
441,441,2020-11-03,116.98999786376952
442,442,2020-11-04,118.08999633789062
443,443,2020-11-05,122.16999816894533
444,444,2020-11-06,120.58000183105467
445,445,2020-11-09,122.2300033569336
446,446,2020-11-10,122.8000030517578
447,447,2020-11-11,118.94000244140624
448,448,2020-11-12,117.83000183105467
449,449,2020-11-13,123.13999938964844
450,450,2020-11-16,129.1199951171875
451,451,2020-11-17,131.14999389648438
452,452,2020-11-18,128.25
453,453,2020-11-19,126.9800033569336
454,454,2020-11-20,127.1500015258789
455,455,2020-11-23,130.5
456,456,2020-11-24,134.86000061035156
457,457,2020-11-25,133.1300048828125
458,458,2020-11-27,130.5500030517578
459,459,2020-11-30,125.83000183105467
460,460,2020-12-01,126.7300033569336
461,461,2020-12-02,124.76000213623048
462,462,2020-12-03,132.27999877929688
463,463,2020-12-04,132.85000610351562
464,464,2020-12-07,134.60000610351562
465,465,2020-12-08,132.77000427246094
466,466,2020-12-09,134.41000366210938
467,467,2020-12-10,132.97999572753906
468,468,2020-12-11,134.75
469,469,2020-12-14,131.52999877929688
470,470,2020-12-15,134.13999938964844
471,471,2020-12-16,132.61000061035156
472,472,2020-12-17,135.25
473,473,2020-12-18,138.42999267578125
474,474,2020-12-21,136.60000610351562
475,475,2020-12-22,135.6699981689453
476,476,2020-12-23,137.14999389648438
477,477,2020-12-24,138.72000122070312
478,478,2020-12-28,140.49000549316406
479,479,2020-12-29,139.47000122070312
480,480,2020-12-30,142.50999450683594
481,481,2020-12-31,140.9499969482422
482,482,2021-01-04,136.11000061035156
483,483,2021-01-05,138.58999633789062
484,484,2021-01-06,142.97000122070312
485,485,2021-01-07,144.30999755859375
486,486,2021-01-08,143.67999267578125
487,487,2021-01-11,147.5800018310547
488,488,2021-01-12,150.8699951171875
489,489,2021-01-13,149.6699981689453
490,490,2021-01-14,151.97000122070312
491,491,2021-01-15,148.97000122070312
492,492,2021-01-19,148.89999389648438
493,493,2021-01-20,151.2100067138672
494,494,2021-01-21,150.92999267578125
495,495,2021-01-22,149.77000427246094
496,496,2021-01-25,148.82000732421875
497,497,2021-01-26,148.75
498,498,2021-01-27,144.33999633789062
499,499,2021-01-28,148.2899932861328
500,500,2021-01-29,143.60000610351562
501,501,2021-02-01,145.85000610351562
502,502,2021-02-02,145.32000732421875
503,503,2021-02-03,148.39999389648438
504,504,2021-02-04,149.05999755859375
505,505,2021-02-05,152.52000427246094
506,506,2021-02-08,153.10000610351562
507,507,2021-02-09,156.0800018310547
508,508,2021-02-10,159.91000366210938
509,509,2021-02-11,159.7100067138672
510,510,2021-02-12,169.27999877929688
511,511,2021-02-16,171.11000061035156
512,512,2021-02-17,168.4499969482422
513,513,2021-02-18,166.3300018310547
514,514,2021-02-19,171.89999389648438
515,515,2021-02-22,173.6999969482422
516,516,2021-02-23,177.92999267578125
517,517,2021-02-24,182.97999572753903
518,518,2021-02-25,172.60000610351562
519,519,2021-02-26,174.99000549316406
520,520,2021-03-01,179.75999450683594
521,521,2021-03-02,181.47999572753903
522,522,2021-03-03,182.6300048828125
523,523,2021-03-04,175.69000244140625
524,524,2021-03-05,186.1100006103516
525,525,2021-03-08,187.2700042724609
526,526,2021-03-09,183.63999938964844
527,527,2021-03-10,184.9900054931641
528,528,2021-03-11,185.77999877929688
529,529,2021-03-12,189.0399932861328
530,530,2021-03-15,188.32000732421875
531,531,2021-03-16,182.8600006103516
532,532,2021-03-17,185.94000244140625
533,533,2021-03-18,183.3500061035156
534,534,2021-03-19,183.7400054931641
535,535,2021-03-22,183.1499938964844
536,536,2021-03-23,181.27999877929688
537,537,2021-03-24,185.3999938964844
538,538,2021-03-25,192.3000030517578
539,539,2021-03-26,195.6699981689453
540,540,2021-03-29,191.2700042724609
541,541,2021-03-30,195.02999877929688
542,542,2021-03-31,192.30999755859372
543,543,2021-04-01,198.27999877929688
544,544,2021-04-05,201.19000244140625
545,545,2021-04-06,200.67999267578125
546,546,2021-04-07,197.7400054931641
547,547,2021-04-08,198.4499969482422
548,548,2021-04-09,202.92999267578125
549,549,2021-04-12,204.1100006103516
550,550,2021-04-13,202.58999633789065
551,551,2021-04-14,201.7400054931641
552,552,2021-04-15,201.6699981689453
553,553,2021-04-16,204.80999755859372
554,554,2021-04-19,199.91000366210935
555,555,2021-04-20,196.0500030517578
556,556,2021-04-21,201.1100006103516
557,557,2021-04-22,199.1699981689453
558,558,2021-04-23,203.33999633789065
559,559,2021-04-26,206.7100067138672
560,560,2021-04-27,208.3600006103516
561,561,2021-04-28,207.6999969482422
562,562,2021-04-29,212.97999572753903
563,563,2021-04-30,205.5
564,564,2021-05-03,221.0
565,565,2021-05-04,219.83999633789065
566,566,2021-05-05,224.3000030517578
567,567,2021-05-06,224.8800048828125
568,568,2021-05-07,229.7400054931641
569,569,2021-05-10,226.47999572753903
570,570,2021-05-11,219.47000122070312
571,571,2021-05-12,209.4900054931641
572,572,2021-05-13,218.97000122070312
573,573,2021-05-14,219.1000061035156
574,574,2021-05-17,218.25
575,575,2021-05-18,214.69000244140625
576,576,2021-05-19,207.8600006103516
577,577,2021-05-20,207.9600067138672
578,578,2021-05-21,207.2100067138672
579,579,2021-05-24,208.27999877929688
580,580,2021-05-25,207.3600006103516
581,581,2021-05-26,208.80999755859372
582,582,2021-05-27,212.97999572753903
583,583,2021-05-28,210.67999267578125
584,584,2021-06-01,204.6499938964844
585,585,2021-06-02,202.7700042724609
586,586,2021-06-03,201.92999267578125
587,587,2021-06-04,201.41000366210935
588,588,2021-06-07,201.25
589,589,2021-06-08,203.13999938964844
590,590,2021-06-09,198.3999938964844
591,591,2021-06-10,190.94000244140625
592,592,2021-06-11,193.1300048828125
593,593,2021-06-14,188.2400054931641
594,594,2021-06-15,189.6199951171875
595,595,2021-06-16,186.6000061035156
596,596,2021-06-17,183.8800048828125
597,597,2021-06-18,180.66000366210935
598,598,2021-06-21,187.1999969482422
599,599,2021-06-22,190.0500030517578
600,600,2021-06-23,188.32000732421875
601,601,2021-06-24,190.22000122070312
602,602,2021-06-25,195.72000122070312
603,603,2021-06-28,189.88999938964844
604,604,2021-06-29,190.3500061035156
605,605,2021-06-30,192.19000244140625
606,606,2021-07-01,197.3000030517578
607,607,2021-07-02,195.0800018310547
608,608,2021-07-06,193.7100067138672
609,609,2021-07-07,197.8699951171875
610,610,2021-07-08,193.1499938964844
611,611,2021-07-09,198.9499969482422
612,612,2021-07-12,198.75999450683597
613,613,2021-07-13,194.47000122070312
614,614,2021-07-14,194.32000732421875
615,615,2021-07-15,190.7899932861328
616,616,2021-07-16,186.16000366210935
617,617,2021-07-19,180.6199951171875
618,618,2021-07-20,186.5200042724609
619,619,2021-07-21,192.63999938964844
620,620,2021-07-22,187.3800048828125
621,621,2021-07-23,191.83999633789065
622,622,2021-07-26,191.07000732421875
623,623,2021-07-27,189.3500061035156
624,624,2021-07-28,189.91000366210935
625,625,2021-07-29,195.83999633789065
626,626,2021-07-30,194.8999938964844
627,627,2021-08-02,194.6000061035156
628,628,2021-08-03,199.30999755859372
629,629,2021-08-04,196.63999938964844
630,630,2021-08-05,199.1000061035156
631,631,2021-08-06,201.2899932861328
632,632,2021-08-09,196.52999877929688
633,633,2021-08-10,201.0500030517578
634,634,2021-08-11,208.50999450683597
635,635,2021-08-12,209.8000030517578
636,636,2021-08-13,209.16000366210935
637,637,2021-08-16,207.44000244140625
638,638,2021-08-17,199.7400054931641
639,639,2021-08-18,197.8600006103516
640,640,2021-08-19,196.9499969482422
641,641,2021-08-20,200.77999877929688
642,642,2021-08-23,201.1000061035156
643,643,2021-08-24,203.32000732421875
644,644,2021-08-25,204.75999450683597
645,645,2021-08-26,201.08999633789065
646,646,2021-08-27,203.6499938964844
647,647,2021-08-30,202.1699981689453
648,648,2021-08-31,197.75999450683597
649,649,2021-09-01,196.0
650,650,2021-09-02,198.5200042724609
651,651,2021-09-03,194.07000732421875
652,652,2021-09-07,192.17999267578125
653,653,2021-09-08,187.72000122070312
654,654,2021-09-09,190.33999633789065
655,655,2021-09-10,187.6199951171875
656,656,2021-09-13,192.32000732421875
657,657,2021-09-14,186.44000244140625
658,658,2021-09-15,187.8600006103516
659,659,2021-09-16,184.97999572753903
660,660,2021-09-17,181.82000732421875
661,661,2021-09-20,182.2400054931641
662,662,2021-09-21,179.63999938964844
663,663,2021-09-22,184.0800018310547
664,664,2021-09-23,185.27999877929688
665,665,2021-09-24,184.38999938964844
666,666,2021-09-27,187.0800018310547
667,667,2021-09-28,184.4600067138672
668,668,2021-09-29,182.9499969482422
669,669,2021-09-30,177.39999389648438
670,670,2021-10-01,179.22999572753906
671,671,2021-10-04,177.9199981689453
672,672,2021-10-05,178.3000030517578
673,673,2021-10-06,179.1199951171875
674,674,2021-10-07,181.32000732421875
675,675,2021-10-08,178.6300048828125
676,676,2021-10-11,179.41000366210938
677,677,2021-10-12,181.02999877929688
678,678,2021-10-13,179.8000030517578
679,679,2021-10-14,185.7899932861328
680,680,2021-10-15,184.02999877929688
681,681,2021-10-18,186.58999633789065
682,682,2021-10-19,185.7700042724609
683,683,2021-10-20,189.57000732421875
684,684,2021-10-21,191.8500061035156
685,685,2021-10-22,192.1199951171875
686,686,2021-10-25,193.58999633789065
687,687,2021-10-26,193.2400054931641
688,688,2021-10-27,192.8699951171875
689,689,2021-10-28,199.05999755859372
690,690,2021-10-29,177.2100067138672
691,691,2021-11-01,183.57000732421875
692,692,2021-11-02,174.35000610351562
693,693,2021-11-03,177.7899932861328
694,694,2021-11-04,174.80999755859375
695,695,2021-11-05,177.0
696,696,2021-11-08,175.91000366210938
697,697,2021-11-09,173.22000122070312
698,698,2021-11-10,175.0
699,699,2021-11-11,173.5
700,700,2021-11-12,177.32000732421875
701,701,2021-11-15,176.02000427246094
702,702,2021-11-16,179.32000732421875
703,703,2021-11-17,175.02999877929688
704,704,2021-11-18,174.55999755859375
705,705,2021-11-19,177.33999633789062
706,706,2021-11-22,181.27999877929688
707,707,2021-11-23,181.25
708,708,2021-11-24,179.6999969482422
709,709,2021-11-26,175.4199981689453
710,710,2021-11-29,174.3800048828125
711,711,2021-11-30,167.8699951171875
712,712,2021-12-01,165.30999755859375
713,713,2021-12-02,171.50999450683594
714,714,2021-12-03,172.83999633789062
715,715,2021-12-06,175.35000610351562
716,716,2021-12-07,179.3300018310547
717,717,2021-12-08,178.8300018310547
718,718,2021-12-09,179.27999877929688
719,719,2021-12-10,178.3800048828125
720,720,2021-12-13,174.60000610351562
721,721,2021-12-14,175.13999938964844
722,722,2021-12-15,176.6300048828125
723,723,2021-12-16,173.4499969482422
724,724,2021-12-17,170.63999938964844
725,725,2021-12-20,163.9499969482422
726,726,2021-12-21,168.42999267578125
727,727,2021-12-22,169.25
728,728,2021-12-23,171.16000366210938
729,729,2021-12-27,174.61000061035156
730,730,2021-12-28,175.80999755859375
731,731,2021-12-29,176.66000366210938
732,732,2021-12-30,177.88999938964844
733,733,2021-12-31,182.17999267578125
734,734,2022-01-03,183.97000122070312
735,735,2022-01-04,188.25
736,736,2022-01-05,182.4199981689453
737,737,2022-01-06,180.47000122070312
738,738,2022-01-07,176.5500030517578
739,739,2022-01-10,172.4600067138672
740,740,2022-01-11,176.44000244140625
741,741,2022-01-12,176.74000549316406
742,742,2022-01-13,176.4199981689453
