,Date,BDX
0,2019-02-04 00:00:00-05:00,225.25967407226562
1,2019-02-05 00:00:00-05:00,220.93057250976562
2,2019-02-06 00:00:00-05:00,221.5320587158203
3,2019-02-07 00:00:00-05:00,220.15586853027344
4,2019-02-08 00:00:00-05:00,220.748291015625
5,2019-02-11 00:00:00-05:00,221.26776123046875
6,2019-02-12 00:00:00-05:00,224.43943786621094
7,2019-02-13 00:00:00-05:00,223.33660888671875
8,2019-02-14 00:00:00-05:00,222.84445190429688
9,2019-02-15 00:00:00-05:00,226.33514404296875
10,2019-02-19 00:00:00-05:00,226.0616912841797
11,2019-02-20 00:00:00-05:00,226.99130249023438
12,2019-02-21 00:00:00-05:00,225.7427215576172
13,2019-02-22 00:00:00-05:00,227.53814697265625
14,2019-02-25 00:00:00-05:00,228.1031951904297
15,2019-02-26 00:00:00-05:00,227.036865234375
16,2019-02-27 00:00:00-05:00,228.11233520507812
17,2019-02-28 00:00:00-05:00,226.7452392578125
18,2019-03-01 00:00:00-05:00,231.83078002929688
19,2019-03-04 00:00:00-05:00,230.45460510253906
20,2019-03-05 00:00:00-05:00,229.8804168701172
21,2019-03-06 00:00:00-05:00,226.55381774902344
22,2019-03-07 00:00:00-05:00,225.51162719726562
23,2019-03-08 00:00:00-05:00,225.55735778808594
24,2019-03-11 00:00:00-04:00,228.5011444091797
25,2019-03-12 00:00:00-04:00,229.0862579345703
26,2019-03-13 00:00:00-04:00,231.87461853027344
27,2019-03-14 00:00:00-04:00,230.62213134765625
28,2019-03-15 00:00:00-04:00,232.13973999023438
29,2019-03-18 00:00:00-04:00,223.68319702148438
30,2019-03-19 00:00:00-04:00,226.3344268798828
31,2019-03-20 00:00:00-04:00,222.2935791015625
32,2019-03-21 00:00:00-04:00,224.36888122558594
33,2019-03-22 00:00:00-04:00,219.52346801757812
34,2019-03-25 00:00:00-04:00,220.55653381347656
35,2019-03-26 00:00:00-04:00,225.81333923339844
36,2019-03-27 00:00:00-04:00,224.5334014892578
37,2019-03-28 00:00:00-04:00,225.81333923339844
38,2019-03-29 00:00:00-04:00,228.30914306640625
39,2019-04-01 00:00:00-04:00,229.82679748535156
40,2019-04-02 00:00:00-04:00,229.23252868652344
41,2019-04-03 00:00:00-04:00,227.99830627441406
42,2019-04-04 00:00:00-04:00,230.00961303710938
43,2019-04-05 00:00:00-04:00,229.72618103027344
44,2019-04-08 00:00:00-04:00,229.46107482910156
45,2019-04-09 00:00:00-04:00,228.34573364257812
46,2019-04-10 00:00:00-04:00,230.59469604492188
47,2019-04-11 00:00:00-04:00,230.13758850097656
48,2019-04-12 00:00:00-04:00,225.54820251464844
49,2019-04-15 00:00:00-04:00,225.08197021484375
50,2019-04-16 00:00:00-04:00,219.43203735351562
51,2019-04-17 00:00:00-04:00,206.4957733154297
52,2019-04-18 00:00:00-04:00,208.342529296875
53,2019-04-22 00:00:00-04:00,205.73699951171875
54,2019-04-23 00:00:00-04:00,208.4796600341797
55,2019-04-24 00:00:00-04:00,212.5570831298828
56,2019-04-25 00:00:00-04:00,217.06419372558594
57,2019-04-26 00:00:00-04:00,217.6949920654297
58,2019-04-29 00:00:00-04:00,216.4059600830078
59,2019-04-30 00:00:00-04:00,220.0902862548828
60,2019-05-01 00:00:00-04:00,215.43685913085938
61,2019-05-02 00:00:00-04:00,216.369384765625
62,2019-05-03 00:00:00-04:00,217.48472595214844
63,2019-05-06 00:00:00-04:00,218.0607147216797
64,2019-05-07 00:00:00-04:00,212.60279846191406
65,2019-05-08 00:00:00-04:00,212.40162658691406
66,2019-05-09 00:00:00-04:00,210.08872985839844
67,2019-05-10 00:00:00-04:00,206.0660858154297
68,2019-05-13 00:00:00-04:00,204.5027313232422
69,2019-05-14 00:00:00-04:00,203.7256622314453
70,2019-05-15 00:00:00-04:00,206.07521057128906
71,2019-05-16 00:00:00-04:00,206.5506134033203
72,2019-05-17 00:00:00-04:00,208.77218627929688
73,2019-05-20 00:00:00-04:00,209.6864013671875
74,2019-05-21 00:00:00-04:00,213.90098571777344
75,2019-05-22 00:00:00-04:00,215.46429443359375
76,2019-05-23 00:00:00-04:00,213.9283905029297
77,2019-05-24 00:00:00-04:00,215.01632690429688
78,2019-05-28 00:00:00-04:00,214.07470703125
79,2019-05-29 00:00:00-04:00,213.9283905029297
80,2019-05-30 00:00:00-04:00,216.8539276123047
81,2019-05-31 00:00:00-04:00,213.41647338867188
82,2019-06-03 00:00:00-04:00,212.703369140625
83,2019-06-04 00:00:00-04:00,215.04376220703125
84,2019-06-05 00:00:00-04:00,218.8286590576172
85,2019-06-06 00:00:00-04:00,217.03099060058594
86,2019-06-07 00:00:00-04:00,218.63604736328125
87,2019-06-10 00:00:00-04:00,220.3144989013672
88,2019-06-11 00:00:00-04:00,217.38870239257812
89,2019-06-12 00:00:00-04:00,217.3428497314453
90,2019-06-13 00:00:00-04:00,217.40701293945312
91,2019-06-14 00:00:00-04:00,214.76556396484375
92,2019-06-17 00:00:00-04:00,214.79307556152344
93,2019-06-18 00:00:00-04:00,216.96681213378906
94,2019-06-19 00:00:00-04:00,218.50765991210938
95,2019-06-20 00:00:00-04:00,224.81777954101562
96,2019-06-21 00:00:00-04:00,226.81724548339844
97,2019-06-24 00:00:00-04:00,229.27532958984375
98,2019-06-25 00:00:00-04:00,227.66107177734375
99,2019-06-26 00:00:00-04:00,227.5601043701172
100,2019-06-27 00:00:00-04:00,228.5140380859375
101,2019-06-28 00:00:00-04:00,231.1371307373047
102,2019-07-01 00:00:00-04:00,233.46678161621094
103,2019-07-02 00:00:00-04:00,232.83389282226562
104,2019-07-03 00:00:00-04:00,234.099609375
105,2019-07-05 00:00:00-04:00,233.145751953125
106,2019-07-08 00:00:00-04:00,230.1832733154297
107,2019-07-09 00:00:00-04:00,230.87115478515625
108,2019-07-10 00:00:00-04:00,232.4762420654297
109,2019-07-11 00:00:00-04:00,234.95257568359375
110,2019-07-12 00:00:00-04:00,231.9351043701172
111,2019-07-15 00:00:00-04:00,232.2652587890625
112,2019-07-16 00:00:00-04:00,230.55931091308594
113,2019-07-17 00:00:00-04:00,230.99038696289062
114,2019-07-18 00:00:00-04:00,232.806396484375
115,2019-07-19 00:00:00-04:00,230.06405639648438
116,2019-07-22 00:00:00-04:00,231.59573364257812
117,2019-07-23 00:00:00-04:00,234.60403442382812
118,2019-07-24 00:00:00-04:00,235.02597045898438
119,2019-07-25 00:00:00-04:00,233.0998992919922
120,2019-07-26 00:00:00-04:00,233.3200225830078
121,2019-07-29 00:00:00-04:00,233.68690490722656
122,2019-07-30 00:00:00-04:00,236.65850830078125
123,2019-07-31 00:00:00-04:00,231.86170959472656
124,2019-08-01 00:00:00-04:00,231.4490203857422
125,2019-08-02 00:00:00-04:00,228.09213256835938
126,2019-08-05 00:00:00-04:00,216.76502990722656
127,2019-08-06 00:00:00-04:00,222.0845947265625
128,2019-08-07 00:00:00-04:00,224.42344665527344
129,2019-08-08 00:00:00-04:00,230.7335662841797
130,2019-08-09 00:00:00-04:00,233.28330993652344
131,2019-08-12 00:00:00-04:00,228.52317810058594
132,2019-08-13 00:00:00-04:00,232.35702514648438
133,2019-08-14 00:00:00-04:00,224.44174194335938
134,2019-08-15 00:00:00-04:00,225.94595336914062
135,2019-08-16 00:00:00-04:00,227.7619171142578
136,2019-08-19 00:00:00-04:00,230.6510467529297
137,2019-08-20 00:00:00-04:00,228.63328552246094
138,2019-08-21 00:00:00-04:00,232.38449096679688
139,2019-08-22 00:00:00-04:00,234.0445556640625
