,Unnamed: 0,Date,AES
0,0,2019-02-05,14.5556001663208
1,1,2019-02-06,14.581357955932615
2,2,2019-02-07,14.692997932434082
3,3,2019-02-08,14.787455558776855
4,4,2019-02-11,14.735933303833008
5,5,2019-02-12,14.7531099319458
6,6,2019-02-13,14.632882118225098
7,7,2019-02-14,14.650057792663574
8,8,2019-02-15,14.52983570098877
9,9,2019-02-19,14.7531099319458
10,10,2019-02-20,14.72734546661377
11,11,2019-02-21,14.873332023620604
12,12,2019-02-22,15.05366325378418
13,13,2019-02-25,14.881917953491213
14,14,2019-02-26,14.847566604614258
15,15,2019-02-27,14.735933303833008
16,16,2019-02-28,14.796043395996094
17,17,2019-03-01,15.02790069580078
18,18,2019-03-04,14.70158576965332
19,19,2019-03-05,14.959206581115724
20,20,2019-03-06,15.096604347229004
21,21,2019-03-07,15.173891067504885
22,22,2019-03-08,15.199651718139648
23,23,2019-03-11,15.431503295898438
24,24,2019-03-12,15.560325622558594
25,25,2019-03-13,15.560325622558594
26,26,2019-03-14,15.611846923828123
27,27,2019-03-15,15.723481178283691
28,28,2019-03-18,15.58608627319336
29,29,2019-03-19,15.31987190246582
30,30,2019-03-20,15.397162437438965
31,31,2019-03-21,15.697720527648926
32,32,2019-03-22,15.50879955291748
33,33,2019-03-25,15.663369178771973
34,34,2019-03-26,15.809353828430176
35,35,2019-03-27,15.671956062316896
36,36,2019-03-28,15.55173683166504
37,37,2019-03-29,15.525971412658691
38,38,2019-04-01,15.388575553894045
39,39,2019-04-02,15.465860366821287
40,40,2019-04-03,15.50879955291748
41,41,2019-04-04,15.457267761230469
42,42,2019-04-05,15.689131736755373
43,43,2019-04-08,15.448685646057127
44,44,2019-04-09,15.55173683166504
45,45,2019-04-10,15.50879955291748
46,46,2019-04-11,15.525971412658691
47,47,2019-04-12,15.474446296691896
48,48,2019-04-15,15.534560203552246
49,49,2019-04-16,15.31128978729248
50,50,2019-04-17,15.199651718139648
51,51,2019-04-18,15.21682357788086
52,52,2019-04-22,15.191062927246094
53,53,2019-04-23,15.24258518218994
54,54,2019-04-24,15.225408554077148
55,55,2019-04-25,15.105191230773926
56,56,2019-04-26,14.99355411529541
57,57,2019-04-29,14.787455558776855
58,58,2019-04-30,14.819483757019045
59,59,2019-05-01,14.629046440124512
60,60,2019-05-02,14.75889015197754
61,61,2019-05-03,14.655014991760254
