,Date,ECL
0,2019-02-04 00:00:00-05:00,150.8275909423828
1,2019-02-05 00:00:00-05:00,150.3348846435547
2,2019-02-06 00:00:00-05:00,150.818115234375
3,2019-02-07 00:00:00-05:00,150.28749084472656
4,2019-02-08 00:00:00-05:00,150.818115234375
5,2019-02-11 00:00:00-05:00,151.69931030273438
6,2019-02-12 00:00:00-05:00,153.8596954345703
7,2019-02-13 00:00:00-05:00,154.11549377441406
8,2019-02-14 00:00:00-05:00,153.13009643554688
9,2019-02-15 00:00:00-05:00,154.9019775390625
10,2019-02-19 00:00:00-05:00,158.531005859375
11,2019-02-20 00:00:00-05:00,156.61695861816406
12,2019-02-21 00:00:00-05:00,158.32249450683594
13,2019-02-22 00:00:00-05:00,158.2467041015625
14,2019-02-25 00:00:00-05:00,159.39324951171875
15,2019-02-26 00:00:00-05:00,159.39324951171875
16,2019-02-27 00:00:00-05:00,159.64907836914062
17,2019-02-28 00:00:00-05:00,160.0470428466797
18,2019-03-01 00:00:00-05:00,161.23143005371094
19,2019-03-04 00:00:00-05:00,160.681884765625
20,2019-03-05 00:00:00-05:00,161.57257080078125
21,2019-03-06 00:00:00-05:00,161.3925323486328
22,2019-03-07 00:00:00-05:00,160.7008056640625
23,2019-03-08 00:00:00-05:00,160.67239379882812
24,2019-03-11 00:00:00-04:00,161.27883911132812
25,2019-03-12 00:00:00-04:00,162.0178985595703
26,2019-03-13 00:00:00-04:00,164.0361328125
27,2019-03-14 00:00:00-04:00,164.49095153808594
28,2019-03-15 00:00:00-04:00,165.3153076171875
29,2019-03-18 00:00:00-04:00,166.39833068847656
30,2019-03-19 00:00:00-04:00,166.30335998535156
31,2019-03-20 00:00:00-04:00,165.75233459472656
32,2019-03-21 00:00:00-04:00,167.03489685058594
33,2019-03-22 00:00:00-04:00,164.71678161621094
34,2019-03-25 00:00:00-04:00,165.3912811279297
35,2019-03-26 00:00:00-04:00,166.5883331298828
36,2019-03-27 00:00:00-04:00,166.48385620117188
37,2019-03-28 00:00:00-04:00,167.15835571289062
38,2019-03-29 00:00:00-04:00,167.71885681152344
39,2019-04-01 00:00:00-04:00,169.742431640625
40,2019-04-02 00:00:00-04:00,169.2389678955078
41,2019-04-03 00:00:00-04:00,172.38352966308594
42,2019-04-04 00:00:00-04:00,173.43807983398438
43,2019-04-05 00:00:00-04:00,172.63055419921875
44,2019-04-08 00:00:00-04:00,172.18405151367188
45,2019-04-09 00:00:00-04:00,172.4310760498047
46,2019-04-10 00:00:00-04:00,173.45709228515625
47,2019-04-11 00:00:00-04:00,173.8371124267578
48,2019-04-12 00:00:00-04:00,175.84170532226562
49,2019-04-15 00:00:00-04:00,174.587646484375
50,2019-04-16 00:00:00-04:00,176.09820556640625
51,2019-04-17 00:00:00-04:00,173.81808471679688
52,2019-04-18 00:00:00-04:00,174.04611206054688
53,2019-04-22 00:00:00-04:00,173.73260498046875
54,2019-04-23 00:00:00-04:00,175.17665100097656
55,2019-04-24 00:00:00-04:00,175.31912231445312
56,2019-04-25 00:00:00-04:00,174.2266387939453
57,2019-04-26 00:00:00-04:00,175.6516571044922
58,2019-04-29 00:00:00-04:00,175.1956329345703
59,2019-04-30 00:00:00-04:00,174.88214111328125
60,2019-05-01 00:00:00-04:00,173.26707458496094
61,2019-05-02 00:00:00-04:00,175.1101531982422
62,2019-05-03 00:00:00-04:00,175.75619506835938
63,2019-05-06 00:00:00-04:00,174.4641571044922
64,2019-05-07 00:00:00-04:00,170.635498046875
65,2019-05-08 00:00:00-04:00,172.2505645751953
66,2019-05-09 00:00:00-04:00,171.71852111816406
67,2019-05-10 00:00:00-04:00,172.0225372314453
68,2019-05-13 00:00:00-04:00,169.32444763183594
69,2019-05-14 00:00:00-04:00,170.29347229003906
70,2019-05-15 00:00:00-04:00,170.87306213378906
71,2019-05-16 00:00:00-04:00,173.0770721435547
72,2019-05-17 00:00:00-04:00,172.4595489501953
73,2019-05-20 00:00:00-04:00,171.9275360107422
74,2019-05-21 00:00:00-04:00,173.9986114501953
75,2019-05-22 00:00:00-04:00,174.55914306640625
76,2019-05-23 00:00:00-04:00,173.36207580566406
77,2019-05-24 00:00:00-04:00,173.36207580566406
78,2019-05-28 00:00:00-04:00,172.9060516357422
79,2019-05-29 00:00:00-04:00,173.466552734375
80,2019-05-30 00:00:00-04:00,174.21707153320312
81,2019-05-31 00:00:00-04:00,174.8916473388672
82,2019-06-03 00:00:00-04:00,176.36419677734375
83,2019-06-04 00:00:00-04:00,180.88633728027344
84,2019-06-05 00:00:00-04:00,183.47044372558594
85,2019-06-06 00:00:00-04:00,186.93804931640625
86,2019-06-07 00:00:00-04:00,188.81915283203125
87,2019-06-10 00:00:00-04:00,189.71217346191406
88,2019-06-11 00:00:00-04:00,187.76458740234375
89,2019-06-12 00:00:00-04:00,189.17063903808594
90,2019-06-13 00:00:00-04:00,188.82861328125
91,2019-06-14 00:00:00-04:00,188.93312072753906
92,2019-06-17 00:00:00-04:00,181.3437957763672
93,2019-06-18 00:00:00-04:00,179.95355224609375
94,2019-06-19 00:00:00-04:00,179.56314086914062
95,2019-06-20 00:00:00-04:00,183.17210388183594
96,2019-06-21 00:00:00-04:00,180.5343780517578
97,2019-06-24 00:00:00-04:00,182.4864959716797
98,2019-06-25 00:00:00-04:00,182.4769744873047
99,2019-06-26 00:00:00-04:00,179.2584228515625
100,2019-06-27 00:00:00-04:00,183.01971435546875
101,2019-06-28 00:00:00-04:00,188.00946044921875
102,2019-07-01 00:00:00-04:00,186.40969848632812
103,2019-07-02 00:00:00-04:00,188.51416015625
104,2019-07-03 00:00:00-04:00,190.2376708984375
105,2019-07-05 00:00:00-04:00,187.65713500976562
106,2019-07-08 00:00:00-04:00,188.11419677734375
107,2019-07-09 00:00:00-04:00,186.50494384765625
108,2019-07-10 00:00:00-04:00,188.66651916503906
109,2019-07-11 00:00:00-04:00,190.0281982421875
110,2019-07-12 00:00:00-04:00,190.25672912597656
111,2019-07-15 00:00:00-04:00,189.42828369140625
112,2019-07-16 00:00:00-04:00,188.47604370117188
113,2019-07-17 00:00:00-04:00,186.59060668945312
114,2019-07-18 00:00:00-04:00,188.24749755859375
115,2019-07-19 00:00:00-04:00,187.8571014404297
116,2019-07-22 00:00:00-04:00,187.8190155029297
117,2019-07-23 00:00:00-04:00,190.40911865234375
118,2019-07-24 00:00:00-04:00,188.49514770507812
119,2019-07-25 00:00:00-04:00,188.85691833496094
