,Date,ACGL
0,2019-02-04 00:00:00-05:00,29.979999542236328
1,2019-02-05 00:00:00-05:00,30.280000686645508
2,2019-02-06 00:00:00-05:00,30.270000457763672
3,2019-02-07 00:00:00-05:00,30.3700008392334
4,2019-02-08 00:00:00-05:00,30.309999465942383
5,2019-02-11 00:00:00-05:00,30.329999923706055
6,2019-02-12 00:00:00-05:00,30.829999923706055
7,2019-02-13 00:00:00-05:00,31.959999084472656
8,2019-02-14 00:00:00-05:00,31.1200008392334
9,2019-02-15 00:00:00-05:00,31.5
10,2019-02-19 00:00:00-05:00,32.06999969482422
11,2019-02-20 00:00:00-05:00,32.29999923706055
12,2019-02-21 00:00:00-05:00,32.290000915527344
13,2019-02-22 00:00:00-05:00,32.29999923706055
14,2019-02-25 00:00:00-05:00,32.2599983215332
15,2019-02-26 00:00:00-05:00,32.380001068115234
16,2019-02-27 00:00:00-05:00,32.36000061035156
17,2019-02-28 00:00:00-05:00,32.66999816894531
18,2019-03-01 00:00:00-05:00,32.869998931884766
19,2019-03-04 00:00:00-05:00,32.939998626708984
20,2019-03-05 00:00:00-05:00,32.84000015258789
21,2019-03-06 00:00:00-05:00,32.58000183105469
22,2019-03-07 00:00:00-05:00,32.2400016784668
23,2019-03-08 00:00:00-05:00,32.11000061035156
24,2019-03-11 00:00:00-04:00,32.380001068115234
25,2019-03-12 00:00:00-04:00,32.40999984741211
26,2019-03-13 00:00:00-04:00,32.41999816894531
27,2019-03-14 00:00:00-04:00,32.54999923706055
28,2019-03-15 00:00:00-04:00,32.869998931884766
29,2019-03-18 00:00:00-04:00,32.84000015258789
30,2019-03-19 00:00:00-04:00,32.36000061035156
31,2019-03-20 00:00:00-04:00,31.979999542236328
32,2019-03-21 00:00:00-04:00,32.290000915527344
33,2019-03-22 00:00:00-04:00,32.060001373291016
34,2019-03-25 00:00:00-04:00,31.969999313354492
35,2019-03-26 00:00:00-04:00,31.959999084472656
36,2019-03-27 00:00:00-04:00,32.06999969482422
37,2019-03-28 00:00:00-04:00,32.0
38,2019-03-29 00:00:00-04:00,32.31999969482422
39,2019-04-01 00:00:00-04:00,32.65999984741211
40,2019-04-02 00:00:00-04:00,32.41999816894531
41,2019-04-03 00:00:00-04:00,32.47999954223633
42,2019-04-04 00:00:00-04:00,32.470001220703125
43,2019-04-05 00:00:00-04:00,32.59000015258789
44,2019-04-08 00:00:00-04:00,32.68000030517578
45,2019-04-09 00:00:00-04:00,32.11000061035156
46,2019-04-10 00:00:00-04:00,32.34000015258789
47,2019-04-11 00:00:00-04:00,32.630001068115234
48,2019-04-12 00:00:00-04:00,32.88999938964844
49,2019-04-15 00:00:00-04:00,32.4900016784668
50,2019-04-16 00:00:00-04:00,32.90999984741211
51,2019-04-17 00:00:00-04:00,32.619998931884766
52,2019-04-18 00:00:00-04:00,32.529998779296875
53,2019-04-22 00:00:00-04:00,32.189998626708984
