,Date,PNC
0,2019-02-04 00:00:00-05:00,104.04456329345703
1,2019-02-05 00:00:00-05:00,102.70048522949219
2,2019-02-06 00:00:00-05:00,102.35820770263672
3,2019-02-07 00:00:00-05:00,102.55020904541016
4,2019-02-08 00:00:00-05:00,101.2145004272461
5,2019-02-11 00:00:00-05:00,101.489990234375
6,2019-02-12 00:00:00-05:00,102.80901336669922
7,2019-02-13 00:00:00-05:00,101.41484832763672
8,2019-02-14 00:00:00-05:00,100.68855285644531
9,2019-02-15 00:00:00-05:00,103.64384460449219
10,2019-02-19 00:00:00-05:00,104.31169891357422
11,2019-02-20 00:00:00-05:00,105.62237548828125
12,2019-02-21 00:00:00-05:00,104.27828979492188
13,2019-02-22 00:00:00-05:00,103.64384460449219
14,2019-02-25 00:00:00-05:00,103.25981140136719
15,2019-02-26 00:00:00-05:00,102.85909271240234
16,2019-02-27 00:00:00-05:00,104.95452117919922
17,2019-02-28 00:00:00-05:00,105.20497131347656
18,2019-03-01 00:00:00-05:00,105.70587158203125
19,2019-03-04 00:00:00-05:00,105.46377563476562
20,2019-03-05 00:00:00-05:00,106.7076644897461
21,2019-03-06 00:00:00-05:00,106.39042663574219
22,2019-03-07 00:00:00-05:00,105.17992401123047
23,2019-03-08 00:00:00-05:00,105.77265930175781
24,2019-03-11 00:00:00-04:00,107.3254165649414
25,2019-03-12 00:00:00-04:00,106.61582946777344
26,2019-03-13 00:00:00-04:00,107.6343002319336
27,2019-03-14 00:00:00-04:00,108.19364166259766
28,2019-03-15 00:00:00-04:00,108.41069030761719
29,2019-03-18 00:00:00-04:00,110.09706115722656
30,2019-03-19 00:00:00-04:00,108.09346008300781
31,2019-03-20 00:00:00-04:00,104.73748779296875
32,2019-03-21 00:00:00-04:00,102.60028839111328
33,2019-03-22 00:00:00-04:00,99.49474334716797
34,2019-03-25 00:00:00-04:00,99.49474334716797
35,2019-03-26 00:00:00-04:00,101.39815521240234
36,2019-03-27 00:00:00-04:00,101.23954772949219
37,2019-03-28 00:00:00-04:00,102.56692504882812
38,2019-03-29 00:00:00-04:00,102.39994049072266
39,2019-04-01 00:00:00-04:00,105.94795989990234
40,2019-04-02 00:00:00-04:00,105.82274627685547
41,2019-04-03 00:00:00-04:00,105.86447143554688
42,2019-04-04 00:00:00-04:00,107.20854949951172
43,2019-04-05 00:00:00-04:00,106.78279113769531
44,2019-04-08 00:00:00-04:00,107.05828094482422
45,2019-04-09 00:00:00-04:00,105.85613250732422
46,2019-04-10 00:00:00-04:00,106.26519012451172
47,2019-04-11 00:00:00-04:00,107.4590072631836
48,2019-04-12 00:00:00-04:00,110.7816162109375
49,2019-04-15 00:00:00-04:00,110.20144653320312
50,2019-04-16 00:00:00-04:00,111.95877838134766
51,2019-04-17 00:00:00-04:00,112.5641860961914
52,2019-04-18 00:00:00-04:00,111.99243927001953
53,2019-04-22 00:00:00-04:00,112.58103942871094
54,2019-04-23 00:00:00-04:00,112.84168243408203
55,2019-04-24 00:00:00-04:00,112.81646728515625
56,2019-04-25 00:00:00-04:00,112.87533569335938
57,2019-04-26 00:00:00-04:00,114.4308853149414
58,2019-04-29 00:00:00-04:00,115.2044677734375
59,2019-04-30 00:00:00-04:00,115.13721466064453
60,2019-05-01 00:00:00-04:00,113.69094848632812
61,2019-05-02 00:00:00-04:00,114.30477142333984
62,2019-05-03 00:00:00-04:00,115.28015899658203
63,2019-05-06 00:00:00-04:00,114.5822525024414
64,2019-05-07 00:00:00-04:00,111.79061889648438
65,2019-05-08 00:00:00-04:00,110.98340606689453
66,2019-05-09 00:00:00-04:00,110.9413833618164
67,2019-05-10 00:00:00-04:00,111.36178588867188
68,2019-05-13 00:00:00-04:00,108.0068130493164
69,2019-05-14 00:00:00-04:00,109.10831451416016
70,2019-05-15 00:00:00-04:00,108.2002182006836
71,2019-05-16 00:00:00-04:00,110.23506927490234
72,2019-05-17 00:00:00-04:00,109.4951171875
73,2019-05-20 00:00:00-04:00,110.4368667602539
74,2019-05-21 00:00:00-04:00,111.05908966064453
75,2019-05-22 00:00:00-04:00,111.0086441040039
76,2019-05-23 00:00:00-04:00,109.284912109375
77,2019-05-24 00:00:00-04:00,110.96660614013672
78,2019-05-28 00:00:00-04:00,109.00743865966797
79,2019-05-29 00:00:00-04:00,109.3353500366211
80,2019-05-30 00:00:00-04:00,108.14136505126953
81,2019-05-31 00:00:00-04:00,107.00621032714844
82,2019-06-03 00:00:00-04:00,108.44407653808594
83,2019-06-04 00:00:00-04:00,112.16900634765625
84,2019-06-05 00:00:00-04:00,112.88374328613281
85,2019-06-06 00:00:00-04:00,112.46330261230469
86,2019-06-07 00:00:00-04:00,111.73177337646484
87,2019-06-10 00:00:00-04:00,112.99303436279297
88,2019-06-11 00:00:00-04:00,113.66570281982422
89,2019-06-12 00:00:00-04:00,112.75760650634766
90,2019-06-13 00:00:00-04:00,112.44649505615234
91,2019-06-14 00:00:00-04:00,113.69094848632812
92,2019-06-17 00:00:00-04:00,111.44586181640625
93,2019-06-18 00:00:00-04:00,113.03508758544922
94,2019-06-19 00:00:00-04:00,112.04289245605469
95,2019-06-20 00:00:00-04:00,111.74859619140625
96,2019-06-21 00:00:00-04:00,111.97561645507812
97,2019-06-24 00:00:00-04:00,112.39602661132812
98,2019-06-25 00:00:00-04:00,112.13536834716797
99,2019-06-26 00:00:00-04:00,112.37083435058594
100,2019-06-27 00:00:00-04:00,113.22846984863281
101,2019-06-28 00:00:00-04:00,115.4315185546875
102,2019-07-01 00:00:00-04:00,117.55044555664062
103,2019-07-02 00:00:00-04:00,117.37384033203125
104,2019-07-03 00:00:00-04:00,118.28194427490234
105,2019-07-05 00:00:00-04:00,119.03874206542969
106,2019-07-08 00:00:00-04:00,118.3408203125
107,2019-07-09 00:00:00-04:00,118.38287353515625
108,2019-07-10 00:00:00-04:00,117.76065063476562
109,2019-07-11 00:00:00-04:00,118.94623565673828
110,2019-07-12 00:00:00-04:00,119.56005859375
111,2019-07-15 00:00:00-04:00,117.88676452636719
112,2019-07-16 00:00:00-04:00,116.67596435546875
113,2019-07-17 00:00:00-04:00,117.44952392578125
114,2019-07-18 00:00:00-04:00,117.74629974365234
115,2019-07-19 00:00:00-04:00,117.70387268066406
116,2019-07-22 00:00:00-04:00,118.33126831054688
117,2019-07-23 00:00:00-04:00,119.2723388671875
118,2019-07-24 00:00:00-04:00,119.82345581054688
119,2019-07-25 00:00:00-04:00,119.40801239013672
120,2019-07-26 00:00:00-04:00,121.06977081298828
121,2019-07-29 00:00:00-04:00,120.35755920410156
122,2019-07-30 00:00:00-04:00,120.32364654541016
123,2019-07-31 00:00:00-04:00,121.15453338623047
124,2019-08-01 00:00:00-04:00,117.22063446044922
125,2019-08-02 00:00:00-04:00,116.96625518798828
126,2019-08-05 00:00:00-04:00,112.69322204589844
127,2019-08-06 00:00:00-04:00,113.93104553222656
128,2019-08-07 00:00:00-04:00,110.01407623291016
129,2019-08-08 00:00:00-04:00,111.56562042236328
130,2019-08-09 00:00:00-04:00,112.20146179199219
131,2019-08-12 00:00:00-04:00,109.06452178955078
132,2019-08-13 00:00:00-04:00,110.85343170166016
133,2019-08-14 00:00:00-04:00,105.65624237060547
134,2019-08-15 00:00:00-04:00,105.75798797607422
135,2019-08-16 00:00:00-04:00,107.67406463623047
136,2019-08-19 00:00:00-04:00,108.8271255493164
137,2019-08-20 00:00:00-04:00,106.99581146240234
138,2019-08-21 00:00:00-04:00,106.82625579833984
139,2019-08-22 00:00:00-04:00,107.18233489990234
140,2019-08-23 00:00:00-04:00,104.35906219482422
141,2019-08-26 00:00:00-04:00,105.21540069580078
142,2019-08-27 00:00:00-04:00,105.24082946777344
143,2019-08-28 00:00:00-04:00,107.30104064941406
144,2019-08-29 00:00:00-04:00,108.7762680053711
145,2019-08-30 00:00:00-04:00,109.31037902832031
146,2019-09-03 00:00:00-04:00,107.4706039428711
147,2019-09-04 00:00:00-04:00,109.00519561767578
148,2019-09-05 00:00:00-04:00,111.54017639160156
149,2019-09-06 00:00:00-04:00,111.67581176757812
150,2019-09-09 00:00:00-04:00,115.55040740966797
151,2019-09-10 00:00:00-04:00,116.90692138671875
152,2019-09-11 00:00:00-04:00,115.30453491210938
153,2019-09-12 00:00:00-04:00,116.29647827148438
154,2019-09-13 00:00:00-04:00,118.08541107177734
155,2019-09-16 00:00:00-04:00,119.1197509765625
156,2019-09-17 00:00:00-04:00,118.0514907836914
157,2019-09-18 00:00:00-04:00,119.71324157714844
158,2019-09-19 00:00:00-04:00,119.54367065429688
159,2019-09-20 00:00:00-04:00,119.44195556640625
160,2019-09-23 00:00:00-04:00,119.71324157714844
161,2019-09-24 00:00:00-04:00,118.92475128173828
162,2019-09-25 00:00:00-04:00,118.95866394042969
163,2019-09-26 00:00:00-04:00,118.78064727783203
164,2019-09-27 00:00:00-04:00,119.0264892578125
165,2019-09-30 00:00:00-04:00,118.83148193359375
166,2019-10-01 00:00:00-04:00,116.32192993164062
167,2019-10-02 00:00:00-04:00,115.05017852783203
168,2019-10-03 00:00:00-04:00,115.92345428466797
169,2019-10-04 00:00:00-04:00,119.09431457519531
170,2019-10-07 00:00:00-04:00,118.65345764160156
171,2019-10-08 00:00:00-04:00,115.45712280273438
172,2019-10-09 00:00:00-04:00,115.77928924560547
173,2019-10-10 00:00:00-04:00,117.35628509521484
174,2019-10-11 00:00:00-04:00,119.03498077392578
175,2019-10-14 00:00:00-04:00,119.13670349121094
176,2019-10-15 00:00:00-04:00,120.28128814697266
177,2019-10-16 00:00:00-04:00,120.91378784179688
178,2019-10-17 00:00:00-04:00,121.9394760131836
179,2019-10-18 00:00:00-04:00,122.67459869384766
180,2019-10-21 00:00:00-04:00,124.39262390136719
181,2019-10-22 00:00:00-04:00,124.33280181884766
182,2019-10-23 00:00:00-04:00,125.11064147949219
183,2019-10-24 00:00:00-04:00,124.45249938964844
184,2019-10-25 00:00:00-04:00,125.36709594726562
185,2019-10-28 00:00:00-04:00,126.30730438232422
186,2019-10-29 00:00:00-04:00,126.75179290771484
187,2019-10-30 00:00:00-04:00,126.29019927978516
188,2019-10-31 00:00:00-04:00,125.39271545410156
189,2019-11-01 00:00:00-04:00,127.19625854492188
190,2019-11-04 00:00:00-05:00,128.22193908691406
191,2019-11-05 00:00:00-05:00,129.09381103515625
192,2019-11-06 00:00:00-05:00,129.67506408691406
