,Date,CMI
0,2019-02-04 00:00:00-05:00,129.73367309570312
1,2019-02-05 00:00:00-05:00,130.66688537597656
2,2019-02-06 00:00:00-05:00,130.2569580078125
3,2019-02-07 00:00:00-05:00,130.49246215820312
4,2019-02-08 00:00:00-05:00,129.32374572753906
5,2019-02-11 00:00:00-05:00,129.23654174804688
6,2019-02-12 00:00:00-05:00,132.38502502441406
7,2019-02-13 00:00:00-05:00,133.18743896484375
8,2019-02-14 00:00:00-05:00,132.03616333007812
9,2019-02-15 00:00:00-05:00,135.5945281982422
10,2019-02-19 00:00:00-05:00,134.0159454345703
11,2019-02-20 00:00:00-05:00,135.52479553222656
12,2019-02-21 00:00:00-05:00,135.3666534423828
13,2019-02-22 00:00:00-05:00,136.57032775878906
14,2019-02-25 00:00:00-05:00,137.1326446533203
15,2019-02-26 00:00:00-05:00,136.45611572265625
16,2019-02-27 00:00:00-05:00,136.5000457763672
17,2019-02-28 00:00:00-05:00,135.38418579101562
18,2019-03-01 00:00:00-05:00,135.6653594970703
19,2019-03-04 00:00:00-05:00,136.2189178466797
20,2019-03-05 00:00:00-05:00,135.7356719970703
21,2019-03-06 00:00:00-05:00,135.76202392578125
22,2019-03-07 00:00:00-05:00,135.55995178222656
23,2019-03-08 00:00:00-05:00,135.80593872070312
24,2019-03-11 00:00:00-04:00,138.85467529296875
25,2019-03-12 00:00:00-04:00,139.18861389160156
26,2019-03-13 00:00:00-04:00,137.90582275390625
27,2019-03-14 00:00:00-04:00,138.03762817382812
28,2019-03-15 00:00:00-04:00,138.30117797851562
29,2019-03-18 00:00:00-04:00,141.06002807617188
30,2019-03-19 00:00:00-04:00,140.6733856201172
31,2019-03-20 00:00:00-04:00,138.6087188720703
32,2019-03-21 00:00:00-04:00,139.3643035888672
33,2019-03-22 00:00:00-04:00,136.7372589111328
34,2019-03-25 00:00:00-04:00,137.4577178955078
35,2019-03-26 00:00:00-04:00,137.29959106445312
36,2019-03-27 00:00:00-04:00,136.66697692871094
37,2019-03-28 00:00:00-04:00,137.05357360839844
38,2019-03-29 00:00:00-04:00,138.70533752441406
39,2019-04-01 00:00:00-04:00,142.62393188476562
40,2019-04-02 00:00:00-04:00,142.18463134765625
41,2019-04-03 00:00:00-04:00,141.85076904296875
42,2019-04-04 00:00:00-04:00,143.5904083251953
43,2019-04-05 00:00:00-04:00,143.4498291015625
44,2019-04-08 00:00:00-04:00,143.37954711914062
45,2019-04-09 00:00:00-04:00,142.07920837402344
46,2019-04-10 00:00:00-04:00,142.80845642089844
47,2019-04-11 00:00:00-04:00,144.5832061767578
48,2019-04-12 00:00:00-04:00,145.90992736816406
49,2019-04-15 00:00:00-04:00,144.94346618652344
50,2019-04-16 00:00:00-04:00,146.92030334472656
51,2019-04-17 00:00:00-04:00,145.8132781982422
52,2019-04-18 00:00:00-04:00,147.46502685546875
53,2019-04-22 00:00:00-04:00,145.8132781982422
54,2019-04-23 00:00:00-04:00,146.56007385253906
55,2019-04-24 00:00:00-04:00,145.9977569580078
56,2019-04-25 00:00:00-04:00,142.4569854736328
57,2019-04-26 00:00:00-04:00,143.51132202148438
58,2019-04-29 00:00:00-04:00,144.21420288085938
59,2019-04-30 00:00:00-04:00,146.10316467285156
60,2019-05-01 00:00:00-04:00,145.3827667236328
61,2019-05-02 00:00:00-04:00,145.9977569580078
62,2019-05-03 00:00:00-04:00,148.65121459960938
63,2019-05-06 00:00:00-04:00,147.25418090820312
64,2019-05-07 00:00:00-04:00,145.5057373046875
65,2019-05-08 00:00:00-04:00,145.2772979736328
66,2019-05-09 00:00:00-04:00,145.26852416992188
67,2019-05-10 00:00:00-04:00,145.31246948242188
68,2019-05-13 00:00:00-04:00,139.60153198242188
69,2019-05-14 00:00:00-04:00,141.24453735351562
70,2019-05-15 00:00:00-04:00,141.82437133789062
71,2019-05-16 00:00:00-04:00,142.78208923339844
72,2019-05-17 00:00:00-04:00,139.90902709960938
73,2019-05-20 00:00:00-04:00,141.61355590820312
74,2019-05-21 00:00:00-04:00,144.30210876464844
75,2019-05-22 00:00:00-04:00,143.6519012451172
76,2019-05-23 00:00:00-04:00,140.9002685546875
77,2019-05-24 00:00:00-04:00,141.49305725097656
78,2019-05-28 00:00:00-04:00,140.4136199951172
79,2019-05-29 00:00:00-04:00,139.71463012695312
80,2019-05-30 00:00:00-04:00,140.26324462890625
81,2019-05-31 00:00:00-04:00,133.3885498046875
82,2019-06-03 00:00:00-04:00,134.80413818359375
83,2019-06-04 00:00:00-04:00,138.32554626464844
84,2019-06-05 00:00:00-04:00,141.16574096679688
85,2019-06-06 00:00:00-04:00,142.24510192871094
86,2019-06-07 00:00:00-04:00,143.28912353515625
