,Date,BX
0,2019-02-04 00:00:00-05:00,28.0477294921875
1,2019-02-05 00:00:00-05:00,28.259965896606445
2,2019-02-06 00:00:00-05:00,28.219146728515625
3,2019-02-07 00:00:00-05:00,28.170164108276367
4,2019-02-08 00:00:00-05:00,28.029024124145508
5,2019-02-11 00:00:00-05:00,27.64711570739746
6,2019-02-12 00:00:00-05:00,27.896188735961914
7,2019-02-13 00:00:00-05:00,28.03733253479004
8,2019-02-14 00:00:00-05:00,27.56410026550293
9,2019-02-15 00:00:00-05:00,27.688627243041992
10,2019-02-19 00:00:00-05:00,27.81316375732422
11,2019-02-20 00:00:00-05:00,28.576982498168945
12,2019-02-21 00:00:00-05:00,28.236589431762695
13,2019-02-22 00:00:00-05:00,27.937700271606445
14,2019-02-25 00:00:00-05:00,28.1452693939209
15,2019-02-26 00:00:00-05:00,27.995819091796875
16,2019-02-27 00:00:00-05:00,27.83807373046875
17,2019-02-28 00:00:00-05:00,27.721837997436523
18,2019-03-01 00:00:00-05:00,27.846376419067383
19,2019-03-04 00:00:00-05:00,27.979215621948242
20,2019-03-05 00:00:00-05:00,27.78826141357422
21,2019-03-06 00:00:00-05:00,27.995819091796875
22,2019-03-07 00:00:00-05:00,27.588998794555664
23,2019-03-08 00:00:00-05:00,27.34822654724121
24,2019-03-11 00:00:00-04:00,27.80486297607422
25,2019-03-12 00:00:00-04:00,27.921098709106445
26,2019-03-13 00:00:00-04:00,28.41094398498535
27,2019-03-14 00:00:00-04:00,28.585294723510742
28,2019-03-15 00:00:00-04:00,28.95890235900879
29,2019-03-18 00:00:00-04:00,29.448745727539062
30,2019-03-19 00:00:00-04:00,29.108348846435547
31,2019-03-20 00:00:00-04:00,28.909080505371094
32,2019-03-21 00:00:00-04:00,29.266088485717773
33,2019-03-22 00:00:00-04:00,28.493968963623047
34,2019-03-25 00:00:00-04:00,28.344524383544922
35,2019-03-26 00:00:00-04:00,28.65170669555664
36,2019-03-27 00:00:00-04:00,28.568693161010742
37,2019-03-28 00:00:00-04:00,28.73473358154297
38,2019-03-29 00:00:00-04:00,29.033620834350586
39,2019-04-01 00:00:00-04:00,29.390634536743164
40,2019-04-02 00:00:00-04:00,28.751338958740234
41,2019-04-03 00:00:00-04:00,28.909080505371094
42,2019-04-04 00:00:00-04:00,28.82606315612793
43,2019-04-05 00:00:00-04:00,28.900781631469727
44,2019-04-08 00:00:00-04:00,28.917390823364258
45,2019-04-09 00:00:00-04:00,28.601898193359375
46,2019-04-10 00:00:00-04:00,28.859270095825195
47,2019-04-11 00:00:00-04:00,28.950597763061523
48,2019-04-12 00:00:00-04:00,29.498559951782227
49,2019-04-15 00:00:00-04:00,29.50686264038086
50,2019-04-16 00:00:00-04:00,29.71442413330078
51,2019-04-17 00:00:00-04:00,29.83066177368164
52,2019-04-18 00:00:00-04:00,32.06400680541992
53,2019-04-22 00:00:00-04:00,32.39610290527344
54,2019-04-23 00:00:00-04:00,32.98558807373047
55,2019-04-24 00:00:00-04:00,33.151634216308594
56,2019-04-25 00:00:00-04:00,33.325992584228516
57,2019-04-26 00:00:00-04:00,33.67792892456055
58,2019-04-29 00:00:00-04:00,33.94607925415039
59,2019-04-30 00:00:00-04:00,33.06621170043945
60,2019-05-01 00:00:00-04:00,33.39301681518555
61,2019-05-02 00:00:00-04:00,33.15839767456055
62,2019-05-03 00:00:00-04:00,33.568992614746094
63,2019-05-06 00:00:00-04:00,32.77293014526367
64,2019-05-07 00:00:00-04:00,32.555049896240234
65,2019-05-08 00:00:00-04:00,32.75617218017578
66,2019-05-09 00:00:00-04:00,33.09136199951172
67,2019-05-10 00:00:00-04:00,33.35950469970703
68,2019-05-13 00:00:00-04:00,32.513153076171875
69,2019-05-14 00:00:00-04:00,33.00756072998047
70,2019-05-15 00:00:00-04:00,33.16676330566406
71,2019-05-16 00:00:00-04:00,33.853904724121094
72,2019-05-17 00:00:00-04:00,34.06339645385742
73,2019-05-20 00:00:00-04:00,34.029876708984375
