,Date,FTV
0,2019-02-04 00:00:00-05:00,60.92462921142578
1,2019-02-05 00:00:00-05:00,61.113224029541016
2,2019-02-06 00:00:00-05:00,61.45760726928711
3,2019-02-07 00:00:00-05:00,61.02302932739258
4,2019-02-08 00:00:00-05:00,62.99098205566406
5,2019-02-11 00:00:00-05:00,63.269779205322266
6,2019-02-12 00:00:00-05:00,64.63094329833984
7,2019-02-13 00:00:00-05:00,65.95931243896484
8,2019-02-14 00:00:00-05:00,65.96751403808594
9,2019-02-15 00:00:00-05:00,67.0744857788086
10,2019-02-19 00:00:00-05:00,65.99211120605469
11,2019-02-20 00:00:00-05:00,66.46769714355469
12,2019-02-21 00:00:00-05:00,66.15584564208984
13,2019-02-22 00:00:00-05:00,66.77955627441406
14,2019-02-25 00:00:00-05:00,66.96833038330078
15,2019-02-26 00:00:00-05:00,67.08322143554688
16,2019-02-27 00:00:00-05:00,67.05859375
17,2019-02-28 00:00:00-05:00,66.9437026977539
18,2019-03-01 00:00:00-05:00,67.75618743896484
19,2019-03-04 00:00:00-05:00,67.77261352539062
20,2019-03-05 00:00:00-05:00,67.50177764892578
21,2019-03-06 00:00:00-05:00,67.32942199707031
22,2019-03-07 00:00:00-05:00,66.52513885498047
23,2019-03-08 00:00:00-05:00,65.98348999023438
24,2019-03-11 00:00:00-04:00,67.4443130493164
25,2019-03-12 00:00:00-04:00,67.39508819580078
26,2019-03-13 00:00:00-04:00,68.26500701904297
27,2019-03-14 00:00:00-04:00,67.82183074951172
28,2019-03-15 00:00:00-04:00,67.7397689819336
29,2019-03-18 00:00:00-04:00,68.45377349853516
30,2019-03-19 00:00:00-04:00,68.15834045410156
31,2019-03-20 00:00:00-04:00,68.10906982421875
32,2019-03-21 00:00:00-04:00,69.11854553222656
33,2019-03-22 00:00:00-04:00,67.4853744506836
34,2019-03-25 00:00:00-04:00,67.78900909423828
35,2019-03-26 00:00:00-04:00,68.59326934814453
36,2019-03-27 00:00:00-04:00,67.57563018798828
37,2019-03-28 00:00:00-04:00,68.06804656982422
