,Unnamed: 0,Date,FITB
0,0,2019-02-05,22.015195846557617
1,1,2019-02-06,21.87601661682129
2,2,2019-02-07,21.92513656616211
3,3,2019-02-08,21.63858795166016
4,4,2019-02-11,21.78595542907715
5,5,2019-02-12,22.16256332397461
6,6,2019-02-13,21.91695022583008
7,7,2019-02-14,21.7122745513916
8,8,2019-02-15,22.24443626403809
9,9,2019-02-19,22.522798538208008
10,10,2019-02-20,22.86665916442871
11,11,2019-02-21,22.711105346679688
12,12,2019-02-22,22.784788131713867
13,13,2019-02-25,22.67835807800293
14,14,2019-02-26,22.481861114501957
15,15,2019-02-27,22.76841163635254
16,16,2019-02-28,22.580108642578125
17,17,2019-03-01,22.57192039489746
18,18,2019-03-04,22.408178329467773
19,19,2019-03-05,22.4327392578125
20,20,2019-03-06,21.9497013092041
21,21,2019-03-07,21.777772903442383
22,22,2019-03-08,21.8350830078125
23,23,2019-03-11,22.16256332397461
24,24,2019-03-12,22.809350967407227
25,25,2019-03-13,22.9075927734375
26,26,2019-03-14,23.259639739990234
27,27,2019-03-15,23.18595314025879
28,28,2019-03-18,23.546186447143555
29,29,2019-03-19,22.776599884033203
30,30,2019-03-20,21.663148880004883
31,31,2019-03-21,20.86080741882324
32,32,2019-03-22,20.156715393066406
33,33,2019-03-25,19.992979049682617
34,34,2019-03-26,20.45145606994629
35,35,2019-03-27,20.42689514160156
36,36,2019-03-28,20.980308532714844
37,37,2019-03-29,20.83162879943848
38,38,2019-04-01,21.68240737915039
39,39,2019-04-02,21.657629013061523
40,40,2019-04-03,21.69066619873047
41,41,2019-04-04,22.095401763916016
42,42,2019-04-05,22.045848846435547
43,43,2019-04-08,22.19452667236328
44,44,2019-04-09,21.831085205078125
45,45,2019-04-10,22.07062721252441
46,46,2019-04-11,22.277122497558597
47,47,2019-04-12,22.84706115722656
48,48,2019-04-15,22.409284591674805
49,49,2019-04-16,22.90488052368164
50,50,2019-04-17,22.888357162475582
51,51,2019-04-18,22.714902877807617
52,52,2019-04-22,22.764463424682617
53,53,2019-04-23,23.4169979095459
54,54,2019-04-24,23.35918235778809
55,55,2019-04-25,23.342660903930664
56,56,2019-04-26,23.458297729492188
57,57,2019-04-29,23.747398376464844
58,58,2019-04-30,23.80521583557129
59,59,2019-05-01,23.5408992767334
60,60,2019-05-02,23.813480377197266
61,61,2019-05-03,23.937374114990234
62,62,2019-05-06,23.78870010375977
63,63,2019-05-07,23.193979263305664
64,64,2019-05-08,22.913145065307617
65,65,2019-05-09,22.987483978271484
66,66,2019-05-10,23.152681350708008
67,67,2019-05-13,22.36798095703125
68,68,2019-05-14,22.615781784057617
69,69,2019-05-15,22.301904678344727
70,70,2019-05-16,22.500144958496094
71,71,2019-05-17,22.53318214416504
72,72,2019-05-20,22.60752487182617
73,73,2019-05-21,22.64882469177246
74,74,2019-05-22,22.599262237548828
75,75,2019-05-23,22.31842422485352
