,Unnamed: 0,Date,CMG
0,0,2019-02-05,526.6500244140625
1,1,2019-02-06,526.0599975585938
2,2,2019-02-07,585.780029296875
3,3,2019-02-08,582.77001953125
4,4,2019-02-11,603.3599853515625
5,5,2019-02-12,593.6599731445312
6,6,2019-02-13,599.6199951171875
7,7,2019-02-14,604.4299926757812
8,8,2019-02-15,605.8900146484375
9,9,2019-02-19,599.4600219726562
10,10,2019-02-20,597.739990234375
11,11,2019-02-21,601.1900024414062
12,12,2019-02-22,600.219970703125
13,13,2019-02-25,596.6599731445312
14,14,2019-02-26,599.5
15,15,2019-02-27,599.280029296875
16,16,2019-02-28,607.530029296875
17,17,2019-03-01,611.6300048828125
18,18,2019-03-04,618.8499755859375
19,19,2019-03-05,616.010009765625
20,20,2019-03-06,613.4099731445312
21,21,2019-03-07,609.530029296875
22,22,2019-03-08,616.4400024414062
23,23,2019-03-11,616.8800048828125
24,24,2019-03-12,630.989990234375
25,25,2019-03-13,637.0700073242188
26,26,2019-03-14,642.3900146484375
27,27,2019-03-15,639.0
28,28,2019-03-18,655.7999877929688
29,29,2019-03-19,665.8599853515625
30,30,2019-03-20,665.7899780273438
31,31,2019-03-21,670.4500122070312
32,32,2019-03-22,671.4600219726562
33,33,2019-03-25,676.77001953125
34,34,2019-03-26,688.8200073242188
35,35,2019-03-27,697.8699951171875
36,36,2019-03-28,702.510009765625
37,37,2019-03-29,710.3099975585938
38,38,2019-04-01,705.739990234375
39,39,2019-04-02,704.7999877929688
40,40,2019-04-03,705.6400146484375
41,41,2019-04-04,703.3800048828125
42,42,2019-04-05,708.3699951171875
43,43,2019-04-08,714.6799926757812
44,44,2019-04-09,710.6699829101562
45,45,2019-04-10,718.8499755859375
46,46,2019-04-11,707.530029296875
47,47,2019-04-12,712.4400024414062
48,48,2019-04-15,712.27001953125
49,49,2019-04-16,706.47998046875
50,50,2019-04-17,688.2100219726562
51,51,2019-04-18,700.0
52,52,2019-04-22,701.6699829101562
53,53,2019-04-23,702.4600219726562
54,54,2019-04-24,709.75
55,55,2019-04-25,678.0700073242188
56,56,2019-04-26,676.7899780273438
57,57,2019-04-29,677.9000244140625
58,58,2019-04-30,688.0399780273438
59,59,2019-05-01,688.5599975585938
60,60,2019-05-02,707.8699951171875
61,61,2019-05-03,709.52001953125
62,62,2019-05-06,716.6699829101562
63,63,2019-05-07,706.52001953125
64,64,2019-05-08,709.5700073242188
65,65,2019-05-09,705.1300048828125
66,66,2019-05-10,705.4400024414062
67,67,2019-05-13,687.27001953125
68,68,2019-05-14,703.1799926757812
69,69,2019-05-15,705.8900146484375
70,70,2019-05-16,708.9299926757812
71,71,2019-05-17,715.9099731445312
72,72,2019-05-20,718.0
73,73,2019-05-21,715.0
74,74,2019-05-22,706.0399780273438
75,75,2019-05-23,667.1199951171875
76,76,2019-05-24,662.5599975585938
77,77,2019-05-28,680.0700073242188
78,78,2019-05-29,667.969970703125
79,79,2019-05-30,678.0
80,80,2019-05-31,659.969970703125
81,81,2019-06-03,641.6599731445312
82,82,2019-06-04,662.1799926757812
83,83,2019-06-05,679.47998046875
84,84,2019-06-06,692.1799926757812
85,85,2019-06-07,709.8699951171875
86,86,2019-06-10,720.52001953125
87,87,2019-06-11,729.239990234375
88,88,2019-06-12,737.739990234375
89,89,2019-06-13,732.2899780273438
90,90,2019-06-14,740.5900268554688
91,91,2019-06-17,731.6500244140625
92,92,2019-06-18,732.5399780273438
93,93,2019-06-19,736.3499755859375
94,94,2019-06-20,738.7999877929688
95,95,2019-06-21,726.8499755859375
96,96,2019-06-24,724.1300048828125
97,97,2019-06-25,733.219970703125
98,98,2019-06-26,727.489990234375
99,99,2019-06-27,724.1199951171875
100,100,2019-06-28,732.8800048828125
101,101,2019-07-01,725.3900146484375
102,102,2019-07-02,723.0800170898438
103,103,2019-07-03,730.97998046875
104,104,2019-07-05,739.5399780273438
105,105,2019-07-08,748.7999877929688
106,106,2019-07-09,745.489990234375
107,107,2019-07-10,743.010009765625
108,108,2019-07-11,740.0599975585938
109,109,2019-07-12,750.8499755859375
110,110,2019-07-15,759.8699951171875
111,111,2019-07-16,761.8499755859375
112,112,2019-07-17,752.5599975585938
113,113,2019-07-18,764.0399780273438
114,114,2019-07-19,746.52001953125
115,115,2019-07-22,742.510009765625
116,116,2019-07-23,739.5999755859375
117,117,2019-07-24,777.9600219726562
118,118,2019-07-25,777.530029296875
119,119,2019-07-26,779.8599853515625
120,120,2019-07-29,809.030029296875
121,121,2019-07-30,805.25
122,122,2019-07-31,795.530029296875
123,123,2019-08-01,790.4299926757812
124,124,2019-08-02,792.2100219726562
125,125,2019-08-05,780.2100219726562
126,126,2019-08-06,790.6099853515625
127,127,2019-08-07,795.0499877929688
128,128,2019-08-08,814.0499877929688
129,129,2019-08-09,817.9000244140625
130,130,2019-08-12,812.8200073242188
131,131,2019-08-13,816.9600219726562
132,132,2019-08-14,796.5700073242188
133,133,2019-08-15,809.8900146484375
134,134,2019-08-16,817.2000122070312
135,135,2019-08-19,820.3099975585938
136,136,2019-08-20,820.1400146484375
137,137,2019-08-21,827.510009765625
138,138,2019-08-22,819.1500244140625
139,139,2019-08-23,805.4400024414062
140,140,2019-08-26,826.7999877929688
141,141,2019-08-27,842.1099853515625
142,142,2019-08-28,839.3400268554688
143,143,2019-08-29,843.6400146484375
144,144,2019-08-30,838.4199829101562
145,145,2019-09-03,827.8699951171875
146,146,2019-09-04,838.280029296875
147,147,2019-09-05,838.1099853515625
148,148,2019-09-06,836.3200073242188
149,149,2019-09-09,839.6500244140625
150,150,2019-09-10,787.97998046875
151,151,2019-09-11,799.2100219726562
152,152,2019-09-12,805.4500122070312
153,153,2019-09-13,787.8599853515625
154,154,2019-09-16,799.8699951171875
155,155,2019-09-17,825.75
156,156,2019-09-18,834.969970703125
157,157,2019-09-19,832.0900268554688
158,158,2019-09-20,834.6599731445312
159,159,2019-09-23,843.2899780273438
160,160,2019-09-24,824.489990234375
161,161,2019-09-25,819.219970703125
162,162,2019-09-26,817.5700073242188
163,163,2019-09-27,818.8300170898438
164,164,2019-09-30,840.469970703125
165,165,2019-10-01,828.8400268554688
166,166,2019-10-02,809.97998046875
167,167,2019-10-03,815.2899780273438
168,168,2019-10-04,823.9299926757812
169,169,2019-10-07,814.1599731445312
170,170,2019-10-08,805.8800048828125
171,171,2019-10-09,827.2899780273438
172,172,2019-10-10,827.75
173,173,2019-10-11,830.3499755859375
174,174,2019-10-14,828.1300048828125
175,175,2019-10-15,826.739990234375
176,176,2019-10-16,823.25
177,177,2019-10-17,829.0700073242188
178,178,2019-10-18,841.47998046875
179,179,2019-10-21,851.5399780273438
180,180,2019-10-22,831.0700073242188
181,181,2019-10-23,788.1900024414062
182,182,2019-10-24,798.3400268554688
183,183,2019-10-25,787.8699951171875
184,184,2019-10-28,782.6099853515625
185,185,2019-10-29,763.8200073242188
186,186,2019-10-30,775.52001953125
187,187,2019-10-31,778.1599731445312
188,188,2019-11-01,768.6300048828125
189,189,2019-11-04,751.77001953125
190,190,2019-11-05,740.760009765625
191,191,2019-11-06,744.3099975585938
192,192,2019-11-07,737.3400268554688
193,193,2019-11-08,731.6199951171875
194,194,2019-11-11,743.3699951171875
195,195,2019-11-12,757.27001953125
196,196,2019-11-13,753.2999877929688
197,197,2019-11-14,749.2000122070312
198,198,2019-11-15,754.6599731445312
199,199,2019-11-18,771.3099975585938
200,200,2019-11-19,766.780029296875
201,201,2019-11-20,775.9400024414062
202,202,2019-11-21,773.4600219726562
203,203,2019-11-22,772.6099853515625
204,204,2019-11-25,786.510009765625
205,205,2019-11-26,815.8400268554688
206,206,2019-11-27,816.75
207,207,2019-11-29,813.9199829101562
208,208,2019-12-02,813.780029296875
209,209,2019-12-03,814.9099731445312
210,210,2019-12-04,809.4000244140625
211,211,2019-12-05,819.72998046875
212,212,2019-12-06,822.47998046875
213,213,2019-12-09,827.030029296875
214,214,2019-12-10,817.72998046875
215,215,2019-12-11,822.739990234375
216,216,2019-12-12,811.2000122070312
217,217,2019-12-13,815.3200073242188
218,218,2019-12-16,822.7899780273438
219,219,2019-12-17,832.0499877929688
220,220,2019-12-18,826.8800048828125
221,221,2019-12-19,833.9199829101562
222,222,2019-12-20,834.530029296875
223,223,2019-12-23,828.2899780273438
224,224,2019-12-24,828.8900146484375
225,225,2019-12-26,838.5999755859375
226,226,2019-12-27,836.7899780273438
227,227,2019-12-30,836.0700073242188
228,228,2019-12-31,837.1099853515625
