,Date,ENPH
0,2019-02-04 00:00:00-05:00,7.0
1,2019-02-05 00:00:00-05:00,7.300000190734863
2,2019-02-06 00:00:00-05:00,7.320000171661377
3,2019-02-07 00:00:00-05:00,7.480000019073486
4,2019-02-08 00:00:00-05:00,7.440000057220459
5,2019-02-11 00:00:00-05:00,7.730000019073486
6,2019-02-12 00:00:00-05:00,7.599999904632568
7,2019-02-13 00:00:00-05:00,7.679999828338623
8,2019-02-14 00:00:00-05:00,7.659999847412109
9,2019-02-15 00:00:00-05:00,7.650000095367432
10,2019-02-19 00:00:00-05:00,7.559999942779541
11,2019-02-20 00:00:00-05:00,7.230000019073486
12,2019-02-21 00:00:00-05:00,7.369999885559082
13,2019-02-22 00:00:00-05:00,7.78000020980835
14,2019-02-25 00:00:00-05:00,8.0600004196167
15,2019-02-26 00:00:00-05:00,8.09000015258789
16,2019-02-27 00:00:00-05:00,8.869999885559082
17,2019-02-28 00:00:00-05:00,9.069999694824219
18,2019-03-01 00:00:00-05:00,9.100000381469727
19,2019-03-04 00:00:00-05:00,8.779999732971191
20,2019-03-05 00:00:00-05:00,8.699999809265137
21,2019-03-06 00:00:00-05:00,8.380000114440918
22,2019-03-07 00:00:00-05:00,8.289999961853027
23,2019-03-08 00:00:00-05:00,8.460000038146973
24,2019-03-11 00:00:00-04:00,8.84000015258789
25,2019-03-12 00:00:00-04:00,9.0
26,2019-03-13 00:00:00-04:00,9.359999656677246
27,2019-03-14 00:00:00-04:00,9.380000114440918
28,2019-03-15 00:00:00-04:00,9.050000190734863
29,2019-03-18 00:00:00-04:00,9.670000076293945
30,2019-03-19 00:00:00-04:00,9.199999809265137
31,2019-03-20 00:00:00-04:00,9.180000305175781
32,2019-03-21 00:00:00-04:00,9.380000114440918
33,2019-03-22 00:00:00-04:00,9.1899995803833
34,2019-03-25 00:00:00-04:00,9.029999732971191
35,2019-03-26 00:00:00-04:00,8.710000038146973
36,2019-03-27 00:00:00-04:00,8.800000190734863
37,2019-03-28 00:00:00-04:00,9.079999923706055
38,2019-03-29 00:00:00-04:00,9.229999542236328
39,2019-04-01 00:00:00-04:00,9.260000228881836
40,2019-04-02 00:00:00-04:00,9.350000381469727
41,2019-04-03 00:00:00-04:00,9.6899995803833
42,2019-04-04 00:00:00-04:00,9.520000457763672
43,2019-04-05 00:00:00-04:00,9.84000015258789
44,2019-04-08 00:00:00-04:00,10.239999771118164
45,2019-04-09 00:00:00-04:00,10.029999732971191
46,2019-04-10 00:00:00-04:00,10.149999618530273
47,2019-04-11 00:00:00-04:00,9.800000190734863
48,2019-04-12 00:00:00-04:00,9.930000305175781
49,2019-04-15 00:00:00-04:00,9.59000015258789
50,2019-04-16 00:00:00-04:00,9.65999984741211
51,2019-04-17 00:00:00-04:00,9.729999542236328
52,2019-04-18 00:00:00-04:00,9.449999809265137
53,2019-04-22 00:00:00-04:00,9.279999732971191
54,2019-04-23 00:00:00-04:00,9.75
55,2019-04-24 00:00:00-04:00,9.829999923706055
56,2019-04-25 00:00:00-04:00,9.90999984741211
57,2019-04-26 00:00:00-04:00,10.430000305175781
58,2019-04-29 00:00:00-04:00,10.210000038146973
59,2019-04-30 00:00:00-04:00,10.039999961853027
60,2019-05-01 00:00:00-04:00,12.979999542236328
61,2019-05-02 00:00:00-04:00,12.930000305175781
62,2019-05-03 00:00:00-04:00,13.829999923706055
63,2019-05-06 00:00:00-04:00,13.75
64,2019-05-07 00:00:00-04:00,14.210000038146973
65,2019-05-08 00:00:00-04:00,13.930000305175781
66,2019-05-09 00:00:00-04:00,13.5600004196167
67,2019-05-10 00:00:00-04:00,14.020000457763672
68,2019-05-13 00:00:00-04:00,13.6899995803833
69,2019-05-14 00:00:00-04:00,14.020000457763672
70,2019-05-15 00:00:00-04:00,14.579999923706055
71,2019-05-16 00:00:00-04:00,14.819999694824219
72,2019-05-17 00:00:00-04:00,14.649999618530273
73,2019-05-20 00:00:00-04:00,14.3100004196167
74,2019-05-21 00:00:00-04:00,14.880000114440918
75,2019-05-22 00:00:00-04:00,15.220000267028809
76,2019-05-23 00:00:00-04:00,14.680000305175781
77,2019-05-24 00:00:00-04:00,15.359999656677246
78,2019-05-28 00:00:00-04:00,15.8100004196167
79,2019-05-29 00:00:00-04:00,16.290000915527344
80,2019-05-30 00:00:00-04:00,15.770000457763672
81,2019-05-31 00:00:00-04:00,15.170000076293945
82,2019-06-03 00:00:00-04:00,15.710000038146973
83,2019-06-04 00:00:00-04:00,15.970000267028809
84,2019-06-05 00:00:00-04:00,15.920000076293945
85,2019-06-06 00:00:00-04:00,15.680000305175781
86,2019-06-07 00:00:00-04:00,16.360000610351562
87,2019-06-10 00:00:00-04:00,16.190000534057617
88,2019-06-11 00:00:00-04:00,17.06999969482422
89,2019-06-12 00:00:00-04:00,17.079999923706055
90,2019-06-13 00:00:00-04:00,17.510000228881836
91,2019-06-14 00:00:00-04:00,17.329999923706055
92,2019-06-17 00:00:00-04:00,17.75
93,2019-06-18 00:00:00-04:00,18.799999237060547
94,2019-06-19 00:00:00-04:00,18.6299991607666
95,2019-06-20 00:00:00-04:00,18.399999618530273
96,2019-06-21 00:00:00-04:00,17.639999389648438
97,2019-06-24 00:00:00-04:00,17.489999771118164
98,2019-06-25 00:00:00-04:00,16.290000915527344
99,2019-06-26 00:00:00-04:00,16.790000915527344
100,2019-06-27 00:00:00-04:00,17.920000076293945
101,2019-06-28 00:00:00-04:00,18.229999542236328
