,Date,SBUX
0,2019-02-04 00:00:00-05:00,61.16938400268555
1,2019-02-05 00:00:00-05:00,62.762413024902344
2,2019-02-06 00:00:00-05:00,62.644142150878906
3,2019-02-07 00:00:00-05:00,62.90800094604492
4,2019-02-08 00:00:00-05:00,63.46302032470703
5,2019-02-11 00:00:00-05:00,63.68137741088867
6,2019-02-12 00:00:00-05:00,63.46302032470703
7,2019-02-13 00:00:00-05:00,64.15453338623047
8,2019-02-14 00:00:00-05:00,64.45476531982422
9,2019-02-15 00:00:00-05:00,64.33650970458984
10,2019-02-19 00:00:00-05:00,63.872459411621094
11,2019-02-20 00:00:00-05:00,64.04532623291016
12,2019-02-21 00:00:00-05:00,64.32738494873047
13,2019-02-22 00:00:00-05:00,64.87330627441406
14,2019-02-25 00:00:00-05:00,64.64583587646484
15,2019-02-26 00:00:00-05:00,64.72772979736328
16,2019-02-27 00:00:00-05:00,63.826969146728516
17,2019-02-28 00:00:00-05:00,63.92705154418945
18,2019-03-01 00:00:00-05:00,64.4638671875
19,2019-03-04 00:00:00-05:00,64.55485534667969
20,2019-03-05 00:00:00-05:00,65.1280746459961
21,2019-03-06 00:00:00-05:00,64.84602355957031
22,2019-03-07 00:00:00-05:00,64.24549102783203
23,2019-03-08 00:00:00-05:00,63.1081657409668
24,2019-03-11 00:00:00-04:00,63.399322509765625
25,2019-03-12 00:00:00-04:00,63.735984802246094
26,2019-03-13 00:00:00-04:00,63.78147506713867
27,2019-03-14 00:00:00-04:00,64.36378479003906
28,2019-03-15 00:00:00-04:00,64.30010986328125
29,2019-03-18 00:00:00-04:00,64.45476531982422
30,2019-03-19 00:00:00-04:00,64.94611358642578
31,2019-03-20 00:00:00-04:00,65.17355346679688
32,2019-03-21 00:00:00-04:00,65.74676513671875
33,2019-03-22 00:00:00-04:00,65.47382354736328
34,2019-03-25 00:00:00-04:00,65.78318786621094
35,2019-03-26 00:00:00-04:00,66.38368225097656
36,2019-03-27 00:00:00-04:00,66.18352508544922
37,2019-03-28 00:00:00-04:00,67.2935562133789
38,2019-03-29 00:00:00-04:00,67.63928985595703
39,2019-04-01 00:00:00-04:00,67.2935562133789
