,Unnamed: 0,Date,BBY
0,0,2019-02-05,50.04780578613281
1,1,2019-02-06,49.99735641479492
2,2,2019-02-07,49.49283981323242
3,3,2019-02-08,49.56851959228516
4,4,2019-02-11,49.14809036254883
5,5,2019-02-12,50.33369445800781
6,6,2019-02-13,50.022586822509766
7,7,2019-02-14,50.08984756469727
8,8,2019-02-15,50.6027717590332
9,9,2019-02-19,50.73730850219727
10,10,2019-02-20,50.720497131347656
11,11,2019-02-21,50.25801849365234
12,12,2019-02-22,50.82139587402344
13,13,2019-02-25,50.91389465332031
14,14,2019-02-26,50.71208572387695
15,15,2019-02-27,57.86777877807617
16,16,2019-02-28,57.88458251953125
17,17,2019-03-01,57.01851272583008
18,18,2019-03-04,56.38785934448242
19,19,2019-03-05,56.17765808105469
20,20,2019-03-06,56.58126831054688
21,21,2019-03-07,56.87555313110352
22,22,2019-03-08,56.64852523803711
23,23,2019-03-11,57.7836799621582
24,24,2019-03-12,57.87619018554688
25,25,2019-03-13,57.47257614135742
26,26,2019-03-14,57.89299392700195
27,27,2019-03-15,58.548866271972656
28,28,2019-03-18,59.061798095703125
29,29,2019-03-19,59.18882369995117
30,30,2019-03-20,58.52825546264648
31,31,2019-03-21,59.7562370300293
32,32,2019-03-22,59.37513732910156
33,33,2019-03-25,60.03571701049805
34,34,2019-03-26,59.70542144775391
35,35,2019-03-27,59.70542144775391
36,36,2019-03-28,60.21354293823242
37,37,2019-03-29,60.17966842651367
38,38,2019-04-01,61.05196762084961
39,39,2019-04-02,60.50997161865234
40,40,2019-04-03,61.43307495117188
41,41,2019-04-04,63.15224456787109
42,42,2019-04-05,63.32163619995117
43,43,2019-04-08,63.36397171020508
44,44,2019-04-09,63.3046875
45,45,2019-04-10,63.0844955444336
46,46,2019-04-11,62.65258407592773
47,47,2019-04-12,62.30535888671875
48,48,2019-04-15,62.02588653564453
49,49,2019-04-16,61.95814514160156
50,50,2019-04-17,62.16139221191406
51,51,2019-04-18,62.36464691162109
52,52,2019-04-22,61.48388671875
53,53,2019-04-23,62.34770965576172
54,54,2019-04-24,63.25388717651367
55,55,2019-04-25,62.49167251586914
56,56,2019-04-26,61.65327072143555
57,57,2019-04-29,62.15291976928711
58,58,2019-04-30,63.01675415039063
59,59,2019-05-01,62.52554321289063
60,60,2019-05-02,63.66884994506836
61,61,2019-05-03,63.54182434082031
62,62,2019-05-06,63.482547760009766
63,63,2019-05-07,62.06823348999024
64,64,2019-05-08,62.229129791259766
65,65,2019-05-09,61.22134399414063
66,66,2019-05-10,60.39986801147461
67,67,2019-05-13,56.82600402832031
68,68,2019-05-14,57.26639938354492
69,69,2019-05-15,57.46965026855469
70,70,2019-05-16,58.21490097045898
71,71,2019-05-17,58.37581634521485
72,72,2019-05-20,58.29958724975586
73,73,2019-05-21,59.23964309692383
74,74,2019-05-22,58.57907485961914
75,75,2019-05-23,55.74200820922852
76,76,2019-05-24,55.84363555908203
77,77,2019-05-28,55.38630676269531
78,78,2019-05-29,54.657989501953125
79,79,2019-05-30,55.05602264404297
80,80,2019-05-31,53.074317932128906
81,81,2019-06-03,53.54010009765625
82,82,2019-06-04,54.14985275268555
83,83,2019-06-05,53.54010009765625
84,84,2019-06-06,52.760963439941406
85,85,2019-06-07,53.96354293823242
86,86,2019-06-10,55.20846176147461
87,87,2019-06-11,55.48793029785156
88,88,2019-06-12,55.001495361328125
89,89,2019-06-13,56.187721252441406
90,90,2019-06-14,56.3498649597168
91,91,2019-06-17,56.86190414428711
92,92,2019-06-18,58.58576965332031
93,93,2019-06-19,57.70676803588867
94,94,2019-06-20,58.36388397216797
95,95,2019-06-21,57.63848876953125
96,96,2019-06-24,57.57876968383789
97,97,2019-06-25,56.6570930480957
98,98,2019-06-26,58.15053176879883
99,99,2019-06-27,58.432159423828125
100,100,2019-06-28,59.50745391845703
101,101,2019-07-01,61.81161117553711
102,102,2019-07-02,61.13741302490234
103,103,2019-07-03,61.41905975341797
104,104,2019-07-05,61.350772857666016
105,105,2019-07-08,61.44464111328125
106,106,2019-07-09,61.32516479492188
107,107,2019-07-10,61.38491439819336
108,108,2019-07-11,62.93809127807617
109,109,2019-07-12,63.8085823059082
110,110,2019-07-15,64.43154907226562
111,111,2019-07-16,63.81709289550781
112,112,2019-07-17,63.34774398803711
113,113,2019-07-18,63.01488876342773
114,114,2019-07-19,63.75737762451172
115,115,2019-07-22,64.60222625732422
116,116,2019-07-23,65.2934799194336
117,117,2019-07-24,66.44556427001953
118,118,2019-07-25,65.7713851928711
119,119,2019-07-26,66.3516845703125
120,120,2019-07-29,66.22367095947266
121,121,2019-07-30,65.71162414550781
122,122,2019-07-31,65.310546875
123,123,2019-08-01,58.26147079467773
124,124,2019-08-02,58.483360290527344
125,125,2019-08-05,56.44374465942383
126,126,2019-08-06,57.77503967285156
127,127,2019-08-07,57.78357696533203
128,128,2019-08-08,58.80765151977539
129,129,2019-08-09,57.48488235473633
130,130,2019-08-12,57.143531799316406
131,131,2019-08-13,60.83873748779297
132,132,2019-08-14,57.15206527709961
133,133,2019-08-15,54.5577278137207
134,134,2019-08-16,55.880496978759766
135,135,2019-08-19,56.54615783691406
136,136,2019-08-20,56.3583984375
137,137,2019-08-21,57.91158676147461
138,138,2019-08-22,58.71378326416016
139,139,2019-08-23,56.50348281860352
140,140,2019-08-26,57.73237609863281
141,141,2019-08-27,57.8774528503418
142,142,2019-08-28,58.884464263916016
143,143,2019-08-29,54.18223571777344
144,144,2019-08-30,54.31877899169922
145,145,2019-09-03,53.94329071044922
146,146,2019-09-04,54.5577278137207
147,147,2019-09-05,56.11945724487305
148,148,2019-09-06,56.62295913696289
149,149,2019-09-09,59.07221221923828
150,150,2019-09-10,58.90151977539063
151,151,2019-09-11,57.89451599121094
152,152,2019-09-12,57.91158676147461
153,153,2019-09-13,57.63848876953125
154,154,2019-09-16,58.80765151977539
155,155,2019-09-17,58.389495849609375
156,156,2019-09-18,57.72754287719727
157,157,2019-09-19,58.10579681396485
158,158,2019-09-20,57.40085220336914
159,159,2019-09-23,57.951053619384766
160,160,2019-09-24,58.208961486816406
161,161,2019-09-25,57.968257904052734
162,162,2019-09-26,57.56420135498047
163,163,2019-09-27,58.690372467041016
164,164,2019-09-30,59.309349060058594
165,165,2019-10-01,58.46686172485352
166,166,2019-10-02,55.89641189575195
167,167,2019-10-03,56.44661712646485
168,168,2019-10-04,57.5040168762207
169,169,2019-10-07,57.443843841552734
170,170,2019-10-08,56.119930267333984
171,171,2019-10-09,56.48099899291992
172,172,2019-10-10,57.366477966308594
173,173,2019-10-11,59.7735710144043
174,174,2019-10-14,59.07722473144531
175,175,2019-10-15,58.40668487548828
176,176,2019-10-16,58.81073760986328
177,177,2019-10-17,60.074462890625
178,178,2019-10-18,60.62464904785156
179,179,2019-10-21,61.441368103027344
180,180,2019-10-22,62.24087142944336
181,181,2019-10-23,61.95714569091797
182,182,2019-10-24,62.00015640258789
183,183,2019-10-25,62.8856201171875
184,184,2019-10-28,63.93443298339844
185,185,2019-10-29,63.5303955078125
186,186,2019-10-30,62.49876022338867
187,187,2019-10-31,61.75083541870117
188,188,2019-11-01,62.687896728515625
189,189,2019-11-04,64.31268310546875
190,190,2019-11-05,64.33846282958984
