,Date,RL
0,2019-02-04 00:00:00-05:00,103.02037811279297
1,2019-02-05 00:00:00-05:00,111.66313171386719
2,2019-02-06 00:00:00-05:00,113.38986206054688
3,2019-02-07 00:00:00-05:00,112.86824798583984
4,2019-02-08 00:00:00-05:00,112.44556427001953
5,2019-02-11 00:00:00-05:00,112.95818328857422
6,2019-02-12 00:00:00-05:00,113.9114990234375
7,2019-02-13 00:00:00-05:00,110.8357162475586
8,2019-02-14 00:00:00-05:00,110.43103790283203
9,2019-02-15 00:00:00-05:00,112.49951934814453
10,2019-02-19 00:00:00-05:00,112.82325744628906
11,2019-02-20 00:00:00-05:00,112.7153549194336
12,2019-02-21 00:00:00-05:00,113.53375244140625
13,2019-02-22 00:00:00-05:00,114.32518768310547
14,2019-02-25 00:00:00-05:00,114.35218048095703
15,2019-02-26 00:00:00-05:00,113.77657318115234
16,2019-02-27 00:00:00-05:00,114.42412567138672
17,2019-02-28 00:00:00-05:00,112.57145690917969
18,2019-03-01 00:00:00-05:00,114.19029235839844
19,2019-03-04 00:00:00-05:00,112.7962875366211
20,2019-03-05 00:00:00-05:00,112.30164337158203
21,2019-03-06 00:00:00-05:00,111.60015106201172
22,2019-03-07 00:00:00-05:00,110.93463897705078
23,2019-03-08 00:00:00-05:00,109.77448272705078
24,2019-03-11 00:00:00-04:00,111.03357696533203
25,2019-03-12 00:00:00-04:00,110.48497772216797
26,2019-03-13 00:00:00-04:00,109.4327392578125
27,2019-03-14 00:00:00-04:00,109.29782104492188
28,2019-03-15 00:00:00-04:00,108.62332153320312
29,2019-03-18 00:00:00-04:00,111.70807647705078
30,2019-03-19 00:00:00-04:00,112.24768829345703
31,2019-03-20 00:00:00-04:00,110.39502716064453
32,2019-03-21 00:00:00-04:00,112.09481811523438
33,2019-03-22 00:00:00-04:00,108.12867736816406
34,2019-03-25 00:00:00-04:00,110.25112915039062
35,2019-03-26 00:00:00-04:00,109.96334838867188
36,2019-03-27 00:00:00-04:00,112.72433471679688
37,2019-03-28 00:00:00-04:00,116.95891571044922
38,2019-03-29 00:00:00-04:00,117.21198272705078
39,2019-04-01 00:00:00-04:00,116.58833312988281
40,2019-04-02 00:00:00-04:00,115.05177307128906
41,2019-04-03 00:00:00-04:00,115.07890319824219
42,2019-04-04 00:00:00-04:00,116.02793884277344
43,2019-04-05 00:00:00-04:00,115.32292938232422
44,2019-04-08 00:00:00-04:00,115.15121459960938
45,2019-04-09 00:00:00-04:00,113.84060668945312
46,2019-04-10 00:00:00-04:00,114.30157470703125
47,2019-04-11 00:00:00-04:00,114.39196014404297
48,2019-04-12 00:00:00-04:00,115.82909393310547
49,2019-04-15 00:00:00-04:00,114.95236206054688
50,2019-04-16 00:00:00-04:00,117.103515625
51,2019-04-17 00:00:00-04:00,119.09203338623047
52,2019-04-18 00:00:00-04:00,118.49547576904297
53,2019-04-22 00:00:00-04:00,118.17912292480469
54,2019-04-23 00:00:00-04:00,119.37218475341797
55,2019-04-24 00:00:00-04:00,119.3360366821289
56,2019-04-25 00:00:00-04:00,117.25719451904297
57,2019-04-26 00:00:00-04:00,118.57682037353516
58,2019-04-29 00:00:00-04:00,119.39028930664062
59,2019-04-30 00:00:00-04:00,118.9293212890625
60,2019-05-01 00:00:00-04:00,117.2391128540039
61,2019-05-02 00:00:00-04:00,119.20951843261719
62,2019-05-03 00:00:00-04:00,118.66720581054688
63,2019-05-06 00:00:00-04:00,115.89237976074219
64,2019-05-07 00:00:00-04:00,111.99675750732422
65,2019-05-08 00:00:00-04:00,112.43060302734375
66,2019-05-09 00:00:00-04:00,113.5965805053711
67,2019-05-10 00:00:00-04:00,112.32212829589844
68,2019-05-13 00:00:00-04:00,106.90804290771484
69,2019-05-14 00:00:00-04:00,102.9943618774414
70,2019-05-15 00:00:00-04:00,104.55802154541016
71,2019-05-16 00:00:00-04:00,103.71743774414062
72,2019-05-17 00:00:00-04:00,101.69280242919922
73,2019-05-20 00:00:00-04:00,101.15951538085938
74,2019-05-21 00:00:00-04:00,103.01242065429688
75,2019-05-22 00:00:00-04:00,101.94586944580078
76,2019-05-23 00:00:00-04:00,98.73719024658203
77,2019-05-24 00:00:00-04:00,98.73719024658203
78,2019-05-28 00:00:00-04:00,97.63448333740234
79,2019-05-29 00:00:00-04:00,95.79963684082031
80,2019-05-30 00:00:00-04:00,94.93195343017578
81,2019-05-31 00:00:00-04:00,95.0223388671875
82,2019-06-03 00:00:00-04:00,96.93850708007812
83,2019-06-04 00:00:00-04:00,101.01490020751953
84,2019-06-05 00:00:00-04:00,100.3099136352539
85,2019-06-06 00:00:00-04:00,98.945068359375
86,2019-06-07 00:00:00-04:00,100.2195053100586
87,2019-06-10 00:00:00-04:00,102.73223876953125
88,2019-06-11 00:00:00-04:00,102.91300201416016
89,2019-06-12 00:00:00-04:00,101.83740997314453
90,2019-06-13 00:00:00-04:00,101.79222106933594
91,2019-06-14 00:00:00-04:00,101.34933471679688
92,2019-06-17 00:00:00-04:00,101.50297546386719
93,2019-06-18 00:00:00-04:00,102.4791488647461
94,2019-06-19 00:00:00-04:00,101.81934356689453
95,2019-06-20 00:00:00-04:00,103.86205291748047
96,2019-06-21 00:00:00-04:00,106.45610809326172
97,2019-06-24 00:00:00-04:00,105.69689178466797
98,2019-06-25 00:00:00-04:00,102.75031280517578
99,2019-06-26 00:00:00-04:00,104.268798828125
100,2019-06-27 00:00:00-04:00,102.83940124511719
101,2019-06-28 00:00:00-04:00,103.2849349975586
102,2019-07-01 00:00:00-04:00,103.34859466552734
103,2019-07-02 00:00:00-04:00,100.2661361694336
104,2019-07-03 00:00:00-04:00,100.46617889404297
105,2019-07-05 00:00:00-04:00,100.92082214355469
106,2019-07-08 00:00:00-04:00,101.23905944824219
107,2019-07-09 00:00:00-04:00,100.55709075927734
108,2019-07-10 00:00:00-04:00,99.62055206298828
109,2019-07-11 00:00:00-04:00,101.02992248535156
110,2019-07-12 00:00:00-04:00,102.26654815673828
111,2019-07-15 00:00:00-04:00,102.35748291015625
112,2019-07-16 00:00:00-04:00,104.74888610839844
113,2019-07-17 00:00:00-04:00,100.7480697631836
114,2019-07-18 00:00:00-04:00,99.4659652709961
115,2019-07-19 00:00:00-04:00,100.2661361694336
116,2019-07-22 00:00:00-04:00,97.6565170288086
117,2019-07-23 00:00:00-04:00,99.01132202148438
118,2019-07-24 00:00:00-04:00,99.77511596679688
119,2019-07-25 00:00:00-04:00,100.24795532226562
120,2019-07-26 00:00:00-04:00,100.09337615966797
121,2019-07-29 00:00:00-04:00,101.17542266845703
122,2019-07-30 00:00:00-04:00,97.4110107421875
123,2019-07-31 00:00:00-04:00,94.77410125732422
124,2019-08-01 00:00:00-04:00,89.67304229736328
125,2019-08-02 00:00:00-04:00,89.90943145751953
126,2019-08-05 00:00:00-04:00,87.04523468017578
127,2019-08-06 00:00:00-04:00,87.00886535644531
128,2019-08-07 00:00:00-04:00,86.56330871582031
129,2019-08-08 00:00:00-04:00,88.2091064453125
130,2019-08-09 00:00:00-04:00,85.21756744384766
131,2019-08-12 00:00:00-04:00,83.5899658203125
132,2019-08-13 00:00:00-04:00,84.93571472167969
133,2019-08-14 00:00:00-04:00,79.88011169433594
134,2019-08-15 00:00:00-04:00,77.3523178100586
135,2019-08-16 00:00:00-04:00,79.05268096923828
136,2019-08-19 00:00:00-04:00,79.24362182617188
137,2019-08-20 00:00:00-04:00,78.94356536865234
138,2019-08-21 00:00:00-04:00,79.1708755493164
139,2019-08-22 00:00:00-04:00,79.92557525634766
140,2019-08-23 00:00:00-04:00,76.29756164550781
141,2019-08-26 00:00:00-04:00,76.04295349121094
142,2019-08-27 00:00:00-04:00,77.6705551147461
143,2019-08-28 00:00:00-04:00,79.78009033203125
144,2019-08-29 00:00:00-04:00,80.00740814208984
145,2019-08-30 00:00:00-04:00,80.32567596435547
146,2019-09-03 00:00:00-04:00,79.05268096923828
147,2019-09-04 00:00:00-04:00,81.65320587158203
148,2019-09-05 00:00:00-04:00,85.70858001708984
149,2019-09-06 00:00:00-04:00,85.99955749511719
150,2019-09-09 00:00:00-04:00,88.06360626220703
151,2019-09-10 00:00:00-04:00,89.74578094482422
152,2019-09-11 00:00:00-04:00,91.25518798828125
153,2019-09-12 00:00:00-04:00,91.45523071289062
154,2019-09-13 00:00:00-04:00,92.98281860351562
155,2019-09-16 00:00:00-04:00,93.79206085205078
156,2019-09-17 00:00:00-04:00,90.06403350830078
157,2019-09-18 00:00:00-04:00,89.60029602050781
158,2019-09-19 00:00:00-04:00,87.15434265136719
159,2019-09-20 00:00:00-04:00,84.5356216430664
160,2019-09-23 00:00:00-04:00,84.31739044189453
161,2019-09-24 00:00:00-04:00,84.19918060302734
162,2019-09-25 00:00:00-04:00,85.4903564453125
163,2019-09-26 00:00:00-04:00,85.30533599853516
164,2019-09-27 00:00:00-04:00,86.32205963134766
165,2019-09-30 00:00:00-04:00,87.44873809814453
166,2019-10-01 00:00:00-04:00,83.84893035888672
167,2019-10-02 00:00:00-04:00,81.96199798583984
168,2019-10-03 00:00:00-04:00,84.2427978515625
169,2019-10-04 00:00:00-04:00,83.7664794921875
170,2019-10-07 00:00:00-04:00,83.86724090576172
171,2019-10-08 00:00:00-04:00,82.41999053955078
172,2019-10-09 00:00:00-04:00,82.69477081298828
173,2019-10-10 00:00:00-04:00,82.45662689208984
174,2019-10-11 00:00:00-04:00,85.84574890136719
175,2019-10-14 00:00:00-04:00,84.68246459960938
176,2019-10-15 00:00:00-04:00,85.38775634765625
177,2019-10-16 00:00:00-04:00,86.39534759521484
178,2019-10-17 00:00:00-04:00,87.09150695800781
179,2019-10-18 00:00:00-04:00,86.99073791503906
180,2019-10-21 00:00:00-04:00,88.3647232055664
181,2019-10-22 00:00:00-04:00,90.31575012207031
182,2019-10-23 00:00:00-04:00,88.9692611694336
183,2019-10-24 00:00:00-04:00,88.9601058959961
184,2019-10-25 00:00:00-04:00,90.48979187011719
185,2019-10-28 00:00:00-04:00,89.50969696044922
186,2019-10-29 00:00:00-04:00,88.02578735351562
187,2019-10-30 00:00:00-04:00,88.48377990722656
188,2019-10-31 00:00:00-04:00,87.9891586303711
189,2019-11-01 00:00:00-04:00,89.75700378417969
190,2019-11-04 00:00:00-05:00,90.71878814697266
191,2019-11-05 00:00:00-05:00,93.48503875732422
192,2019-11-06 00:00:00-05:00,92.40418243408203
193,2019-11-07 00:00:00-05:00,105.95155334472656
