,Date,INTC
0,2019-02-04 00:00:00-05:00,42.927093505859375
1,2019-02-05 00:00:00-05:00,43.616085052490234
2,2019-02-06 00:00:00-05:00,43.7960090637207
3,2019-02-07 00:00:00-05:00,43.20796585083008
4,2019-02-08 00:00:00-05:00,42.86567306518555
5,2019-02-11 00:00:00-05:00,42.80424118041992
6,2019-02-12 00:00:00-05:00,43.89255142211914
7,2019-02-13 00:00:00-05:00,44.296287536621094
8,2019-02-14 00:00:00-05:00,44.594696044921875
9,2019-02-15 00:00:00-05:00,45.34071731567383
10,2019-02-19 00:00:00-05:00,45.112525939941406
11,2019-02-20 00:00:00-05:00,45.10375213623047
12,2019-02-21 00:00:00-05:00,45.12129592895508
13,2019-02-22 00:00:00-05:00,46.06919860839844
14,2019-02-25 00:00:00-05:00,46.604576110839844
15,2019-02-26 00:00:00-05:00,46.71867370605469
16,2019-02-27 00:00:00-05:00,46.72745132446289
17,2019-02-28 00:00:00-05:00,46.481693267822266
18,2019-03-01 00:00:00-05:00,46.78010559082031
19,2019-03-04 00:00:00-05:00,47.34181594848633
20,2019-03-05 00:00:00-05:00,47.113624572753906
21,2019-03-06 00:00:00-05:00,46.47291946411133
22,2019-03-07 00:00:00-05:00,46.16573715209961
23,2019-03-08 00:00:00-05:00,46.06040954589844
24,2019-03-11 00:00:00-04:00,46.82398223876953
25,2019-03-12 00:00:00-04:00,47.017086029052734
26,2019-03-13 00:00:00-04:00,47.71923065185547
27,2019-03-14 00:00:00-04:00,46.902976989746094
28,2019-03-15 00:00:00-04:00,47.68411636352539
29,2019-03-18 00:00:00-04:00,47.48225021362305
30,2019-03-19 00:00:00-04:00,47.54368209838867
31,2019-03-20 00:00:00-04:00,47.23649597167969
32,2019-03-21 00:00:00-04:00,47.95619201660156
33,2019-03-22 00:00:00-04:00,46.7449951171875
34,2019-03-25 00:00:00-04:00,46.32371139526367
35,2019-03-26 00:00:00-04:00,46.902976989746094
36,2019-03-27 00:00:00-04:00,46.6572380065918
37,2019-03-28 00:00:00-04:00,46.61334991455078
38,2019-03-29 00:00:00-04:00,47.13118362426758
39,2019-04-01 00:00:00-04:00,47.842098236083984
40,2019-04-02 00:00:00-04:00,47.710445404052734
41,2019-04-03 00:00:00-04:00,48.693443298339844
42,2019-04-04 00:00:00-04:00,49.07962417602539
43,2019-04-05 00:00:00-04:00,48.798763275146484
44,2019-04-08 00:00:00-04:00,48.868988037109375
45,2019-04-09 00:00:00-04:00,48.55302429199219
46,2019-04-10 00:00:00-04:00,48.930419921875
47,2019-04-11 00:00:00-04:00,48.97429656982422
48,2019-04-12 00:00:00-04:00,49.51845932006836
49,2019-04-15 00:00:00-04:00,49.39558410644531
50,2019-04-16 00:00:00-04:00,49.772979736328125
51,2019-04-17 00:00:00-04:00,51.39668273925781
52,2019-04-18 00:00:00-04:00,51.33525085449219
53,2019-04-22 00:00:00-04:00,51.624881744384766
54,2019-04-23 00:00:00-04:00,51.58977127075195
55,2019-04-24 00:00:00-04:00,51.537113189697266
56,2019-04-25 00:00:00-04:00,50.56289291381836
57,2019-04-26 00:00:00-04:00,46.016536712646484
58,2019-04-29 00:00:00-04:00,44.85800552368164
59,2019-04-30 00:00:00-04:00,44.79655838012695
60,2019-05-01 00:00:00-04:00,44.55081558227539
61,2019-05-02 00:00:00-04:00,44.36650848388672
62,2019-05-03 00:00:00-04:00,45.41971206665039
63,2019-05-06 00:00:00-04:00,45.229854583740234
64,2019-05-07 00:00:00-04:00,44.576393127441406
65,2019-05-08 00:00:00-04:00,43.48141098022461
66,2019-05-09 00:00:00-04:00,41.167823791503906
67,2019-05-10 00:00:00-04:00,40.79693603515625
68,2019-05-13 00:00:00-04:00,39.52534866333008
69,2019-05-14 00:00:00-04:00,39.88739776611328
70,2019-05-15 00:00:00-04:00,40.284767150878906
