,Unnamed: 0,Date,XOM
0,0,2019-02-05,58.531005859375
1,1,2019-02-06,58.275489807128906
2,2,2019-02-07,57.82637786865234
3,3,2019-02-08,57.92031478881836
4,4,2019-02-11,58.01427459716797
5,5,2019-02-12,59.03207778930664
6,6,2019-02-13,59.69755554199219
7,7,2019-02-14,59.71321487426758
8,8,2019-02-15,60.84061050415039
9,9,2019-02-19,61.24773788452149
10,10,2019-02-20,61.48260498046875
11,11,2019-02-21,60.92673110961914
12,12,2019-02-22,61.396461486816406
13,13,2019-02-25,61.459129333496094
14,14,2019-02-26,61.58439254760742
15,15,2019-02-27,62.21855926513672
16,16,2019-02-28,61.874061584472656
17,17,2019-03-01,62.63351058959961
18,18,2019-03-04,62.87619018554688
19,19,2019-03-05,62.78224182128906
20,20,2019-03-06,62.06979370117188
21,21,2019-03-07,62.75876235961914
22,22,2019-03-08,61.8584213256836
23,23,2019-03-11,62.46124267578125
24,24,2019-03-12,62.63351058959961
25,25,2019-03-13,63.189361572265625
26,26,2019-03-14,62.97798156738281
27,27,2019-03-15,62.75093078613281
28,28,2019-03-18,63.479034423828125
29,29,2019-03-19,63.31462860107422
30,30,2019-03-20,63.66693878173828
31,31,2019-03-21,64.034912109375
32,32,2019-03-22,63.00930404663086
33,33,2019-03-25,62.57086563110352
34,34,2019-03-26,63.38510513305664
35,35,2019-03-27,62.899688720703125
36,36,2019-03-28,63.2128791809082
37,37,2019-03-29,63.25985336303711
38,38,2019-04-01,63.98795318603516
39,39,2019-04-02,63.71392059326172
40,40,2019-04-03,63.338134765625
41,41,2019-04-04,64.23847961425781
42,42,2019-04-05,64.58295440673828
43,43,2019-04-08,64.98225402832031
44,44,2019-04-09,64.14451599121094
45,45,2019-04-10,63.854862213134766
46,46,2019-04-11,64.1601791381836
47,47,2019-04-12,63.3537712097168
48,48,2019-04-15,63.14238357543945
49,49,2019-04-16,63.57299041748047
50,50,2019-04-17,63.753074645996094
51,51,2019-04-18,63.5181884765625
52,52,2019-04-22,64.90396118164062
53,53,2019-04-23,65.27974700927734
54,54,2019-04-24,64.01142883300781
55,55,2019-04-25,64.37158203125
56,56,2019-04-26,63.01712417602539
57,57,2019-04-29,62.61001205444336
58,58,2019-04-30,62.85270690917969
59,59,2019-05-01,61.59222412109375
60,60,2019-05-02,60.51178741455078
61,61,2019-05-03,60.65270614624024
62,62,2019-05-06,60.38650894165039
63,63,2019-05-07,60.065528869628906
64,64,2019-05-08,60.15945816040039
65,65,2019-05-09,60.10466384887695
66,66,2019-05-10,60.62731552124024
67,67,2019-05-13,59.954200744628906
68,68,2019-05-14,60.03340911865234
69,69,2019-05-15,60.476863861083984
70,70,2019-05-16,60.46895599365234
71,71,2019-05-17,60.112586975097656
72,72,2019-05-20,60.10466384887695
73,73,2019-05-21,60.381832122802734
74,74,2019-05-22,59.83543395996094
75,75,2019-05-23,58.43378448486328
76,76,2019-05-24,58.67926406860352
77,77,2019-05-28,57.49934005737305
78,78,2019-05-29,57.14300155639648
79,79,2019-05-30,56.99253082275391
80,80,2019-05-31,56.04225158691406
81,81,2019-06-03,56.92126083374024
82,82,2019-06-04,58.27539825439453
83,83,2019-06-05,57.7923469543457
84,84,2019-06-06,58.84555816650391
85,85,2019-06-07,59.05936050415039
86,86,2019-06-10,59.32069778442383
87,87,2019-06-11,59.2652587890625
88,88,2019-06-12,58.623817443847656
89,89,2019-06-13,59.13856506347656
90,90,2019-06-14,58.877235412597656
91,91,2019-06-17,59.46323394775391
92,92,2019-06-18,59.97795867919922
93,93,2019-06-19,59.6453742980957
94,94,2019-06-20,60.66691589355469
95,95,2019-06-21,61.522159576416016
96,96,2019-06-24,60.93614959716797
97,97,2019-06-25,60.39767074584961
98,98,2019-06-26,60.65899658203125
99,99,2019-06-27,60.04131317138672
100,100,2019-06-28,60.6827507019043
101,101,2019-07-01,60.62731552124024
102,102,2019-07-02,59.962135314941406
103,103,2019-07-03,60.53228759765625
104,104,2019-07-05,60.28680419921875
105,105,2019-07-08,60.56396484375
106,106,2019-07-09,60.52436828613281
107,107,2019-07-10,61.37961196899414
108,108,2019-07-11,61.4271240234375
109,109,2019-07-12,61.47464370727539
110,110,2019-07-15,61.039100646972656
111,111,2019-07-16,60.1284294128418
112,112,2019-07-17,59.77207565307617
113,113,2019-07-18,59.2652587890625
114,114,2019-07-19,59.3840446472168
115,115,2019-07-22,59.44740295410156
116,116,2019-07-23,59.684967041015625
117,117,2019-07-24,59.67704772949219
118,118,2019-07-25,59.33654022216797
119,119,2019-07-26,59.24149703979492
120,120,2019-07-29,59.66120910644531
121,121,2019-07-30,59.66912841796875
122,122,2019-07-31,58.88515090942383
123,123,2019-08-01,57.38056182861328
124,124,2019-08-02,56.81831741333008
125,125,2019-08-05,55.65422821044922
126,126,2019-08-06,56.19271087646485
127,127,2019-08-07,55.82844543457031
128,128,2019-08-08,57.31720352172852
129,129,2019-08-09,56.097694396972656
130,130,2019-08-12,55.82509613037109
131,131,2019-08-13,56.51458740234375
132,132,2019-08-14,54.23764801025391
133,133,2019-08-15,53.91695785522461
134,134,2019-08-16,54.758785247802734
135,135,2019-08-19,55.680789947509766
136,136,2019-08-20,55.34405899047852
137,137,2019-08-21,55.897254943847656
138,138,2019-08-22,55.77699279785156
139,139,2019-08-23,54.10936737060547
140,140,2019-08-26,54.39800262451172
141,141,2019-08-27,53.86885070800781
142,142,2019-08-28,54.2617073059082
143,143,2019-08-29,54.86301040649414
144,144,2019-08-30,54.903106689453125
145,145,2019-09-03,54.967227935791016
146,146,2019-09-04,55.552513122558594
147,147,2019-09-05,56.33821105957031
148,148,2019-09-06,56.86735534667969
149,149,2019-09-09,57.31632614135742
150,150,2019-09-10,57.781341552734375
151,151,2019-09-11,57.66910171508789
152,152,2019-09-12,57.70918655395508
153,153,2019-09-13,58.23832321166992
154,154,2019-09-16,59.11223602294922
155,155,2019-09-17,58.66326141357422
156,156,2019-09-18,58.38264083862305
157,157,2019-09-19,57.98979187011719
158,158,2019-09-20,57.78937530517578
159,159,2019-09-23,57.82946014404297
160,160,2019-09-24,57.03573226928711
161,161,2019-09-25,57.20408630371094
162,162,2019-09-26,56.8994255065918
163,163,2019-09-27,57.30831527709961
164,164,2019-09-30,56.61080551147461
165,165,2019-10-01,55.27991485595703
166,166,2019-10-02,53.83678817749024
167,167,2019-10-03,54.50223159790039
168,168,2019-10-04,55.29594039916992
169,169,2019-10-07,54.534297943115234
170,170,2019-10-08,53.47600173950195
171,171,2019-10-09,54.06929397583008
172,172,2019-10-10,54.71870040893555
173,173,2019-10-11,55.3039665222168
174,174,2019-10-14,55.46432113647461
175,175,2019-10-15,55.65673828125
176,176,2019-10-16,54.7026596069336
177,177,2019-10-17,54.63051223754883
