,Date,LRCX
0,2019-02-04 00:00:00-05:00,160.98434448242188
1,2019-02-05 00:00:00-05:00,161.47714233398438
2,2019-02-06 00:00:00-05:00,164.64735412597656
3,2019-02-07 00:00:00-05:00,163.36439514160156
4,2019-02-08 00:00:00-05:00,162.97390747070312
5,2019-02-11 00:00:00-05:00,163.55030822753906
6,2019-02-12 00:00:00-05:00,166.6461639404297
7,2019-02-13 00:00:00-05:00,168.2823944091797
8,2019-02-14 00:00:00-05:00,168.57992553710938
9,2019-02-15 00:00:00-05:00,168.3567657470703
10,2019-02-19 00:00:00-05:00,167.63162231445312
11,2019-02-20 00:00:00-05:00,169.39805603027344
12,2019-02-21 00:00:00-05:00,166.24639892578125
13,2019-02-22 00:00:00-05:00,166.61831665039062
14,2019-02-25 00:00:00-05:00,166.9715576171875
15,2019-02-26 00:00:00-05:00,166.00465393066406
16,2019-02-27 00:00:00-05:00,164.7403106689453
17,2019-02-28 00:00:00-05:00,163.7083740234375
18,2019-03-01 00:00:00-05:00,164.32191467285156
19,2019-03-04 00:00:00-05:00,165.27024841308594
20,2019-03-05 00:00:00-05:00,161.33766174316406
21,2019-03-06 00:00:00-05:00,157.2935333251953
22,2019-03-07 00:00:00-05:00,155.40625
23,2019-03-08 00:00:00-05:00,156.95887756347656
24,2019-03-11 00:00:00-04:00,159.91525268554688
25,2019-03-12 00:00:00-04:00,159.96170043945312
26,2019-03-13 00:00:00-04:00,158.42776489257812
27,2019-03-14 00:00:00-04:00,164.117431640625
28,2019-03-15 00:00:00-04:00,169.5653839111328
29,2019-03-18 00:00:00-04:00,167.5293731689453
30,2019-03-19 00:00:00-04:00,167.76321411132812
31,2019-03-20 00:00:00-04:00,164.386474609375
32,2019-03-21 00:00:00-04:00,171.9257354736328
33,2019-03-22 00:00:00-04:00,167.85678100585938
34,2019-03-25 00:00:00-04:00,167.52003479003906
35,2019-03-26 00:00:00-04:00,168.41802978515625
36,2019-03-27 00:00:00-04:00,166.16368103027344
37,2019-03-28 00:00:00-04:00,164.33035278320312
38,2019-03-29 00:00:00-04:00,167.4451904296875
39,2019-04-01 00:00:00-04:00,172.76760864257812
40,2019-04-02 00:00:00-04:00,172.3560028076172
41,2019-04-03 00:00:00-04:00,179.16571044921875
42,2019-04-04 00:00:00-04:00,178.6886749267578
43,2019-04-05 00:00:00-04:00,182.54246520996094
44,2019-04-08 00:00:00-04:00,181.0738983154297
45,2019-04-09 00:00:00-04:00,178.15548706054688
46,2019-04-10 00:00:00-04:00,178.51092529296875
47,2019-04-11 00:00:00-04:00,178.9505615234375
48,2019-04-12 00:00:00-04:00,181.5416259765625
49,2019-04-15 00:00:00-04:00,180.35366821289062
50,2019-04-16 00:00:00-04:00,182.0467071533203
51,2019-04-17 00:00:00-04:00,183.6088409423828
52,2019-04-18 00:00:00-04:00,182.18707275390625
53,2019-04-22 00:00:00-04:00,182.60797119140625
54,2019-04-23 00:00:00-04:00,182.19638061523438
55,2019-04-24 00:00:00-04:00,182.81373596191406
56,2019-04-25 00:00:00-04:00,191.8309783935547
57,2019-04-26 00:00:00-04:00,193.05633544921875
58,2019-04-29 00:00:00-04:00,192.80377197265625
59,2019-04-30 00:00:00-04:00,194.0291290283203
60,2019-05-01 00:00:00-04:00,190.78335571289062
61,2019-05-02 00:00:00-04:00,193.47726440429688
62,2019-05-03 00:00:00-04:00,194.35655212402344
63,2019-05-06 00:00:00-04:00,191.32583618164062
64,2019-05-07 00:00:00-04:00,187.0230255126953
65,2019-05-08 00:00:00-04:00,186.8079071044922
66,2019-05-09 00:00:00-04:00,185.7976531982422
67,2019-05-10 00:00:00-04:00,185.1148223876953
68,2019-05-13 00:00:00-04:00,176.13502502441406
69,2019-05-14 00:00:00-04:00,180.007568359375
70,2019-05-15 00:00:00-04:00,182.85113525390625
71,2019-05-16 00:00:00-04:00,181.89706420898438
72,2019-05-17 00:00:00-04:00,181.616455078125
73,2019-05-20 00:00:00-04:00,171.8041229248047
74,2019-05-21 00:00:00-04:00,174.83485412597656
75,2019-05-22 00:00:00-04:00,175.08738708496094
76,2019-05-23 00:00:00-04:00,173.4691619873047
77,2019-05-24 00:00:00-04:00,170.1484832763672
78,2019-05-28 00:00:00-04:00,167.3610076904297
79,2019-05-29 00:00:00-04:00,166.12628173828125
80,2019-05-30 00:00:00-04:00,167.0803985595703
81,2019-05-31 00:00:00-04:00,163.32948303222656
82,2019-06-03 00:00:00-04:00,161.29026794433594
83,2019-06-04 00:00:00-04:00,168.7640838623047
84,2019-06-05 00:00:00-04:00,170.5413360595703
85,2019-06-06 00:00:00-04:00,172.71145629882812
86,2019-06-07 00:00:00-04:00,174.6196746826172
87,2019-06-10 00:00:00-04:00,178.81959533691406
88,2019-06-11 00:00:00-04:00,178.678466796875
89,2019-06-12 00:00:00-04:00,169.23275756835938
90,2019-06-13 00:00:00-04:00,169.5244140625
91,2019-06-14 00:00:00-04:00,166.3350830078125
92,2019-06-17 00:00:00-04:00,162.29901123046875
93,2019-06-18 00:00:00-04:00,169.75962829589844
94,2019-06-19 00:00:00-04:00,170.68161010742188
95,2019-06-20 00:00:00-04:00,173.07127380371094
96,2019-06-21 00:00:00-04:00,172.19631958007812
97,2019-06-24 00:00:00-04:00,170.5404815673828
98,2019-06-25 00:00:00-04:00,165.41310119628906
99,2019-06-26 00:00:00-04:00,170.54989624023438
100,2019-06-27 00:00:00-04:00,175.1128387451172
101,2019-06-28 00:00:00-04:00,176.72158813476562
102,2019-07-01 00:00:00-04:00,180.01443481445312
103,2019-07-02 00:00:00-04:00,176.110107421875
104,2019-07-03 00:00:00-04:00,173.91799926757812
