,Date,JBL
0,2019-02-04 00:00:00-05:00,25.849706649780273
1,2019-02-05 00:00:00-05:00,25.984949111938477
2,2019-02-06 00:00:00-05:00,26.64181137084961
3,2019-02-07 00:00:00-05:00,26.43895721435547
4,2019-02-08 00:00:00-05:00,26.323041915893555
5,2019-02-11 00:00:00-05:00,26.59351348876953
6,2019-02-12 00:00:00-05:00,26.970251083374023
7,2019-02-13 00:00:00-05:00,27.375961303710938
8,2019-02-14 00:00:00-05:00,27.501895904541016
9,2019-02-15 00:00:00-05:00,27.405017852783203
10,2019-02-19 00:00:00-05:00,27.52126693725586
11,2019-02-20 00:00:00-05:00,27.67626190185547
12,2019-02-21 00:00:00-05:00,27.744075775146484
13,2019-02-22 00:00:00-05:00,28.286556243896484
14,2019-02-25 00:00:00-05:00,28.247806549072266
15,2019-02-26 00:00:00-05:00,28.15093421936035
16,2019-02-27 00:00:00-05:00,27.64720344543457
17,2019-02-28 00:00:00-05:00,27.511581420898438
18,2019-03-01 00:00:00-05:00,27.68595314025879
19,2019-03-04 00:00:00-05:00,27.744075775146484
20,2019-03-05 00:00:00-05:00,27.43408203125
21,2019-03-06 00:00:00-05:00,27.124094009399414
22,2019-03-07 00:00:00-05:00,26.339433670043945
23,2019-03-08 00:00:00-05:00,26.17474937438965
24,2019-03-11 00:00:00-04:00,26.7559814453125
25,2019-03-12 00:00:00-04:00,26.51380729675293
26,2019-03-13 00:00:00-04:00,26.79473114013672
27,2019-03-14 00:00:00-04:00,26.55255126953125
28,2019-03-15 00:00:00-04:00,26.320058822631836
29,2019-03-18 00:00:00-04:00,26.04881477355957
30,2019-03-19 00:00:00-04:00,26.436298370361328
31,2019-03-20 00:00:00-04:00,26.232872009277344
32,2019-03-21 00:00:00-04:00,26.707542419433594
33,2019-03-22 00:00:00-04:00,26.029441833496094
34,2019-03-25 00:00:00-04:00,26.010068893432617
35,2019-03-26 00:00:00-04:00,25.826011657714844
36,2019-03-27 00:00:00-04:00,25.59352684020996
37,2019-03-28 00:00:00-04:00,25.65164566040039
38,2019-03-29 00:00:00-04:00,25.75819969177246
39,2019-04-01 00:00:00-04:00,27.327526092529297
40,2019-04-02 00:00:00-04:00,27.424392700195312
41,2019-04-03 00:00:00-04:00,27.7053279876709
42,2019-04-04 00:00:00-04:00,28.005626678466797
43,2019-04-05 00:00:00-04:00,28.247806549072266
44,2019-04-08 00:00:00-04:00,28.557796478271484
45,2019-04-09 00:00:00-04:00,28.209054946899414
46,2019-04-10 00:00:00-04:00,28.703105926513672
47,2019-04-11 00:00:00-04:00,28.819347381591797
48,2019-04-12 00:00:00-04:00,29.332773208618164
49,2019-04-15 00:00:00-04:00,29.323083877563477
50,2019-04-16 00:00:00-04:00,29.933378219604492
51,2019-04-17 00:00:00-04:00,29.913997650146484
52,2019-04-18 00:00:00-04:00,30.165863037109375
53,2019-04-22 00:00:00-04:00,29.788070678710938
54,2019-04-23 00:00:00-04:00,30.020557403564453
55,2019-04-24 00:00:00-04:00,29.981809616088867
56,2019-04-25 00:00:00-04:00,29.41026496887207
57,2019-04-26 00:00:00-04:00,29.439329147338867
58,2019-04-29 00:00:00-04:00,29.303707122802734
59,2019-04-30 00:00:00-04:00,29.26496124267578
60,2019-05-01 00:00:00-04:00,29.49745750427246
61,2019-05-02 00:00:00-04:00,29.555574417114258
62,2019-05-03 00:00:00-04:00,30.069000244140625
63,2019-05-06 00:00:00-04:00,29.671815872192383
64,2019-05-07 00:00:00-04:00,29.216524124145508
65,2019-05-08 00:00:00-04:00,28.577165603637695
66,2019-05-09 00:00:00-04:00,28.228429794311523
67,2019-05-10 00:00:00-04:00,28.42217445373535
68,2019-05-13 00:00:00-04:00,26.726919174194336
69,2019-05-14 00:00:00-04:00,27.290407180786133
70,2019-05-15 00:00:00-04:00,27.708168029785156
71,2019-05-16 00:00:00-04:00,27.494428634643555
72,2019-05-17 00:00:00-04:00,26.83379364013672
73,2019-05-20 00:00:00-04:00,26.260583877563477
74,2019-05-21 00:00:00-04:00,26.892080307006836
75,2019-05-22 00:00:00-04:00,26.19257354736328
